"Week","SNFG","Reference","Product","Sediaan","Unit of Measure","Scheduled Start Date","Scheduled Finished Date","State","Manufacturing Order","Manufacturing Order/Finished Product/Lot/Serial Number"
"1","TWC-OMGM-OMG/I0001","MO-TWC-OMGM-BULK/I0001","[TWC-OMGM-BULK] OMG Oh My Glam Coverlast Two Way Cake 32N Natural","VP","kg","2023-01-02","2023-01-06","Done","MO/220058809","AJ04A"
"1","EB-EK-W3G/BSH0012","MO-EB-DK-DB-BULK/H0055","[EB-DK-DB-BULK] Eyebrow Definition Kit Dark Brown","P","kg","2023-01-02","2023-01-13","Done","MO/230000100","AJ04B"
"1","EB-EK-W3G/BSH0012","MO-EB-DK-LB-BULK/H0053","[EB-DK-LB-BULK] Eyebrow Definition Kit Light Brown","P","kg","2023-01-02","2023-01-13","Done","MO/230000101","AJ05A"
"1","BO-CLBSPE-EM/I0001","MO-BO-CLBSPE-BULK/I0001","[BO-CLBSPE-BULK] Emina Cheek Lit Blush Stick Peach","S","kg","2023-01-02","2023-01-06","Done","MO/220058019","AJ02A"
"1","BO-COCBSC-W/I0001","MO-BO-COCBSC-BULK/I0001","[BO-COCBSC-BULK] Wardah Colorfit Cream Blush 01 SAND CORAL","S","kg","2023-01-02","2023-01-05","Done","MO/220058020","AJ04A"
"1","BO-COCBSP-W/I0001","MO-BO-COCBSP-BULK/I0001","[BO-COCBSP-BULK] Wardah Colorfit Cream Blush 03 SUMMER PEACH bulk","S","kg","2023-01-02","2023-01-06","Done","MO/220058015","AJ04A"
"1","L-CPRLC01-W/I0001","MO-L-CPRLC01-BULK/I0001","[L-CPRLC01-BULK] Wardah CRYSTALLURE Precious Liquid Lip Couture 01 Royale","S","kg","2023-01-02","2023-01-04","Done","MO/220058017","AJ02A"
"1","L-CPRLC03-W/I0001","MO-L-CPRLC03-BULK/I0001","[L-CPRLC03-BULK] Wardah CRYSTALLURE Precious Liquid Lip Couture 03 Grandiose","S","kg","2023-01-02","2023-01-05","Done","MO/220058014","AJ04A"
"1","L-CSGC102-MO/I0001","MO-L-CSGC102-BULK/I0001","[L-CSGC102-BULK] Make Over Color Stick Gloss Crayon 102 Abigail","S","kg","2023-01-04","2023-01-07","Done","MO/220058086","AJ05A"
"1","L-CSGC102-MO/I0002","MO-L-CSGC102-BULK/I0002","[L-CSGC102-BULK] Make Over Color Stick Gloss Crayon 102 Abigail","S","kg","2023-01-04","2023-01-07","Done","MO/220058083","AJ05B"
"1","LB-M-MO3,8G/I0001","MO-LB-M-BULK/I0001","[LB-M-BULK] Lip Balm Melon Crazy Bulk","S","kg","2023-01-04","2023-01-07","Done","MO/220058084","AJ05A"
"1","LB-M-MO3,8G/I0002","MO-LB-M-BULK/I0002","[LB-M-BULK] Lip Balm Melon Crazy Bulk","S","kg","2023-01-04","2023-01-09","Done","MO/220058085","AJ06A"
"1","LB-OC-MO3,8G/I0001","MO-LB-O-BULK/I0001","[LB-O-BULK] Lipbalm Lip Nutrition Orange Crush Bulk","S","kg","2023-01-04","2023-01-09","Done","MO/220058082","AJ06A"
"1","LB-STSPB-EM/I0001","MO-LB-STSPB-BULK/I0001","[LB-STSPB-BULK] Emina Oh So Kissable Tinted Balm Stick Pink Bonbons","S","kg","2023-01-02","2023-01-04","Done","MO/220058018","AJ03A"
"1","LB-V-MO3,8G/I0001","MO-LB-V-BULK/I0001","[LB-V-BULK] Lipbalm Lip Nutrition Vanilla Latte Bulk","S","kg","2023-01-04","2023-01-09","Done","MO/220058093","AJ06A"
"1","L-CHC03-MO/I0001","MO-L-CHC03-BULK/I0001","[L-CHC03-BULK] Color Hypnose Creamy Lipmatte 03 Allure","S","kg","2023-01-02","2023-01-06","Done","MO/220058037","AJ03A"
"1","L-CHC05-MO/I0001","MO-L-CHC05-BULK/I0001","[L-CHC05-BULK] Color Hypnose Creamy Lipmatte 05 Scandal","S","kg","2023-01-02","2023-01-06","Done","MO/220058013","AJ04A"
"1","L-CHC06-MO/I0001","MO-L-CHC06-BULK/I0001","[L-CHC06-BULK] Color Hypnose Creamy Lipmatte 06 Kiss","S","kg","2023-01-02","2023-01-06","Done","MO/220058800","AJ03A"
"1","L-CHC09-MO/I0001","MO-L-CHC09-BULK/I0001","[L-CHC09-BULK] Color Hypnose Creamy Lipmatte 09 Undercover","S","kg","2023-01-02","2023-01-06","Done","MO/220058799","AJ07A"
"1","L-CHC10-MO/I0001","MO-L-CHC10-BULK/I0001","[L-CHC10-BULK] Color Hypnose Creamy Lipmatte 10 Bewitched","S","kg","2023-01-02","2023-01-06","Done","MO/220058026","AJ06A"
"1","L-IMC002-MO6,5G/I0001","MO-L-IMC002-BULK/I0001","[L-IMC002-BULK] MAKE OVER Intense Matte Lip Cream 002 Heiress","S","kg","2023-01-02","2023-01-06","Done","MO/220058023","AJ05A"
"1","L-IMC017-MO6,5G/I0001","MO-L-IMC017-BULK/I0001","[L-IMC017-BULK] Make Over Intense Matte Lipcream 017","S","kg","2023-01-02","2023-01-06","Done","MO/220058024","AJ02A"
"1","L-IPMMS01-W3.5G/I0001","MO-L-IPMMS01-BULK/I0001","[L-IPMMS01-BULK] Wardah Instaperfect MATTITUDE Matte Stain Lipstick 01 SWING","S","kg","2023-01-02","2023-01-06","Done","MO/220058025","AJ14A"
"1","L-IPMMS04-W3.5G/I0001","MO-L-IPMMS04-BULK/I0001","[L-IPMMS04-BULK] wardah Instaperfect MATTITUDE Matte Stain Lipstick 04 BUZZ","S","kg","2023-01-02","2023-01-06","Done","MO/220058038","AJ06A"
"1","L-LL03-W2.3G/I0001","MO-L-LLW0C3-BULK/I0001","[L-LLW0C3-BULK] Lipstick Long Lasting New 03 Wardah Bulk (Kg)","S","kg","2023-01-02","2023-01-06","Done","MO/220058039","AJ04A"
"1","L-CHC05-MO/I0002","MO-L-CHC05-BULK/I0002","[L-CHC05-BULK] Color Hypnose Creamy Lipmatte 05 Scandal","S","kg","2023-01-02","2023-01-06","Done","MO/220058021","AJ09A"
"1","CON-C-MO11ML/I0001","MO-CON-C-B-BULK/I0001","[CON-C-B-BULK] Make Over Camouflage Cream Beige Bulk","S","kg","2023-01-02","2023-01-05","Done","MO/220058042","AJ03A"
"1","CON-C-MO11ML/I0001","MO-CON-C-C-BULK/I0001","[CON-C-C-BULK] Make Over Camouflage Cream Coklat Bulk","S","kg","2023-01-02","2023-01-05","Done","MO/220058040","AJ03A"
"1","CON-C-MO11ML/I0001","MO-CON-C-HM-BULK/I0001","[CON-C-HM-BULK] Make Over Camouflage Cream Hijau Muda Bulk","S","kg","2023-01-02","2023-01-05","Done","MO/220058036","AJ03A"
"1","CON-C-MO11ML/I0001","MO-CON-C-LB-BULK/I0001","[CON-C-LB-BULK] Make Over Camouflage Cream Light Beige Bulk","S","kg","2023-01-02","2023-01-05","Done","MO/220058030","AJ03A"
"1","CON-C-MO11ML/I0001","MO-CON-C-UM-BULK/I0001","[CON-C-UM-BULK] Make Over Camouflage Cream Ungu Muda Bulk","S","kg","2023-01-02","2023-01-05","Done","MO/220058027","AJ04A"
"1","CON-C-MO11ML/I0002","MO-CON-C-B-BULK/I0002","[CON-C-B-BULK] Make Over Camouflage Cream Beige Bulk","S","kg","2023-01-02","2023-01-06","Done","MO/220058032","AJ04A"
"1","CON-C-MO11ML/I0002","MO-CON-C-C-BULK/I0002","[CON-C-C-BULK] Make Over Camouflage Cream Coklat Bulk","S","kg","2023-01-02","2023-01-06","Done","MO/220058035","AJ04A"
"1","CON-C-MO11ML/I0002","MO-CON-C-HM-BULK/I0002","[CON-C-HM-BULK] Make Over Camouflage Cream Hijau Muda Bulk","S","kg","2023-01-03","2023-01-06","Done","MO/220058070","AJ04A"
"1","CON-C-MO11ML/I0002","MO-CON-C-LB-BULK/I0002","[CON-C-LB-BULK] Make Over Camouflage Cream Light Beige Bulk","S","kg","2023-01-03","2023-01-06","Done","MO/220058064","AJ05A"
"1","CON-C-MO11ML/I0002","MO-CON-C-UM-BULK/I0002","[CON-C-UM-BULK] Make Over Camouflage Cream Ungu Muda Bulk","S","kg","2023-01-03","2023-01-06","Done","MO/220058076","AJ05A"
"1","F-PTCMCN30-MO/I0002","MO-F-PTCMCN30-BULK/I0002","[F-PTCMCN30-BULK] Powerstay Total Cover Matte Cream Foundation N30 Natural Beige","S","kg","2023-01-02","2023-01-04","Done","MO/220058029","AJ03A"
"1","F-PTCMCN30-MO/I0003","MO-F-PTCMCN30-BULK/I0003","[F-PTCMCN30-BULK] Powerstay Total Cover Matte Cream Foundation N30 Natural Beige","S","kg","2023-01-02","2023-01-04","Done","MO/220058031","AJ03B"
"1","L-CPRLC02-W/I0001","MO-L-CPRLC02-BULK/I0001","[L-CPRLC02-BULK] Wardah CRYSTALLURE Precious Liquid Lip Couture 02 Sophistique","S","kg","2023-01-04","2023-01-07","Done","MO/220058081","AJ05A"
"1","L-CVM01-W/I0001","MO-L-CVM01-BULK/I0001","[L-CVM01-BULK] Wardah Colorfit Velvet Matte Lip Mousse 01 Brown Dreamer","S","kg","2023-01-02","2023-01-05","Done","MO/220058048","AJ02A"
"1","L-CVM011-W/I0001","MO-L-CVM011-BULK/I0001","[L-CVM011-BULK] Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade","S","kg","2023-01-02","2023-01-05","Done","MO/220058798","AJ03A"
"1","L-CVM011-W/I0002","MO-L-CVM011-BULK/I0002","[L-CVM011-BULK] Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade","S","kg","2023-01-02","2023-01-05","Done","MO/220058801","AJ03B"
"1","L-CVM013-W/I0001","MO-L-CVM013-BULK/I0001","[L-CVM013-BULK] Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon","S","kg","2023-01-02","2023-01-06","Done","MO/220058046","AJ04A"
"1","L-CVM013-W/I0002","MO-L-CVM013-BULK/I0002","[L-CVM013-BULK] Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon","S","kg","2023-01-02","2023-01-06","Done","MO/220058047","AJ04B"
"1","L-CVM02-W/I0001","MO-L-CVM02-BULK/I0001","[L-CVM02-BULK] Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange","S","kg","2023-01-03","2023-01-07","Done","MO/220058067","AJ04A"
"1","L-CVM04-W/I0001","MO-L-CVM04-BULK/I0001","[L-CVM04-BULK] Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweethearth","S","kg","2023-01-03","2023-01-07","Done","MO/220058068","AJ05A"
"1","L-CVM06-W/I0001","MO-L-CVM06-BULK/I0001","[L-CVM06-BULK] Wardah Colorfit Velvet Matte Lip Mousse 06 Fuschia Lover","S","kg","2023-01-03","2023-01-07","Done","MO/220058063","AJ05A"
"1","L-CVM07-W/I0001","MO-L-CVM07-BULK/I0001","[L-CVM07-BULK] Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer","S","kg","2023-01-05","2023-01-09","Done","MO/220058096","AJ06A"
"1","L-CVM07-W/I0002","MO-L-CVM07-BULK/I0002","[L-CVM07-BULK] Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer","S","kg","2023-01-05","2023-01-09","Done","MO/220058097","AJ06B"
"1","L-IMC003-MO6,5G/I0001","MO-L-IMC003-BULK/I0001","[L-IMC003-BULK] MAKE OVER Intense Matte Lip Cream 003 Secret","S","kg","2023-01-02","2023-01-06","Done","MO/220058044","AJ03A"
"1","L-IMC008-MO6,5G/I0001","MO-L-IMC008-BULK/I0001","[L-IMC008-BULK] MAKE OVER Intense Matte Lip Cream 008 Libertine","S","kg","2023-01-02","2023-01-06","Done","MO/220058043","AJ03A"
"1","L-IMC011-MO6,5G/I0001","MO-L-IMC011-BULK/I0001","[L-IMC011-BULK] MAKE OVER Intense Matte Lip Cream 011 Pompous","S","kg","2023-01-03","2023-01-07","Done","MO/220058065","AJ05A"
"1","L-IMC014-MO6,5G/I0001","MO-L-IMC014-BULK/I0001","[L-IMC014-BULK] MAKE OVER Intense Matte Lip Cream 014 Coco","S","kg","2023-01-03","2023-01-07","Done","MO/220058803","AJ05A"
"1","L-IMC019-MO6,5G/I0001","MO-L-IMC019-BULK/I0001","[L-IMC019-BULK] Make Over Intense Matte Lipcream 019","S","kg","2023-01-02","2023-01-04","Done","MO/220058045","AJ03A"
"1","L-SLWCB-W/I0001","MO-L-SLWCB-BULK/I0001","[L-SLWCB-BULK] Wardah Colorfit Last All Day Lip Paint 11 Everlast Pink","S","kg","2023-01-04","2023-01-09","Done","MO/220058857","AJ05A"
"1","L-SLWCB-W/I0002","MO-L-SLWCB-BULK/I0002","[L-SLWCB-BULK] Wardah Colorfit Last All Day Lip Paint 11 Everlast Pink","S","kg","2023-01-04","2023-01-10","Done","MO/220058858","AJ06A"
"1","L-SLWCI-W/I0001","MO-L-SLWCI-BULK/I0001","[L-SLWCI-BULK] Wardah Colorfit Last All Day Lip Paint 09 Timeless Rose","S","kg","2023-01-05","2023-01-10","Done","MO/220058098","AJ06A"
"1","L-SLWCJ-W/I0001","MO-L-SLWCJ-BULK/I0001","[L-SLWCJ-BULK] Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral","S","kg","2023-01-07","2023-01-10","Done","MO/220058101","AJ07A"
"1","L-SLWCK-W/I0001","MO-L-SLWCK-BULK/I0001","[L-SLWCK-BULK] Wardah Colorfit Last All Day Lip Paint 02 Eternal Sunset","S","kg","2023-01-07","2023-01-10","Done","MO/220058808","AJ07A"
"1","LT-CR02-EM/I0001","MO-LT-CR02-BULK/I0001","[LT-CR02-BULK] Emina Creamytint 02 Peach Crush","S","kg","2023-01-02","2023-01-06","Done","MO/220058052","AJ04A"
"1","LT-CR05-EM/I0001","MO-LT-CR05-BULK/I0001","[LT-CR05-BULK] Emina Creamytint 05 Cherry Soda","S","kg","2023-01-02","2023-01-06","Done","MO/220058053","AJ04A"
"1","L-IMC008-MO6,5G/I0002","MO-L-IMC008-BULK/I0002","[L-IMC008-BULK] MAKE OVER Intense Matte Lip Cream 008 Libertine","S","kg","2023-01-04","2023-01-10","Done","MO/220058087","AJ05A"
"1","L-IMC011-MO6,5G/I0002","MO-L-IMC011-BULK/I0002","[L-IMC011-BULK] MAKE OVER Intense Matte Lip Cream 011 Pompous","S","kg","2023-01-04","2023-01-11","Done","MO/220058088","AJ06A"
"1","L-IMC005-MO6,5G/I0001","MO-L-IMC005-BULK/I0001","[L-IMC005-BULK] MAKE OVER Intense Matte Lip Cream 005 Impulse","S","kg","2023-01-03","2023-01-10","Done","MO/220058075","AJ05A"
"1","L-IMC015-MO6,5G/I0001","MO-L-IMC015-BULK/I0001","[L-IMC015-BULK] Make Over Intense Matte Lipcream 015","S","kg","2023-01-04","2023-01-10","Done","MO/220058095","AJ05A"
"1","EB-SMUEMA-EM/I0001","MO-EB-SMUEMA-BULK/I0001","[EB-SMUEMA-BULK] Emina Squeeze Me Up Browcara Woody","S","kg","2023-01-07","2023-01-10","Done","MO/220058103","AJ09A"
"1","L-EVLCR5-W/I0001","MO-L-EVLCR5-BULK/I0001","[L-EVLCR5-BULK] Wardah Everyday! Matte Lip Shot 05 #mood","S","kg","2023-01-03","2023-01-09","Done","MO/220058077","AJ04A"
"1","L-NLCE-EM/I0001","MO-L-NLCE-BULK/I0001","[L-NLCE-BULK] EMINA Poppin’ Matte 05 Easy Peasy","S","kg","2023-01-03","2023-01-09","Done","MO/220058073","AJ05A"
"1","L-RRIPLMP04-W/I0001","MO-L-RRIPLMP04-BULK/I0001","[L-RRIPLMP04-BULK] Instaperfect MATTESETTER Lip Matte Paint 04. VIBE","S","kg","2023-01-04","2023-01-09","Done","MO/220058094","AJ06A"
"1","MY-LRRIPLMP07-W/I0001","MO-L-RRIPLMP07-BULK/I0001","[L-RRIPLMP07-BULK] Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE","S","kg","2023-01-04","2023-01-09","Done","MO/220058089","AJ06A"
"1","MY-LRRIPLMP08-W/I0001","MO-L-RRIPLMP08-BULK/I0001","[L-RRIPLMP08-BULK] Instaperfect MATTESETTER Lip Matte Paint 08. EDGE","S","kg","2023-01-05","2023-01-10","Done","MO/220058806","AJ06A"
"1","MY-LRRIPLMP09-W/I0001","MO-L-RRIPLMP09-BULK/I0001","[L-RRIPLMP09-BULK] Instaperfect MATTESETTER Lip Matte Paint 09. ICON","S","kg","2023-01-05","2023-01-10","Done","MO/220058100","AJ06A"
"1","L-RIPEI03-W/I0001","MO-L-RIPEI03-BULK/I0001","[L-RIPEI03-BULK] Instaperfect Everlast Intense Matte Liquid 03 SURREAL","S","kg","2023-01-04","2023-01-10","Done","MO/220058834","AJ06A"
"1","L-CUM01-W/I0001","MO-L-CUM01-BULK/I0001","[L-CUM01-BULK] Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink","S","kg","2023-01-02","2023-01-05","Done","MO/220058050","AJ02A"
"1","L-CUM01-W/I0002","MO-L-CUM01-BULK/I0002","[L-CUM01-BULK] Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink","S","kg","2023-01-02","2023-01-06","Done","MO/220058051","AJ03A"
"1","L-CUM05-W/I0001","MO-L-CUM05-BULK/I0001","[L-CUM05-BULK] Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink","S","kg","2023-01-02","2023-01-06","Done","MO/220058054","AJ03A"
"1","L-CUM05-W/I0002","MO-L-CUM05-BULK/I0002","[L-CUM05-BULK] Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink","S","kg","2023-01-03","2023-01-09","Done","MO/220058074","AJ05A"
"1","L-CUM05-W/I0003","MO-L-CUM05-BULK/I0003","[L-CUM05-BULK] Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink","S","kg","2023-01-03","2023-01-10","Done","MO/220058080","AJ05B"
"1","L-CUM06-W/I0001","MO-L-CUM06-BULK/I0001","[L-CUM06-BULK] Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia","S","kg","2023-01-04","2023-01-10","Done","MO/220058804","AJ06A"
"1","L-CUM08-W/I0001","MO-L-CUM08-BULK/I0001","[L-CUM08-BULK] Wardah Colorfit Ultralight Matte Lipstick 08 Woodsy Brown","S","kg","2023-01-02","2023-01-06","Done","MO/220058049","AJ04A"
"1","L-CUMKORB-W/I0001","MO-L-CUMKORB-BULK/I0001","[L-CUMKORB-BULK] Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul","S","kg","2023-01-02","2023-01-06","Done","MO/220058055","AJ04A"
"1","L-CUMKORC-W/I0001","MO-L-CUMKORC-BULK/I0001","[L-CUMKORC-BULK] Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju","S","kg","2023-01-03","2023-01-09","Done","MO/220058071","AJ05A"
"1","L-CUMKORD-W/I0001","MO-L-CUMKORD-BULK/I0001","[L-CUMKORD-BULK] Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami","S","kg","2023-01-04","2023-01-10","Done","MO/220058091","AJ05A"
"1","L-CUMKORE-W/I0001","MO-L-CUMKORE-BULK/I0001","[L-CUMKORE-BULK] Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae","S","kg","2023-01-07","2023-01-10","Done","MO/220058102","AJ07A"
"1","L-CUMKORE-W/I0002","MO-L-CUMKORE-BULK/I0002","[L-CUMKORE-BULK] Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae","S","kg","2023-01-07","2023-01-11","Done","MO/220058105","AJ07B"
"1","L-CVM05-W/I0001","MO-L-CVM05-BULK/I0001","[L-CVM05-BULK] Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve","S","kg","2023-01-02","2023-01-06","Done","MO/220058056","AJ03A"
"1","L-CVM08-W/I0001","MO-L-CVM08-BULK/I0001","[L-CVM08-BULK] Wardah Colorfit Velvet Matte Lip Mousse 08 Brown Creator","S","kg","2023-01-05","2023-01-10","Done","MO/220058099","AJ06A"
"1","L-SLWCF-W/I0001","MO-L-SLWCF-BULK/I0001","[L-SLWCF-BULK] Wardah Colorfit Last All Day Lip Paint 07 Brick On","S","kg","2023-01-02","2023-01-09","Done","MO/220058057","AJ03A"
"1","L-SLWCH-W/I0001","MO-L-SLWCH-BULK/I0001","[L-SLWCH-BULK] Wardah Colorfit Last All Day Lip Paint 04 Brownderlast","S","kg","2023-01-03","2023-01-10","Done","MO/220058829","AJ04A"
"1","LB-EVFSS-W4G/I0001","MO-LB-EVFSS-BULK/I0001","[LB-EVFSS-BULK] Wardah Everyday Fruity Sheer Lip Balm Strawberry","S","kg","2023-01-02","2023-01-06","Done","MO/220058061","AJ16A"
"1","LB-EVLNGT-W4G/I0001","MO-LB-EVLNGT-BULK/I0001","[LB-EVLNGT-BULK] Wardah Everyday Moisture Lip Nutrition Green Tea","S","kg","2023-01-02","2023-01-06","Done","MO/220058060","AJ09A"
"1","L-CVM014-W/I0001","MO-L-CVM014-BULK/I0001","[L-CVM014-BULK] Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel","S","kg","2023-01-07","2023-01-11","Done","MO/220058104","AJ06A"
"1","L-EMC03DP-W/I0001","MO-L-EMC03-BULK/I0001","[L-EMC03-BULK] Lipstick Exclusive Matte Lip Cream 03 Bulk (Kg)","S","kg","2023-01-03","2023-01-09","Done","MO/220058072","AJ04A"
"1","L-EMC04DP-W/I0001","MO-L-EMC04-BULK/I0001","[L-EMC04-BULK] Lipstick Exclusive Matte Lip Cream 04 Bulk (Kg)","S","kg","2023-01-02","2023-01-06","Done","MO/220058059","AJ04A"
"1","L-EMC06DP-W/I0001","MO-L-EMC06-BULK/I0001","[L-EMC06-BULK] Lipstick Exclusive Matte Lip Cream 06 Bulk (Kg)","S","kg","2023-01-03","2023-01-09","Done","MO/220058078","AJ05A"
"1","L-EMC07DP-W/I0001","MO-L-EMC07-BULK/I0001","[L-EMC07-BULK] Exclusive Matte Lip Cream 07 Hello Ruby","S","kg","2023-01-04","2023-01-09","Done","MO/220058090","AJ05A"
"1","L-EMC10DP-W/I0001","MO-L-EMC10-BULK/I0001","[L-EMC10-BULK] Exclusive Matte Lip Cream 10 Berry Pretty","S","kg","2023-01-04","2023-01-09","Done","MO/220058092","AJ06A"
"1","SS-UVSLMS-W/I0001","MO-SS-UVSLMS-BULK/I0001","[SS-UVSLMS-BULK] Wardah UV Shield Light Matte Sun Stick SPF 50","S","kg","2023-01-03","2023-01-09","Done","MO/220058079","AJ05A"
"1","L-EMC02DP-W/I0001","MO-L-EMC02-BULK/I0001","[L-EMC02-BULK] Lipstick Exclusive Matte Lip Cream 02 Bulk (Kg)","S","kg","2023-01-02","2023-01-06","Done","MO/220058062","AJ03A"
"1","B-BSLP-EM/I0001","MO-B-BSLP-BULK/I0001","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","kg","2023-01-02","2023-01-06","Done","MO/220058355","AJ02A"
"1","B-BSLP-EM/I0002","MO-B-BSLP-BULK/I0002","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","kg","2023-01-02","2023-01-06","Done","MO/220058354","AJ03A"
"1","B-BSLP-EM/I0003","MO-B-BSLP-BULK/I0003","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","kg","2023-01-03","2023-01-06","Done","MO/220058837","AJ03B"
"1","B-BSLP-EM/I0004","MO-B-BSLP-BULK/I0004","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","kg","2023-01-03","2023-01-06","Done","MO/220058838","AJ04A"
"1","B-BSLP-EM/I0005","MO-B-BSLP-BULK/I0005","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","kg","2023-01-04","2023-01-06","Done","MO/220058921","AJ05A"
"1","B-BSLP-EM/I0006","MO-B-BSLP-BULK/I0006","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","kg","2023-01-04","2023-01-06","Done","MO/220058920","AJ06A"
"1","TC-RR3LLF01-W/I0001","MO-TC-R3LLF01-BULK/I0001","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","kg","2023-01-04","2023-01-06","Done","MO/220058922","AJ05A"
"1","TC-RR3LLF02-W/I0001","MO-TC-R3LLF02-BULK/I0001","[TC-R3LLF02-BULK] Wardah Lightening Powder Foundation Light Feel 02 Golden Beige","P","kg","2023-01-05","2023-01-06","Done","MO/220058940","AJ06A"
"1","TC-RR3LLF03-W/I0001","MO-TC-R3LLF03-BULK/I0001","[TC-R3LLF03-BULK] Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink","P","kg","2023-01-04","2023-01-06","Done","MO/220058923","AJ04A"
"1","TC-RR3LLF04-W/I0001","MO-TC-R3LLF04-BULK/I0001","[TC-R3LLF04-BULK] Wardah Lightening Powder Foundation Light Feel 04 Natural","P","kg","2023-01-05","2023-01-06","Done","MO/230000091","AJ05A"
"1","TC-RR3LLF05-W/I0001","MO-TC-R3LLF05-BULK/I0001","[TC-R3LLF05-BULK] Wardah Lightening Powder Foundation Light Feel 05 Beige","P","kg","2023-01-04","2023-01-06","Done","MO/230000032","AJ09A"
"1","TC-RR3LLF06-W/I0001","MO-TC-R3LLF06-BULK/I0001","[TC-R3LLF06-BULK] Wardah Lightening Powder Foundation Light Feel 06 Ivory","P","kg","2023-01-05","2023-01-06","Done","MO/230000089","AJ04A"
"1","B-W3ELFP01-W30G/I0001","MO-B-W1T3LFP01-BULK/I0001","[B-W1T3LFP01-BULK] Luminous Face Powder 01","P","kg","2023-01-02","2023-01-06","Done","MO/220058357","AJ05A"
"1","B-W3ELFP02-W30G/I0001","MO-B-W1T3LFP02-BULK/I0001","[B-W1T3LFP02-BULK] Luminous Face Powder 02","P","kg","2023-01-02","2023-01-06","Done","MO/220058374","AJ04A"
"1","B-W3ELFP04-W30G/I0001","MO-B-W0T3LFP04-BULK/I0001","[B-W0T3LFP04-BULK] Luminous Face Powder 04","P","kg","2023-01-02","2023-01-06","Done","MO/220058869","AJ02A"
"1","B-PT01-MO35G/I0001","MO-B-PT01-BULK/I0001","[B-PT01-BULK] Silky Smooth Translucent Powder 01 Porselain","P","kg","2023-01-02","2023-01-06","Done","MO/220058425","AJ02A"
"1","B-PT01-MO35G/I0002","MO-B-PT01-BULK/I0002","[B-PT01-BULK] Silky Smooth Translucent Powder 01 Porselain","P","kg","2023-01-03","2023-01-06","Done","MO/220058836","AJ11A"
"1","B-PT01-MO35G/I0003","MO-B-PT01-BULK/I0003","[B-PT01-BULK] Silky Smooth Translucent Powder 01 Porselain","P","kg","2023-01-04","2023-01-06","Done","MO/220058924","AJ13A"
"1","B-PT01-MO35G/I0004","MO-B-PT01-BULK/I0004","[B-PT01-BULK] Silky Smooth Translucent Powder 01 Porselain","P","kg","2023-01-04","2023-01-06","Done","MO/220058925","AJ17A"
"1","B-W3ELFP02-W30G/I0002","MO-B-W1T3LFP02-BULK/I0002","[B-W1T3LFP02-BULK] Luminous Face Powder 02","P","kg","2023-01-03","2023-01-06","Done","MO/220058839","AJ09A"
"1","B-W3ELFP03-W30G/I0001","MO-B-W1T3LFP03-BULK/I0001","[B-W1T3LFP03-BULK] Luminous Face Powder 03","P","kg","2023-01-02","2023-01-06","Done","MO/220058358","AJ07A"
"1","B-W3ELFP04-W30G/I0002","MO-B-W0T3LFP04-BULK/I0002","[B-W0T3LFP04-BULK] Luminous Face Powder 04","P","kg","2023-01-03","2023-01-06","Done","MO/220058908","AJ11A"
"1","TC-PMC21-MO12G/I0001","MO-TC-PMC21-BULK/I0001","[TC-PMC21-BULK] Make Over Powerstay Matte Powder Foundation C21 Pink Ivory","P","kg","2023-01-02","2023-01-06","Done","MO/220058356","AJ04A"
