"Week","SNFG","Reference","Product","Sediaan","Unit of Measure","Scheduled Start Date","Scheduled Finished Date","State","Manufacturing Order","Manufacturing Order/Finished Product/Lot/Serial Number"
"8","BO-SKPF01-MO6G/I0007","MO-BO-SPF01-BULK/I0010","[BO-SPF01-BULK] Blush On 01 Pink Fantasist","P","kg","2023-02-20","2023-02-23","Done","MO/230009711","BJ20A"
"8","BO-SKPP10-MO6G/I0003","MO-BO-SKPP10-BULK/I0003","[BO-SKPP10-BULK] Blush On 10 Passion Pink","P","kg","2023-02-20","2023-02-23","Done","MO/230009718","BJ21A"
"8","BO-SKST09-MO6G/I0008","MO-BO-SST09-BULK/I0010","[BO-SST09-BULK] Blush On 09 Summer Twist","P","kg","2023-02-22","2023-02-24","Done","MO/230010359","BJ22A"
"8","FA-RGH-MO13G/I0006","MO-FA-RGH-BULK/I0006","[FA-RGH-BULK] Riche Glow Face Highlighter","P","kg","2023-02-25","2023-03-03","Done","MO/230010459","BJ25A"
"8","BO-CLPCS-EM3.5GR/I0003","MO-BO-CLPCS-BULK/I0003","[BO-CLPCS-BULK] Cheek Lit Pressed Blush Sugarcane","P","kg","2023-02-21","2023-02-24","Done","MO/230010327","BJ22A"
"8","BO-CLPPCCC-EM3.5GR/I0005","MO-BO-CLPPCCC-BULK/I0005","[BO-CLPPCCC-BULK] Cheek Lit Pressed Blush Cotton Candy","P","kg","2023-02-22","2023-02-25","Done","MO/230010360","BJ23A"
"8","BO-SKPS03-MO6G/I0008","MO-BO-SPS03-BULK/I0013","[BO-SPS03-BULK] Blush On 03 Promiscious Peach","P","kg","2023-02-23","2023-02-28","Done","MO/230010390","BJ23A"
"8","BO-W1A-W4GR/I0005","MO-BO-W1A-01 BULK/I0005","[BO-W1A-01 BULK] BLUSH ON A 01","P","kg","2023-02-22","2023-02-25","Done","MO/230010361","BJ23A"
"8","BO-W1A-W4GR/I0005","MO-BO-W1A-02 BULK/I0005","[BO-W1A-02 BULK] BLUSH ON A 02","P","kg","2023-02-22","2023-02-25","Done","MO/230010362","BJ23A"
"8","BO-W1C-W4GR/I0006","MO-BO-W1C-01-BULK/I0006","[BO-W1C-01-BULK] BLUSH ON C 01","P","kg","2023-02-23","2023-02-28","Done","MO/230010391","BJ24A"
"8","BO-W1C-W4GR/I0006","MO-BO-W1C-02 BULK/I0006","[BO-W1C-02 BULK] BLUSH ON C 02","P","kg","2023-02-23","2023-02-28","Done","MO/230010393","BJ24A"
"8","TC-FC-MO14G/I0005","MO-TC-FC-MO-BULK/I0005","[TC-FC-MO-BULK] Face Contour Kit Coklat","P","kg","2023-02-23","2023-03-02","Done","MO/230010394","BJ24A"
"8","TC-FC-MO14G/I0005","MO-TC-FC02-MO-BULK/I0005","[TC-FC02-MO-BULK] Face Contour Kit Putih Tulang","P","kg","2023-02-24","2023-03-02","Done","MO/230010418","BJ24A"
"8","ES-TBG-MO6G/I0001","MO-ES-BS-BULK/I0002","[ES-BS-BULK] Shiny Glam Eye Shadow Black Stiletto","P","kg","2023-02-20","2023-02-23","Done","MO/230009708","BJ20A"
"8","ES-TEB-MO6G/I0004","MO-ES-C-BULK/I0008","[ES-C-BULK] Perfect Matte Eye Shadow Cocoa","P","kg","2023-02-22","2023-02-24","Done","MO/230010366","BJ22A"
"8","ES-TEB-MO6G/I0004","MO-ES-H-X/I0007","[ES-H-X] Perfect Matte Eye Shadow Hot Stone","P","kg","2023-02-21","2023-02-24","Done","MO/230010319","BJ22A"
"8","ES-TEB-MO6G/I0004","MO-ES-SD-BULK/I0006","[ES-SD-BULK] Perfect Matte Eye Shadow Sand","P","kg","2023-02-22","2023-02-24","Done","MO/230010363","BJ22A"
"8","ES-TENS-MO6G/I0002","MO-ES-PMB-BULK/I0005","[ES-PMB-BULK] Perfect Matte Eye Shadow Bone","P","kg","2023-02-22","2023-02-25","Done","MO/230010367","BJ23A"
"8","ES-TENS-MO6G/I0002","MO-ES-PMEO-BULK/I0005","[ES-PMEO-BULK] Perfect Matte Eye Shadow Espresso","P","kg","2023-02-22","2023-02-25","Done","MO/230010372","BJ23A"
"8","ES-TGE-MO6G/I0007","MO-ES-CH-BULK/I0007","[ES-CH-BULK] Shiny Glam Eye Shadow Chrome Yellow","P","kg","2023-02-20","2023-02-24","Done","MO/230009729","BJ20A"
"8","ES-TGE-MO6G/I0007","MO-ES-OF-BULK/I0007","[ES-OF-BULK] Shiny Glam Eye Shadow Orange Freak","P","kg","2023-02-20","2023-02-24","Done","MO/230009715","BJ21A"
"8","ES-TGE-MO6G/I0007","MO-ES-G-BULK/I0007","[ES-G-BULK] Shiny Glam Eye Shadow Gold","P","kg","2023-02-21","2023-02-24","Done","MO/230010326","CJ14A"
"8","ES-TGE-MO6G/I0008","MO-ES-CH-BULK/I0008","[ES-CH-BULK] Shiny Glam Eye Shadow Chrome Yellow","P","kg","2023-02-22","2023-02-28","Done","MO/230010364","BJ22A"
"8","ES-TGE-MO6G/I0008","MO-ES-OF-BULK/I0008","[ES-OF-BULK] Shiny Glam Eye Shadow Orange Freak","P","kg","2023-02-23","2023-02-28","Done","MO/230010395","BJ23A"
"8","ES-TGE-MO6G/I0008","MO-ES-G-BULK/I0008","[ES-G-BULK] Shiny Glam Eye Shadow Gold","P","kg","2023-02-21","2023-02-28","Done","MO/230010324","BJ22A"
"8","ES-TIS-MO6G/I0004","MO-ES-T-BULK/I0004","[ES-T-BULK] Shiny Glam Eye Shadow Toast","P","kg","2023-02-25","2023-03-01","Done","MO/230010460","BJ25A"
"8","ES-TIS-MO6G/I0004","MO-ES-RB-MO-BULK/I0004","[ES-RB-MO-BULK] Shiny Glam Eye Shadow Rich Brown","P","kg","2023-02-25","2023-03-01","Done","MO/230010461","BJ25A"
"8","ES-TIS-MO6G/I0004","MO-ES-V-BULK/I0004","[ES-V-BULK] Shiny Glam Eye Shadow Vibrant","P","kg","2023-02-25","2023-03-01","Done","MO/230010462","BJ27A"
"8","ES-TMFT-MO6G/I0001","MO-ES-TQ-BULK/I0003","[ES-TQ-BULK] Shiny Glam Eye Shadow Turqoise","P","kg","2023-02-27","2023-03-02","Done","MO/230010465","BJ28A"
"8","ES-TMFT-MO6G/I0001","MO-ES-ST-MO-BULK/I0003","[ES-ST-MO-BULK] Shiny Glam Eye Shadow Sunset","P","kg","2023-02-27","2023-03-02","Done","MO/230010468","CJ01A"
"8","ES-W1A-W3,3GR/I0003","MO-ES-W1A-01 BULK/I0003","[ES-W1A-01 BULK] EYE SHADOW A 01","P","kg","2023-02-21","2023-02-25","Done","MO/230010328","BJ21A"
"8","ES-W1A-W3,3GR/I0003","MO-ES-W1A-02 BULK/I0003","[ES-W1A-02 BULK] EYE SHADOW A 02","P","kg","2023-02-21","2023-02-25","Done","MO/230010329","BJ22A"
"8","ES-W1A-W3,3GR/I0003","MO-ES-W1A-03 BULK/I0003","[ES-W1A-03 BULK] EYE SHADOW A 03","P","kg","2023-02-21","2023-02-25","Done","MO/230010333","BJ22A"
"8","TC-PPCN-MO3X12G/I0006","MO-TC-PC01-BULK/I0018","[TC-PC01-BULK] PERFECT COVER TWC 01 LACE","P","kg","2023-02-22","2023-02-28","Done","MO/230010368","BJ23A"
"8","TC-PPCN-MO3X12G/I0006","MO-TC-PC03-BULK/I0030","[TC-PC03-BULK] PERFECT COVER TWC 03 MAPLE","P","kg","2023-02-23","2023-02-28","Done","MO/230010399","BJ23C"
"8","TC-PPCN-MO3X12G/I0006","MO-TC-PC05-BULK/I0023","[TC-PC05-BULK] PERFECT COVER TWC 05 CINNAMON","P","kg","2023-02-23","2023-02-28","Done","MO/230010396","BJ24A"
"8","TC-PPCN-MO3X12G/I0007","MO-TC-PC01-BULK/I0019","[TC-PC01-BULK] PERFECT COVER TWC 01 LACE","P","kg","2023-02-23","2023-02-28","Done","MO/230010397","BJ24A"
"8","TC-PPCN-MO3X12G/I0007","MO-TC-PC03-BULK/I0031","[TC-PC03-BULK] PERFECT COVER TWC 03 MAPLE","P","kg","2023-02-24","2023-02-28","Done","MO/230010419","BJ25B"
"8","TC-PPCN-MO3X12G/I0007","MO-TC-PC05-BULK/I0024","[TC-PC05-BULK] PERFECT COVER TWC 05 CINNAMON","P","kg","2023-02-24","2023-02-28","Done","MO/230010458","BJ24B"
"8","ES-W1G-W3,3GR/I0004","MO-ES-W1G-01 BULK/I0006","[ES-W1G-01 BULK] EYE SHADOW G 01","P","kg","2023-02-22","2023-02-25","Done","MO/230010369","BJ22A"
"8","ES-W1G-W3,3GR/I0004","MO-ES-W1G-02 BULK/I0004","[ES-W1G-02 BULK] EYE SHADOW G 02","P","kg","2023-02-21","2023-02-25","Done","MO/230010330","BJ22A"
"8","ES-W1G-W3,3GR/I0004","MO-ES-W1G-03 BULK/I0004","[ES-W1G-03 BULK] EYE SHADOW G 03","P","kg","2023-02-22","2023-02-25","Done","MO/230010374","BJ22A"
"8","ES-CLPNB-W/I0004","MO-ES-CLPNB-01-BULK/I0004","[ES-CLPNB-01-BULK] Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 01","P","kg","2023-02-22","2023-02-27","Done","MO/230010375","BJ22A"
"8","ES-CLPNB-W/I0004","MO-ES-CLPNB-02-BULK/I0004","[ES-CLPNB-02-BULK] Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 02","P","kg","2023-02-23","2023-02-27","Done","MO/230010653","BJ23A"
"8","ES-CLPNB-W/I0004","MO-ES-CLPNB-03-BULK/I0004","[ES-CLPNB-03-BULK] Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 03","P","kg","2023-02-22","2023-02-27","Done","MO/230010630","BJ23A"
"8","ES-CLPWP-W/I0004","MO-ES-CLPWP-01-BULK/I0004","[ES-CLPWP-01-BULK] Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 01","P","kg","2023-02-23","2023-03-02","Done","MO/230010400","BJ24A"
"8","ES-CLPWP-W/I0004","MO-ES-CLPWP-02-BULK/I0004","[ES-CLPWP-02-BULK] Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 02","P","kg","2023-02-23","2023-03-02","Done","MO/230010415","BJ24A"
"8","ES-CLPWP-W/I0004","MO-ES-CLPWP-03-BULK/I0004","[ES-CLPWP-03-BULK] Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 03","P","kg","2023-02-24","2023-03-02","Done","MO/230010433","BJ25A"
"8","ES-CLPWP-W/I0004","MO-ES-CLPWP-04-BULK/I0004","[ES-CLPWP-04-BULK] Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 04","P","kg","2023-02-24","2023-03-02","Done","MO/230010432","BJ25A"
"8","ES-CLPPB-W/I0003","MO-ES-CLPPB-01-BULK/I0003","[ES-CLPPB-01-BULK] Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 01","P","kg","2023-02-24","2023-03-03","Done","MO/230010455","BJ24A"
"8","ES-CLPPB-W/I0003","MO-ES-CLPPB-02-BULK/I0003","[ES-CLPPB-02-BULK] Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 02","P","kg","2023-02-23","2023-03-03","Done","MO/230010416","BJ24A"
"8","ES-CLPPB-W/I0003","MO-ES-CLPPB-03-BULK/I0003","[ES-CLPPB-03-BULK] Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 03","P","kg","2023-02-24","2023-03-03","Done","MO/230010457","BJ25A"
"8","ES-CLPPB-W/I0003","MO-ES-CLPPB-04-BULK/I0003","[ES-CLPPB-04-BULK] Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 04","P","kg","2023-02-24","2023-03-03","Done","MO/230010456","BJ25A"
"8","ES-TGE-MO6G/I0010","MO-ES-CH-BULK/I0009","[ES-CH-BULK] Shiny Glam Eye Shadow Chrome Yellow","P","kg","2023-02-24","2023-02-28","Done","MO/230010428","BJ24A"
"8","ES-TGE-MO6G/I0010","MO-ES-OF-BULK/I0009","[ES-OF-BULK] Shiny Glam Eye Shadow Orange Freak","P","kg","2023-02-23","2023-02-28","Done","MO/230010398","BJ23B"
"8","ES-TGE-MO6G/I0010","MO-ES-G-BULK/I0011","[ES-G-BULK] Shiny Glam Eye Shadow Gold","P","kg","2023-02-24","2023-02-28","Done","MO/230010434","BJ24A"
"8","B-BSLP-EM/I0054","MO-B-BSLP-BULK/I0054","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","kg","2023-02-20","2023-02-24","Done","MO/230009716","BJ27A"
"8","B-PT04-MO35G/I0001","MO-B-PT04-BULK/I0001","[B-PT04-BULK] Silky Smooth Translucent Powder 04 Toffee","P","kg","2023-02-20","2023-02-24","Done","MO/230009755","BJ22A"
"8","B-PT04-MO35G/I0002","MO-B-PT04-BULK/I0002","[B-PT04-BULK] Silky Smooth Translucent Powder 04 Toffee","P","kg","2023-02-21","2023-02-24","Done","MO/230010336","BJ25A"
"8","B-PT05-MO35G/I0004","MO-B-PT05-BULK/I0004","[B-PT05-BULK] Silky Smooth Translucent Powder 05 Snow","P","kg","2023-02-20","2023-02-24","Done","MO/230009756","BJ20A"
"8","B-PT06-MO35G/I0013","MO-B-PT06-BULK/I0013","[B-PT06-BULK] Silky Smooth Translucent Powder 06 Buttermilk","P","kg","2023-02-22","2023-02-24","Done","MO/230010376","BJ25A"
"8","B-PT07-MO35G/I0011","MO-B-PT07-BULK/I0011","[B-PT07-BULK] Silky Smooth Translucent Powder 07 Vanilla","P","kg","2023-02-22","2023-02-24","Done","MO/230010652","BJ24A"
"8","B-CLCLPA-W/I0005","MO-B-CLCLPA-BULK/I0005","[B-CLCLPA-BULK] Colorfit Mattifying Powder 22N Light Ivory","P","kg","2023-02-20","2023-02-24","Done","MO/230009768","BJ28A"
"8","B-CLCLPB-W/I0005","MO-B-CLCLPB-BULK/I0005","[B-CLCLPB-BULK] Colorfit Mattifying Powder 23W Warm Ivory","P","kg","2023-02-20","2023-02-24","Done","MO/230009717","BJ27A"
"8","B-CLCLPC-W/I0006","MO-B-CLCLPC-BULK/I0006","[B-CLCLPC-BULK] Colorfit Mattifying Powder 32N Neutral Beige","P","kg","2023-02-20","2023-02-24","Done","MO/230009778","BJ25A"
"8","A-DM-W40ML/I0005","MO-A-DM-BULK/I0006","[A-DM-BULK] Acnederm Day Moisturizer","L","kg","2023-02-21","2023-02-23","Done","MO/230010469","BJ22A"
"8","A-NTM-W40ML/I0003","MO-A-NTM-BULK/I0004","[A-NTM-BULK] Acnederm Night Treatment Moisturizer Bulk","L","kg","2023-02-23","2023-02-28","Done","MO/230010614","CJ07A"
"8","A-PFC-W60ML/I0008","MO-A-PFC-BULK/I0012","[A-PFC-BULK] Wardah Acnederm Pure Foaming Cleanser Bulk","L","kg","2023-02-20","2023-03-08","Done","MO/230010075","CJ05A"
"8","A-SATG-W15ML/I0006","MO-A-SATG-BULK/I0006","[A-SATG-BULK] Wardah Acnederm Acne Spot Treatment Gel","L","kg","2023-02-20","2023-02-22","Done","MO/230010206","BJ20A"
"8","BBC-HSBBN-EM/I0002","MO-BBC-HSBBN-BULK/I0002","[BBC-HSBBN-BULK] EMINA Daily Matte BB Cream 02 Natural","L","kg","2023-02-18","2023-02-23","Done","MO/230010287","BJ20A"
"8","BBC-LN-W15ML/I0005","MO-BBC-LN-BULK/I0005","[BBC-LN-BULK] Lightening BB Cream Natural Bulk","L","kg","2023-02-21","2023-02-27","Done","MO/230010470","BJ22A"
"8","BBC-LN-W15ML/I0006","MO-BBC-LN-BULK/I0006","[BBC-LN-BULK] Lightening BB Cream Natural Bulk","L","kg","2023-02-21","2023-02-27","Done","MO/230010471","BJ22B"
"8","DDC-CDN-W20ML/I0004","MO-DDC-CDN-BULK/I0004","[DDC-CDN-BULK] C-Defense DD Cream Natural Bulk","L","kg","2023-02-20","2023-02-28","Done","MO/230010294","BJ22A"
"8","F-CLCMB-W/I0005","MO-F-CLCMB-BULK/I0005","[F-CLCMB-BULK] Wardah Colorfit Matte Foundation 22N Light Ivory bulk","L","kg","2023-02-20","2023-03-01","Done","MO/230010295","CJ01A"
"8","F-IPSF15-W/I0001","MO-F-IPSF15-BULK/I0001","[F-IPSF15-BULK] Instaperfect SKINFOCUS Cover Foundation 43 Creme Sand","L","kg","2023-02-23","2023-02-28","Done","MO/230010615","BJ24A"
"8","FM-MCC-W60ML/I0004","MO-FM-MCC-BULK/I0004","[FM-MCC-BULK] Mineral Clarifying + Clay Mask Bulk","L","kg","2023-02-20","2023-03-08","Done","MO/230010211","CJ02A"
"8","FM-SL-EM60ML/I0001","MO-FM-SL-BULK/I0001","[FM-SL-BULK] Emina Cranberry Juice Face Mask","L","kg","2023-02-21","2023-02-23","Done","MO/230010472","BJ22A"
"8","FW-3IN1PC-KA/I0060","MO-FW-3IN1PC-BULK/I0060","[FW-3IN1PC-BULK] Kahf Triple Action Oil and Comedo Defense Face Wash","L","kg","2023-02-20","2023-03-08","Done","MO/230010076","CJ02A"
"8","FW-3IN1PC-KA/I0061","MO-FW-3IN1PC-BULK/I0061","[FW-3IN1PC-BULK] Kahf Triple Action Oil and Comedo Defense Face Wash","L","kg","2023-02-20","2023-03-08","Done","MO/230010077","CJ02B"
"8","FW-BSACNE-EM/I0008","MO-FW-BSACNE-BULK/I0017","[FW-BSACNE-BULK] Emina Bright Stuff for Acne Prone Skin Face Wash BULK","L","kg","2023-02-20","2023-03-08","Done","MO/230010107","CJ10A"
"8","FW-CSGC01-B/I0001","MO-FW-CSGC-BULK/I0001","[FW-CSGC-BULK] Beyondly Glowlasting Collagen Cleanser","L","kg","2023-02-23","2023-02-28","Done","MO/230010634","BJ27A"
"8","FW-FW01-KA/I0040","MO-FW-FW01-BULK/I0040","[FW-FW01-BULK] KAHF - Gentle Exfoliating Face Scrub","L","kg","2023-02-20","2023-03-08","Done","MO/230010110","CJ03A"
"8","FW-FWN2-OMG/I0012","MO-FW-FW-BULK/I0013","[FW-FW-BULK] OMG Oh My Glow Peach Glowing Face Wash","VL","kg","2023-02-21","2023-02-23","Done","MO/230010180","BJ21A"
"8","FW-MCF-W60ML/I0002","MO-FW-MCF-BULK/I0003","[FW-MCF-BULK] Mineral + Clarifying Facial Foam","L","kg","2023-02-20","2023-03-08","Done","MO/230010111","CJ02A"
"8","FW-PCSRB-KA/I0041","MO-FW-PCSRB-BULK/I0041","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","kg","2023-02-20","2023-03-08","Done","MO/230010113","BJ18A"
"8","FW-PCSRB-KA/I0042","MO-FW-PCSRB-BULK/I0042","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","kg","2023-02-20","2023-03-08","Done","MO/230010114","BJ18B"
"8","FW-PCSRB-KA/I0043","MO-FW-PCSRB-BULK/I0043","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","kg","2023-02-20","2023-03-08","Done","MO/230010115","BJ20A"
"8","FW-PCSRB-KA/I0044","MO-FW-PCSRB-BULK/I0044","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","kg","2023-02-20","2023-03-08","Done","MO/230010116","BJ21A"
"8","FW-PCSRB-KA/I0045","MO-FW-PCSRB-BULK/I0045","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","kg","2023-02-20","2023-03-08","Done","MO/230010117","BJ21B"
"8","FW-RPBCFLO100-W/I0023","MO-FW-RPBCFLO-BULK/I0034","[FW-RPBCFLO-BULK] Wardah Perfect Bright Creamy Foam Bright + Oil Control","L","kg","2023-02-20","2023-03-08","Done","MO/230010118","CJ04A"
"8","FW-RPBCFLO100-W/I0024","MO-FW-RPBCFLO-BULK/I0035","[FW-RPBCFLO-BULK] Wardah Perfect Bright Creamy Foam Bright + Oil Control","L","kg","2023-02-20","2023-03-08","Done","MO/230010119","CJ05A"
"8","FW-RPBCFLO50-W/I0009","MO-FW-RPBCFLO-BULK/I0036","[FW-RPBCFLO-BULK] Wardah Perfect Bright Creamy Foam Bright + Oil Control","L","kg","2023-02-20","2023-03-08","Done","MO/230010120","CJ18A"
"8","FW-RPBCFLS100-W/I0011","MO-FW-RPBCFLS-BULK/I0017","[FW-RPBCFLS-BULK] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow","L","kg","2023-02-20","2023-03-08","Done","MO/230010122","CJ05A"
"8","FW-RPBCFLS50-W/I0004","MO-FW-RPBCFLS-BULK/I0019","[FW-RPBCFLS-BULK] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow","L","kg","2023-02-20","2023-03-08","Done","MO/230010124","CJ16A"
"8","FW-RWSABHA-W/I0015","MO-FW-RWSABHA-BULK/I0017","[FW-RWSABHA-BULK] Wardah Crystal Secret Foaming Cleanser","L","kg","2023-02-20","2023-03-08","Done","MO/230010125","BJ19A"
"8","FW-RWSABHA-W/I0016","MO-FW-RWSABHA-BULK/I0018","[FW-RWSABHA-BULK] Wardah Crystal Secret Foaming Cleanser","L","kg","2023-02-20","2023-03-08","Done","MO/230010126","CJ09A"
"8","FW-RWSABHA-W/I0017","MO-FW-RWSABHA-BULK/I0019","[FW-RWSABHA-BULK] Wardah Crystal Secret Foaming Cleanser","L","kg","2023-02-20","2023-03-08","Done","MO/230010128","CJ07A"
"8","M-AHC-W40ML/I0004","MO-M-AHC-BULK/I0004","[M-AHC-BULK] Aloe Hydramild Moisturizer Cream","L","kg","2023-02-23","2023-03-01","Done","MO/230010616","BJ27A"
"8","M-RPBSPF30-W/I0006","MO-M-RPBSPF30-BULK/I0007","[M-RPBSPF30-BULK] Wardah Perfect Bright Moisturizer Bright + Oil Control SPF 30 PA+++","L","kg","2023-02-20","2023-02-22","Done","MO/230010214","BJ21A"
"8","M-RPBSPF30-W/I0007","MO-M-RPBSPF30-BULK/I0008","[M-RPBSPF30-BULK] Wardah Perfect Bright Moisturizer Bright + Oil Control SPF 30 PA+++","L","kg","2023-02-20","2023-02-23","Done","MO/230010215","BJ21B"
"8","M-RRYNCN1-W/I0004","MO-M-RRYNC-BULK/I0009","[M-RRYNC-BULK] Wardah Renew You Night Cream","L","kg","2023-02-21","2023-02-23","Done","MO/230010473","BJ20A"
"8","M-WHPG-W40ML/I0007","MO-M-WHPG-BULK/I0008","[M-WHPG-BULK] Witch Hazel Purifying Moisturizer Gel","L","kg","2023-02-22","2023-02-27","Done","MO/230010600","BJ24A"
"8","MY-FSRLN2-W/I0006","MO-FS-RLN2-BULK/I0019","[FS-RLN2-BULK] Wardah Lightening Gentle Exfoliator","L","kg","2023-02-20","2023-03-08","Done","MO/230010095","CJ01A"
"8","MY-FWLMGWN2-W/I0013","MO-FW-LMGW-BULK/I0028","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-18","2023-02-23","Done","MO/230010053","BJ20A"
"8","MY-FWLMGWN2-W/I0014","MO-FW-LMGW-BULK/I0029","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-20","2023-02-23","Done","MO/230010055","BJ20B"
"8","MY-FWLMGWN2-W/I0015","MO-FW-LMGW-BULK/I0030","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-20","2023-02-23","Done","MO/230010056","BJ21A"
"8","MY-FWLMGWN2-W/I0016","MO-FW-LMGW-BULK/I0031","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-21","2023-02-27","Done","MO/230010057","BJ21C"
"8","MY-FWLMGWN2-W/I0017","MO-FW-LMGW-BULK/I0032","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-21","2023-02-27","Done","MO/230010058","BJ22A"
"8","MY-FWLMGWN2-W/I0018","MO-FW-LMGW-BULK/I0033","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-21","2023-02-27","Done","MO/230010063","BJ23A"
"8","MY-FWLMGWN2-W/I0019","MO-FW-LMGW-BULK/I0034","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-22","2023-02-28","Done","MO/230010062","BJ23B"
"8","MY-FWLMGWN2-W/I0021","MO-FW-LMGW-BULK/I0036","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-23","2023-03-01","Done","MO/230010059","BJ27A"
"8","MY-FWLMGWN2-W/I0022","MO-FW-LMGW-BULK/I0037","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","kg","2023-02-23","2023-03-01","Done","MO/230010060","BJ27B"
"8","MY-RFWCD-W/I0006","MO-FW-CD-BULK/I0019","[FW-CD-BULK] Wardah C-Defense Energizing Creamy Wash bulk","L","kg","2023-02-20","2023-03-08","Done","MO/230010134","CJ06A"
"8","PRM-PCCYW-MO/I0001","MO-PRM-PCCYW-BULK/I0001","[PRM-PCCYW-BULK] Powerstay Color Correcting Primer Yellow","L","kg","2023-02-23","2023-03-01","Done","MO/230010617","BJ27A"
"8","PRM-PR-EM20ML/I0008","MO-PRM-PR-BULK/I0008","[PRM-PR-BULK] EMINA Pore Ranger","L","kg","2023-02-21","2023-02-23","Done","MO/230010474","BJ21A"
"8","PRM-VCPM-MO20ML/I0012","MO-PRM-VCPM-BULK/I0012","[PRM-VCPM-BULK] Velvet Mattifying Primer Bulk","L","kg","2023-02-22","2023-02-27","Done","MO/230010601","BJ24A"
"8","SRM-BSSN2-EM/I0007","MO-SRM-BSS-BULK/I0010","[SRM-BSS-BULK] EMINA Bright Stuff Face Serum Bulk","L","kg","2023-02-22","2023-02-27","Done","MO/230010602","CJ07B"
"8","SRM-BSSN2-EM/I0008","MO-SRM-BSS-BULK/I0011","[SRM-BSS-BULK] EMINA Bright Stuff Face Serum Bulk","L","kg","2023-02-22","2023-02-28","Done","MO/230010603","CJ07A"
"8","SS-SBAT30-EM/I0025","MO-SS-SBAT30-BULK/I0031","[SS-SBAT30-BULK] EMINA Sun Battle SPF 30 PA+++","L","kg","2023-02-20","2023-03-08","Done","MO/230010225","CJ05A"
"8","SS-SBSP30-EM/I0007","MO-SS-SBSP30-BULK/I0007","[SS-SBSP30-BULK] Emina Skin Buddy Sun Protection SPF 30","L","kg","2023-02-20","2023-03-08","Done","MO/230010238","CJ05A"
"8","SS-UVSDSPB-W/I0029","MO-SS-UVSDS-BULK/I0042","[SS-UVSDS-BULK] Wardah UV Shield Essential Sunscreen Gel SPF 30","L","kg","2023-02-20","2023-03-08","Done","MO/230010198","CJ04A"
"8","SS-UVSDSPB-W/I0030","MO-SS-UVSDS-BULK/I0043","[SS-UVSDS-BULK] Wardah UV Shield Essential Sunscreen Gel SPF 30","L","kg","2023-02-20","2023-03-08","Done","MO/230010195","CJ06A"
"8","BBC-EL-W15ML/I0003","MO-BBC-EL-BULK/I0004","[BBC-EL-BULK] Everyday BB cream Light Bulk","L","kg","2023-02-22","2023-02-28","Done","MO/230010604","BJ22A"
"8","HBW-NFSBWN1D-BD/I0001","MO-HBW-BWD-BULK/I0007","[HBW-BWD-BULK] Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami","L","kg","2023-02-21","2023-03-02","Done","MO/230010181","BJ23A"
"8","SS-NSFBH-KA/I0001","MO-SS-NSFBH-BULK/I0001","[SS-NSFBH-BULK] KAHF Complete Protection Face and Body Sunscreen Moisturizer","L","kg","2023-02-20","2023-02-23","Done","MO/230010239","BJ21A"
"8","FW-NSCB-KA/I0002","MO-FW-NSCB-BULK/I0002","[FW-NSCB-BULK] KAHF Cooling and Brightening Face Wash","L","kg","2023-02-21","2023-02-27","Done","MO/230010173","BJ22A"
