"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Manufacturing Order"
"TC-R2RE04-W/BSI0009","TC-R2RE04-W/BSI0009","[TC-R2RE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2023-06-05","2023-06-10","MO/230029727"
"TC-R2RE04-W/BSI0010","TC-R2RE04-W/BSI0010","[TC-R2RE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2023-06-05","2023-06-10","MO/230029728"
"TC-R2RE04-W/BSI0011","TC-R2RE04-W/BSI0011","[TC-R2RE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2023-06-05","2023-06-10","MO/230029729"
"CUS-R2EFC03-W/I0005","CUS-R2EFC03-W/I0005","[CUS-R2EFC03-W] Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g","L","2023-05-24","2023-05-25","MO/230029783"
"LB-EVFSS-W4G/I0043","LB-EVFSS-W4G/I0043","[LB-EVFSS-W4G] Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","S","2023-05-26","2023-05-28","MO/230029786"
"FS-AJ-EM60ML/I0004","FS-AJ-EM60ML/I0004","[FS-AJ-EM60ML] Emina Apricot Jam Face Scrub 60 ml (Pc(s))","L","2023-05-25","2023-06-07","MO/230029791"
"FMI-US3IN1-TA/I0001","FMI-US3IN1-TA/I0001","[FMI-US3IN1-TA] Tavi Urban Shield 3 in 1 Super Fine Mist 90 ml","L","2023-05-25","2023-06-07","MO/230029794"
"B-PT07-MO35G/I0027","B-PT07-MO35G/I0027","[B-PT07-MO35G] MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","P","2023-05-10","2023-05-13","MO/230029810"
"LB-LMPB-EM/BSI0005","LB-LMPB-EM/BSI0005","[LB-LMPB-EM] Emina Lip Mask 9 gr (Blister Version)","S","2023-05-29","2023-06-02","MO/230029813"
"L-R2EMC08-W/BSI0004","L-R2EMC08-W/BSI0004","[L-R2EMC08-W] Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4 gr","S","2023-05-29","2023-06-02","MO/230029814"
"TC-R2RE02-W/I0027","TC-R2RE02-W/I0027","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-16","2023-05-20","MO/230029824"
"TC-R2RE05-W/I0011","TC-R2RE05-W/I0011","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-15","2023-05-20","MO/230029827"
"TC-R2RE05-W/I0012","TC-R2RE05-W/I0012","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-15","2023-05-20","MO/230029829"
"TC-R2RE05-W/I0013","TC-R2RE05-W/I0013","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-16","2023-05-20","MO/230029830"
"TC-R2RE05-W/I0014","TC-R2RE05-W/I0014","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-16","2023-05-20","MO/230029831"
"TC-R2RE05-W/I0015","TC-R2RE05-W/I0015","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-16","2023-05-20","MO/230029832"
"TC-R2RE05-W/I0016","TC-R2RE05-W/I0016","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-17","2023-05-27","MO/230029833"
"TC-R2RE05-W/I0017","TC-R2RE05-W/I0017","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-17","2023-05-27","MO/230029834"
"TC-R2RE05-W/I0018","TC-R2RE05-W/I0018","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-17","2023-05-27","MO/230029835"
"TC-R2RE05-W/I0019","TC-R2RE05-W/I0019","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-19","2023-05-27","MO/230029836"
"TC-R2RE05-W/I0020","TC-R2RE05-W/I0020","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-19","2023-05-27","MO/230029837"
"TC-R2RE05-W/I0021","TC-R2RE05-W/I0021","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-19","2023-05-27","MO/230029838"
"TC-R2RE05-W/I0022","TC-R2RE05-W/I0022","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2023-05-19","2023-05-27","MO/230029839"
"TC-R2RE03-W/I0022","TC-R2RE03-W/I0022","[TC-R2RE03-W] Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","P","2023-05-16","2023-05-20","MO/230029840"
"TC-R2RE03-W/I0023","TC-R2RE03-W/I0023","[TC-R2RE03-W] Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","P","2023-05-17","2023-05-27","MO/230029841"
"TC-R2RE03-W/I0024","TC-R2RE03-W/I0024","[TC-R2RE03-W] Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","P","2023-05-17","2023-05-27","MO/230029842"
"TC-R2RE03-W/I0025","TC-R2RE03-W/I0025","[TC-R2RE03-W] Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","P","2023-05-19","2023-05-27","MO/230029843"
"TC-R2RE01-W/I0008","TC-R2RE01-W/I0008","[TC-R2RE01-W] Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","P","2023-05-16","2023-05-20","MO/230029844"
"TC-R2RE01-W/I0009","TC-R2RE01-W/I0009","[TC-R2RE01-W] Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","P","2023-05-17","2023-05-27","MO/230029845"
"TC-R2RE01-W/I0010","TC-R2RE01-W/I0010","[TC-R2RE01-W] Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","P","2023-05-17","2023-05-27","MO/230029846"
"TC-R2RE01-W/I0011","TC-R2RE01-W/I0011","[TC-R2RE01-W] Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","P","2023-05-19","2023-05-27","MO/230029847"
"TC-R2RE02-W/I0028","TC-R2RE02-W/I0028","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-17","2023-05-27","MO/230029848"
"TC-R2RE02-W/I0029","TC-R2RE02-W/I0029","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-17","2023-05-27","MO/230029849"
"TC-R2RE02-W/I0030","TC-R2RE02-W/I0030","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-17","2023-05-27","MO/230029850"
"TC-R2RE02-W/I0031","TC-R2RE02-W/I0031","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-19","2023-05-27","MO/230029851"
"TC-R2RE02-W/I0032","TC-R2RE02-W/I0032","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-19","2023-05-27","MO/230029852"
"TC-R2RE02-W/I0033","TC-R2RE02-W/I0033","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-23","2023-05-27","MO/230029853"
"CONP-ETWCR0-W/PLI0088","CONP-ETWCR0-W/PLI0088","[CONP-ETWCR0-W] Container Printing Exclusive Two Way Cake Wardah,3 Pass Digital Printed","J6","2023-05-30","2023-05-31","MO/230029855"
"CONP-ETWCR0-W/PLI0089","CONP-ETWCR0-W/PLI0089","[CONP-ETWCR0-W] Container Printing Exclusive Two Way Cake Wardah,3 Pass Digital Printed","J6","2023-05-30","2023-06-01","MO/230029856"
"CONP-ETWCR0-W/PLI0090","CONP-ETWCR0-W/PLI0090","[CONP-ETWCR0-W] Container Printing Exclusive Two Way Cake Wardah,3 Pass Digital Printed","J6","2023-05-31","2023-06-01","MO/230029857"
"CONP-ETWCR0-W/PLI0091","CONP-ETWCR0-W/PLI0091","[CONP-ETWCR0-W] Container Printing Exclusive Two Way Cake Wardah,3 Pass Digital Printed","J6","2023-06-01","2023-06-02","MO/230029858"
"CONP-ETWCR0-W/PLI0092","CONP-ETWCR0-W/PLI0092","[CONP-ETWCR0-W] Container Printing Exclusive Two Way Cake Wardah,3 Pass Digital Printed","J6","2023-06-01","2023-06-03","MO/230029859"
"CONP-EFCCR0-W/PLI0034","CONP-EFCCR0-W/PLI0034","[CONP-EFCCR0-W] Container Printing Exclusive Flawless Cover Cushion Wardah,3 Pass Digital Printed","J6","2023-06-02","2023-06-03","MO/230029860"
"CONP-EFCCR0-W/PLI0035","CONP-EFCCR0-W/PLI0035","[CONP-EFCCR0-W] Container Printing Exclusive Flawless Cover Cushion Wardah,3 Pass Digital Printed","J6","2023-06-03","2023-06-06","MO/230029861"
"BOTP-ILSLS03R0-W/PLI0001","BOTP-ILSLS03R0-W/PLI0001","[BOTP-ILSLS03R0-W] Bottle Printed Instaperfect LSL 03 W","J6","2023-05-30","2023-05-30","MO/230029862"
"BOTP-CADLP15DNR0-W/PLI0005","BOTP-CADLP15DNR0-W/PLI0005","[BOTP-CADLP15DNR0-W] Bottle Printed CAD Lip Paint 15 Dazzling New York W","J6","2023-05-29","2023-06-02","MO/230029863"
"BOTP-CADLP16KLR0-W/PLI0011","BOTP-CADLP16KLR0-W/PLI0011","[BOTP-CADLP16KLR0-W] Bottle Printed CAD Lip Paint 16 Kuala Lumpur Joy W","J6","2023-06-02","2023-06-03","MO/230029864"
"BOTP-MLMPR0-IP/PLI0020","BOTP-MLMPR0-IP/PLI0020","[BOTP-MLMPR0-IP] Bottle Printing Mattesetter Lip Matte Paint Instaperfect,3 Pass Digital Printed","J6","2023-06-03","2023-06-05","MO/230029865"
"BOTP-PCSHLE450R-P/PLI0004","BOTP-PCSHLE450R-P/PLI0004","[BOTP-PCSHLE450R-P] Botol Print Pure Clean Shampoo Lemon 450 ml Rev-1 Putri","J6","2023-05-29","2023-05-30","MO/230029866"
"POTP-CBC720REV1-P/PLI0002","POTP-CBC720REV1-P/PLI0002","[POTP-CBC720REV1-P] Pot print-labeling Creambath Cundlenut 720 ml Revi Putri (Pc(s))","J6","2023-05-29","2023-05-30","MO/230029867"
"POTP-P2720REV1-P/PLI0010","POTP-P2720REV1-P/PLI0010","[POTP-P2720REV1-P] Pot Print Pustraite step II Rev-1  720 ml Putri","J6","2023-05-29","2023-05-30","MO/230029868"
"BOTP-PCSHA450RE-P/PLI0006","BOTP-PCSHA450RE-P/PLI0006","[BOTP-PCSHA450RE-P] Botol Print Pure Clean Shampoo Apple 450 ml rev-1 Putri","J6","2023-05-29","2023-05-30","MO/230029869"
"BOTP-HTGIN200RE-P/PLI0014","BOTP-HTGIN200RE-P/PLI0014","[BOTP-HTGIN200RE-P] Botol Print Hair Tonic ginseng Rev 1  200 ml Putri","J6","2023-05-30","2023-05-31","MO/230029870"
"BOTP-HTNTOH450R-P/PLI0018","BOTP-HTNTOH450R-P/PLI0018","[BOTP-HTNTOH450R-P] Botol Print Hair Tonic Normal To Oily Hijau Rev-1 450 ml Pu","J6","2023-05-31","2023-06-02","MO/230029871"
"BOTP-HTGIN450RE-P/PLI0014","BOTP-HTGIN450RE-P/PLI0014","[BOTP-HTGIN450RE-P] Botol Print Hair Tonic Ginseng 450 ml rev-1 Putri","J6","2023-05-31","2023-06-02","MO/230029872"
"BOTP-HTSL450REV-P/PLI0005","BOTP-HTSL450REV-P/PLI0005","[BOTP-HTSL450REV-P] Botol Print Hair Tonic Spa Lavender Rev-1 450ml Putri","J6","2023-05-31","2023-06-02","MO/230029873"
"BOTP-HTNTOH200R-P/PLI0019","BOTP-HTNTOH200R-P/PLI0019","[BOTP-HTNTOH200R-P] Botol Print Hair Tonic Normal To Oily  Hijau Rev-1 200 ml P","J6","2023-05-31","2023-06-02","MO/230029874"
"BOTP-HTNTOH450R-P/PLI0019","BOTP-HTNTOH450R-P/PLI0019","[BOTP-HTNTOH450R-P] Botol Print Hair Tonic Normal To Oily Hijau Rev-1 450 ml Pu","J6","2023-06-02","2023-06-02","MO/230029875"
"BOTP-HTNK450REV-P/PLI0005","BOTP-HTNK450REV-P/PLI0005","[BOTP-HTNK450REV-P] Botol Print Hair tonic normal kuning 450 ml rev-1 Putri","J6","2023-06-02","2023-06-05","MO/230029876"
"POTS-PPS1720REV-P/PLI0010","POTS-PPS1720REV-P/PLI0010","[POTS-PPS1720REV-P] Pot Sticker Pustraite Platinum Rev-1 720 ml Putri","J6","2023-05-29","2023-05-30","MO/230029877"
"L-SMULMB-EM/I0010","L-SMULMB-EM/I0010","[L-SMULMB-EM] Emina Squeeze Me Up Lip Matte 02 Bake a Cookie 6.5 g","S","2023-05-30","2023-05-31","MO/230029878"
"BO-CLBSNT-EM/I0004","BO-CLBSNT-EM/I0004","[BO-CLBSNT-EM] Emina Cheek Lit Highlighter Stick Nudetwinkle 7 g","S","2023-06-01","2023-06-04","MO/230029879"
"BO-CLBSPE-EM/I0032","BO-CLBSPE-EM/I0032","[BO-CLBSPE-EM] Emina Cheek Lit Blush Stick Peach 7 g","S","2023-06-01","2023-06-04","MO/230029880"
"BO-CLBSPI-EM/I0016","BO-CLBSPI-EM/I0016","[BO-CLBSPI-EM] Emina Cheek Lit Blush Stick Pink 7 g","S","2023-06-01","2023-06-04","MO/230029881"
"BO-MMB05-MO/I0021","BO-MMB05-MO/I0021","[BO-MMB05-MO] MAKE OVER Multifix Matte Blusher 05 Heatshot 9 g","S","2023-06-01","2023-06-04","MO/230029882"
"BO-MMB05-MO/I0022","BO-MMB05-MO/I0022","[BO-MMB05-MO] MAKE OVER Multifix Matte Blusher 05 Heatshot 9 g","S","2023-06-01","2023-06-04","MO/230029883"
"L-CHC05-MO/I0025","L-CHC05-MO/I0025","[L-CHC05-MO] MAKE OVER Color Hypnose Creamy Lipmatte 05 Scandal 4.3 g","S","2023-06-01","2023-06-04","MO/230029884"
"L-CHC06-MO/I0015","L-CHC06-MO/I0015","[L-CHC06-MO] MAKE OVER Color Hypnose Creamy Lipmatte 06 Kiss 4.3 g","S","2023-06-01","2023-06-04","MO/230029885"
"L-CHC07-MO/I0018","L-CHC07-MO/I0018","[L-CHC07-MO] MAKE OVER Color Hypnose Creamy Lipmatte 07 Temptation 4.3 g","S","2023-06-01","2023-06-04","MO/230029886"
"L-CHC09-MO/I0014","L-CHC09-MO/I0014","[L-CHC09-MO] MAKE OVER Color Hypnose Creamy Lipmatte 09 Undercover 4.3 g","S","2023-06-01","2023-06-04","MO/230029887"
"L-CM11-EM5.5GR/I0016","L-CM11-EM5.5GR/I0016","[L-CM11-EM5.5GR] Emina Creamatte 11 Amazeballs 5.5 gr","S","2023-06-01","2023-06-04","MO/230029888"
"L-EVLCR4-W/I0013","L-EVLCR4-W/I0013","[L-EVLCR4-W] Wardah Everyday! Matte Lip Shot 04 #ootd 1.8 g","S","2023-06-01","2023-06-04","MO/230029889"
"L-IMC001-MO6,5G/I0013","L-IMC001-MO6,5G/I0013","[L-IMC001-MO6,5G] MAKE OVER Intense Matte Lip Cream 001 Lavish 6,5 g (pc(s))","S","2023-06-01","2023-06-04","MO/230029890"
"L-IMC012-MO6,5G/I0015","L-IMC012-MO6,5G/I0015","[L-IMC012-MO6,5G] MAKE OVER Intense Matte Lip Cream 012 Couture 6,5 g (Pc(s))","S","2023-06-01","2023-06-04","MO/230029891"
"L-IMC017-MO6,5G/I0016","L-IMC017-MO6,5G/I0016","[L-IMC017-MO6,5G] MAKE OVER Intense Matte Lip Cream 017 Savvy 6,5 g (Pc(s))","S","2023-06-01","2023-06-04","MO/230029892"
"L-IPMMS02-W3.5G/I0015","L-IPMMS02-W3.5G/I0015","[L-IPMMS02-W3.5G] Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g","S","2023-06-01","2023-06-04","MO/230029893"
"L-LLS01-EM/I0008","L-LLS01-EM/I0008","[L-LLS01-EM] Emina Watercolor Lip Serum 01 Dawn 2 g","S","2023-06-01","2023-06-04","MO/230029894"
"L-LLS02-EM/I0009","L-LLS02-EM/I0009","[L-LLS02-EM] Emina Watercolor Lip Serum 02 Mist 2 g","S","2023-06-01","2023-06-04","MO/230029895"
"L-LLS03-EM/I0007","L-LLS03-EM/I0007","[L-LLS03-EM] Emina Watercolor Lip Serum 03 Dusk 2 g","S","2023-06-01","2023-06-04","MO/230029896"
"LB-STSPB-EM/I0026","LB-STSPB-EM/I0026","[LB-STSPB-EM] Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","S","2023-06-01","2023-06-04","MO/230029897"
"LB-STSPB-EM/I0027","LB-STSPB-EM/I0027","[LB-STSPB-EM] Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","S","2023-06-01","2023-06-04","MO/230029898"
"LB-STSPC-EM/I0033","LB-STSPC-EM/I0033","[LB-STSPC-EM] Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g","S","2023-06-01","2023-06-04","MO/230029899"
"LB-STSPC-EM/I0034","LB-STSPC-EM/I0034","[LB-STSPC-EM] Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g","S","2023-06-01","2023-06-04","MO/230029900"
"LT-CR04-EM/I0005","LT-CR04-EM/I0005","[LT-CR04-EM] Emina Creamytint 04 Wild Berry 3.6 g","S","2023-06-01","2023-06-04","MO/230029901"
"CON-SMULCB-EM/I0003","CON-SMULCB-EM/I0003","[CON-SMULCB-EM] Emina Squeeze Me Up Liquid Concealer Natural 8 g","S","2023-06-05","2023-06-05","MO/230029902"
"CON-SMULCC-EM/I0001","CON-SMULCC-EM/I0001","[CON-SMULCC-EM] Emina Squeeze Me Up Liquid Concealer Caramel 8 g","S","2023-06-05","2023-06-06","MO/230029903"
"EB-SMUEMA-EM/I0012","EB-SMUEMA-EM/I0012","[EB-SMUEMA-EM] Emina Squeeze Me Up Browcara Woody 8 g","S","2023-06-05","2023-06-06","MO/230029904"
"EB-SMUEMB-EM/I0009","EB-SMUEMB-EM/I0009","[EB-SMUEMB-EM] Emina Squeeze Me Up Browcara Ashy 8 g","S","2023-06-05","2023-06-06","MO/230029905"
"L-CUSH01-EM/I0004","L-CUSH01-EM/I0004","[L-CUSH01-EM] Emina Lip Cushion 01. Let It Peach 9 g","S","2023-05-31","2023-06-02","MO/230029906"
"L-CUSH02-EM/I0008","L-CUSH02-EM/I0008","[L-CUSH02-EM] Emina Lip Cushion 02. Be Cherry 9 g","S","2023-05-31","2023-06-02","MO/230029907"
"L-CUSH05-EM/I0010","L-CUSH05-EM/I0010","[L-CUSH05-EM] Emina Lip Cushion 05. Squash It Up 9 g","S","2023-06-05","2023-06-05","MO/230029908"
"L-SMULGB-EM/I0002","L-SMULGB-EM/I0002","[L-SMULGB-EM] Emina Squeeze Me Up Lip Glass 02 Stargaze 6.5 g","S","2023-06-02","2023-06-03","MO/230029909"
"LB-M-MO3,8G/I0016","LB-M-MO3,8G/I0016","[LB-M-MO3,8G] MAKE OVER Lipbalm Lip Nutrition Melon Crazy 3,8 g (Pc(s))","S","2023-05-31","2023-06-02","MO/230029910"
"LB-SCJ-EM3.7GR/I0003","LB-SCJ-EM3.7GR/I0003","[LB-SCJ-EM3.7GR] Emina Smoochies Lip Balm Cucumber Juice 3.7 gr (pc(s))","S","2023-06-02","2023-06-03","MO/230029911"
"LB-SLN-EM3.7GR/I0006","LB-SLN-EM3.7GR/I0006","[LB-SLN-EM3.7GR] Emina Smoochies Lip Balm Lemonade 3.7 gr (pc(s))","S","2023-06-02","2023-06-03","MO/230029912"
"L-CM09-EM5.5GR/I0006","L-CM09-EM5.5GR/I0006","[L-CM09-EM5.5GR] Emina Creamatte 09 Baby Fox 5.5 gr","S","2023-06-01","2023-06-04","MO/230029913"
"L-HSLWF-MO/I0009","L-HSLWF-MO/I0009","[L-HSLWF-MO] Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g","S","2023-06-01","2023-06-04","MO/230029914"
"L-IMC003-MO6,5G/I0009","L-IMC003-MO6,5G/I0009","[L-IMC003-MO6,5G] MAKE OVER Intense Matte Lip Cream 003 Secret 6,5 g (pc(s))","S","2023-05-30","2023-05-31","MO/230029915"
"L-IMC008-MO6,5G/I0011","L-IMC008-MO6,5G/I0011","[L-IMC008-MO6,5G] MAKE OVER Intense Matte Lip Cream 008 Libertine 6,5 g (pc(s))","S","2023-05-30","2023-05-31","MO/230029916"
"L-IMC011-MO6,5G/I0023","L-IMC011-MO6,5G/I0023","[L-IMC011-MO6,5G] MAKE OVER Intense Matte Lip Cream 011 Pompous 6,5 g (Pc(s))","S","2023-06-01","2023-06-02","MO/230029917"
"L-IMC011-MO6,5G/I0024","L-IMC011-MO6,5G/I0024","[L-IMC011-MO6,5G] MAKE OVER Intense Matte Lip Cream 011 Pompous 6,5 g (Pc(s))","S","2023-06-01","2023-06-02","MO/230029918"
"F-RECF02-W/I0011","F-RECF02-W/I0011","[F-RECF02-W] Wardah Exclusive Creamy Foundation 02 Sheer Pink 12 g","S","2023-05-29","2023-05-30","MO/230029920"
"L-REMA04-W/I0002","L-REMA04-W/I0002","[L-REMA04-W] Wardah Exclusive Matte Lipstick 04 Orange 3.5 g","S","2023-05-31","2023-06-03","MO/230029921"
"L-REMO20-W/I0005","L-REMO20-W/I0005","[L-REMO20-W] Wardah Exclusive Moist Lipstick 20 Pink Pearl 3.5 g","S","2023-06-02","2023-06-03","MO/230029922"
"L-REMO23-W/I0007","L-REMO23-W/I0007","[L-REMO23-W] Wardah Exclusive Moist Lipstick 23 Ruby Red 3.5 g","S","2023-06-03","2023-06-05","MO/230029923"
"L-RIPEI06-W/I0004","L-RIPEI06-W/I0004","[L-RIPEI06-W] Instaperfect Everlast Intense Matte Liquid 06 AUTHENTIC 4.2 g","S","2023-05-31","2023-06-02","MO/230029924"
"L-RIPEI07-W/I0004","L-RIPEI07-W/I0004","[L-RIPEI07-W] Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g","S","2023-05-31","2023-06-02","MO/230029925"
"L-CUM04-W/I0015","L-CUM04-W/I0015","[L-CUM04-W] Wardah Colorfit Ultralight Matte Lipstick 04 Mocca Brown 3.6 g","S","2023-06-01","2023-06-04","MO/230029927"
"L-CUM07-W/I0016","L-CUM07-W/I0016","[L-CUM07-W] Wardah Colorfit Ultralight Matte Lipstick 07 Crimson Red 3.6 g","S","2023-06-01","2023-06-04","MO/230029928"
"L-CUMKORB-W/I0035","L-CUMKORB-W/I0035","[L-CUMKORB-W] Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g","S","2023-06-01","2023-06-04","MO/230029929"
"L-CUMKORB-W/I0036","L-CUMKORB-W/I0036","[L-CUMKORB-W] Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g","S","2023-06-01","2023-06-04","MO/230029930"
"L-CUMKORD-W/I0031","L-CUMKORD-W/I0031","[L-CUMKORD-W] Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","S","2023-06-01","2023-06-04","MO/230029931"
"L-CVM010-W/I0011","L-CVM010-W/I0011","[L-CVM010-W] Wardah Colorfit Velvet Matte Lip Mousse 10 Lively Coral 4 g","S","2023-06-01","2023-06-04","MO/230029932"
"L-CVM011-W/I0012","L-CVM011-W/I0012","[L-CVM011-W] Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade 4 g","S","2023-06-01","2023-06-04","MO/230029933"
"L-CVM012-W/I0013","L-CVM012-W/I0013","[L-CVM012-W] Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g","S","2023-06-01","2023-06-04","MO/230029934"
"L-CVM013-W/I0017","L-CVM013-W/I0017","[L-CVM013-W] Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g","S","2023-06-01","2023-06-04","MO/230029935"
"L-CVM07-W/I0020","L-CVM07-W/I0020","[L-CVM07-W] Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer 4 g","S","2023-06-01","2023-06-04","MO/230029936"
"L-CVM09-W/I0012","L-CVM09-W/I0012","[L-CVM09-W] Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g","S","2023-06-01","2023-06-04","MO/230029937"
"LB-EVFSG-W4G/I0039","LB-EVFSG-W4G/I0039","[LB-EVFSG-W4G] Wardah Everyday Fruity Sheer Lip Balm Grape 4 g","S","2023-06-01","2023-06-04","MO/230029938"
"LB-EVFSS-W4G/I0044","LB-EVFSS-W4G/I0044","[LB-EVFSS-W4G] Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","S","2023-06-01","2023-06-04","MO/230029939"
"LB-EVLNH-W4G/I0030","LB-EVLNH-W4G/I0030","[LB-EVLNH-W4G] Wardah Everyday Moisture Lip Nutrition Honey 4 g","S","2023-06-01","2023-06-04","MO/230029940"
"LB-EVLNH-W4G/I0031","LB-EVLNH-W4G/I0031","[LB-EVLNH-W4G] Wardah Everyday Moisture Lip Nutrition Honey 4 g","S","2023-06-01","2023-06-04","MO/230029941"
"BO-COCBMM-W/I0018","BO-COCBMM-W/I0018","[BO-COCBMM-W] Wardah Colorfit Cream Blush 02 MERRY MAUVE 3 g","S","2023-05-29","2023-05-30","MO/230029942"
"F-PTCMCN30-MO/I0030","F-PTCMCN30-MO/I0030","[F-PTCMCN30-MO] MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","S","2023-05-30","2023-05-30","MO/230029943"
"L-LLS04-EM/I0010","L-LLS04-EM/I0010","[L-LLS04-EM] Emina Watercolor Lip Serum 04 Haze 2 g","S","2023-06-02","2023-06-03","MO/230029944"
"L-PGTC-MO/I0009","L-PGTC-MO/I0009","[L-PGTC-MO] MAKE OVER Powerstay Glossy Lip Top Coat 6.2 g","S","2023-06-03","2023-06-05","MO/230029945"
"L-PTMC01-MO/I0008","L-PTMC01-MO/I0008","[L-PTMC01-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B01 No. 1 7 g","S","2023-06-03","2023-06-05","MO/230029946"
"L-PTMC01-MO/I0009","L-PTMC01-MO/I0009","[L-PTMC01-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B01 No. 1 7 g","S","2023-06-03","2023-06-05","MO/230029947"
"L-PTMC03-MO/I0007","L-PTMC03-MO/I0007","[L-PTMC03-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B03 Hype 7 g","S","2023-06-03","2023-06-05","MO/230029948"
"L-PTMC03-MO/I0008","L-PTMC03-MO/I0008","[L-PTMC03-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B03 Hype 7 g","S","2023-06-04","2023-06-05","MO/230029949"
"L-PTMC04-MO/I0013","L-PTMC04-MO/I0013","[L-PTMC04-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B04 Fearless 7 g","S","2023-06-04","2023-06-05","MO/230029950"
"L-PTMC05-MO/I0012","L-PTMC05-MO/I0012","[L-PTMC05-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g","S","2023-05-31","2023-06-02","MO/230029951"
"L-PTMC05-MO/I0013","L-PTMC05-MO/I0013","[L-PTMC05-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g","S","2023-06-01","2023-06-02","MO/230029952"
