"Korporat Code","Name","Net Weight"
"L-CM16-EM5.5GR","Emina Creamatte 16 Soda Gembira 5.5 gr","5.5"
"L-CM17-EM5.5GR","Emina Creamatte 17 Bola Ubi 5.5 gr","5.5"
"L-CM18-EM5.5GR","Emina Creamatte 18 Onde-Onde 5.5 gr","5.5"
"L-CM19-EM5.5GR","Emina Creamatte 19 Pisang Cokelat 5.5 gr","5.5"
"L-CMCL-EM5GR","Emina Creamatte Chocolava 5 gr (Pc(s))","5.0"
"L-CMFW-EM5GR","Emina Creamatte Fuzzy Wuzzy 5 gr (Pc(s))","5.0"
"L-CMJB-EM5GR","Emina Creamatte Jelly Bean 5 gr (Pc(s))","5.0"
"L-CMME01-EM","Emina Creamatte Metallic Edition 01 Berry Stardust 5.5 g","5.5"
"L-CMME02-EM","Emina Creamatte Metallic Edition 02 Sunset Sparks 5.5 g","5.5"
"L-CMME03-EM","Emina Creamatte Metallic Edition 03 Unicorn Glow 5.5 g","5.5"
"CM-CML-EM50ML","Emina Creamy Milk Cleansing Lotion 50 ml (Pc(s))","49.0"
"LT-CR01-EM","Emina Creamytint 01 Brick Town 3.6 g","3.6"
"LT-CR02-EM","Emina Creamytint 02 Peach Crush 3.6 g","3.6"
"LT-CR03-EM","Emina Creamytint 03 Sunbeam 3.6 g","3.6"
"LT-CR04-EM","Emina Creamytint 04 Wild Berry 3.6 g","3.6"
"LT-CR05-EM","Emina Creamytint 05 Cherry Soda 3.6 g","3.6"
"LT-CR06-EM","Emina Creamytint 06 Cookie House 3.6 g","3.6"
"LT-CR07-EM","Emina Creamytint 07 Cinnamon Bun 3.6 g","3.6"
"LT-CR08-EM","Emina Creamytint 08 Sweet Pea 3.6 g","3.6"
"L-CMP1-EM3.8GR","Emina Creme de la Creme Lipstick 01 Mandy's Pink 3.8 gr (Pc(s))","3.8"
"BBC-HSBBL-EM","Emina Daily Matte BB Cream 01 Light 16 g","16.0"
"BBC-HSBBN-EM","Emina Daily Matte BB Cream 02 Natural 16 g","16.0"
"BBC-HSBBC-EM","Emina Daily Matte BB Cream 03 Caramel 16 g","16.0"
"B-DMCP01-EM","Emina Daily Matte Compact Powder 01 Light 11 g","11.0"
"B-DMCP02-EM","Emina Daily Matte Compact Powder 02 Natural 11 g","11.0"
"B-DMCP03-EM","Emina Daily Matte Compact Powder 03 Caramel 11 g","11.0"
"B-DMCP04-EM","Emina Daily Matte Compact Powder 04 Mocca 11 g","11.0"
"CUS-DM01-EM","Emina Daily Matte Cushion C01 Light 15 g","15.0"
"CUS-DM04-EM","Emina Daily Matte Cushion N02 Natural 15 g","15.0"
"CUS-DM02-EM","Emina Daily Matte Cushion W01 Light 15 g","15.0"
"CUS-DM03-EM","Emina Daily Matte Cushion W02 Natural 15 g","15.0"
"CUS-DM05-EM","Emina Daily Matte Cushion W03 Caramel 15 g","15.0"
"CUS-DM06-EM","Emina Daily Matte Cushion W04 Mocca 15 g","15.0"
"B-DMLP01-EM","Emina Daily Matte Loose Powder 01 Light Beige 20 g","20.0"
"B-DMLP02-EM","Emina Daily Matte Loose Powder 02 Natural Beige 20 g","20.0"
"MUR-DIS-EM50ML","Emina Dirt-less In Sight Make Up Remover 50 ml (Pc(s))","50.0"
"FW-DBR-EM60ML","Emina Dot Burst Face Wash 60 ml (Pc(s))","64.32"
"EB-DABL-EM0.3GR","Emina Double Agent Eyebrow Black 0.3 gr (Pc(s))","0.3"
"EB-DABR-EM0.3GR","Emina Double Agent Eyebrow Brown 0.3 gr (Pc(s))","0.3"
"FW-DBL-EM60ML","Emina Double Bubble Face Wash 60 ml (Pc(s))","54.0"
"FT-DTM-EM50ML","Emina Double The Moist Face Toner 50 ml (Pc(s))","54.78"
"EL-EDCPBL-EM0.2GR","Emina Eye Do! Crayon Pour Les Yeux Black 0.2 gr (Pc(s))","0.2"
"EL-EDCPBR-EM0.2GR","Emina Eye Do! Crayon Pour Les Yeux Brown 0.2 gr (Pc(s))","0.2"
"EL-EDCPDP-EM0.2GR","Emina Eye Do! Crayon Pour Les Yeux Deep Purple 0.2 gr (Pc(s))","0.2"
"EL-EDPBL-EM1GR","Emina Eye Do! Pencil Eye Liner Black 1 gr (Pc(s))","1.0"
"EL-EDPB-EM1GR","Emina Eye Do! Pencil Eye Liner Blue 1 gr (Pc(s))","1.0"
"EL-EDPBR-EM1GR","Emina Eye Do! Pencil Eye Liner Brown 1 gr (Pc(s))","1.0"
"EL-EDPG-EM1GR","Emina Eye Do! Pencil Eye Liner Gold 1 gr (Pc(s))","1.0"
"EL-EDPPP-EM1GR","Emina Eye Do! Pencil Eye Liner Purple 1 gr (Pc(s))","1.0"
"P-FE-EM","Emina Face Package","1.0"
"P-FP-EM","Emina Festive Package 2023 - Have a Warmth Day","0.0"
"P-FB-EM","Emina Festive Package 2023 - It's a Bright Day","0.0"
"L-GS01-EM","Emina Glossy Stain 01 Autumn Bell 3 g","3.0"
"L-GS02-EM","Emina Glossy Stain 02 Apple Shower 3 g","3.0"
"L-GS03-EM","Emina Glossy Stain 03 Candy Rain 3 g","3.0"
"L-GS04-EM","Emina Glossy Stain 04 Peach Sprinkles 3 g","3.0"
"L-GS05-EM","Emina Glossy Stain 05 Spring Dazzle 3 g","3.0"
"L-GS06-EM","Emina Glossy Stain New Shade 06 3 g","3.0"
"L-GS07-EM","Emina Glossy Stain New Shade 07 3 g","3.0"
"L-GS08-EM","Emina Glossy Stain New Shade 08 3 g","3.0"
"L-GS09-EM","Emina Glossy Stain New Shade 09 3 g","3.0"
"L-GS10-EM","Emina Glossy Stain New Shade 10 3 g","3.0"
"L-RGS01-EM","Emina Glossy Stain Revamp 01 3 g","3.0"
"L-RGS02-EM","Emina Glossy Stain Revamp 02 3 g","3.0"
"L-RGS03-EM","Emina Glossy Stain Revamp 03 3 g","3.0"
"L-RGS04-EM","Emina Glossy Stain Revamp 04 3 g","3.0"
"L-RGS05-EM","Emina Glossy Stain Revamp 05 3 g","3.0"
"FM-GS-EM60ML","Emina Grape Seed Olive Face Mask 60 ml (Pc(s))","61.308"
"FM-MGT-EM60ML","Emina Green Tea Latte Face Mask 60 ml (Pc(s))","60.0"
"P-RM-EM","Emina Happy Girls Are the Prettiest Makeup + Skincare Box","0.0"
"P-RD-EM","Emina Happy Girls Are the Prettiest Makeup Box","0.0"
"P-RS-EM","Emina Happy Girls Are the Prettiest Skincare Box","0.0"
"P-CMM-EM","Emina Holiday Kit Magic Mistletoe","1.0"
"P-CRT-EM","Emina Holiday Kit Reindeer Treats","1.0"
"L-CUSH01-EM","Emina Lip Cushion 01. Let It Peach 9 g","9.0"
"L-CUSH02-EM","Emina Lip Cushion 02. Be Cherry 9 g","9.0"
"L-CUSH03-EM","Emina Lip Cushion 03. Get Berry 9 g","9.0"
"L-CUSH04-EM","Emina Lip Cushion 04. Say Coral 9 g","9.0"
"L-CUSH05-EM","Emina Lip Cushion 05. Squash It Up 9 g","9.0"
"L-CUSH06-EM","Emina Lip Cushion 06. Coffee Please 9 g","9.0"
"LB-LM-EM","Emina Lip Mask 9 g","9.0"
"LB-LMPB-EM","Emina Lip Mask 9 gr (Blister Version)","9.0"
"LB-LMMC-EM","Emina Lip Mask Milky Matcha 9 g","9.0"
"LB-LMOR-EM","Emina Lip Mask Orange Squash 9 g","9.0"
"LB-LMPR-EM","Emina Lip Mask Vanilla Pretzel 9 g","9.0"
"P-BQP-EM","Emina Lip Minis: Barbeque Party 4 x 1.8 g","1.0"
"P-BFC-EM","Emina Lip Minis: Bonfire Camp 4 x 1.8 g","1.0"
"P-GIG-EM","Emina Lip Minis: Get It Girl! 4 x 1.8 g","1.0"
"P-YGG-EM","Emina Lip Minis: You Go Girl! 4 x 1.8 g","1.0"
"REM-LTWO-EM10ML","Emina Lip Tint Eraser 10 ml","10.0"
"P-L1E-EM","Emina Lips Package 1","1.0"
"P-L2E-EM","Emina Lips Package 2","1.0"
"L-LSBN-EM4.5ML","Emina Liquid Lip Shine Buttery Nude 4.5 ml (Pc(s))","4.5"
"L-LSCP-EM4.5ML","Emina Liquid Lip Shine Carnation Pink 4.5 ml (Pc(s))","4.5"
"L-LSCR-EM4.5ML","Emina Liquid Lip Shine Cerise Red 4.5 ml (Pc(s))","4.5"
"L-LSWB-EM4.5ML","Emina Liquid Lip Shine Wineberry 4.5 ml (Pc(s))","4.5"
"LT-MPSR-EM5.5ML","Emina Magic Potion 01 Scarlet 5.5 ml","5.5"
"LT-MPSG-EM5.5ML","Emina Magic Potion 02 Sunglow 5.5 ml","5.5"
"LT-MPSM-EM5.5ML","Emina Magic Potion 03 Smitten 5.5 ml","5.5"
"LT-MP04-EM","Emina Magic Potion 04 Sienna 5.5 ml","5.5"
"LT-MP05-EM","Emina Magic Potion 05 Summer 5.5 ml","5.5"
"LT-MP06-EM","Emina Magic Potion 06 Sassy 5.5 ml","5.5"
"FM-MAV-EM","Emina Masquerade Face Mask Aloe Vera 23 g","23.0"
"FM-MBLU-EM","Emina Masquerade Face Mask Blueberry 23 g","23.0"
"FM-MCAC-EM","Emina Masquerade Face Mask Cactus 23 g","23.0"
"FM-MCHAM-EM","Emina Masquerade Face Mask Chamomile 23 g","23.0"
"FM-MCHAR-EM","Emina Masquerade Face Mask Charcoal 23 g","23.0"
"FM-MGRA-EM","Emina Masquerade Face Mask Grapefruit 23 g","23.0"
"FM-MPO-EM","Emina Masquerade Face Mask Pomegranate 23 g","23.0"
"FM-MRI-EM","Emina Masquerade Face Mask Rice 23 g","23.0"
"FM-MSSO-EM","Emina Masquerade Face Mask Sunflower Seed Oil 23 g","23.0"
"FM-MTTO-EM","Emina Masquerade Face Mask Tea Tree Oil 23 g","23.0"
"P-ME-EM","Emina Masquerade Package","1.0"
"L-MC01-EM","Emina Mattecrush 01 Bunny Hop","2.0"
"L-MC02-EM","Emina Mattecrush 02 Mauve Squirrel","2.0"
"L-MC03-EM","Emina Mattecrush 03 Red Panda","2.0"
"L-MC04-EM","Emina Mattecrush 04 Salmon Fam","2.0"
"L-MC05-EM","Emina Mattecrush 05 Morrocan Camel","2.0"
"L-MC06-EM","Emina Mattecrush 06 Racoon Paw","2.0"
"REM-MWDC-EM100ML","Emina Micellar Water Drop Cleanser 100 ml","100.0"
"REM-MWBS-EM100ML","Emina Micellar Water Drop Cleanser – Bright Stuff 100 ml","100.0"
"M-IAB-EM50ML","Emina Moist in A Bottle 50 ml (Pc(s))","51.0"
"P-MP-EM","Emina Ms Pimple Package","1.0"
"FW-MPC-EM","Emina Ms. Pimple Acne Solution Clay Face Wash 50 ml","50.0"
"FT-MPBHA-EM","Emina Ms. Pimple Acne Solution Exfoliating Toner 100 ml","103.0"
"SRM-MPAOC-EM","Emina Ms. Pimple Acne Solution Face Serum 30 ml","30.909"
"FT-PHASN2-EM","Emina Ms. Pimple Acne Solution Face Toner 100 ml","102.0"
"FT-PHASN1-EM","Emina Ms. Pimple Acne Solution Face Toner 50 ml","51.0"
"FT-PHAS-EM50ML","Emina Ms. Pimple Acne Solution Face Toner 50 ml","50.975"
"FW-PHAS-EM50ML","Emina Ms. Pimple Acne Solution Face Wash 50 ml","51.215"
"FW-RPHAS-EM","Emina Ms. Pimple Acne Solution Face Wash 50 ml","0.0"
"M-RPHAG-EM","Emina Ms. Pimple Acne Solution Moisturizing Gel 20 ml","0.0"
"M-PHAG-EM20ML","Emina Ms. Pimple Acne Solution Moisturizing Gel 20 ml","21.132"
"SRM-RASSE-EM","Emina Ms. Pimple Acne Solution Spot Gel 15 ml","0.0"
"SRM-ASSE-EM10ML","Emina Ms. Pimple Acne Solution Spot Gel 15 ml","15.3"
"M-MPNG-EM","Emina Ms. Pimple Acne Solution Calming Gel 20 ml","20.0"
"FT-RPHASN2-EM","Emina Ms. Pimple Face Toner 100 ml (NEW)","102.0"
"LB-MFT01SQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 01 Shopaholic Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT01SQAD-EM2.5GR","Emina My Favourite Things Lip Color Balm 01 Shopaholic Queen Art Day 2.5 gr (Pc(s))","2.5"
"LB-MFT02LQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 02 Library Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT02LQAD-EM2.5GR","Emina My Favourite Things Lip Color Balm 02 Library Queen Art Day 2.5 gr (Pc(s))","2.5"
"LB-MFT03PQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 03 Picnic Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT03PQAD-EM2.5GR","Emina My Favourite Things Lip Color Balm 03 Picnic Queen Art Day 2.5 gr (Pc(s))","2.5"
"LB-MFT04SQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 04 Summer Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT04SQAD-EM2.5GR","Emina My Favourite Things Lip Color Balm 04 Summer Queen Art Day 2.5 gr (Pc(s))","2.5"
"LB-MFT05DQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 05 Dancing Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT05DQAD-EM2.5GR","Emina My Favourite Things Lip Color Balm 05 Dancing Queen Art Day 2.5 gr (Pc(s))","2.5"
"LB-MFT06SQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 06 Socialite Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT06SQAD-EM2.5GR","Emina My Favourite Things Lip Color Balm 06 Socialite Queen Art Day 2.5 gr (Pc(s))","2.5"
"LB-MFT07IQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 07 Ice Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT08SQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 08 Sporty Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT09PQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 09 Prom Queen 2.5 gr (Pc(s))","2.5"
"LB-MFT10RQ-EM2.5GR","Emina My Favourite Things Lip Color Balm 10 Royal Queen 2.5 gr (Pc(s))","2.5"
"FW-NFSBSE-EM","Emina NFS Bright Stuff Face Wash (with envelope)","1.0"
"FW-NSBS-EM","Emina NFS Bright Stuff Face Wash 15 ml","14.352"
"P-NSBSE-EM","Emina NFS Bright Stuff Mini Kit","0.0"
"P-NSBSI-EM","Emina NFS Bright Stuff Mini Kit","0.0"
"M-NSBSC-EM","Emina NFS Bright Stuff Moisturizing Cream 15 ml","15.288"
"FW-NFSBSACNE15-EM","Emina NFS Bright Stuff for Acne Prone Skin Face Wash 15 ml","15.45"
"L-NFSCM01-EM","Emina NFS Creamatte 01 Chocolava 1.8 g","1.8"
"L-NFSCM08-EM","Emina NFS Creamatte 08 Pumpkin Spice 1.8 g","1.8"
"B-NFSDMCP01-EM","Emina NFS Daily Matte Compact Powder 01 Light 4 g","4.0"
"B-NFSDMCP02-EM","Emina NFS Daily Matte Compact Powder 02 Natural 4 g","4.0"
"LT-NFSMP03-EM","Emina NFS Magic Potion 03 Smitten 1.8 g","1.8"
"P-NSPH-EM","Emina NFS Ms. Pimple","0.0"
"P-NSPHE-EM","Emina NFS Ms. Pimple Mini Kit","1.0"
"P-NSPHI-EM","Emina NFS Ms. Pimple Mini Kit","1.0"
"SRM-NFSAN2-EM","Emina NFS Natura Pal Splash Serum 5 ml","5.15"
"FT-NFSAN2-EM","Emina NFS Natura Pal Toner Essence 10 ml","10.0"
"L-NFSNLCB-EM","Emina NFS Poppin' Matte 02 To Be Honest 1.2 g","1.2"
"L-NFSNLCC-EM","Emina NFS Poppin’ Matte 01 Lowkey 1.2 g","1.2"
"SS-NFSSBAT30-EM","Emina NFS Sun Battle SPF 30 PA+++ 12 ml","11.8644"
"P-NSBS-EM","Emina NFS The Bright Stuff","0.0"
"P-NSTESCKI-EM","Emina NFS The Essentials Skin Care Kit","0.0"
"P-NSTESCKE-EM","Emina NFS The Essentials Skin Care Kit","0.0"
"NPOL-WB01TT-EM5ML","Emina Nail Polish Water Based 101 Teal Track 5 ml (Pc(s))","5.0"
"NPOL-WB02BR-EM5ML","Emina Nail Polish Water Based 102 Blue River 5 ml (Pc(s))","5.0"
"NPOL-WB03MB-EM5ML","Emina Nail Polish Water Based 103 Magic Breeze 5 ml (Pc(s))","5.0"
"NPOL-WB04YT-EM5ML","Emina Nail Polish Water Based 104 Yellow Truck 5 ml (Pc(s))","5.0"
"NPOL-WB05WS-EM5ML","Emina Nail Polish Water Based 105 Warm Spring 5 ml (Pc(s))","5.0"
"NPOL-WB06WC-EM5ML","Emina Nail Polish Water Based 106 Woody Camp 5 ml (Pc(s))","5.0"
"NPOL-WB07TP-EM5ML","Emina Nail Polish Water Based 107 Peach Coral 5 ml (Pc(s))","5.0"
"NPOL-WB08CFF-EM5ML","Emina Nail Polish Water Based 108 Click Flick Fuchsia 5 ml (Pc(s))","5.0"
"NPOL-WB09FC-EM5ML","Emina Nail Polish Water Based 109 Floating Cloud 5 ml (Pc(s))","5.0"
"NPOL-WB11LF-EM5ML","Emina Nail Polish Water Based 111 Love Fool 5 ml (Pc(s))","5.0"
"NPOL-WB12SK-EM5ML","Emina Nail Polish Water Based 112 Sunkissed 5 ml (Pc(s))","5.0"
"NPOL-WB13GG-EM5ML","Emina Nail Polish Water Based 113 Green Garden 5 ml (Pc(s))","5.0"
"NPOL-WB14PS-EM5ML","Emina Nail Polish Water Based 114 Pool Side 5 ml (Pc(s))","5.0"
"NPOL-WB15SH-EM5ML","Emina Nail Polish Water Based 115 Sky High 5 ml (Pc(s))","5.0"
"NPOL-WB16BD-EM5ML","Emina Nail Polish Water Based 116 Before Dawn 5 ml (Pc(s))","5.0"
"NPOL-WB17WW-EM5ML","Emina Nail Polish Water Based 117 Wicked Witch 5 ml (Pc(s))","5.0"
"NPOL-WB18FC-EM5ML","Emina Nail Polish Water Based 118 Fire Crackers 5 ml (Pc(s))","5.0"
"NPOL-WB19DS-EM5ML","Emina Nail Polish Water Based 119 Desert Session 5 ml (Pc(s))","5.0"
"FW-AN1-EM","Emina Natura Pal Gel Cleanser 100 ml","105.17"
"M-AN1-EM","Emina Natura Pal Gel Moisturizer 20 ml","20.3"
"SRM-AN1-EM","Emina Natura Pal Splash Serum 40 ml","41.2"
"FT-AN1-EM","Emina Natura Pal Toner Essence 100 ml","100.0"
"L-OSK01TMP-EM3.4GR","Emina Oh So Kissable Lipstick 01 Tickle Me Pink 3.4 gr (Pc(s))","3.4"
"L-OSK02CR-EM3.4GR","Emina Oh So Kissable Lipstick 02 Cafe Royale 3.4 gr (Pc(s))","3.4"
"L-OSK03PC-EM3.4GR","Emina Oh So Kissable Lipstick 03 Peach Cream 3.4 gr (Pc(s))","3.4"
"L-OSK04FP-EM3.4GR","Emina Oh So Kissable Lipstick 04 Flame Pea 3.4 gr (Pc(s))","3.4"
"L-OSK05CP-EM3.4GR","Emina Oh So Kissable Lipstick 05 Cherry Pie 3.4 gr (Pc(s))","3.4"
"L-OSK06JJ-EM3.4GR","Emina Oh So Kissable Lipstick 06 Jazzberry Jam 3.4 gr (Pc(s))","3.4"
"L-OSK07JB-EM3.4GR","Emina Oh So Kissable Lipstick 07 Jelly Blush 3.4 gr (Pc(s))","3.4"
"L-OSK08FC-EM3.4GR","Emina Oh So Kissable Lipstick 08 Fantasti-Cho 3.4 gr (Pc(s))","3.4"
"L-OSK09OS-EM3.4GR","Emina Oh So Kissable Lipstick 09 Orange Slush 3.4 gr (Pc(s))","3.4"
"L-OSK10PB-EM3.4GR","Emina Oh So Kissable Lipstick 10 Pink Berry 3.4 gr (Pc(s))","3.4"
"LB-STSPB-EM","Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","3.4"
"LB-STSPC-EM","Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g","3.4"
"L-GPC1-EM3.8GR","Emina Once Upon a Time Lipstick 01 Carousel 3.8 gr (Pc(s))","3.8"
"L-GNF2-EM3.8GR","Emina Once Upon a Time Lipstick 02 Fairy 3.8 gr (Pc(s))","3.8"
"L-GPP3-EM3.8GR","Emina Once Upon a Time Lipstick 03 Periwinkle 3.8 gr (Pc(s))","3.8"
"L-GOS4-EM3.8GR","Emina Once Upon a Time Lipstick 04 Sunset 3.8 gr (Pc(s))","3.8"
"P-BB-EM","Emina Package Beach Babe","1.0"
"P-CL-EM","Emina Package City Lights","1.0"
"P-PMUK-EM","Emina Package Easy Make Up – A (Pc(s))","1.0"
"P-JS-EM","Emina Package Jam Session","1.0"
"P-NATNP-EM","Emina Package Natal Nail Polish (Pc(s))","1.0"
"P-PP-EM","Emina Package Potluck Party","1.0"
"P-SP-EM","Emina Package Science Project","1.0"
"P-ST-EM","Emina Package Show Time","1.0"
"ES-PRPBS-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Blue 3.3 gr (Pc(s))","3.3"
"ES-PRPBK-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s))","3.3"
"ES-PRPCB-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Colorful 3.3 gr (Pc(s))","3.3"
"ES-PRPFD-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Frosted 3.3 gr (Pc(s))","3.3"
"ES-PRPGI-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Gelato 3.3 gr (Pc(s))","3.3"
"ES-PRPNS-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","3.3"
"ES-PRPPH-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","3.3"
"ES-PRPPG-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Purple 3.3 gr (Pc(s))","3.3"
"ES-PRPRP-EM3.3GR","Emina Pop Rouge Pressed Eye Shadow Romantic 3.3 gr (Pc(s))","3.3"
"L-NLCALE1REG-EM","Emina Poppin' Matte The 90's Edition 06 Roller Skate 4.5 g","4.5"
"L-NLCALE1-EM","Emina Poppin' Matte The 90's Edition 06 Roller Skate 4.5 g","4.5"
"L-NLCBLE2-EM","Emina Poppin' Matte The 90's Edition 07 Rubic Cubic 4.5 g","4.5"
"L-NLCCLE3REG-EM","Emina Poppin' Matte The 90's Edition 08 Lovely Tamagochan 4.5 g","4.5"
"L-NLCCLE3-EM","Emina Poppin' Matte The 90's Edition 08 Lovely Tamagochan 4.5 g","4.5"
"L-NLCDLE4-EM","Emina Poppin' Matte The 90's Edition 09 Tossin' Tazos 4.5 g","4.5"
"L-NLCELE5-EM","Emina Poppin' Matte The 90's Edition 10 Spin It Yo-yo 4.5 g","4.5"
"L-NLCXCA-EM","Emina Poppin' Matte X Chatime 11 Chatime Milk Tea","4.5"
"L-NLCXCB-EM","Emina Poppin' Matte X Chatime 12 Hazelnut Chocolate Milk Tea","4.5"
"L-NLCXCC-EM","Emina Poppin' Matte X Chatime 13 Brown Sugar Milk Tea","4.5"
"L-NLCC-EM","Emina Poppin’ Matte 01 Lowkey 4.5 g","4.5"
"L-NLCB-EM","Emina Poppin’ Matte 02 To Be Honest 4.5 g","4.5"
"L-NLCD-EM","Emina Poppin’ Matte 03 Game On 4.5 g","4.5"
"L-NLCA-EM","Emina Poppin’ Matte 04 Snatched 4.5 g","4.5"
"L-NLCE-EM","Emina Poppin’ Matte 05 Easy Peasy 4.5 g","4.5"
"PRM-PR-EM20ML","Emina Pore Ranger 20 ml (Pc(s))","20.0"
"P-QBK01-EM","Emina Queenbee Beauty Kit 01 (Pc(s))","1.0"
"P-QBK02-EM","Emina Queenbee Beauty Kit 02 (Pc(s))","1.0"
"P-QBK03-EM","Emina Queenbee Beauty Kit 03 (Pc(s))","1.0"
"P-QBK04-EM","Emina Queenbee Beauty Kit 04 (Pc(s))","1.0"
"CUS-RBWM01-EM","Emina Refill Bare With Me Mineral Cushion 01 Light 15 g","15.0"
"CUS-RBWM02-EM","Emina Refill Bare With Me Mineral Cushion 02 Natural 15 g","15.0"
"CUS-RBWM03-EM","Emina Refill Bare With Me Mineral Cushion 03 Caramel 15 g","15.0"
"CUS-RBWM04-EM","Emina Refill Bare With Me Mineral Cushion 04 Mocca 15 g","15.0"
"B-SFLP-EM8G","Emina Sebum Fighter Loose Powder 8 g","8.0"
"SG-DA-EM100ML","Emina Shower Gel Daisy 100 ml (Pc(s))","106.0"
"FW-SBRDBL-EM","Emina Skin Buddy Bubble Up Face Wash 60 ml","54.0"
"FW-SBRDBR-EM","Emina Skin Buddy Dot Burst Face Wash 60 ml","54.0"
"FT-SBFT-EM","Emina Skin Buddy Face Toner 100 ml","110.0"
"FT-SBFTN2-EM","Emina Skin Buddy Face Toner 50 ml","55.0"
"REM-SBRMW-EM","Emina Skin Buddy Micellar Water 100 ml","100.0"
"REM-SBRMWN2-EM","Emina Skin Buddy Micellar Water 50 ml","50.0"
"SS-SBSP30N2-EM","Emina Skin Buddy Sun Protection SPF 30 PA+++ 25 ml","25.2"
"SS-SBSP30-EM","Emina Skin Buddy Sun Protection SPF 30 PA+++ 60 ml","60.48"
"KERT-ESOCA-EM","Emina Sleeve On Creamblush Alice, AC210, 2,6x2,2x9,7cm, 4/0 (Pc(s))","0.0"
"KERT-ESOCCC-EM","Emina Sleeve On Creamblush Chesire, AC210, 2,6x2,2x9,7cm, 4/0 (Pc(s))","0.0"
"LB-SCJ-EM3.7GR","Emina Smoochies Lip Balm Cucumber Juice 3.7 gr (Pc(s))","3.7"
"LB-SLN-EM3.7GR","Emina Smoochies Lip Balm Lemonade 3.7 gr (Pc(s))","3.7"
"L-SM01E-EM2.3G","Emina Soulmatte Lipstick 01 Enchantress 2.3 g (Pc(s))","2.3"
"L-SM02U-EM2.3G","Emina Soulmatte Lipstick 02 Unicorn 2.3 g (Pc(s))","2.3"
"L-SM03F-EM2.3G","Emina Soulmatte Lipstick 03 Fairy Fantasy 2.3 g (Pc(s))","2.3"
"L-SM04L-EM2.3G","Emina Soulmatte Lipstick 04 Love Spell 2.3 g (Pc(s))","2.3"
"L-SM05F-EM2.3G","Emina Soulmatte Lipstick 05 Feathers 2.3 g (Pc(s))","2.3"
"L-SM06R-EM2.3G","Emina Soulmatte Lipstick 06 Red Queen 2.3 g (Pc(s))","2.3"
"L-SM07G-EM2.3G","Emina Soulmatte Lipstick 07 Gummy 2.3 g","2.3"
"L-SM08G-EM2.3G","Emina Soulmatte Lipstick 08 Gemstone 2.3 g","2.3"
"L-SM09H-EM2.3G","Emina Soulmatte Lipstick 09 Heather 2.3 g","2.3"
"L-SM10B-EM2.3G","Emina Soulmatte Lipstick 10 Bloody Mary 2.3 g","2.3"
"L-SM11B-EM2.3G","Emina Soulmatte Lipstick 11 Buttercup 2.3 g","2.3"
"L-SM12C-EM2.3G","Emina Soulmatte Lipstick 12 Choco Pie 2.3 g","2.3"
"P-STA-EM","Emina Special Treats A","1.0"
"P-STB-EM","Emina Special Treats B","1.0"
"EB-SMUEMB-EM","Emina Squeeze Me Up Browcara Ashy 8 g","8.0"
"EB-SMUEMC-EM","Emina Squeeze Me Up Browcara Clear 8 g","8.0"
"EB-SMUEMA-EM","Emina Squeeze Me Up Browcara Woody 8 g","8.0"
"FA-SMUJGN-EM","Emina Squeeze Me Up Jelly Glow Nude 8 g","8.0"
"L-SMULGA-EM","Emina Squeeze Me Up Lip Glass 01 Surf n’ Slide 6.5 g","6.5"
"L-SMULGB-EM","Emina Squeeze Me Up Lip Glass 02 Stargaze 6.5 g","6.5"
"L-SMULMA-EM","Emina Squeeze Me Up Lip Matte 01 Have a Picnic 6.5 g","6.5"
"L-SMULMB-EM","Emina Squeeze Me Up Lip Matte 02 Bake a Cookie 6.5 g","6.5"
"L-SMULMC-EM","Emina Squeeze Me Up Lip Matte 03 City Cycling 6.5 g","6.5"
"L-SMULMD-EM","Emina Squeeze Me Up Lip Matte 04 Lil Dancing 6.5 g","6.5"
