FACTORY,ITEM CODE / BESAR BATCH,PROCESS TYPE,ROUTING TYPE,ITEM CODE,REFILL CODE,BULK CODE,ITEM NAME,REFILL NAME,BULK NAME,BULK SIZE PRIORITY,NUMBER OF COMPONENT,FM BULK SIZE (KG),MPQ OLAH (KG),MPQ SUPPLY KUNCI (KG),MPQ KEMAS (PCS),MPQ SUPPLY LOG (PCS),OUTPUT PRESSING (PCS/MIN),OUTPUT LABELLING (PCS/MIN),OUTPUT FILLING (PCS/MIN),OUTPUT FILLING/PACKING (PCS/MIN),LINE CODE WEIGHING,LINE CODE PREMIX,LINE CODE MILLING,LINE CODE MIXING,LINE CODE GRINDING,LINE CODE ADJUST,LINE CODE QC BULK,LINE CODE SIEVING,LINE CODE LABELLING,LINE CODE PRESSING,LINE CODE FILLING,LINE CODE FILLING/PACKING,LEADTIME WEIGHING (MIN),LEADTIME PREMIX (HOUR),LEADTIME MILLING (HOUR),LEADTIME MIXING (HOUR),LEADTIME GRINDING (HOUR),LEADTIME ADJUST (HOUR),LEADTIME QC BULK (HOUR),LEADTIME SIEVING (HOUR),LEADTIME LABELLING (HOUR),LEADTIME PRESSING (HOUR),LEADTIME FILLING (HOUR),LEADTIME FILLING/PACKING (HOUR),LEADTIME QC FG (HOUR),LEADTIME KARANTINA (HOUR),TOTAL LEADTIME (DAYS),JUMLAH OPERATOR WEIGHING,JUMLAH OPERATOR PREMIX,JUMLAH OPERATOR MILLING,JUMLAH OPERATOR MIXING,JUMLAH OPERATOR GRINDING,JUMLAH OPERATOR QC BULK,JUMLAH OPERATOR SIEVING,JUMLAH OPERATOR LABELLING,JUMLAH OPERATOR PRESSING,JUMLAH OPERATOR FILLING,JUMLAH OPERATOR FILLING/PACKING,STATUS PEARLIZE,PDT PREMIX CUCI KASAR (HOUR),PDT PREMIX CUCI BERSIH (HOUR),PDT MILLING CUCI KASAR (HOUR),PDT MILLING CUCI BERSIH (HOUR),PDT MIXING CUCI KASAR (HOUR),PDT MIXING CUCI BERSIH (HOUR),PDT GRINDING CUCI KASAR (HOUR),PDT GRINDING CUCI BERSIH (HOUR),SET UP MESIN AWAL (MIN),SET UP MESIN LANJUTAN (MIN),PERSIAPAN (MIN),HELLOM TIME (MIN),GANTI KAIN (MIN),BBM (MIN),CHANGE OVER (MIN),CUCI MESIN (MIN),PENCAIRAN BULK (MIN),WARNA BULK,ASUMSI JUMLAH SHIFT,PDT TANPA CO (HOUR),PDT DENGAN CO (HOUR),LEADTIME KOTOR PREMIX (HOUR),LEADTIME KOTOR MILLING (HOUR),LEADTIME KOTOR MIXING (HOUR),LEADTIME KOTOR LABELLING (HOUR),LEADTIME KOTOR PRESSING (HOUR),LEADTIME KOTOR FILLING (HOUR),LEADTIME KOTOR FILLING/PACKING (HOUR),SHRINK MACHINE,LAST MODIFIED ON,LAST MODIEFIED BY,NOTES
JTK01,TC-LPGBB02-W11GR/20,STD,PR01,TC-LPGBB02-W11GR,,TC-LPGBB02-BULK,Wardah Lightening BB Cake Powder 02 Sheer Pink 11 gr (Pc(s)),,Lightening BB Cake Powder 02 Sheer Pink,NOMINAL_LINE,1,20,20,20,1307,1346,,,,30,PWE01,,,PSM06,PVT06,PSM06,QC BULK,RUSSEL01,,,,PNP01,60,,,1.5,1.5,3,0.5,1,,,,0.726111111111111,0.5,14,4,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,35,0,-,0,1,1,,,2.5,,,,1.72611111111111,No,2022-06-30 06:22,Maryam Hadi,
JTK01,"ES-ECL-W3,3GR/21",COPACKING,PR03,"ES-ECL-W3,3GR","ES-W1F-02-RP-W1,1GR",ES-W1F-02 BULK,"Wardah EyeXpert Eyeshadow Classic 3,3 gr",Refill Press Eye Shadow Wardah F 02,EYE SHADOW F 02,NOMINAL_LINE,2,21,7,7,4080,4202,20,,,4,PWE02,,,PSM15,PMG05,PSM15,QC BULK,PMS02,,PEP04,,PCP02,40,,,1.75,1.5,2,0.5,1,,3.4,,17,0.5,14,7,2,,,1,1,1,1,,2,,2,Pearlize,,,,,0,1,0,1.5,15,0,5,0,3,5,0,60,0,-,0,1.46666666666667,1.46666666666667,,,2.75,,4.86666666666667,,18.4666666666667,No,2022-03-22 16:14,OdooBot,
JTK01,"ES-ECL-W3,3GR/21",COPACKING,PR03,"ES-ECL-W3,3GR","ES-W1F-01-RP-W1,1GR",ES-W1F-01 BULK,"Wardah EyeXpert Eyeshadow Classic 3,3 gr",Refill Press Eye Shadow Wardah F 01,EYE SHADOW F 01,NOMINAL_LINE,1,21,7,7,4080,4202,58,,,4,PWE02,,,PSM16,PMG06,PSM16,QC BULK,PMS02,,PEP06,,PCP02,40,,,1.75,1.5,1,0.5,1,,1.17241379310345,,17,0.5,14,7,2,,,1,1,1,1,,2,,2,Pearlize,,,,,0,1,0,1.5,15,0,5,0,3,5,0,60,0,-,0,1.46666666666667,1.46666666666667,,,2.75,,2.63908045977011,,18.4666666666667,No,2022-03-22 16:14,OdooBot,
JTK01,"ES-ECL-W3,3GR/21",COPACKING,PR03,"ES-ECL-W3,3GR","ES-W0K-03-RP-W1,1GR",ES-W0K-03 BULK,"Wardah EyeXpert Eyeshadow Classic 3,3 gr",Refill Press Eye Shadow Wardah K 03,EYE SHADOW K 03,NOMINAL_LINE,3,21,7,7,4080,4202,20,,,4,PWE02,,,PSM15,PMG05,PSM15,QC BULK,PMS02,,PEP04,,PCP02,40,,,1.75,1.5,1,0.5,1,,3.4,,17,0.5,14,7,2,,,1,1,1,1,,2,,2,Pearlize,,,,,0,1,0,1.5,15,0,5,0,3,5,0,60,0,-,0,1.46666666666667,1.46666666666667,,,2.75,,4.86666666666667,,18.4666666666667,No,2022-03-22 16:14,OdooBot,
JTK02,F-LPWC41-MO/240,STD,LR04,F-LPWC41-MO,,F-LPWC41-BULK,MAKE OVER Powerstay Weightless Liquid Foundation C41 Cool Sand 33 ml,,Make Over Powerstay Weightless Liquid Foundation C41 Cool Sand,SECONDARY_LINE,1,240,240,215,4675,4909,,,,20,LWE02,,LRM01,LVL01,,LVL01,QC BULK,,,,,BOP10,120,,7,9,,3,1,,,,,3.89583333333333,,,5,,,,,,1,,,,,14,-,,,0,1.5,0,2,,,30,0,0,10,0,0,0,60,0,gelap,5,1.66666666666667,1.66666666666667,,8.5,11,,,,5.5625,No,2022-06-23 00:49,Fawziah Ghina Saraswati,
JTK02,F-LPWC41-MO/120,STD,LR04,F-LPWC41-MO,,F-LPWC41-BULK,MAKE OVER Powerstay Weightless Liquid Foundation C41 Cool Sand 33 ml,,Make Over Powerstay Weightless Liquid Foundation C41 Cool Sand,SECONDARY_LINE,1,120,120,105,2275,2389,,,,20,LWE02,,LRM01,LVL07,,LVL07,QC BULK,,,,,BOP10,70,,6,7,,3,1,,,,,1.89583333333333,,,5,,,,,,1,,,,,14,-,,,0,1.5,0,3,,,30,0,0,10,0,0,0,60,0,gelap,5,1.66666666666667,1.66666666666667,,7.5,10,,,,3.5625,No,2022-06-23 00:49,Fawziah Ghina Saraswati,
JTK02,F-LPWC41-MO/90,STD,LR05,F-LPWC41-MO,,F-LPWC41-BULK,MAKE OVER Powerstay Weightless Liquid Foundation C41 Cool Sand 33 ml,,Make Over Powerstay Weightless Liquid Foundation C41 Cool Sand,NOMINAL_LINE,1,90,90,86.4,1875,1969,,,,20,LWE02,LSPM09,LSRM06,LSVB03,,LSVB03,QC BULK,,,,,BOP10,90,1,1.5,6,,3,1,,,,,1.5625,0.3,2,5,,,,,,1,,,,,14,-,0,0.2,0,0.6,0,1.5,,,30,0,0,10,0,0,0,60,0,gelap,0,1.66666666666667,1.66666666666667,1.2,2.1,7.5,,,,3.22916666666667,No,2022-08-25 03:13,Fawziah Ghina Saraswati,
JTK02,F-LPWC41-MO/50,STD,LR04,F-LPWC41-MO,,F-LPWC41-BULK,MAKE OVER Powerstay Weightless Liquid Foundation C41 Cool Sand 33 ml,,Make Over Powerstay Weightless Liquid Foundation C41 Cool Sand,SECONDARY_LINE,1,50,50,43,1227,1327,,,,20,LWE01,,LRM01,LVL05,,LVL05,QC BULK,,,,,BOP10,75,,2.5,7,,3,1,,,,,1.0225,0.3,2,5,,,,,,1,,,,,14,-,,,0,1.5,1.5,2.5,,,30,0,0,10,0,0,0,60,0,gelap,0,1.66666666666667,1.66666666666667,,4,9.5,,,,2.68916666666667,No,2022-08-25 03:13,Fawziah Ghina Saraswati,
JTK04,L-SLWCJ-W/200,STD,SR09,L-SLWCJ-W,,L-SLWCJ-BULK,Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral 4.2 g,,Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral,SECONDARY_LINE,1,200,200,197,46512,46745,,,,36,SWE01,SPM09D,SRM08,SVB05,,SVB05,QC BULK,,,,,BTP03,90,1.5,3,6,,3,0.5,,,,,21.5333333333333,2,14,5,2,1,1,1,,1,,,,,9,-,0,0.5,0,1,0,3.5,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,2,4,9.5,,,,21.7875,No,2022-08-12 06:41,OdooBot,
JTK04,L-SLWCJ-W/100,STD,SR09,L-SLWCJ-W,,L-SLWCJ-BULK,Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral 4.2 g,,Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral,SECONDARY_LINE,1,100,100,98,23040,23386,,,,36,SWE01,SPM09D,SRM08,SVB04,,SVB04,QC BULK,,,,,BTP03,90,1,2.25,5,,3,0.5,,,,,10.6666666666667,2,14,5,2,1,1,1,,1,,,,,9,-,0,0.5,0,1,0,3,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1.5,3.25,8,,,,10.9208333333333,No,2022-08-12 06:41,OdooBot,
JTK04,L-SLWCJ-W/15,STD,SR09,L-SLWCJ-W,,L-SLWCJ-BULK,Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral 4.2 g,,Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral,NOMINAL_LINE,1,15,15,14,3048,3200,,,,18,SWE01,SPM03D,SRM06,SVB01,,SVB01,QC BULK,,,,,BTP02,60,1,1.5,3,,3,0.5,,,,,2.82222222222222,2,14,5,2,1,1,,,1,,,,,8,-,0,0,0,0.5,0,1.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1,2,4.25,,,,3.07638888888889,No,2022-08-12 06:41,OdooBot,
JTK01,TC-CPLSRFA-W/20,STD,PR01,TC-CPLSRFA-W,,TC-CPLS01-BULK,Wardah CRYSTALLURE Precious Luminizing Silk Powder Foundation Refill 11 FAIR 12 g,,WARDAH CRYSTALLURE Precious Luminizing Silk Powder Foundation 11 FAIR,NOMINAL_LINE,1,20,20,20,1632,1681,,,,15,PWE01,,,PSM08,PVT08,PSM08,QC BULK,RUSSEL01,,,,PNP04,60,,,2.25,2,4.5,0.5,1,,,,1.81333333333333,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,60,40,0,-,0,1.08333333333333,2.08333333333333,,,3.25,,,,2.89666666666667,No,2022-09-02 07:48,Anisa Masrucha Utami,
JTK06,MY-LGS04-EM/0,STD,RR01,MY-LGS04-EM,,,Malaysia Emina Glossy Stain 04 Peach Sprinkles 3 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,15,,,,,,,-,5,0.25,0.25,,,,,,,0.251666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-TELWH-W1.14G/0,STD,RR01,MY-TELWH-W1.14G,,,Wardah Tester Eyeliner Pencil White 1.14 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,13,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK04,L-IPMC01-W3G/5,STD,SR09,L-IPMC01-W3G,,L-IPMC01-BULK,Wardah Instaperfect MATTECENTRIC Lip Crayon 01 Pace 3 g,,Wardah Instaperfect MATTECENTRIC Lip Crayon 01 P Bulk (Kg),NOMINAL_LINE,1,5,5,4.75,1408,1437,,,,9,SWE01,SPM03D,SRM06,SMX02,,SMX02,QC BULK,,,,,LIP08,75,0.75,1,2.25,,3,0.5,,,,,2.60740740740741,0.5,2,5,2,1,1,1,,1,,,,,5,-,0,0.25,0,0.5,0,0.25,,,0,0,5,10,0,0.166666667,0,0.586111111,20,-,0,0.595879629633333,0.595879629633333,1,1.5,2.5,,,,3.20328703704074,No,2022-09-01 04:46,Sita Swadesti Asnan Putri,
JTK06,MY-LEMC14-W4G/0,STD,RR01,MY-LEMC14-W4G,,,Malaysia Wardah Exclusive Matte Lip Cream 14 My Honey Bee 4 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,12,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00138888888888889,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501388888888889,No,2022-03-22 16:14,OdooBot,
JTK06,MY-TLM03-W3.8G/0,STD,RR01,MY-TLM03-W3.8G,,,Wardah Tester Matte Lipstick 03 Red 3.8 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK02,BOTP-HTSL450REV-P/0,SFGPack,LR13,BOTP-HTSL450REV-P,,,Botol Print Hair Tonic Spa Lavender Rev-1 450ml Putri,,,NOMINAL_LINE,,0,0,0,1,1,,5.5,,,,,,,,,QC BULK,,MPL02,,,,,,,,,0,0,,0.00303030303030303,,,,0,0,5,,,,,,1,,2,,,,-,,,,,,,,,30,0,0,10,0,10,0,0,,-,,0.833333333333333,0.833333333333333,,,,0.836363636363636,,,,No,2022-03-22 16:14,OdooBot,
JTK06,TC-TLECSPC3-W10G/0,STD,RR01,TC-TLECSPC3-W10G,,,Wardah Tester Container Lightening Two Way Cake Extra Cover 03 Sheer Pink 10 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-FMMCAC-EM/0,STD,RR01,MY-FMMCAC-EM,,,Malaysia Emina Masquerade Face Mask Cactus 23 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,3,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00555555555555556,0.5,2,5,,,,,,1,,,,,2,-,,,,,,,,,,,15,,,,,,,-,3,0.25,0.25,,,,,,,0.255555555555556,No,2022-03-22 16:14,OdooBot,
JTK02,MY-RFWPBCFBO-W/1000,STD,LR02,MY-RFWPBCFBO-W,,FW-PBCFLO-BULK,Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml,,Perfect Bright Creamy Foam Brightening + Oil Control Bulk,NOMINAL_LINE,1,1000,1000,976,9637,9927,,,60,15,LWE01,,,LVB05,,LVB05,QC BULK,,,,TUP03B,MIP08,80,,,6.5,,0,1,,,,2.67694444444444,10.7077777777778,0.3,2,5,,,,,,1,,,,3,3,-,,,,,0,1.5,,,20,0,0,10,0,0,20,0,0,terang,0,0.5,0.833333333333333,,,8,,,3.17694444444444,11.2077777777778,No,2022-08-03 07:06,Administrator,
JTK06,TC-TLLFB5C2-W12G/0,STD,RR01,TC-TLLFB5C2-W12G,,,Wardah Tester Container Lightening Two Way Cake Light Feel 02 Golden Beige 12 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-SRMAN1-EM/0,STD,RR01,MY-SRMAN1-EM,,,Malaysia Emina Natura Pal Splash Serum 40 ml,,,NOMINAL_LINE,,0,0,0,1,1,,,,6,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00277777777777778,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,0,0,15,0,0,0,0,0,0,-,,0.25,0.25,,,,,,,0.252777777777778,No,2022-06-02 09:46,Suniarsih Utami,
JTK04,L-IPMLMP06-W/15,STD,SR09,L-IPMLMP06-W,,L-IPMLMP06-BULK,Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g,,Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR,SECONDARY_LINE,1,15,15,14,2363,2492,,,,15,SWE01,SPM03D,SRM06,SVB01,,SVB01,QC BULK,,,,,BTP02,60,1,1.5,3,,2,0.5,,,,,2.62555555555556,0.5,2,5,2,1,1,,,1,,,,,8,-,0,0,0,0.5,0,1.25,,,0,0,5,10,0,0.333333333,0,0.755555556,30,-,1,0.76814814815,0.76814814815,1,2,4.25,,,,3.39370370370556,No,2022-08-12 06:41,OdooBot,
JTK04,L-IPMLMP06-W/3,STD,SR09,L-IPMLMP06-W,,L-IPMLMP06-BULK,Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g,,Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR,NOMINAL_LINE,1,3,3,2.5,396,415,,,,15,SWE01,SMU01,SRM06,SVB06,,SVB06,QC BULK,,,,,BTP02,45,0.75,1,2.5,,2,0.5,,,,,0.44,0.5,2,5,2,1,1,1,,1,,,,,8,-,0,0,0,0.5,0,1,,,0,0,5,10,0,0.333333333,0,0.755555556,30,-,1,0.76814814815,0.76814814815,0.75,1.5,3.5,,,,1.20814814815,No,2022-08-12 06:41,OdooBot,
JTK02,LAR-BE-BULK/20,SFGBulk,LR03,LAR-BE-BULK,,,Warna Blue Water,,,SECONDARY_LINE,1,20,20,20,0,0,,,,,LWE02,,,LMM01,,LMM01,QC BULK,,,,,,30,,,6,,0,0.5,,,,,,0,0,5,,,,,,1,,,,,,-,,,,,0,1.5,,,0,0,0,0,0,0,0,0,0,gelap,0,0,0,,,7.5,,,,,No,2022-08-31 09:14,Fawziah Ghina Saraswati,
JTK02,LAR-BE-BULK/10,SFGBulk,LR03,LAR-BE-BULK,,,Warna Blue Water,,,SECONDARY_LINE,1,10,10,10,0,0,,,,,LWE02,,,LMM01,,LMM01,QC BULK,,,,,,15,,,6,,0,0.5,,,,,,0,0,5,,,,,,1,,,,,,-,,,,,0,1.5,,,0,0,0,0,0,0,0,0,0,gelap,0,0,0,,,7.5,,,,,No,2022-08-31 09:14,Fawziah Ghina Saraswati,
JTK02,LAR-BE-BULK/4,SFGBulk,LR03,LAR-BE-BULK,,,Warna Blue Water,,,SECONDARY_LINE,1,4,4,4,0,0,,,,,LWE02,,,LMM01,,LMM01,QC BULK,,,,,,15,,,3,,0,0.5,,,,,,0,0,5,,,,,,1,,,,,,-,,,,,0,1.5,,,0,0,0,0,0,0,0,0,0,gelap,0,0,0,,,4.5,,,,,No,2022-08-31 09:14,Fawziah Ghina Saraswati,
JTK02,LAR-BE-BULK/40,SFGBulk,LR03,LAR-BE-BULK,,,Warna Blue Water,,,NOMINAL_LINE,1,40,40,40,0,0,,,,,LWE02,,,LMM01,,LMM01,QC BULK,,,,,,30,,,6,,0,0.5,,,,,,0,0,5,,,,,,1,,,,,,-,,,,,0,1.5,,,0,0,0,0,0,0,0,0,0,gelap,0,0,0,,,7.5,,,,,No,2022-08-31 09:14,Fawziah Ghina Saraswati,
JTK02,HT-P1SRL-P450/300,STD,LR15,HT-P1SRL-P450,,HT-SPARL-BULK,"Hair Tonic SPA Relaxing Lavender, 450 ml",,Hair Tonic Spa Relaxing Lavender Bulk (Kg),SECONDARY_LINE,1,300,300,290,663,763,,,,5,LWE02,,,LPF02,,LPF02,QC BULK,,,,,EMP02,60,,,8,,2,1,,,,,2.21,0.3,2,4,,,,,,1,,,,,8,-,,,,,0,1.5,,,40,0,0,10,0,0,60,35,0,terang,0,1.16666666666667,2.16666666666667,,,9.5,,,,3.29333333333333,No,2022-08-03 07:06,OdooBot,
JTK02,HT-P1SRL-P450/300,STD,LR15,HT-P1SRL-P450,,HT-SPARL-BULK,"Hair Tonic SPA Relaxing Lavender, 450 ml",,Hair Tonic Spa Relaxing Lavender Bulk (Kg),SECONDARY_LINE,1,300,300,290,663,763,,,,15,LWE02,,,LPF02,,LPF02,QC BULK,,,,,BOP09B,60,,,8,,2,1,,,,,0.736666666666667,0.3,2,4,,,,,,1,,,,,5,-,,,,,0,1.5,,,40,0,0,10,0,0,60,35,0,terang,0,1.16666666666667,2.16666666666667,,,9.5,,,,1.90333333333333,No,2022-08-03 07:06,OdooBot,
JTK02,HT-P1SRL-P450/100,STD,LR15,HT-P1SRL-P450,,HT-SPARL-BULK,"Hair Tonic SPA Relaxing Lavender, 450 ml",,Hair Tonic Spa Relaxing Lavender Bulk (Kg),NOMINAL_LINE,1,100,100,97,228,240,,,,5,LWE02,,,LMX02,,LMX02,QC BULK,,,,,EMP02,30,,,6,,2,1,,,,,0.76,0.3,2,4,,,,,,1,,,,,8,-,,,,,0,1.5,,,40,0,0,10,0,0,0,20,0,terang,0,1.16666666666667,1.16666666666667,,,7.5,,,,1.92666666666667,No,2022-08-03 07:06,Administrator,
JTK01,TC-PMW22-MO12G/20,STD,PR01,TC-PMW22-MO12G,,TC-PMW22-BULK,MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g,,Make Over Powerstay Matte Powder Foundation W22 Warm Ivory,NOMINAL_LINE,1,20,20,20,1200,1236,,,,28,PWE01,,,PSM07,PVT07,PSM07,QC BULK,RUSSEL01,,,,PNP02,55,,,2,2,3,0.5,1,,,,0.714285714285714,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,3,,,,1.79761904761905,No,2022-06-30 07:57,Maryam Hadi,
JTK01,TC-PMW22-MO12G/7,STD,PR01,TC-PMW22-MO12G,,TC-PMW22-BULK,MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g,,Make Over Powerstay Matte Powder Foundation W22 Warm Ivory,SECONDARY_LINE,1,7,7,7,504,520,,,,28,PWE01,,,PSM07,PVT07,PSM07,QC BULK,RUSSEL01,,,,PNP02,40,,,1.75,1.5,3,0.5,1,,,,0.3,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,2.75,,,,1.38333333333333,No,2022-06-30 07:57,Maryam Hadi,
JTK06,MY-BOCLPCS-EM/0,STD,RR01,MY-BOCLPCS-EM,,,Malaysia Emina Cheek Lit Pressed Blush Sugarcane 3.5 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,20,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00111111111111111,0.5,2,5,,,,,,1,,,,,4,-,,,,,,,,,,,15,,,,,,,-,1,0.25,0.25,,,,,,,0.251111111111111,No,2022-06-15 21:48,Suniarsih Utami,
JTK04,DUSS-IMLCR0-W/0,SFGPack,SR12,DUSS-IMLCR0-W,,,Dus Sticker Instaperfect Mattecentric Lip Crayon W (Pc(s)),,,NOMINAL_LINE,,0,0,0,18688,18688,,6,,,,,,,,,QC BULK,,SPL01,,,,,,,,,0,0,,51.9111111111111,,,,0,0,5,,,,,,1,,3,,,,-,,,,,,,,,0,0,5,10,0,0,0,0,0,-,,0.25,0.25,,,,52.1611111111111,,,,No,2022-03-22 16:14,OdooBot,
JTK06,"EB-TBL-W1,14GR/0",STD,RR01,"EB-TBL-W1,14GR",,,"Wardah Tester Eye Brow Black 1,14 gr (Pc(s))",,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK01,BO-E02-W/14,PRESSTHENFILLINGPACKING,PR03,BO-E02-W,"BO-E02-W-RP-W6,5GR",BO-E02-W-BULK,Wardah Exclusive Blush On 02 Coral Peach 6.5 g,Refill Press Blush on Exclusive 02 Coral Peach,Wardah Exclusive Blush On 02 Coral Peach,NOMINAL_LINE,1,14,14,14,1776,1829,15,,,4,PWE02,,,PSM16,PMG06,PSM16,QC BULK,PMS01,,PEP03,,PCP01,45,,,2,1.5,2,0.5,1,,1.97333333333333,,7.4,0.5,2,5,2,,,1,1,1,1,,2,,2,Non Pearlize,,,,,0,1,0,1.5,10,0,5,0,0,5,30,15,0,-,0,0.583333333333333,1.08333333333333,,,3,,2.55666666666667,,7.98333333333333,No,2022-08-12 06:41,OdooBot,
JTK02,M-AGDC-W30GR/1000,STD,LR15,M-AGDC-W30GR,,M-AGDC-BULK,Wardah Renew You Anti Aging Day Cream 30 gr (Pc(s)),,Renew you anti aging day cream Bulk,NOMINAL_LINE,1,1000,1000,978,30864,31790,,,,22,LWE01,,,LVB01,,LVB01,QC BULK,,,,,JAP01,90,,,4,,0,1,,,,,23.3818181818182,0.3,2,5,,,,,,1,,,,,9,-,,,,,0,2.5,,,15,30,0,40,0,30,0,70,0,terang,0,3.08333333333333,3.08333333333333,,,6.5,,,,26.4651515151515,No,2022-03-22 16:14,OdooBot,
JTK02,M-AGDC-W30GR/500,STD,LR15,M-AGDC-W30GR,,M-AGDC-BULK,Wardah Renew You Anti Aging Day Cream 30 gr (Pc(s)),,Renew you anti aging day cream Bulk,SECONDARY_LINE,1,500,500,470,14688,15423,,,,22,LWE01,,,LVB01,,LVB01,QC BULK,,,,,JAP01,70,,,4,,0,1,,,,,11.1272727272727,0.3,2,5,,,,,,1,,,,,9,-,,,,,0,2.5,,,15,15,0,20,0,10,0,70,0,terang,0,2.16666666666667,2.16666666666667,,,6.5,,,,13.2939393939394,No,2022-03-22 16:14,OdooBot,
JTK01,TC-PMN10-MO12G/20,STD,PR01,TC-PMN10-MO12G,,TC-PMN10-BULK,MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g,,Make Over Powerstay Matte Powder Foundation N10 Marble,NOMINAL_LINE,1,20,20,20,1200,1236,,,,28,PWE01,,,PSM07,PVT07,PSM07,QC BULK,RUSSEL01,,,,PNP02,55,,,2,2,3,0.5,1,,,,0.714285714285714,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,3,,,,1.79761904761905,No,2022-06-30 07:56,Maryam Hadi,
