Process code;Routing Type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Filling/Packing line code;Filling/Packing ALT;Filling/Packing loss rate;Filling/Packing production rate;Filling/Packing production rate with change over;Efficiency of Packing;Pressing code;Pressing ALT.;Pressing loss rate;Pressing production rate;Pressing production rate with change over;Efficiency of Pressing;Shieving code;Shieving ALT.;Shieving loss rate;Shieving production rate;Shieving production rate with change over;Efficiency of Shieving;Grinding code;Grinding ALT.;Grinding loss rate;Grinding production rate;Grinding production rate with change over;Efficiency of Grinding;Mixing code;Mixing ALT.;Mixing loss rate;Mixing production rate;Mixing production rate with change over;Efficiency of Mixing;Weighing code;Weighing ALT.;Weighing loss rate;Weighing production rate;Weighing production rate with change over;Efficiency of Weighing;Labelling line code;Labelling ALT;Labelling loss rate;Labelling production rate;Labelling production rate with change over;Efficiency of Labelling
STD;PR01;TC-CPLS02-W;;TC-CPLS02-BULK;20;20;NOMINAL_LINE;PNP04;1;0.0784;900;405.28;0.45;;;;;;;RUSSEL01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.44;0.31;0.69;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-CPLS03-W;;TC-CPLS03-BULK;20;20;NOMINAL_LINE;PNP04;1;0.0784;900;405.28;0.45;;;;;;;RUSSEL01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.44;0.31;0.69;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-CPLS04-W;;TC-CPLS04-BULK;20;20;NOMINAL_LINE;PNP04;1;0.0784;900;405.28;0.45;;;;;;;RUSSEL01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.44;0.31;0.69;PWE01;1;0;1;1;1;;;;;;
MULTIPLEBULK;PR03;TC-FC-MO14G;TC-FCK1&214GRRN-MO;TC-FC-MO-BULK;18;32;NOMINAL_LINE;PCP01;1;0;240;224;0.94;PEP01;1;0;120;115.97;0.97;PMS01;1;0;1;1;1;PVT07;1;0;0.5;0.29;0.57;PSM07;1;0;0.5;0.36;0.73;PWE02;1;0;1.09;1.09;1;;;;;;
MULTIPLEBULK;PR03;TC-FC-MO14G;TC-FCK1&214GRRN-MO;TC-FC02-MO-BULK;14;32;NOMINAL_LINE;PCP01;1;0;240;224;0.94;PEP01;1;0;120;115.97;0.97;PMS01;2;0;1;1;1;PVT07;1;0;0.67;0.33;0.5;PSM07;1;0;0.5;0.36;0.73;PWE02;1;0;1.2;1.2;1;;;;;;
STD;PR01;TC-IPMFPF11-W13G;;TC-IPMFPF11-BULK;20;20;NOMINAL_LINE;PNP02;1;0.2233;1680;665.87;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPMFPF12-W13G;;TC-IPMFPF12-BULK;20;20;NOMINAL_LINE;PNP02;1;0.2233;1680;665.87;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.44;0.31;0.69;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPMFPF13-W13G;;TC-IPMFPF13-BULK;60;60;NOMINAL_LINE;PNP02;1;0.1368;1680;1136.74;0.68;;;;;;;RUSSEL01;1;0;1;1;1;PVT02;1;0;0.44;0.33;0.75;PSM02;1;0;0.31;0.24;0.76;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF01-W;;TC-IPPF01-BULK;10;10;SECONDARY_LINE;PNP04;1;0.805;1680;127.92;0.08;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.67;0.44;0.67;PSM08;1;0;0.67;0.4;0.6;PWE01;1;0;1.2;1.2;1;;;;;;
STD;PR01;TC-IPPF01-W;;TC-IPPF01-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0151;1680;1330.79;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-IPPF01-W;;TC-IPPF01-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF01-W;;TC-IPPF01-BULK;40;40;NOMINAL_LINE;PNP02;1;0.18;1680;975.97;0.58;;;;;;;PMS01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF01-W;;TC-IPPF01-BULK;60;60;SECONDARY_LINE;PNP02;1;0.1368;1680;1136.74;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF02-W;;TC-IPPF02-BULK;10;10;SECONDARY_LINE;PNP04;1;0.2447;1680;406.53;0.24;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF02-W;;TC-IPPF02-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0151;1680;1330.79;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-IPPF02-W;;TC-IPPF02-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF02-W;;TC-IPPF02-BULK;60;60;NOMINAL_LINE;PNP02;1;0.1368;1680;1136.74;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF03-W;;TC-IPPF03-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0151;1680;1330.79;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-IPPF03-W;;TC-IPPF03-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF03-W;;TC-IPPF03-BULK;60;60;NOMINAL_LINE;PNP02;1;0.1368;1680;1136.74;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF04-W;;TC-IPPF04-BULK;10;10;SECONDARY_LINE;PNP04;1;0.2447;1680;406.53;0.24;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF04-W;;TC-IPPF04-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0151;1680;1330.79;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-IPPF04-W;;TC-IPPF04-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF04-W;;TC-IPPF04-BULK;40;40;NOMINAL_LINE;PNP02;1;0.18;1680;975.97;0.58;;;;;;;PMS01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF04-W;;TC-IPPF04-BULK;60;60;SECONDARY_LINE;PNP02;1;0.1368;1680;1136.74;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF05-W;;TC-IPPF05-BULK;100;100;SECONDARY_LINE;PNP04;1;0.0151;1680;1330.79;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-IPPF05-W;;TC-IPPF05-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF05-W;;TC-IPPF05-BULK;40;40;NOMINAL_LINE;PNP04;1;0.18;1680;975.97;0.58;;;;;;;PMS01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF05-W;;TC-IPPF05-BULK;60;60;SECONDARY_LINE;PNP04;1;0.1368;1680;1136.74;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF06-W;;TC-IPPF06-BULK;10;10;SECONDARY_LINE;PNP04;1;0.805;1680;127.92;0.08;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.67;0.44;0.67;PSM08;1;0;0.67;0.4;0.6;PWE01;1;0;1.2;1.2;1;;;;;;
STD;PR01;TC-IPPF06-W;;TC-IPPF06-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0151;1680;1330.79;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-IPPF06-W;;TC-IPPF06-BULK;20;20;NOMINAL_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF06-W;;TC-IPPF06-BULK;40;40;SECONDARY_LINE;PNP02;1;0.18;1680;975.97;0.58;;;;;;;PMS01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-IPPF06-W;;TC-IPPF06-BULK;60;60;SECONDARY_LINE;PNP02;1;0.1368;1680;1136.74;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-PC01-MO12G;;TC-PC01-BULK;10;10;SECONDARY_LINE;PNP02;1;0.0496;1680;509.4;0.3;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC01-MO12G;;TC-PC01-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0323;1680;1347.74;0.8;;;;;;;RUSSEL01;1;0;1;1;1;PVT02;1;0;0.44;0.33;0.75;PSM02;1;0;0.36;0.27;0.73;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-PC01-MO12G;;TC-PC01-BULK;20;20;NOMINAL_LINE;PNP02;1;0.1792;1680;720.9;0.43;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC02-MO12G;;TC-PC02-BULK;20;20;NOMINAL_LINE;PNP02;1;0.136;1680;742.09;0.44;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC02-MO12G;;TC-PC02-BULK;60;60;SECONDARY_LINE;PNP02;1;0.0496;1680;1199.42;0.71;;;;;;;RUSSEL01;1;0;1;1;1;PVT02;1;0;0.57;0.4;0.7;PSM02;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PC03-MO12G;;TC-PC03-BULK;60;60;NOMINAL_LINE;PNP02;1;0.1456;1680;1162.07;0.69;;;;;;;RUSSEL01;1;0;1;1;1;PVT02;1;0;0.57;0.4;0.7;PSM02;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PC04-MO12G;;TC-PC04-BULK;20;20;SECONDARY_LINE;PNP02;1;0.136;1680;742.09;0.44;;;;;;;PMS01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC04-MO12G;;TC-PC04-BULK;60;60;NOMINAL_LINE;PNP02;1;0.1408;1680;1164.08;0.69;;;;;;;RUSSEL01;1;0;1;1;1;PVT02;1;0;0.57;0.4;0.7;PSM02;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PC05-MO12G;;TC-PC05-BULK;10;10;NOMINAL_LINE;PNP02;1;0.3088;1680;675.53;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC05-MO12G;;TC-PC05-BULK;20;20;SECONDARY_LINE;PNP02;1;0.2656;1680;675.53;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC06-MO12G;;TC-PC06-BULK;10;10;NOMINAL_LINE;PNP02;1;0.3088;1680;403.87;0.24;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC07-MO12G;;TC-PC07-BULK;10;10;NOMINAL_LINE;PNP02;1;0.3088;1680;403.87;0.24;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC08-MO12G;;TC-PC08-BULK;20;20;NOMINAL_LINE;PNP02;1;0.1504;1680;735.13;0.44;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PC08-MO12G;;TC-PC08-BULK;60;60;SECONDARY_LINE;PNP02;1;0.1168;1680;1173.87;0.7;;;;;;;RUSSEL01;1;0;1;1;1;PVT02;1;0;0.57;0.4;0.7;PSM02;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PMC21-MO12G;;TC-PMC21-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMC21-MO12G;;TC-PMC21-BULK;7;7;SECONDARY_LINE;PNP02;1;0.136;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.57;0.36;0.64;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PMC31-MO;;TC-PMC31-BULK;10;10;SECONDARY_LINE;PNP02;1;0.1936;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMC31-MO;;TC-PMC31-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.44;0.31;0.69;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMC41-MO;;TC-PMC41-BULK;10;10;SECONDARY_LINE;PNP02;1;0.1936;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMC41-MO;;TC-PMC41-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.44;0.31;0.69;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMC51-MO;;TC-PMC51-BULK;10;10;NOMINAL_LINE;PNP02;1;0.0496;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.36;0.27;0.73;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMC62-MO12G;;TC-PMC62-BULK;7;7;NOMINAL_LINE;PNP02;1;0.136;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.57;0.36;0.64;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PMN10-MO12G;;TC-PMN10-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMN20-MO;;TC-PMN20-BULK;7;7;NOMINAL_LINE;PNP02;1;0.3006;1680;307.65;0.18;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.57;0.36;0.64;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PMN30-MO12G;;TC-PMN30-BULK;20;20;SECONDARY_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMN30-MO12G;;TC-PMN30-BULK;60;60;NOMINAL_LINE;PNP02;1;0.136;1680;1166.07;0.69;;;;;;;RUSSEL01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.31;0.24;0.76;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-PMN40-MO;;TC-PMN40-BULK;7;7;NOMINAL_LINE;PNP02;1;0.136;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.57;0.36;0.64;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMN50-MO;;TC-PMN50-BULK;7;7;NOMINAL_LINE;PNP04;1;0.136;1680;364.34;0.22;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.67;0.44;0.67;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PMW12-MO;;TC-PMW12-BULK;10;10;SECONDARY_LINE;PNP02;1;0.1936;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW12-MO;;TC-PMW12-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.44;0.31;0.69;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW21-MO;;TC-PMW21-BULK;10;10;SECONDARY_LINE;PNP02;1;0.1936;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW21-MO;;TC-PMW21-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.44;0.31;0.69;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW22-MO12G;;TC-PMW22-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW22-MO12G;;TC-PMW22-BULK;7;7;SECONDARY_LINE;PNP02;1;0.136;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.57;0.36;0.64;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-PMW30-MO;;TC-PMW30-BULK;10;10;NOMINAL_LINE;PNP02;1;0.3088;1680;403.87;0.24;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.44;0.31;0.69;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW32-MO;;TC-PMW32-BULK;10;10;SECONDARY_LINE;PNP02;1;0.1936;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW32-MO;;TC-PMW32-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.44;0.31;0.69;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW33-MO12G;;TC-PMW33-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW41-MO12G;;TC-PMW41-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;364.34;0.22;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW42-MO12G;;TC-PMW42-BULK;20;20;NOMINAL_LINE;PNP02;1;0.28;1680;667.55;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW50-MO;;TC-PMW50-BULK;10;10;NOMINAL_LINE;PNP02;1;0.28;1680;416.53;0.25;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW50-MO;;TC-PMW50-BULK;7;7;SECONDARY_LINE;PNP02;1;0.136;1680;692.47;0.41;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.57;0.36;0.64;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW60-MO;;TC-PMW60-BULK;10;10;NOMINAL_LINE;PNP02;1;0.1936;1680;453.03;0.27;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-PMW60-MO;;TC-PMW60-BULK;7;7;SECONDARY_LINE;PNP02;1;0.136;1680;692.47;0.41;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.67;0.44;0.67;PSM07;1;0;0.57;0.36;0.64;PWE01;1;0;1.09;1.09;1;;;;;;
COPACKING;PR03;TC-PPCN-MO3X12G;TC-PC01-RP-MO12GR;TC-PC01-BULK;3;9;NOMINAL_LINE;PCP03;1;0;120;72;0.6;PEP02;1;0;1680;160.32;0.1;RUSSEL01;1;0;1;1;1;PMG04;1;0;0.5;0.36;0.73;PSM09;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
COPACKING;PR03;TC-PPCN-MO3X12G;TC-PC03-RP-MO12GR;TC-PC03-BULK;3;9;NOMINAL_LINE;PCP03;1;0;120;72;0.6;PEP02;2;0;1680;160.32;0.1;RUSSEL01;1;0;1;1;1;PMG04;1;0;0.5;0.36;0.73;PSM09;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
COPACKING;PR03;TC-PPCN-MO3X12G;TC-PC05-RP-MO12GR;TC-PC05-BULK;3;9;NOMINAL_LINE;PCP03;1;0;120;72;0.6;PEP02;3;0;1680;160.32;0.1;RUSSEL01;1;0;1;1;1;PMG04;1;0;0.5;0.36;0.73;PSM09;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;BO-03PP1RNFS3,5-MO;BO-SPS03-BULK;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;3;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;BO-03PP1RNFS3,5-MO;BO-SPS03-BULK;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;3;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;BO-SST09-RP-MO3,5GR;BO-SST09-BULK;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;4;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
