Process code;Routing Type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Filling/Packing line code;Filling/Packing ALT;Filling/Packing loss rate;Filling/Packing production rate;Filling/Packing production rate with change over;Efficiency of Packing;Pressing code;Pressing ALT.;Pressing loss rate;Pressing production rate;Pressing production rate with change over;Efficiency of Pressing;Shieving code;Shieving ALT.;Shieving loss rate;Shieving production rate;Shieving production rate with change over;Efficiency of Shieving;Grinding code;Grinding ALT.;Grinding loss rate;Grinding production rate;Grinding production rate with change over;Efficiency of Grinding;Mixing code;Mixing ALT.;Mixing loss rate;Mixing production rate;Mixing production rate with change over;Efficiency of Mixing;Weighing code;Weighing ALT.;Weighing loss rate;Weighing production rate;Weighing production rate with change over;Efficiency of Weighing;Labelling line code;Labelling ALT;Labelling loss rate;Labelling production rate;Labelling production rate with change over;Efficiency of Labelling
COPACKING;PR03;TC-PPHC-MO8X3,5G;BO-SST09-RP-MO3,5GR;BO-SST09-BULK;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;4;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMB13,5RNFS-MO;ES-PMB-BULK;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;1;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMB13,5RNFS-MO;ES-PMB-BULK;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;1;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMC3,5RNFS-MO;ES-C-BULK;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;5;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMC3,5RNFS-MO;ES-C-BULK;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;5;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG04;1;0;0.5;0.29;0.57;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMHS3,5RNFS-MO;ES-H-X;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;6;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMHS3,5RNFS-MO;ES-H-X;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;6;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMS3,5RNFS-MO;ES-SD-BULK;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;2;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;ES-PPMS3,5RNFS-MO;ES-SD-BULK;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;2;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;TC-PPHC-07-RP-MO3,5G;TC-PPHC-07-BULK;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;7;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;TC-PPHC-07-RP-MO3,5G;TC-PPHC-07-BULK;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;7;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG04;1;0;0.67;0.33;0.5;PSM09;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;TC-PPHC-08-RP-MO3,5G;TC-PPHC-08-BULK;2;16;NOMINAL_LINE;PCP03;1;0;180;132;0.74;PEP03;8;0;600;185.21;0.31;PMS01;1;0;1;1;1;PMG07;1;0;0.67;0.33;0.5;PSM14;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
COPACKING;PR03;TC-PPHC-MO8X3,5G;TC-PPHC-08-RP-MO3,5G;TC-PPHC-08-BULK;3;24;SECONDARY_LINE;PCP03;1;0;180;145;0.81;PEP03;8;0;600;240.67;0.4;PMS01;1;0;1;1;1;PMG07;1;0;0.67;0.33;0.5;PSM14;1;0;0.67;0.4;0.6;PWE02;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-R2E01-W;;TC-PC02-BULK;300;300;SECONDARY_LINE;PNP04;1;0.0352;1680;1522.68;0.91;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.13;0.11;0.91;PSM17;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2E01-W;;TC-PC02-BULK;60;60;NOMINAL_LINE;PNP04;1;0.112;1680;1175.79;0.7;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-R2E02-W;;TC-PC08-BULK;300;300;SECONDARY_LINE;PNP04;1;0.118;1680;1514.6;0.9;;;;;;;PMS01;1;0;1;1;1;PVT04;1;0;0.13;0.11;0.91;PSM18;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2E02-W;;TC-PC08-BULK;60;60;NOMINAL_LINE;PNP04;1;0.13;1680;1168.53;0.7;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-R2E03-W;;TC-PC03-BULK;300;300;SECONDARY_LINE;PNP04;1;0.1504;1680;1508.93;0.9;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.13;0.11;0.91;PSM17;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2E03-W;;TC-PC03-BULK;60;60;NOMINAL_LINE;PNP04;1;0.109;1680;1176.98;0.7;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-R2E04-W;;TC-PC04-BULK;300;300;SECONDARY_LINE;PNP04;1;0.1252;1680;1513.37;0.9;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.13;0.11;0.91;PSM17;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2E04-W;;TC-PC04-BULK;60;60;NOMINAL_LINE;PNP04;1;0.13;1680;1168.53;0.7;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-R2E05-W;;TC-PC05-BULK;10;10;NOMINAL_LINE;PNP04;1;0.244;1680;432;0.26;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-R2E05-W;;TC-PC05-BULK;100;100;SECONDARY_LINE;PNP04;1;0.118;1680;1322.34;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R2RE01-W;;TC-PC02-BULK;100;100;NOMINAL_LINE;PNP04;1;0.0982;1680;1328.55;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R2RE01-W;;TC-PC02-BULK;300;300;SECONDARY_LINE;PNP04;1;0.0478;1680;1525.67;0.91;;;;;;;PMS01;1;0;1;1;1;PVT04;1;0;0.13;0.11;0.91;PSM18;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2RE02-W;;TC-PC08-BULK;100;100;NOMINAL_LINE;PNP04;1;0.082;1680;1333.47;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R2RE02-W;;TC-PC08-BULK;300;300;SECONDARY_LINE;PNP04;1;0.118;1680;1514.6;0.9;;;;;;;PMS01;1;0;1;1;1;PVT04;1;0;0.13;0.11;0.91;PSM18;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2RE03-W;;TC-PC03-BULK;100;100;NOMINAL_LINE;PNP04;1;0.109;1680;1325.19;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R2RE03-W;;TC-PC03-BULK;300;300;SECONDARY_LINE;PNP04;1;0.1504;1680;1508.93;0.9;;;;;;;PMS01;1;0;1;1;1;PVT04;1;0;0.13;0.11;0.91;PSM18;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2RE04-W;;TC-PC04-BULK;100;100;NOMINAL_LINE;PNP04;1;0.1036;1680;1326.88;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.31;0.69;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R2RE04-W;;TC-PC04-BULK;300;300;SECONDARY_LINE;PNP04;1;0.1252;1680;1513.37;0.9;;;;;;;PMS01;1;0;1;1;1;PVT04;1;0;0.13;0.11;0.91;PSM18;1;0;0.21;0.16;0.76;PWE01;1;0;0.38;0.38;1;;;;;;
STD;PR01;TC-R2RE05-W;;TC-PC05-BULK;60;60;NOMINAL_LINE;PNP04;1;0.163;1680;1154.67;0.69;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.4;0.29;0.71;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-R3LEC01-W;;TC-R3LEC01-BULK;40;40;NOMINAL_LINE;PNP01;1;0.28;3000;1469.39;0.49;;;;;;;RUSSEL01;1;0;1;1;1;PAP01;1;0;1;0.57;0.57;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;0.92;0.92;1;;;;;;
STD;PR01;TC-R3LEC02-W;;TC-R3LEC02-BULK;80;80;NOMINAL_LINE;PNP01;1;0.1495;3000;2020.19;0.67;;;;;;;RUSSEL01;1;0;1;1;1;PVT05;1;0;0.5;0.36;0.73;PSM04;1;0;0.33;0.25;0.75;PWE01;1;0;0.92;0.92;1;;;;;;
STD;PR01;TC-R3LEC03-W;;TC-R3LEC03-BULK;18;18;NOMINAL_LINE;PNP01;1;0.22;1800;788.76;0.44;;;;;;;RUSSEL01;1;0;1;1;1;PVT06;1;0;1;0.57;0.57;PSM06;1;0;0.5;0.33;0.67;PWE01;1;0;0.92;0.92;1;;;;;;
STD;PR01;TC-R3LEC04-W;;TC-R3LEC04-BULK;40;40;NOMINAL_LINE;PNP01;1;0.28;3000;1469.39;0.49;;;;;;;RUSSEL01;1;0;1;1;1;PAP01;1;0;1;0.57;0.57;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;0.92;0.92;1;;;;;;
STD;PR01;TC-R3LLF01-W;;TC-R3LLF01-BULK;100;100;NOMINAL_LINE;PNP01;1;0.1014;3000;2082.31;0.69;;;;;;;RUSSEL01;1;0;1;1;1;PVT05;1;0;0.44;0.33;0.75;PSM04;1;0;0.36;0.27;0.73;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-R3LLF01-W;;TC-R3LLF01-BULK;60;60;SECONDARY_LINE;PNP01;1;0.0352;3000;1814.9;0.6;;;;;;;RUSSEL01;1;0;1;1;1;PVT05;1;0;0.44;0.33;0.75;PSM04;1;0;0.36;0.27;0.73;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R3LLF02-W;;TC-R3LLF02-BULK;100;100;NOMINAL_LINE;PNP01;1;0.1274;3000;2063.56;0.69;;;;;;;RUSSEL01;1;0;1;1;1;PVT05;1;0;0.44;0.33;0.75;PSM04;1;0;0.33;0.25;0.75;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-R3LLF02-W;;TC-R3LLF02-BULK;350;350;SECONDARY_LINE;PNP01;1;0.0755;3000;2595.69;0.87;;;;;;;RUSSEL01;1;0;1;1;1;PMG08;1;0;0.33;0.09;0.27;PSM17;1;0;0.29;0.2;0.7;PWE01;1;0;0.33;0.33;1;;;;;;
STD;PR01;TC-R3LLF03-W;;TC-R3LLF03-BULK;100;100;NOMINAL_LINE;PNP01;1;0.0928;3000;2088.4;0.7;;;;;;;RUSSEL01;1;0;1;1;1;PVT05;1;0;0.44;0.33;0.75;PSM04;1;0;0.33;0.25;0.75;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-R3LLF03-W;;TC-R3LLF03-BULK;350;350;SECONDARY_LINE;PNP01;1;0.0928;3000;2589.04;0.86;;;;;;;RUSSEL01;1;0;1;1;1;PMG08;1;0;0.33;0.09;0.27;PSM17;1;0;0.29;0.2;0.7;PWE01;1;0;0.33;0.33;1;;;;;;
STD;PR01;TC-R3LLF04-W;;TC-R3LLF04-BULK;100;100;NOMINAL_LINE;PNP01;1;0.1014;3000;2082.31;0.69;;;;;;;RUSSEL01;1;0;1;1;1;PVT05;1;0;0.44;0.33;0.75;PSM04;1;0;0.36;0.27;0.73;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-R3LLF04-W;;TC-R3LLF04-BULK;350;350;SECONDARY_LINE;PNP01;1;0.0928;3000;2589.04;0.86;;;;;;;RUSSEL01;1;0;1;1;1;PMG08;1;0;0.33;0.09;0.27;PSM17;1;0;0.29;0.2;0.7;PWE01;1;0;0.33;0.33;1;;;;;;
STD;PR01;TC-R3LLF05-W;;TC-R3LLF05-BULK;60;60;NOMINAL_LINE;PNP01;1;0.1432;3000;1728.81;0.58;;;;;;;RUSSEL01;1;0;1;1;1;PVT05;1;0;0.44;0.33;0.75;PSM04;1;0;0.33;0.25;0.75;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R3LLF06-W;;TC-R3LLF06-BULK;40;40;NOMINAL_LINE;PNP01;1;0.136;3000;1432.84;0.48;;;;;;;RUSSEL01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-R3LLF07-W;;TC-R3LLF07-BULK;40;40;NOMINAL_LINE;PNP01;1;0.1252;3000;1442.14;0.48;;;;;;;RUSSEL01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-RE01-W;;TC-PC02-BULK;60;60;NOMINAL_LINE;PNP04;1;0.112;3360;1808.73;0.54;;;;;;;RUSSEL01;1;0;1;1;1;PVT09;1;0;0.57;0.4;0.7;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-RE02-W;;TC-PC08-BULK;100;100;SECONDARY_LINE;PNP04;1;0.118;3360;2180.47;0.65;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.44;0.31;0.69;PWE01;1;0;1.33;1.33;1;;;;;;
STD;PR01;TC-RE02-W;;TC-PC08-BULK;60;60;NOMINAL_LINE;PNP04;1;0.13;3360;1791.62;0.53;;;;;;;RUSSEL01;1;0;1;1;1;PVT09;1;0;0.57;0.4;0.7;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-RE03-W;;TC-PC03-BULK;60;60;NOMINAL_LINE;PNP04;1;0.136;3360;1785.83;0.53;;;;;;;RUSSEL01;1;0;1;1;1;PVT09;1;0;0.57;0.4;0.7;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-RE04-W;;TC-PC04-BULK;60;60;NOMINAL_LINE;PNP04;1;0.13;3360;1791.62;0.53;;;;;;;RUSSEL01;1;0;1;1;1;PVT09;1;0;0.57;0.4;0.7;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1.5;1.5;1;;;;;;
STD;PR01;TC-RE05-W;;TC-PC05-BULK;10;10;NOMINAL_LINE;PNP02;1;0.244;1680;432;0.26;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1.09;1.09;1;;;;;;
STD;PR01;TC-RIPMFPF11-W;;TC-IPMFPF11-BULK;20;20;NOMINAL_LINE;PNP02;1;0.2233;1680;665.87;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPMFPF12-W;;TC-IPMFPF12-BULK;20;20;NOMINAL_LINE;PNP02;1;0.2233;1680;975.97;0.58;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPMFPF12-W;;TC-IPMFPF12-BULK;40;40;SECONDARY_LINE;PNP02;1;0.18;1680;975.97;0.58;;;;;;;RUSSEL01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.4;0.29;0.71;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPMFPF13-W;;TC-IPMFPF13-BULK;40;40;NOMINAL_LINE;PNP02;1;0.18;1680;975.97;0.58;;;;;;;RUSSEL01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPMFPF14-W;;TC-IPMFPF14-BULK;20;20;NOMINAL_LINE;PNP02;1;0.2233;1680;665.87;0.4;;;;;;;RUSSEL01;1;0;1;1;1;PVT07;1;0;0.5;0.36;0.73;PSM07;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF01-W;;TC-IPPF01-BULK;10;10;SECONDARY_LINE;PNP04;1;0.2447;1680;406.53;0.24;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF01-W;;TC-IPPF01-BULK;100;100;SECONDARY_LINE;PNP04;1;0.0734;1680;1313.63;0.78;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-RIPPF01-W;;TC-IPPF01-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF01-W;;TC-IPPF01-BULK;40;40;NOMINAL_LINE;PNP04;1;0.18;1680;975.97;0.58;;;;;;;PMS01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF01-W;;TC-IPPF01-BULK;60;60;SECONDARY_LINE;PNP04;1;0.1264;1680;1141.13;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF02-W;;TC-IPPF02-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0734;1680;1313.63;0.78;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-RIPPF02-W;;TC-IPPF02-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF02-W;;TC-IPPF02-BULK;40;40;SECONDARY_LINE;PNP02;1;0.18;1680;975.97;0.58;;;;;;;PMS01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF02-W;;TC-IPPF02-BULK;60;60;NOMINAL_LINE;PNP02;1;0.1264;1680;1141.13;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF03-W;;TC-IPPF03-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0734;1680;1313.63;0.78;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-RIPPF03-W;;TC-IPPF03-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF03-W;;TC-IPPF03-BULK;60;60;NOMINAL_LINE;PNP02;1;0.1264;1680;1141.13;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF04-W;;TC-IPPF04-BULK;10;10;SECONDARY_LINE;PNP04;1;0.2447;1680;406.53;0.24;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF04-W;;TC-IPPF04-BULK;100;100;SECONDARY_LINE;PNP04;1;0.0734;1680;1313.63;0.78;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-RIPPF04-W;;TC-IPPF04-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF04-W;;TC-IPPF04-BULK;40;40;NOMINAL_LINE;PNP04;1;0.18;1680;975.97;0.58;;;;;;;PMS01;1;0;1;1;1;PAP01;1;0;0.5;0.36;0.73;PSM11;1;0;0.33;0.25;0.75;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF04-W;;TC-IPPF04-BULK;60;60;SECONDARY_LINE;PNP04;1;0.1264;1680;1141.13;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF05-W;;TC-IPPF05-BULK;10;10;SECONDARY_LINE;PNP04;1;0.2447;1680;406.53;0.24;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF05-W;;TC-IPPF05-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0734;1680;1313.63;0.78;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-RIPPF05-W;;TC-IPPF05-BULK;20;20;NOMINAL_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF05-W;;TC-IPPF05-BULK;60;60;SECONDARY_LINE;PNP02;1;0.1264;1680;1141.13;0.68;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF05-W;;TC-IPPF05-BULK;80;80;SECONDARY_LINE;PNP02;1;0.0757;1680;1258.67;0.75;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.31;0.24;0.76;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-RIPPF06-W;;TC-IPPF06-BULK;10;10;SECONDARY_LINE;PNP04;1;0.2447;1680;406.53;0.24;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.5;0.33;0.67;PWE01;1;0;1;1;1;;;;;;
STD;PR01;TC-RIPPF06-W;;TC-IPPF06-BULK;100;100;SECONDARY_LINE;PNP02;1;0.0151;1680;1330.79;0.79;;;;;;;PMS01;1;0;1;1;1;PVT09;1;0;0.44;0.33;0.75;PSM20;1;0;0.36;0.27;0.73;PWE01;1;0;0.8;0.8;1;;;;;;
STD;PR01;TC-RIPPF06-W;;TC-IPPF06-BULK;20;20;SECONDARY_LINE;PNP04;1;0.2233;1680;665.87;0.4;;;;;;;PMS01;1;0;1;1;1;PVT08;1;0;0.5;0.36;0.73;PSM08;1;0;0.57;0.36;0.64;PWE01;1;0;1;1;1;;;;;;
