"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days"
"IBOX-12IMLR1-WDNF","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"IBOX-12IMLR0-WDNF","","",""
"IBOX-12LBCR0-WDNF","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"IBOX-12LITWCRR1-WDNF","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"IBOX-12LITWCRW-D311","","",""
"IBOX-12LITWCREC-WDNF","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"IBOX-12LLR1-WDNF","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"","2200037","2","2"
"IBOX-12MLR1-WD31","2200097","4","2"
"IBOX-12IMLPR2-IP","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-12IMSLR2-IP","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-12MBSR0-MDVG","","",""
"IBOX-12NLR0-WDNF","2200097","4","2"
"IBOX-12RIPFR1-WIP","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-12RIPFR0-WIP","2200061","4","2"
"","2200061","4","2"
"IBOX-24EC-WD31","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"IBOX-AR0-OMG","","",""
"IBOX-AR0-W","2200043","4","2"
"","2200152","4","2"
"IBOX-BR0-W","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-BOILR0-B","","",""
"IBOX-BLISER0-E","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"IBOX-CR0-MO","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-CR1-W","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-CR0-W","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"","2200061","4","2"
"IBOX-CADLPATWER0-W","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"IBOX-CADLPR0-W","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"IBOX-CMLCR0-W","","",""
"IBOX-CPADCC-W","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-DR0-MO","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"IBOX-FMLIR0-W","","",""
"IBOX-LESMR0-W","2200013","4","2"
"","2200013","4","2"
"","2200013","4","2"
"","2200013","4","2"
"IBOX-12MOAR0-D310","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"IBOX-OILBR0-B","","",""
"IBOX-RRPBSFT50R0-E","2200043","4","2"
"","2200152","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"IBOX-RRPBSFW50R0-E","2200013","4","2"
"","2200013","4","2"
"IBOX-RRPEMLCR0-W","2200013","4","2"
"","2200013","4","2"
"","2200013","4","2"
"","2200013","4","2"
"","2200013","4","2"
"IBOX-RRPEMLSR0-W","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"IBOX-RRPCFLISR0-W","2200152","4","2"
"","2200152","4","2"
"","2200152","4","2"
"IBOX-RRPJKLTSR0-OMG","2200152","4","2"
"","2200152","4","2"
"","2200152","4","2"
"","2200152","4","2"
"IBOX-RRPJKLTSR1-OMG","","",""
"IBOX-RRPLLF6R0-W","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"IBOX-RRPMKLCR0-OMG","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2304377","1","2"
"IBOX-RRPMKLCR1-OMG","","",""
"IBOX-RRPMKLCR2-OMG","2200152","4","2"
"","2200152","4","2"
"","2200152","4","2"
"IBOX-RRPTEMLSR0-W","2200152","4","2"
"","2200152","4","2"
"IBOX-RRPTMKLCR0-OMG","2200043","4","2"
"","2200152","4","2"
"","2304377","1","2"
"IBOX-RRPTMKLCR1-OMG","","",""
"IBOX-RRPTMKLCR2-OMG","2200152","4","2"
"","2200152","4","2"
"CAP-IUVSSR0-W","","",""
"CONT-CLBPER0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"CONT-CLBPIR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"CONT-CLHNTR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"PAP-SSOTG2-L","2200152","4","2"
"","2200152","4","2"
"","2200152","4","2"
"","2200152","4","2"
"PAP-OTGMR0-L","","",""
"PLUG-IPEXPPLR0-W","2200148","10","2"
"","2200148","10","2"
"","2200148","10","2"
"","2200148","10","2"
"","2200148","10","2"
"PLUG-IPTEPLR0-E","2200148","11","2"
"","2200148","11","2"
"","2200148","11","2"
"TRAY-CSRSSKR0-W","","",""
"IBOX-TVAR0-TV","","",""
"IBOX-CDSSMR0-W","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"IBOX-CSRSMR0-W","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"IBOX-LSSMR0-W","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"IBOX-NDSSMR0-W","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"","2200037","4","2"
"INSE-3WCM04R2MO-D59T","2200053","4","2"
"INSE-ICPTR3-MO59","2303752","8","2"
"","2303752","8","2"
"","2303752","8","2"
"","2303752","8","2"
"","2303752","8","2"
"INSE-ICPTR4-MO59","2200097","4","2"
"","2200097","4","2"
"","2200097","4","2"
"INSE-3WCM04R4WE-D5T4","","",""
"INSE-PC15WNLLDP-NTR","","",""
"INSE-PDCWSWNLPT-063W","","",""
"INSE-PNCWSWNLPT-063W","","",""
"INSP-BBP01TBWR0-X","2302897","19","6"
"","2302897","19","6"
"INSP-BBP02ABWR0-X","2302897","19","6"
"","2302897","19","6"
"INSP-CBBC1BWR1-X","","",""
"INSP-CBBC2AWR1-X","","",""
"INSP-CBBC1BWR0-X","2304792","20","2"
"INSP-CBBC2AWR0-X","2304792","20","2"
"INSP-DMLWR1-X","","",""
"INSP-DMLWR0-X","2304792","20","2"
"INSP-GMB1BWR0-X","2304792","20","6"
"INSP-GMB2DPWR0-X","2304792","20","2"
"INSP-HGPBLWR0-X","2304792","20","2"
"INSP-MBC11FR1-W","2304792","20","2"
"","2304792","5","2"
"INSP-MBC11FR2-W","2304792","20","2"
"","2304792","20","2"
"INSP-MBC12IR1-W","2304792","20","2"
"","2304792","20","2"
"INSP-MBC12IR2-W","2304792","20","2"
"","2304792","20","2"
"INSP-MBC13BR1-W","2304792","20","2"
"","2304792","20","2"
"INSP-MBC13BR2-W","2304792","20","2"
"","2304792","20","2"
"INSP-MBC14CR1-W","2304792","20","2"
"","2304792","20","2"
"INSP-MBC14CR2-W","2304792","20","2"
"","2304792","20","2"
"INSP-QFC1LWR0-X","2304792","20","2"
"INSP-QFC2BWR0-X","2304792","20","2"
"INSP-QMSF11FR0-W","","",""
"INSP-QMSF12IR0-W","","",""
"INSP-QMSF13BR0-W","","",""
"INSP-QMSF14CR0-W","","",""
"POT-HSRFPR0-MO","2200034","14","2"
"","2307799","14","2"
"","2200034","14","2"
"","2307799","14","2"
"","2200034","14","2"
"","2307799","14","2"
"JC-20LR1-X","","",""
"JC-KHDPE2L-X","2200051","2","2"
"","2200051","10","2"
"","2200051","10","2"
"JC-KPP2L-X","","",""
"JC-2LPVCT-","2200064","4","2"
"JC-20-","2200057","4","2"
"JC-5-HDPE","2200051","1","2"
"BRUS-KBR0-MO","2304171","15","6"
"KB-MOAR0-MO","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-ARGONR0-OMG","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2304377","1","2"
"KB-BERYLR0-OMG","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2304377","1","2"
"KB-BOILR0-B","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-BIOAR0-B","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-BIOBR0-B","","",""
"KB-BIOCR0-B","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-BIODR0-B","2306205","3","2"
"","2306205","3","2"
"KB-BIOER0-B","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-BTLG150WNL23-K125","","",""
"KB-BTLPU5510-3332781","2200040","4","2"
"KB-BTLS150WNL32-K125","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-KECDBL-K","","",""
"KB-EAR0-KMM125","2306205","3","2"
"","2306205","3","2"
"KB-EBR1-KMK125CF","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-EBR0-KMK125","2200007","3","2"
"KB-ECR1-KMK125CF","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-ECR0-KMM125","2200007","3","2"
"","2200007","3","2"
"KB-IXC240212-KMK150","2200095","4","2"
"KB-IXGD250221-KMK150","","",""
"KB-IPSKMM-WNF","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-KAHFAPR0-K","2200007","3","2"
"KB-KAHFAR0-K","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-KAHFBR0-K","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-KAHFCR0-K","2306205","3","2"
"","2306205","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-KAHFDR0-K","2200007","4","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","4","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-KECDB-K","","",""
"KB-KRYPTONR0-OMG","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-LABAR0-L","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-LABBR0-L","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-LABCR0-L","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOBOP-233K150M","2200040","4","2"
"KB-MOBOPR1-MO","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOBORPR1-MO","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOBORP-253K150","2200040","4","2"
"KB-MOCC36R1-270CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOCC36-257K150","2200040","4","2"
"KB-MOEBPR1-MO","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOEBP-280K150","2200040","4","2"
"KB-MOGCR0-MO","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOLCPR1-MO","2200007","3","2"
"","2200007","3","2"
"KB-MOLCP-247K150","2200040","4","2"
"KB-MOLCPALR1-MO","2200007","3","2"
"","2200007","3","2"
"KB-MOLCPAL-287K150","2200040","4","2"
"KB-MOLCLR1-MO","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOLCL-27026085K15","2200040","4","2"
"KB-MOLUHM-265K150","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOLLCR1-MO","2200007","3","2"
"","2200007","3","2"
"KB-MOLLC-3K150","2200040","4","2"
"KB-MOSSTP-291145K150","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-MOTWC3252-K150M12","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WMUR0-KMM125","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-NEONR0-OMG","2306205","1","2"
"","2306205","1","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2304377","1","2"
"KB-PLUTOR0-T","2200007","3","2"
"","2200007","3","2"
"KB-PO5-P-P","2200040","4","2"
"KB-PO5PR1-P","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-PO5PR2-P","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-BPU5LR1-P","","",""
"KB-POBC4352-K150M4BC","2200040","4","2"
"KB-PBCR1-W","2200023","3","2"
"","2200023","3","2"
"","2200023","3","2"
"","2200023","3","2"
"","2200023","3","2"
"KB-BPUR1-W","","",""
"KB-P250-P252X162X15K","2200040","4","2"
"KB-P250R1-P","","",""
"KB-P450-PTR12X450K12","","",""
"KB-P2R1222-KMM125BF","2200095","4","2"
"KB-P2LR2-KMK125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-P200R1211-KMM125B","2200095","4","2"
"KB-P200R2-KMK125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-P450R1211-KMM125B","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-P720R1322-KMM125B","2200095","4","2"
"KB-P720R2-KMK125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-PHS200-24X200-P","2200040","4","2"
"KB-PHS200R1-P","","",""
"KB-PHT200-P281X189K1","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-PHT200D-315X268X1","2200040","4","2"
"","2200040","4","2"
"KB-PHT200DR1-P","","",""
"KB-RNR0-OMG","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-SATURNUSR0-T","2200007","3","2"
"","2200007","3","2"
"KB-TVGLXR0-TV","","",""
"KB-TVNBLR0-TV","","",""
"KB-TSM100R0-L","","",""
"KB-T100R0-AM","2306205","3","2"
"","2306205","3","2"
"KB-T50R0-AM","2200007","3","2"
"KB-VENUSR0-T","2200007","3","2"
"","2200007","3","2"
"KB-W100BR1-KMM125BF","2200007","3","2"
"KB-W100BR2-KMM125BF","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-K100R1-W","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-W100-WARKK125-P","2200007","3","2"
"KB-W250-WAR254X168K1","2200095","4","2"
"KB-W12X250R1-W","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-W200R1-W","2306205","3","2"
"","2306205","3","2"
"KB-W200-K125M125-P","2200007","3","2"
"KB-W30-252X226X82K12","","",""
"KB-W60-WAR217X218K12","","",""
"KB-W6040R1-KMM125BF","2200095","4","2"
"KB-W6040R2-W","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-WALPHAR0-KMM125BF","2200007","3","2"
"KB-WALPHAR1-W","2306205","3","2"
"","2306205","3","2"
"KB-WBBC15-KMK150BF","2306205","3","2"
"","2306205","3","2"
"KB-WBBC30-KMK150BF","2306205","3","2"
"KB-WBETAR0-KMM125CF","2200007","3","2"
"KB-WBETAR1-W","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-WBG150R2-W","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WDELTAR0-KMM125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WEDT3635R1-270173","2200040","4","2"
"KB-WEDT3635R2-W","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WEPSIR0-KMM125","2200023","4","2"
"","2200023","4","2"
"KB-WEPSIR1-W","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WELTWCB-KMM125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WEGELR0-KMM125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WELELR0-KMM125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WEMASR1-KMK125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WEMAS221-KMM125CF","2200095","4","2"
"KB-WFSR1-W","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-WFSRM211-KMM125BF","2200007","4","2"
"KB-WGAMMAR0-KMM125CF","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-GKMK-W","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-WHYDR221-KMM125","2200095","4","2"
"KB-WIPSKMMR1-W","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WIOTAR0-KMM125","2200023","4","2"
"","2200023","4","2"
"KB-WIOTAR1-W","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WKAPPAR0-KMK150","2200007","3","2"
"","2200007","3","2"
"","2200007","3","2"
"KB-WLAMBDAR1-W","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WLS20R2-KMK125CF","2306205","3","2"
"","2306205","3","2"
"KB-WLS20R1-KMM125BF","2306205","3","2"
"","2306205","3","2"
"KB-WLS20211-KMM125BF","2200095","4","2"
"KB-WLS60211-KMM125","2200012","3","2"
"KB-WLS60R1-KMM125","2306205","3","2"
"","2306205","3","2"
"KB-WLTWCBR1-W","","",""
"KB-WLTWCB-KMM125CF","2200007","3","2"
"KB-WLTWCLFR1-KMK125","2306205","3","2"
"","2306205","3","2"
"","2306205","3","2"
"KB-WLTWCLF211-KMM125","2200095","4","2"
"KB-WLEI144-211KMM","2200095","4","2"
"KB-WLER1-KMK125CF","2200007","3","2"
"","2200007","3","2"
"KB-WLMCR1-W","","",""
"KB-WLMCR0-KMM125CF","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WLMI144-211KMM","2200007","3","2"
"KB-WOMEGAR1-W","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WOMEGAR0-W","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"","2200023","4","2"
"KB-WPHR1I48-635K150","2200040","4","2"
"KB-WPHR2-W","2200023","3","2"
"","2200023","3","2"
"","2200023","3","2"
"","2200023","3","2"
"KB-WSPA150R1-W","2306205","3","2"
"KB-WSPA150221-KMM125","2200007","3","2"
"","2200007","3","2"
"KB-WTHETAR1-W","2306205","3","2"
"","2306205","3","2"
"KB-WTHETAR0-KMM125","2200095","4","2"
"KB-WT100R0-KMM125BF","2200012","3","2"
"KB-WT100R1-KMM125BF","2306205","3","2"
"","2306205","3","2"
"KB-WW2430R12421-K125","2200095","4","2"
"KB-WW2430R2-W","2306205","3","2"
"","2306205","3","2"
"KB-WWSFW211-KMM125BF","","",""
"KB-WWSG221-KMK125CF","","",""
"KB-WONIR0-WL","2200007","3","2"
"","2200007","3","2"
"KB-WONIIR0-WL","2200023","4","2"
"","2200023","4","2"
"KB-XENONR0-OMG","2200007","3","2"
"","2200007","3","2"
"KB-XENONR1-OMG","","",""
"PAPR-KPDCS-W","2301002","1","2"
"PAPR-KPHVSA4-X","2301002","1","2"
"PAPR-KPMBNFS-BD","","",""
"KUAS-BOMOBK-TRHG","2310113","18","2"
"","2310113","18","2"
"","2303688","19","2"
"KUAS-BOBKWC-BTS","2304171","15","2"
"","2309571","15","2"
"","2309571","15","2"
"","2309571","15","2"
"KUAS-ESSNBRWP2K-BT","2200060","9","2"
"","2200060","9","2"
"KUAS-HMBKWH-HPHGP","2200060","8","2"
"","2200060","8","2"
"LEAF-3SSSFTBR0-ERL","2200037","4","2"
"LEAF-CSCSPR0-W","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"","2200070","4","2"
"LEAF-CDPPA-WACLD","2303140","4","2"
"LEAF-CDPPB-WACLD","2303140","4","2"
"LEAF-CRYABER0-W","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"LEAF-CDPR22-W","2306986","4","2"
"LEAF-CRYSAHGR0-W","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200043","4","2"
"","2200152","4","2"
"LEAF-CRYSAOCR0-W","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"LEAF-CRYSROSR0-W","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"LEAF-CRYSRRCR0-W","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"","2200043","4","2"
"","2200152","4","2"
"LEAF-CSPR22-W","2306986","4","2"
"LEAF-FP22-L","2200097","4","2"
"LEAF-HUEP-L","2200152","2","2"
"","2200152","2","2"
"LEAF-HUMP-L","2200152","2","2"
"","2200152","2","2"
"LEAF-HSB22-L","2306986","4","2"
"LEAF-LSR125050-WAP","2200043","4","2"
"","2200152","4","2"
"LEAF-LPAR0-WILD","2303752","4","2"
"LEAF-LPBR0-WILD","2303752","4","2"
"LEAF-LPCR0-WILD","2303752","4","2"
"LEAF-LPDR0-WILD","2303752","4","2"
"LEAF-LSEBTR0-W","2200037","4","2"
"LEAF-LSECCR0-W","2200037","4","2"
"LEAF-MOBSPR22-MO","2200097","4","2"
