Bulk Code;Version;Component code;Qty;UOM;Start date;End date;No.
2PR-A-BULK;V1;ALAN--AK-K;1.8870000;g;;;1
2PR-A-BULK;V1;AMI-GCK12K-;0.0380000;g;;;2
2PR-A-BULK;V1;EDT-B--K;1.8870000;g;;;3
2PR-A-BULK;V1;EXTR-ALVGE-X;1.8870000;g;;;4
2PR-A-BULK;V1;EXTR-CUMGLY-X;9.4340000;g;;;5
2PR-A-BULK;V1;GARA-VCNI-X;3.7730000;g;;;6
2PR-A-BULK;V1;NIPA-G--K;1.6980000;g;;;7
2PR-A-BULK;V1;NIPA-S--K;0.1890000;g;;;8
2PR-A-BULK;V1;PROP-PGESK-X;18.8680000;g;;;9
2PR-A-BULK;V1;WARN-B-BULK;0.0380000;g;;;10
2PR-B-BULK;V1;ARMO-HD--K;212.7700000;g;;;11
2PR-B-BULK;V1;LAR-WGL%-BULK;63.8300000;g;;;12
2PR-B-BULK;V1;SILI-SFCM56-X;723.4000000;g;;;13
A-BPCB-BULK;V1;ACTI-VEAC-X;1.0000000;g;;;14
A-BPCB-BULK;V1;ASAM-SCAD-X;5.0000000;g;;;15
A-BPCB-BULK;V1;EMUL-TGI20-X;100.0000000;g;;;16
A-BPCB-BULK;V1;OIL-BLWHMO-X;814.5000000;g;;;17
A-BPCB-BULK;V1;OIL-TTOIDS-X;1.0000000;g;;;18
A-BPCB-BULK;V1;OPT-ASH--X;7.5000000;g;;;19
A-BPCB-BULK;V1;PERF-PL-;70.0000000;g;;;20
A-BPCB-BULK;V1;SNSP-SIH51-X;1.0000000;g;;;21
A-DM-BULK;V1;ACTI-VEAC-X;1.0000000;g;;;22
A-DM-BULK;V1;AQUA---K;20.0000000;g;;;23
A-DM-BULK;V1;CARB--94022,68-K;1.0000000;g;;;24
A-DM-BULK;V1;CRIL---K;3.0000000;g;;;25
A-DM-BULK;V1;EXTR-ALVGE-X;5.0000000;g;;;26
A-DM-BULK;V1;EXTR-CNDWLHB-X;30.0000000;g;;;27
A-DM-BULK;V1;EXTR-WTCHPF-X;20.0000000;g;;;28
A-DM-BULK;V1;GLUC--MC;1.0000000;g;;;29
A-DM-BULK;V1;PANT--DL-K;5.0000000;g;;;30
A-DM-BULK;V1;PARF-SILK-;1.0000000;g;;;31
A-DM-BULK;V1;PARS-5000-DSM;20.0000000;g;;;32
A-DM-BULK;V1;PEN-EUXK900-X;8.0000000;g;;;33
A-DM-BULK;V1;PROP-PPGULD-X;20.0000000;g;;;34
A-DM-BULK;V1;SEPI-305-SF-K;20.0000000;g;;;35
A-DM-BULK;V1;SILI-9546-EDC;7.5000000;g;;;36
A-DM-BULK;V1;SILI-D2-TSFST-K;10.0000000;g;;;37
A-DM-BULK;V1;TITA--3328EW-K;1.0000000;g;;;38
A-DM-BULK;V1;TRI--DOW-K;5.0000000;g;;;39
A-DM-BULK;V1;UVIN-MC80-BASF;75.0000000;g;;;40
A-DM-BULK;V1;WARN-B-BULK;0.1100000;g;;;41
A-DM-BULK;V1;WARN-K-BULK;0.5400000;g;;;42
A-FPW3-BULK;V1;ALAN--AK-K;1.0000000;g;;;43
A-FPW3-BULK;V1;ASAM-SCAD-X;5.0000000;g;;;44
A-FPW3-BULK;V1;CORN---K;299.6500000;g;;;45
A-FPW3-BULK;V1;EXTR-CNDWLHB-X;10.0000000;g;;;46
A-FPW3-BULK;V1;EXTR-FS-I-K;1.0000000;g;;;47
A-FPW3-BULK;V1;KAOL-JP100-X;200.0000000;g;;;48
A-FPW3-BULK;V1;PARF-AMSKLG-X;0.5000000;g;;;49
A-FPW3-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;50
A-FPW3-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;51
A-FPW3-BULK;V1;POWD-SBK-X;50.0000000;g;;;52
A-FPW3-BULK;V1;SERI-C-SI013S200-K;98.7200000;g;;;53
A-FPW3-BULK;V1;SERI-S-D-K;240.0000000;g;;;54
A-FPW3-BULK;V1;SILI-D2-TSFST-K;5.0000000;g;;;55
A-FPW3-BULK;V1;TIT-CR50HD-X;10.0000000;g;;;56
A-FPW3-BULK;V1;TITA--3328EW-K;10.0000000;g;;;57
A-FPW3-BULK;V1;WARN-ABIO-X;0.9500000;g;;;58
A-FPW3-BULK;V1;WARN-CLRG-X;4.1000000;g;;;59
A-FPW3-BULK;V1;WARN-COGO--K;7.0800000;g;;;60
A-FPW3-BULK;V1;ZINC-STW-X;45.0000000;g;;;61
A-NTM-BULK;V1;ACTI-MEBSA-X;1.0000000;g;;;62
A-NTM-BULK;V1;ASAM-SCAD-X;5.0000000;g;;;63
A-NTM-BULK;V1;CABO-M5-X;1.7000000;g;;;64
A-NTM-BULK;V1;CRIL---K;8.0000000;g;;;65
A-NTM-BULK;V1;EDT-B--K;1.0000000;g;;;66
A-NTM-BULK;V1;EMUL-S60-X;10.0000000;g;;;67
A-NTM-BULK;V1;GLYC--ECOS-K;40.0000000;g;;;68
A-NTM-BULK;V1;PARF-SILK-;0.5000000;g;;;69
A-NTM-BULK;V1;PENG-PHC-X;5.0000000;g;;;70
A-NTM-BULK;V1;PROP-PPGULD-X;5.0000000;g;;;71
A-NTM-BULK;V1;SALA-99--K;20.0000000;g;;;72
A-NTM-BULK;V1;SEPI-SPCA5-X;1.0000000;g;;;73
A-NTM-BULK;V1;SILI-2005-DC-K;40.0000000;g;;;74
A-NTM-BULK;V1;SNSP-SIH51-X;5.0000000;g;;;75
A-NTM-BULK;V1;SOLV-BGKHN-X;55.0000000;g;;;76
A-NTM-BULK;V1;THIC-MNTVL-X;8.0000000;g;;;77
A-NTM-BULK;V1;THIC-SPVE10-X;20.0000000;g;;;78
A-NTM-BULK;V1;TRI--DOW-K;5.3300000;g;;;79
A-NTM-BULK;V1;VCIP---K;0.2000000;g;;;80
A-NTM-BULK;V1;VELV-DM-;50.0000000;g;;;81
A-PFC-BULK;V1;ALAN-SL--X;1.0000000;g;;;82
A-PFC-BULK;V1;AQUA---K;10.0000000;g;;;83
A-PFC-BULK;V1;ASAM-SCAD-X;5.0000000;g;;;84
A-PFC-BULK;V1;CUTI---K;10.0000000;g;;;85
A-PFC-BULK;V1;EDT-B--K;1.0000000;g;;;86
A-PFC-BULK;V1;EMUL-PLUP-X;30.0000000;g;;;87
A-PFC-BULK;V1;GARA-VCNI-X;7.0000000;g;;;88
A-PFC-BULK;V1;MEDI-MDL-MGS;50.0000000;g;;;89
A-PFC-BULK;V1;PARF-SILK-;3.0000000;g;;;90
A-PFC-BULK;V1;PENG-GL-LON;4.0000000;g;;;91
A-PFC-BULK;V1;PROP-PGESK-X;50.0000000;g;;;92
A-PFC-BULK;V1;PWD-MNLGZN-X;10.0000000;g;;;93
A-PFC-BULK;V1;TEGO-L7-1--K;150.0000000;g;;;94
A-PFC-BULK;V1;TEXA---K;100.0000000;g;;;95
A-PFC-BULK;V1;THIC-GLD120T-X;15.0000000;g;;;96
A-PFC-BULK;V1;TRI--DOW-K;2.6000000;g;;;97
A-PRT-BULK;V1;EDT-B--K;1.0000000;g;;;98
A-PRT-BULK;V1;EMUL-DERMSOLP-;7.0000000;g;;;99
A-PRT-BULK;V1;EXTR-ALVGE-X;5.0000000;g;;;100
A-PRT-BULK;V1;EXTR-WTCHPF-X;20.0000000;g;;;101
A-PRT-BULK;V1;GLYC--ECOS-K;10.0000000;g;;;102
A-PRT-BULK;V1;MENT-FRGHS-X;1.0000000;g;;;103
A-PRT-BULK;V1;PARF-SILK-;0.5000000;g;;;104
A-PRT-BULK;V1;PENG-NPGEHP-X;7.5000000;g;;;105
A-PRT-BULK;V1;PROP-PGESK-X;20.0000000;g;;;106
A-PRT-BULK;V1;PWD-MNLGZN-X;10.0000000;g;;;107
A-SATG-BULK;V1;A-BGSA200-X;40.0000000;g;;;108
A-SATG-BULK;V1;ACTI-MEBSA-X;5.0000000;g;;;109
A-SATG-BULK;V1;ACTI-SRCM-X;15.0000000;g;;;110
A-SATG-BULK;V1;EDT-B--K;1.0000000;g;;;111
A-SATG-BULK;V1;EXTR-CNDWLHB-X;10.0000000;g;;;112
A-SATG-BULK;V1;PEN-PRSVPE-X;7.5000000;g;;;113
A-SATG-BULK;V1;PROP-PGESK-X;20.0000000;g;;;114
A-SATG-BULK;V1;SEPI-SPCA5-X;20.0000000;g;;;115
A-SATG-BULK;V1;SEPI-SPMXZ-X;15.0000000;g;;;116
A-SATG-BULK;V1;THIC-VZNFC-X;7.0000000;g;;;117
B-BMLPA3-BULK;V1;ACTI-VEAC-X;0.1000000;g;;;118
B-BMLPA3-BULK;V1;AMH-LL-X;150.0000000;g;;;119
B-BMLPA3-BULK;V1;COSM-222--K;10.0000000;g;;;120
B-BMLPA3-BULK;V1;PARF-AMSKLG-X;0.4000000;g;;;121
B-BMLPA3-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;122
B-BMLPA3-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;123
B-BMLPA3-BULK;V1;POWD-GH52-X;529.2270000;g;;;124
B-BMLPA3-BULK;V1;SILD--SI5H52D-K;30.0000000;g;;;125
B-BMLPA3-BULK;V1;SILI-D2-TSFST-K;15.0000000;g;;;126
B-BMLPA3-BULK;V1;SUB-FL-X;20.0000000;g;;;127
B-BMLPA3-BULK;V1;TITA-C-STCR5-K;160.0000000;g;;;128
B-BMLPA3-BULK;V1;WARN-S12YL--K;45.1440000;g;;;129
B-BMLPA3-BULK;V1;WARN-SI217TDMS-BULK;6.1290000;g;;;130
B-BMLPA3-BULK;V1;WARN-TETDMS-BULK;2.0000000;g;;;131
B-BMLPA3-BULK;V1;ZINC-ZNOLYS-X;20.0000000;g;;;132
B-BMLPE4-BULK;V1;ACTI-VEAC-X;0.1000000;g;;;133
B-BMLPE4-BULK;V1;AMH-LL-X;150.0000000;g;;;134
B-BMLPE4-BULK;V1;COSM-222--K;10.0000000;g;;;135
B-BMLPE4-BULK;V1;PARF-AMSKLG-X;0.4000000;g;;;136
B-BMLPE4-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;137
B-BMLPE4-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;138
B-BMLPE4-BULK;V1;POWD-GH52-X;457.6000000;g;;;139
B-BMLPE4-BULK;V1;SILD--SI5H52D-K;30.0000000;g;;;140
B-BMLPE4-BULK;V1;SILI-D2-TSFST-K;15.0000000;g;;;141
B-BMLPE4-BULK;V1;SUB-FL-X;20.0000000;g;;;142
B-BMLPE4-BULK;V1;TITA-C-STCR5-K;160.0000000;g;;;143
B-BMLPE4-BULK;V1;WARN-S12YL--K;84.7000000;g;;;144
B-BMLPE4-BULK;V1;WARN-SI217TDMS-BULK;36.0300000;g;;;145
B-BMLPE4-BULK;V1;WARN-TETDMS-BULK;4.1600000;g;;;146
B-BMLPE4-BULK;V1;ZINC-ZNOLYS-X;20.0000000;g;;;147
B-BMLPF1-BULK;V1;ACTI-VEAC-X;0.1000000;g;;;148
B-BMLPF1-BULK;V1;AMH-LL-X;150.0000000;g;;;149
B-BMLPF1-BULK;V1;COSM-222--K;10.0000000;g;;;150
B-BMLPF1-BULK;V1;PARF-AMSKLG-X;0.4000000;g;;;151
B-BMLPF1-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;152
B-BMLPF1-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;153
B-BMLPF1-BULK;V1;POWD-GH52-X;538.1610000;g;;;154
B-BMLPF1-BULK;V1;SILD--SI5H52D-K;30.0000000;g;;;155
B-BMLPF1-BULK;V1;SILI-D2-TSFST-K;15.0000000;g;;;156
B-BMLPF1-BULK;V1;SUB-FL-X;20.0000000;g;;;157
B-BMLPF1-BULK;V1;TITA-C-STCR5-K;160.0000000;g;;;158
B-BMLPF1-BULK;V1;WARN-S12YL--K;15.8520000;g;;;159
B-BMLPF1-BULK;V1;WARN-SI217TDMS-BULK;26.3870000;g;;;160
B-BMLPF1-BULK;V1;WARN-TETDMS-BULK;2.1000000;g;;;161
B-BMLPF1-BULK;V1;ZINC-ZNOLYS-X;20.0000000;g;;;162
B-BMLPLB2-BULK;V1;ACTI-VEAC-X;0.1000000;g;;;163
B-BMLPLB2-BULK;V1;AMH-LL-X;150.0000000;g;;;164
B-BMLPLB2-BULK;V1;COSM-222--K;10.0000000;g;;;165
B-BMLPLB2-BULK;V1;PARF-AMSKLG-X;0.4000000;g;;;166
B-BMLPLB2-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;167
B-BMLPLB2-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;168
B-BMLPLB2-BULK;V1;POWD-GH52-X;542.9700000;g;;;169
B-BMLPLB2-BULK;V1;SILD--SI5H52D-K;30.0000000;g;;;170
B-BMLPLB2-BULK;V1;SILI-D2-TSFST-K;15.0000000;g;;;171
B-BMLPLB2-BULK;V1;SUB-FL-X;20.0000000;g;;;172
B-BMLPLB2-BULK;V1;TITA-C-STCR5-K;160.0000000;g;;;173
B-BMLPLB2-BULK;V1;WARN-S12YL--K;20.0030000;g;;;174
B-BMLPLB2-BULK;V1;WARN-SI217TDMS-BULK;17.3270000;g;;;175
B-BMLPLB2-BULK;V1;WARN-TETDMS-BULK;2.2000000;g;;;176
B-BMLPLB2-BULK;V1;ZINC-ZNOLYS-X;20.0000000;g;;;177
B-BSLP-BULK;V1;EXTR-SILVBG30-X;0.5000000;g;;;178
B-BSLP-BULK;V1;PARF-SOJMLF-X;0.8000000;g;;;179
B-BSLP-BULK;V1;PENG-NPGEHP-X;5.0000000;g;;;180
B-BSLP-BULK;V1;SILI-1202-;2.0000000;g;;;181
B-BSLP-BULK;V1;TALC-OSBRTPD-X;985.1600000;g;;;182
B-BSLP-BULK;V1;TITA--3328EW-K;1.0000000;g;;;183
B-BSLP-BULK;V1;VITA-B3PC-X;0.5000000;g;;;184
B-BSLP-BULK;V1;WARN-ABIO-X;0.9500000;g;;;185
B-BSLP-BULK;V1;WARN-CLRG-X;1.1900000;g;;;186
B-BSLP-BULK;V1;WARN-COGO--K;1.9000000;g;;;187
B-BSLP-BULK;V1;WARN-CSW-9000S-K;1.0000000;g;;;188
B-CLCLPA-BULK;V1;ACTM-CTLA-X;0.1000000;g;;;189
B-CLCLPA-BULK;V1;CORN---K;200.0000000;g;;;190
B-CLCLPA-BULK;V1;PARF-AMSKLG-X;0.1000000;g;;;191
B-CLCLPA-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;192
B-CLCLPA-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;193
B-CLCLPA-BULK;V1;SERI-S-D-K;20.0000000;g;;;194
B-CLCLPA-BULK;V1;SILI-2005-DC-K;5.0000000;g;;;195
B-CLCLPA-BULK;V1;TALC-OSBRTPD-X;666.2200000;g;;;196
B-CLCLPA-BULK;V1;TITA-C-STCR5-K;25.0000000;g;;;197
B-CLCLPA-BULK;V1;WARN-ABIO-X;0.4000000;g;;;198
B-CLCLPA-BULK;V1;WARN-CLRG-X;0.4400000;g;;;199
B-CLCLPA-BULK;V1;WARN-COGO--K;10.7400000;g;;;200
B-CLCLPA-BULK;V1;ZINC-STW-X;10.0000000;g;;;201
B-CLCLPA-BULK;V1;ZINC-ZNOLYS-X;50.0000000;g;;;202
B-CLCLPB-BULK;V1;ACTM-CTLA-X;0.1000000;g;;;203
B-CLCLPB-BULK;V1;CORN---K;200.0000000;g;;;204
B-CLCLPB-BULK;V1;PARF-AMSKLG-X;0.1000000;g;;;205
B-CLCLPB-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;206
B-CLCLPB-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;207
B-CLCLPB-BULK;V1;SERI-S-D-K;20.0000000;g;;;208
B-CLCLPB-BULK;V1;SILI-2005-DC-K;5.0000000;g;;;209
B-CLCLPB-BULK;V1;TALC-OSBRTPD-X;660.8000000;g;;;210
B-CLCLPB-BULK;V1;TITA-C-STCR5-K;25.0000000;g;;;211
B-CLCLPB-BULK;V1;WARN-ABIO-X;1.6300000;g;;;212
B-CLCLPB-BULK;V1;WARN-CLRG-X;2.7300000;g;;;213
B-CLCLPB-BULK;V1;WARN-COGO--K;12.5600000;g;;;214
B-CLCLPB-BULK;V1;ZINC-STW-X;10.0000000;g;;;215
B-CLCLPB-BULK;V1;ZINC-ZNOLYS-X;50.0000000;g;;;216
B-CLCLPC-BULK;V1;ACTM-CTLA-X;0.1000000;g;;;217
B-CLCLPC-BULK;V1;CORN---K;200.0000000;g;;;218
B-CLCLPC-BULK;V1;PARF-AMSKLG-X;0.1000000;g;;;219
B-CLCLPC-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;220
B-CLCLPC-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;221
B-CLCLPC-BULK;V1;SERI-S-D-K;20.0000000;g;;;222
B-CLCLPC-BULK;V1;SILI-2005-DC-K;5.0000000;g;;;223
B-CLCLPC-BULK;V1;TALC-OSBRTPD-X;661.5600000;g;;;224
B-CLCLPC-BULK;V1;TITA-C-STCR5-K;25.0000000;g;;;225
B-CLCLPC-BULK;V1;WARN-ABIO-X;2.3000000;g;;;226
B-CLCLPC-BULK;V1;WARN-CLRG-X;3.0000000;g;;;227
B-CLCLPC-BULK;V1;WARN-COGO--K;10.9400000;g;;;228
B-CLCLPC-BULK;V1;ZINC-STW-X;10.0000000;g;;;229
B-CLCLPC-BULK;V1;ZINC-ZNOLYS-X;50.0000000;g;;;230
B-CLCLPD-BULK;V1;ACTM-CTLA-X;0.1000000;g;;;231
B-CLCLPD-BULK;V1;CORN---K;200.0000000;g;;;232
B-CLCLPD-BULK;V1;PARF-AMSKLG-X;0.1000000;g;;;233
B-CLCLPD-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;234
B-CLCLPD-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;235
B-CLCLPD-BULK;V1;SERI-S-D-K;20.0000000;g;;;236
B-CLCLPD-BULK;V1;SILI-2005-DC-K;5.0000000;g;;;237
B-CLCLPD-BULK;V1;TALC-OSBRTPD-X;650.0400000;g;;;238
B-CLCLPD-BULK;V1;TITA-C-STCR5-K;25.0000000;g;;;239
B-CLCLPD-BULK;V1;WARN-ABIO-X;2.9000000;g;;;240
B-CLCLPD-BULK;V1;WARN-CLRG-X;4.7000000;g;;;241
B-CLCLPD-BULK;V1;WARN-COGO--K;20.1600000;g;;;242
B-CLCLPD-BULK;V1;ZINC-STW-X;10.0000000;g;;;243
B-CLCLPD-BULK;V1;ZINC-ZNOLYS-X;50.0000000;g;;;244
B-CPGR01-BULK;V1;ACTI-MGCPW-X;1.0000000;g;;;245
B-CPGR01-BULK;V1;AMH-LL-X;50.0000000;g;;;246
B-CPGR01-BULK;V1;COSM-222--K;10.0000000;g;;;247
B-CPGR01-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;248
B-CPGR01-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;249
B-CPGR01-BULK;V1;POWD-GH52-X;120.0000000;g;;;250
B-CPGR01-BULK;V1;POWD-TKLTS-X;387.4900000;g;;;251
B-CPGR01-BULK;V1;SAMP-LCRDPRS-X;0.5000000;g;;;252
B-CPGR01-BULK;V1;SFTC-CCS4-X;5.0000000;g;;;253
B-CPGR01-BULK;V1;SILD--SI5H52D-K;60.0000000;g;;;254
B-CPGR01-BULK;V1;SILI-2005-DC-K;15.0000000;g;;;255
B-CPGR01-BULK;V1;SUN-MP-X;20.0000000;g;;;256
B-CPGR01-BULK;V1;SUNP-170-X;50.0000000;g;;;257
B-CPGR01-BULK;V1;TIT-CR50HD-X;185.0000000;g;;;258
B-CPGR01-BULK;V1;VITA-DL_E-MS;0.1000000;g;;;259
B-CPGR01-BULK;V1;WARN-A407-X;18.0700000;g;;;260
B-CPGR01-BULK;V1;WARN-A450-X;9.3200000;g;;;261
B-CPGR01-BULK;V1;WARN-BLCK3AS-X;1.5200000;g;;;262
B-CPGR01-BULK;V1;WARN-FW108S-X;20.0000000;g;;;263
B-CPGR01-BULK;V1;WARN-IRGLS-X;35.0000000;g;;;264
B-CPGR02-BULK;V1;ACTI-MGCPW-X;1.0000000;g;;;265
B-CPGR02-BULK;V1;AMH-LL-X;50.0000000;g;;;266
B-CPGR02-BULK;V1;COSM-222--K;10.0000000;g;;;267
B-CPGR02-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;268
B-CPGR02-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;269
B-CPGR02-BULK;V1;POWD-GH52-X;120.0000000;g;;;270
B-CPGR02-BULK;V1;POWD-TKLTS-X;349.9800000;g;;;271
B-CPGR02-BULK;V1;SAMP-LCRDPRS-X;0.5000000;g;;;272
B-CPGR02-BULK;V1;SFTC-CCS4-X;5.0000000;g;;;273
B-CPGR02-BULK;V1;SILD--SI5H52D-K;60.0000000;g;;;274
B-CPGR02-BULK;V1;SILI-2005-DC-K;15.0000000;g;;;275
B-CPGR02-BULK;V1;SUN-MP-X;20.0000000;g;;;276
B-CPGR02-BULK;V1;SUNP-170-X;50.0000000;g;;;277
B-CPGR02-BULK;V1;TIT-CR50HD-X;185.0000000;g;;;278
B-CPGR02-BULK;V1;VITA-DL_E-MS;0.1000000;g;;;279
B-CPGR02-BULK;V1;WARN-A407-X;51.4900000;g;;;280
B-CPGR02-BULK;V1;WARN-A450-X;12.6900000;g;;;281
B-CPGR02-BULK;V1;WARN-BLCK3AS-X;2.2300000;g;;;282
B-CPGR02-BULK;V1;WARN-FW108S-X;20.0000000;g;;;283
B-CPGR02-BULK;V1;WARN-IRGLS-X;35.0000000;g;;;284
B-DMCP01-BULK;V1;CORN---K;30.0000000;g;;;285
B-DMCP01-BULK;V1;KAOL-JP100-X;30.0000000;g;;;286
B-DMCP01-BULK;V1;PARF-AMSKLG-X;0.2000000;g;;;287
B-DMCP01-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;288
B-DMCP01-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;289
B-DMCP01-BULK;V1;SERI-S-D-K;300.0000000;g;;;290
B-DMCP01-BULK;V1;SFT-CERA847-X;50.0000000;g;;;291
B-DMCP01-BULK;V1;SILD--SI5H52D-K;10.0000000;g;;;292
B-DMCP01-BULK;V1;TALC-OSBRTPD-X;528.1400000;g;;;293
B-DMCP01-BULK;V1;TITA--3328EW-K;20.0000000;g;;;294
B-DMCP01-BULK;V1;UVIN-MC80-BASF;10.0000000;g;;;295
B-DMCP01-BULK;V1;VITA-DL_E-MS;0.1000000;g;;;296
B-DMCP01-BULK;V1;WARN-RED3ASTDMS-BULK;2.8000000;g;;;297
B-DMCP01-BULK;V1;WARN-UNPBRWNL88-X;1.4000000;g;;;298
B-DMCP01-BULK;V1;WARN-YLW3AS-X;0.4000000;g;;;299
B-DMCP01-BULK;V1;ZINC-ZNOLYS-X;5.0000000;g;;;300
B-DMCP02-BULK;V1;CORN---K;30.0000000;g;;;301
B-DMCP02-BULK;V1;KAOL-JP100-X;30.0000000;g;;;302
B-DMCP02-BULK;V1;PARF-AMSKLG-X;0.2000000;g;;;303
B-DMCP02-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;304
B-DMCP02-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;305
B-DMCP02-BULK;V1;SERI-S-D-K;300.0000000;g;;;306
B-DMCP02-BULK;V1;SFT-CERA847-X;50.0000000;g;;;307
B-DMCP02-BULK;V1;SILD--SI5H52D-K;10.0000000;g;;;308
B-DMCP02-BULK;V1;TALC-OSBRTPD-X;523.5600000;g;;;309
B-DMCP02-BULK;V1;TITA--3328EW-K;20.0000000;g;;;310
B-DMCP02-BULK;V1;UVIN-MC80-BASF;10.0000000;g;;;311
B-DMCP02-BULK;V1;VITA-DL_E-MS;4.0000000;g;;;312
B-DMCP02-BULK;V1;WARN-RED3ASTDMS-BULK;5.4000000;g;;;313
B-DMCP02-BULK;V1;WARN-TETDMS-BULK;1.7200000;g;;;314
B-DMCP02-BULK;V1;WARN-YLW3AS-X;2.0200000;g;;;315
B-DMCP02-BULK;V1;ZINC-ZNOLYS-X;5.0000000;g;;;316
B-DMCP03-BULK;V1;CORN---K;30.0000000;g;;;317
B-DMCP03-BULK;V1;KAOL-JP100-X;30.0000000;g;;;318
B-DMCP03-BULK;V1;PARF-AMSKLG-X;0.2000000;g;;;319
B-DMCP03-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;320
B-DMCP03-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;321
B-DMCP03-BULK;V1;SERI-S-D-K;300.0000000;g;;;322
B-DMCP03-BULK;V1;SFT-CERA847-X;50.0000000;g;;;323
B-DMCP03-BULK;V1;SILD--SI5H52D-K;10.0000000;g;;;324
B-DMCP03-BULK;V1;TALC-OSBRTPD-X;517.7600000;g;;;325
B-DMCP03-BULK;V1;TITA--3328EW-K;20.0000000;g;;;326
B-DMCP03-BULK;V1;UVIN-MC80-BASF;10.0000000;g;;;327
B-DMCP03-BULK;V1;VITA-DL_E-MS;0.1000000;g;;;328
B-DMCP03-BULK;V1;WARN-RED3ASTDMS-BULK;4.9900000;g;;;329
B-DMCP03-BULK;V1;WARN-TETDMS-BULK;2.5600000;g;;;330
B-DMCP03-BULK;V1;WARN-YLW3AS-X;7.4000000;g;;;331
B-DMCP03-BULK;V1;ZINC-ZNOLYS-X;5.0000000;g;;;332
B-DMCP04-BULK;V1;CORN---K;30.0000000;g;;;333
B-DMCP04-BULK;V1;KAOL-JP100-X;30.0000000;g;;;334
B-DMCP04-BULK;V1;PARF-AMSKLG-X;0.2000000;g;;;335
B-DMCP04-BULK;V1;PEN-PRSVPE-X;8.0000000;g;;;336
B-DMCP04-BULK;V1;PEN-SENSC50-X;4.0000000;g;;;337
B-DMCP04-BULK;V1;SERI-S-D-K;300.0000000;g;;;338
B-DMCP04-BULK;V1;SFT-CERA847-X;50.0000000;g;;;339
B-DMCP04-BULK;V1;SILD--SI5H52D-K;10.0000000;g;;;340
B-DMCP04-BULK;V1;TALC-OSBRTPD-X;503.1000000;g;;;341
B-DMCP04-BULK;V1;TITA--3328EW-K;20.0000000;g;;;342
B-DMCP04-BULK;V1;UVIN-MC80-BASF;10.0000000;g;;;343
B-DMCP04-BULK;V1;VITA-DL_E-MS;1.0000000;g;;;344
B-DMCP04-BULK;V1;WARN-RED3ASTDMS-BULK;11.8100000;g;;;345
B-DMCP04-BULK;V1;WARN-TETDMS-BULK;4.3900000;g;;;346
B-DMCP04-BULK;V1;WARN-YLW3AS-X;13.4000000;g;;;347
B-DMCP04-BULK;V1;ZINC-ZNOLYS-X;5.0000000;g;;;348
B-DMLP01-BULK;V1;CORN---K;200.0000000;g;;;349
B-DMLP01-BULK;V1;EXTR-CNDWLHB-X;10.0000000;g;;;350
B-DMLP01-BULK;V1;PARF-AMSKLG-X;0.1000000;g;;;351
B-DMLP01-BULK;V1;TALC-OSBRTPD-X;767.7000000;g;;;352
B-DMLP01-BULK;V1;TITA--3328EW-K;10.0000000;g;;;353
B-DMLP01-BULK;V1;WARN-ABIO-X;0.2500000;g;;;354
B-DMLP01-BULK;V1;WARN-CLRG-X;0.7000000;g;;;355
B-DMLP01-BULK;V1;WARN-COGO--K;1.2400000;g;;;356
B-DMLP01-BULK;V1;ZINC-STW-X;10.0000000;g;;;357
B-DMLP02-BULK;V1;CORN---K;200.0000000;g;;;358
B-DMLP02-BULK;V1;EXTR-CNDWLHB-X;10.0000000;g;;;359
B-DMLP02-BULK;V1;PARF-AMSKLG-X;0.1000000;g;;;360
B-DMLP02-BULK;V1;TALC-OSBRTPD-X;764.7500000;g;;;361
B-DMLP02-BULK;V1;TITA--3328EW-K;10.0000000;g;;;362
B-DMLP02-BULK;V1;WARN-ABIO-X;0.4400000;g;;;363
B-DMLP02-BULK;V1;WARN-CLRG-X;1.5400000;g;;;364
