date_correction,snfg,fg_name,sisa_bulk,overfill,loading_unloading_loss,loss,brand,coitem,line,netto,netto_min
2022-01-15,LT-MP05-EM/H0001,EMINA MAGIC POTION 05 SUMMER 5.5 ML,0,0,3,UPSTREAM LOSS,EMINA,LT-MP05-EM,LMX01,,
2022-01-07,2PR--MO100ML/H0001,MAKE OVER MAKE UP REMOVER 100 ML (PC(S)),0,0,0.8,UPSTREAM LOSS,MAKE OVER,2PR--MO100ML,LMX02,,
2022-01-07,2PR--MO100ML/H0001,MAKE OVER MAKE UP REMOVER 100 ML (PC(S)),0,0,1,UPSTREAM LOSS,MAKE OVER,2PR--MO100ML,LMM01,,
2022-01-17,A-DM-W40ML/H0002,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,0,20,UPSTREAM LOSS,WARDAH,A-DM-W40ML,Select Line,,
2022-01-17,A-DM-W40ML/H0001,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,0,25,UPSTREAM LOSS,WARDAH,A-DM-W40ML,LVB04,,
2022-01-27,A-DM-W40ML/H0005,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,0,20,UPSTREAM LOSS,WARDAH,A-DM-W40ML,LVB05,,
2022-01-27,A-DM-W40ML/H0006,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,0,18,UPSTREAM LOSS,WARDAH,A-DM-W40ML,LVB03,,
2022-01-18,A-DM-W40ML/H0003,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,0,22,UPSTREAM LOSS,WARDAH,A-DM-W40ML,LVB04,,
2022-01-26,A-DM-W40ML/H0004,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,0,19,UPSTREAM LOSS,WARDAH,A-DM-W40ML,LVB04,,
2022-01-17,A-DM-W40ML/H0001,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,107.54,2.03,DOWNSTREAM LOSS,WARDAH,A-DM-W40ML,TUP09,0.042,0.03732
2022-01-17,A-DM-W40ML/H0002,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,67.56,54.83,DOWNSTREAM LOSS,WARDAH,A-DM-W40ML,TUP09,0.04026,0.03732
2022-01-18,A-DM-W40ML/H0003,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,104.18,41.06,DOWNSTREAM LOSS,WARDAH,A-DM-W40ML,TUP09,0.042,0.03732
2022-01-26,A-DM-W40ML/H0004,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,61.69,33.62,DOWNSTREAM LOSS,WARDAH,A-DM-W40ML,TUP09,0.04208,0.03732
2022-01-27,A-DM-W40ML/H0005,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),0,63.26,20.76,DOWNSTREAM LOSS,WARDAH,A-DM-W40ML,TUP09,0.04208,0.03732
2022-01-27,A-DM-W40ML/H0006,WARDAH ACNEDERM DAY MOISTURIZER 40 ML (PC(S)),29,62.64,-3.32,DOWNSTREAM LOSS,WARDAH,A-DM-W40ML,TUP09,0.04212,0.03732
2022-01-12,A-NTM-W40ML/H0002,WARDAH ACNEDERM NIGHT TREATMENT MOISTURIZER 40 ML (PC(S)),0,0,26,UPSTREAM LOSS,WARDAH,A-NTM-W40ML,LVB04,,
2022-01-07,A-NTM-W40ML/H0001,WARDAH ACNEDERM NIGHT TREATMENT MOISTURIZER 40 ML (PC(S)),0,0,30,UPSTREAM LOSS,WARDAH,A-NTM-W40ML,LVB04,,
2022-01-07,A-NTM-W40ML/H0001,WARDAH ACNEDERM NIGHT TREATMENT MOISTURIZER 40 ML (PC(S)),0,38.49,36.31,DOWNSTREAM LOSS,WARDAH,A-NTM-W40ML,TUP09,0.04172,0.04
2022-01-12,A-NTM-W40ML/H0002,WARDAH ACNEDERM NIGHT TREATMENT MOISTURIZER 40 ML (PC(S)),18.65,37.29,30.06,DOWNSTREAM LOSS,WARDAH,A-NTM-W40ML,TUP06,0.04168,0.04
2022-01-18,A-PFC-W60ML/H0007,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,21,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB02,,
2022-01-19,A-PFC-W60ML/H0008,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,17,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB02,,
2022-01-20,A-PFC-W60ML/H0011,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,16,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB02,,
2022-01-29,A-PFC-W60ML/H0017,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,16,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB04,,
2022-01-05,A-PFC-W60ML/H0001,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,17,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB05,,
2022-01-18,A-PFC-W60ML/H0005,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,19,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB02,,
2022-01-29,A-PFC-W60ML/H0016,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,14,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB04,,
2022-01-19,A-PFC-W60ML/H0010,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,11,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB03,,
2022-01-20,A-PFC-W60ML/H0012,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,14,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB03,,
2022-01-24,A-PFC-W60ML/H0013,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,18,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB02,,
2022-01-06,A-PFC-W60ML/H0003,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,24,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB03,,
2022-01-27,A-PFC-W60ML/H0015,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,15,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB05,,
2022-01-25,A-PFC-W60ML/H0014,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,17,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB02,,
2022-01-19,A-PFC-W60ML/H0009,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,20,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB02,,
2022-01-18,A-PFC-W60ML/H0006,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,17,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB03,,
2022-01-17,A-PFC-W60ML/H0004,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,23,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB04,,
2022-01-05,A-PFC-W60ML/H0002,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,0,17,UPSTREAM LOSS,WARDAH,A-PFC-W60ML,LVB03,,
2022-01-05,A-PFC-W60ML/H0001,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.12,9.88,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06168,0.06084
2022-01-05,A-PFC-W60ML/H0002,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,12.47,19.63,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06164,0.06084
2022-01-06,A-PFC-W60ML/H0003,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.25,1.75,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06168,0.06084
2022-01-17,A-PFC-W60ML/H0004,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,14.34,9.53,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06176,0.06084
2022-01-18,A-PFC-W60ML/H0005,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13,21.14,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP05,0.06168,0.06084
2022-01-18,A-PFC-W60ML/H0006,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.12,19.32,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06168,0.06084
2022-01-18,A-PFC-W60ML/H0007,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,14.34,10.48,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06176,0.06084
2022-01-19,A-PFC-W60ML/H0008,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,18.09,16.54,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.062,0.06084
2022-01-19,A-PFC-W60ML/H0009,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,14.96,16.11,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.0618,0.06084
2022-01-19,A-PFC-W60ML/H0010,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.78,21.85,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06172,0.06084
2022-01-20,A-PFC-W60ML/H0011,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.25,-13.68,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.06164,0.06084
2022-01-20,A-PFC-W60ML/H0012,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,15.69,-17.36,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP04,0.0618,0.06084
2022-01-24,A-PFC-W60ML/H0013,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.06,19,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP05,0.06168,0.06084
2022-01-25,A-PFC-W60ML/H0014,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,14.47,11.4,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP05,0.06176,0.06084
2022-01-27,A-PFC-W60ML/H0015,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.81,13.72,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP05,0.06172,0.06084
2022-01-29,A-PFC-W60ML/H0016,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,13.09,24.54,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP05,0.06168,0.06084
2022-01-29,A-PFC-W60ML/H0017,WARDAH ACNEDERM PURE FOAMING CLEANSER 60 ML (PC(S)),0,14.41,16.84,DOWNSTREAM LOSS,WARDAH,A-PFC-W60ML,TUP07,0.06176,0.06084
2022-01-12,A-PRT-W100ML/H0004,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,11,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LPF02,,
2022-01-25,A-PRT-W100ML/H0007,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,14,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LHL01,,
2022-01-26,A-PRT-W100ML/H0009,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,6,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LHL01,,
2022-01-10,A-PRT-W100ML/H0001,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,13,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LPF02,,
2022-01-10,A-PRT-W100ML/H0002,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,13,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LPF02,,
2022-01-15,A-PRT-W100ML/H0005,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,5,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LPF02,,
2022-01-25,A-PRT-W100ML/H0008,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,1,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LHL01,,
2022-01-11,A-PRT-W100ML/H0003,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,13,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LPF01,,
2022-01-15,A-PRT-W100ML/H0006,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,13,UPSTREAM LOSS,WARDAH,A-PRT-W100ML,LPF02,,
2022-01-10,A-PRT-W100ML/H0001,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,18.91,249.17,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.10216,0.1001
2022-01-10,A-PRT-W100ML/H0002,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,230.04,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.1001,0.1001
2022-01-11,A-PRT-W100ML/H0003,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,4.24,259.84,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP01,0.10056,0.1001
2022-01-12,A-PRT-W100ML/H0004,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,242.05,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.1001,0.1001
2022-01-15,A-PRT-W100ML/H0005,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,274.08,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.1001,0.1001
2022-01-15,A-PRT-W100ML/H0006,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,1.51,242.55,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.10026,0.1001
2022-01-25,A-PRT-W100ML/H0007,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,269.08,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.1001,0.1001
2022-01-25,A-PRT-W100ML/H0008,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),0,0,246.05,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.1001,0.1001
2022-01-26,A-PRT-W100ML/H0009,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),27.55,0,259.54,DOWNSTREAM LOSS,WARDAH,A-PRT-W100ML,BOP04,0.1001,0.1001
2022-01-11,A-SATG-W15ML/H0001,WARDAH ACNEDERM ACNE SPOT TREATMENT GEL 15 ML (PC(S)),0,0,14,UPSTREAM LOSS,WARDAH,A-SATG-W15ML,LVB04,,
2022-01-11,A-SATG-W15ML/H0001,WARDAH ACNEDERM ACNE SPOT TREATMENT GEL 15 ML (PC(S)),23.5,23.84,17.51,DOWNSTREAM LOSS,WARDAH,A-SATG-W15ML,TUP08,0.016,0.0153
2022-01-24,BBC-EL-W30ML/H0001,WARDAH EVERYDAY BB CREAM LIGHT 30 ML (PC(S)),0,0,26,UPSTREAM LOSS,WARDAH,BBC-EL-W30ML,LVL02,,
2022-01-24,BBC-EL-W30ML/H0001,WARDAH EVERYDAY BB CREAM LIGHT 30 ML (PC(S)),0,22.11,30.65,DOWNSTREAM LOSS,WARDAH,BBC-EL-W30ML,TUP06,0.03072,0.03
2022-01-25,BBC-EN-W15ML/H0001,WARDAH EVERYDAY BB CREAM NATURAL 15 ML (PC(S)),0,0,23,UPSTREAM LOSS,WARDAH,BBC-EN-W15ML,LVL02,,
2022-01-25,BBC-EN-W15ML/H0001,WARDAH EVERYDAY BB CREAM NATURAL 15 ML (PC(S)),0,98,24.36,DOWNSTREAM LOSS,WARDAH,BBC-EN-W15ML,TUP06,0.01672,0.015
2022-01-17,BBC-HSBBC-EM/H0001,EMINA DAILY MATTE BB CREAM 03 CARAMEL 16 G,0,0,12,UPSTREAM LOSS,EMINA,BBC-HSBBC-EM,LVL07,,
2022-01-17,BBC-HSBBC-EM/H0001,EMINA DAILY MATTE BB CREAM 03 CARAMEL 16 G,13.6,7.21,6.47,DOWNSTREAM LOSS,EMINA,BBC-HSBBC-EM,TUP07,0.01672,0.016
2022-01-14,BBC-HSBBL-EM/H0001,EMINA DAILY MATTE BB CREAM 01 LIGHT 16 G,0,0,15,UPSTREAM LOSS,EMINA,BBC-HSBBL-EM,LVL01,,
2022-01-14,BBC-HSBBL-EM/H0001,EMINA DAILY MATTE BB CREAM 01 LIGHT 16 G,8,15.25,22.87,DOWNSTREAM LOSS,EMINA,BBC-HSBBL-EM,TUP07,0.01672,0.016
2022-01-26,BBC-LL-W15ML/H0002,WARDAH LIGHTENING BB CREAM LIGHT 15 ML (PC(S)),0,0,8,UPSTREAM LOSS,WARDAH,BBC-LL-W15ML,Select Line,,
2022-01-26,BBC-LL-W15ML/H0001,WARDAH LIGHTENING BB CREAM LIGHT 15 ML (PC(S)),0,0,6,UPSTREAM LOSS,WARDAH,BBC-LL-W15ML,LVL02,,
2022-01-26,BBC-LL-W15ML/H0001,WARDAH LIGHTENING BB CREAM LIGHT 15 ML (PC(S)),0,101.46,27.82,DOWNSTREAM LOSS,WARDAH,BBC-LL-W15ML,TUP07,0.01676,0.015
2022-01-26,BBC-LL-W15ML/H0002,WARDAH LIGHTENING BB CREAM LIGHT 15 ML (PC(S)),13.05,89.11,29.28,DOWNSTREAM LOSS,WARDAH,BBC-LL-W15ML,TUP06,0.01656,0.015
2022-01-29,BBC-LL-W30ML/H0001,WARDAH LIGHTENING BB CREAM LIGHT 30 ML (PC(S)),0,0,18,UPSTREAM LOSS,WARDAH,BBC-LL-W30ML,LVL02,,
2022-01-29,BBC-LL-W30ML/H0001,WARDAH LIGHTENING BB CREAM LIGHT 30 ML (PC(S)),64.4,11.87,-76.27,DOWNSTREAM LOSS,WARDAH,BBC-LL-W30ML,TUP06,0.03068,0.03
2022-01-28,BBC-LN-W15ML/H0002,WARDAH LIGHTENING BB CREAM NATURAL 15 ML (PC(S)),0,0,0,UPSTREAM LOSS,WARDAH,BBC-LN-W15ML,LVL01,,
2022-01-27,BBC-LN-W15ML/H0001,WARDAH LIGHTENING BB CREAM NATURAL 15 ML (PC(S)),0,0,17,UPSTREAM LOSS,WARDAH,BBC-LN-W15ML,LVL01,,
2022-01-28,BBC-LN-W15ML/H0003,WARDAH LIGHTENING BB CREAM NATURAL 15 ML (PC(S)),0,0,15,UPSTREAM LOSS,WARDAH,BBC-LN-W15ML,LVL01,,
2022-01-27,BBC-LN-W15ML/H0001,WARDAH LIGHTENING BB CREAM NATURAL 15 ML (PC(S)),0,35.95,61.39,DOWNSTREAM LOSS,WARDAH,BBC-LN-W15ML,TUP06,0.0164,0.015
2022-01-28,BBC-LN-W15ML/H0002,WARDAH LIGHTENING BB CREAM NATURAL 15 ML (PC(S)),0,49.53,23.47,DOWNSTREAM LOSS,WARDAH,BBC-LN-W15ML,TUP06,0.01672,0.015
2022-01-28,BBC-LN-W15ML/H0003,WARDAH LIGHTENING BB CREAM NATURAL 15 ML (PC(S)),14.4,48.96,-26.2,DOWNSTREAM LOSS,WARDAH,BBC-LN-W15ML,TUP06,0.01664,0.015
2022-01-31,BBC-LN-W30ML/H0001,WARDAH LIGHTENING BB CREAM NATURAL 30 ML (PC(S)),0,0,15,UPSTREAM LOSS,WARDAH,BBC-LN-W30ML,LVL02,,
2022-01-31,BBC-LN-W30ML/H0001,WARDAH LIGHTENING BB CREAM NATURAL 30 ML (PC(S)),0,21.28,25.2,DOWNSTREAM LOSS,WARDAH,BBC-LN-W30ML,TUP07,0.03068,0.03
2022-01-24,BO-CLCNB-EM10ML/H0001,EMINA CHEEK LIT CREAM BLUSH NUDIE BROWN 10 ML,0,0,4.6,UPSTREAM LOSS,EMINA,BO-CLCNB-EM10ML,LVL05,,
2022-01-24,BO-CLCNB-EM10ML/H0001,EMINA CHEEK LIT CREAM BLUSH NUDIE BROWN 10 ML,0,5.74,4.03,DOWNSTREAM LOSS,EMINA,BO-CLCNB-EM10ML,TUP08,0.01164,0.01
2022-01-22,BO-CLCPI-EM10ML/H0001,EMINA CHEEK LIT CREAM BLUSH PINK 10 ML (PC(S)),0,0,15,UPSTREAM LOSS,EMINA,BO-CLCPI-EM10ML,LVL07,,
2022-01-22,BO-CLCPI-EM10ML/H0001,EMINA CHEEK LIT CREAM BLUSH PINK 10 ML (PC(S)),0,13.05,16.15,DOWNSTREAM LOSS,EMINA,BO-CLCPI-EM10ML,TUP08,0.01084,0.01
2022-01-21,BO-HLT02-MO/H0001,MAKE OVER HYDRASTAY LIQUID TINT BLUSH 02 GALA 15 ML,0,0,0.6,UPSTREAM LOSS,MAKE OVER,BO-HLT02-MO,LVL05,,
2022-01-21,BO-HLT02-MO/H0001,MAKE OVER HYDRASTAY LIQUID TINT BLUSH 02 GALA 15 ML,7.63,2.17,1.8,DOWNSTREAM LOSS,MAKE OVER,BO-HLT02-MO,EMP15,0.01586,0.015
2022-01-10,BO-HLT05-MO/H0002,MAKE OVER HYDRASTAY LIQUID TINT BLUSH 05 SUN-BAKED 15 ML,0,0,1,UPSTREAM LOSS,MAKE OVER,BO-HLT05-MO,LVL05,,
2022-01-08,BO-HLT05-MO/H0001,MAKE OVER HYDRASTAY LIQUID TINT BLUSH 05 SUN-BAKED 15 ML,0,0,1.2,UPSTREAM LOSS,MAKE OVER,BO-HLT05-MO,LVL05,,
2022-01-08,BO-HLT05-MO/H0001,MAKE OVER HYDRASTAY LIQUID TINT BLUSH 05 SUN-BAKED 15 ML,9,1.81,0.19,DOWNSTREAM LOSS,MAKE OVER,BO-HLT05-MO,EMP15,0.01572,0.015
2022-01-10,BO-HLT05-MO/H0002,MAKE OVER HYDRASTAY LIQUID TINT BLUSH 05 SUN-BAKED 15 ML,0,1.23,10.87,DOWNSTREAM LOSS,MAKE OVER,BO-HLT05-MO,EMP15,0.0155,0.015
2022-01-20,BP-HREDT-KA/H0001,KAHF HUMBLING FOREST EAU DE TOILETTE 35 ML,0,0,9,UPSTREAM LOSS,KAHF,BP-HREDT-KA,LHL02,,
2022-01-20,BP-HREDT-KA/H0001,KAHF HUMBLING FOREST EAU DE TOILETTE 35 ML,0,1.53,22.06,DOWNSTREAM LOSS,KAHF,BP-HREDT-KA,EMP15,0.03532,0.035
2022-01-26,BP-IWEDT-KA/H0002,KAHF INVIGORATING WATERFALL EAU DE TOILETTE 35 ML,0,0,8,UPSTREAM LOSS,KAHF,BP-IWEDT-KA,LHL02,,
2022-01-04,BP-IWEDT-KA/H0001,KAHF INVIGORATING WATERFALL EAU DE TOILETTE 35 ML,0,0,12,UPSTREAM LOSS,KAHF,BP-IWEDT-KA,LHL02,,
2022-01-04,BP-IWEDT-KA/H0001,KAHF INVIGORATING WATERFALL EAU DE TOILETTE 35 ML,0,3.67,5.69,DOWNSTREAM LOSS,KAHF,BP-IWEDT-KA,EMP17,0.03572,0.035
2022-01-26,BP-IWEDT-KA/H0002,KAHF INVIGORATING WATERFALL EAU DE TOILETTE 35 ML,9.95,4.03,10.16,DOWNSTREAM LOSS,KAHF,BP-IWEDT-KA,CUP01,0.03584,0.035
2022-01-12,BP-RHEDT-KA/H0001,KAHF REVERED OUD EAU DE TOILETTE 35 ML,0,0,15,UPSTREAM LOSS,KAHF,BP-RHEDT-KA,LHL02,,
2022-01-12,BP-RHEDT-KA/H0001,KAHF REVERED OUD EAU DE TOILETTE 35 ML,0,7,17.64,DOWNSTREAM LOSS,KAHF,BP-RHEDT-KA,EMP17,0.03568,0.035
2022-01-27,BP-SBSBM-W100ML/H0002,WARDAH SCENTSATION BLISS BODY MIST 100 ML (PC(S)),0,0,12,UPSTREAM LOSS,WARDAH,BP-SBSBM-W100ML,LHL02,,
2022-01-18,BP-SBSBM-W100ML/H0001,WARDAH SCENTSATION BLISS BODY MIST 100 ML (PC(S)),0,0,14,UPSTREAM LOSS,WARDAH,BP-SBSBM-W100ML,LHL02,,
2022-01-19,BP-SBSBM-W100ML/G0018,WARDAH SCENTSATION BLISS BODY MIST 100 ML (PC(S)),0,0,15,UPSTREAM LOSS,WARDAH,BP-SBSBM-W100ML,LHL02,,
2022-01-19,BP-SBSBM-W100ML/G0018,WARDAH SCENTSATION BLISS BODY MIST 100 ML (PC(S)),0,25.01,12.49,DOWNSTREAM LOSS,WARDAH,BP-SBSBM-W100ML,BOP04,0.10264,0.1
2022-01-18,BP-SBSBM-W100ML/H0001,WARDAH SCENTSATION BLISS BODY MIST 100 ML (PC(S)),0,9.1,29.4,DOWNSTREAM LOSS,WARDAH,BP-SBSBM-W100ML,BOP04,0.10096,0.1
2022-01-27,BP-SBSBM-W100ML/H0002,WARDAH SCENTSATION BLISS BODY MIST 100 ML (PC(S)),0,14.02,13.98,DOWNSTREAM LOSS,WARDAH,BP-SBSBM-W100ML,BOP04,0.10146,0.1
2022-01-21,BP-SBSE-W35ML/H0001,WARDAH SCENTSATION BLISS EAU DE TOILETTE 35 ML (PC(S)),0,0,11,UPSTREAM LOSS,WARDAH,BP-SBSE-W35ML,LHL02,,
2022-01-21,BP-SBSE-W35ML/H0001,WARDAH SCENTSATION BLISS EAU DE TOILETTE 35 ML (PC(S)),0,16.55,9.11,DOWNSTREAM LOSS,WARDAH,BP-SBSE-W35ML,EMP17,0.0372,0.035
2022-01-21,BP-SJYBM-W100ML/H0002,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,0,14,UPSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,LHL02,,
2022-01-28,BP-SJYBM-W100ML/H0004,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,0,10,UPSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,LHL02,,
2022-01-20,BP-SJYBM-W100ML/H0001,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,0,15,UPSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,LHL02,,
2022-01-28,BP-SJYBM-W100ML/H0003,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,0,13,UPSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,LHL02,,
2022-01-20,BP-SJYBM-W100ML/H0001,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,10.99,26.51,DOWNSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,BOP04,0.10116,0.1
2022-01-21,BP-SJYBM-W100ML/H0002,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,13.91,19.59,DOWNSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,BOP04,0.10146,0.1
2022-01-28,BP-SJYBM-W100ML/H0003,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,20.3,26.7,DOWNSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,BOP04,0.10216,0.1
2022-01-28,BP-SJYBM-W100ML/H0004,WARDAH SCENTSATION JOYFUL BODY MIST 100 ML (PC(S)),0,14.9,20.1,DOWNSTREAM LOSS,WARDAH,BP-SJYBM-W100ML,BOP04,0.10156,0.1
