date_correction,snfg,fg_name,sisa_bulk,overfill,loading_unloading_loss,loss,brand,coitem,line,netto,netto_min
2022-06-25,TC-PMC21-MO12G/H0016,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION C21 PINK IVORY 12 G,3.898,0.48,1.422,DOWNSTREAM LOSS,MAKE OVER,TC-PMC21-MO12G,PNP01,0.0124,0.012
2022-06-30,TC-PMN10-MO12G/H0015,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N10 MARBLE 12 G,0,0,0.82,UPSTREAM LOSS,MAKE OVER,TC-PMN10-MO12G,PVT06,,
2022-06-06,TC-PMN10-MO12G/H0014,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N10 MARBLE 12 G,0,0,0.58,UPSTREAM LOSS,MAKE OVER,TC-PMN10-MO12G,PVT09,,
2022-06-06,TC-PMN10-MO12G/H0014,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N10 MARBLE 12 G,3.48,0.84,0.69,DOWNSTREAM LOSS,MAKE OVER,TC-PMN10-MO12G,PNP04,0.0127,0.012
2022-06-30,TC-PMN10-MO12G/H0015,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N10 MARBLE 12 G,2.535,0.38,1.855,DOWNSTREAM LOSS,MAKE OVER,TC-PMN10-MO12G,PNP04,0.01232,0.012
2022-06-06,TC-PMN20-MO/H0011,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0,0.48,UPSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PVT07,,
2022-06-09,TC-PMN20-MO/H0013,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0,0.2,UPSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PAP01,,
2022-06-15,TC-PMN20-MO/H0014,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0,0.39,UPSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PVT07,,
2022-06-06,TC-PMN20-MO/H0012,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0,0.63,UPSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PVT07,,
2022-06-06,TC-PMN20-MO/H0011,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0.29,1.32,DOWNSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PNP04,0.0127,0.012
2022-06-06,TC-PMN20-MO/H0012,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0.29,1.17,DOWNSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PNP04,0.0127,0.012
2022-06-09,TC-PMN20-MO/H0013,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0.29,1.6,DOWNSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PNP04,0.0127,0.012
2022-06-15,TC-PMN20-MO/H0014,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,0,0.16,1.54,DOWNSTREAM LOSS,MAKE OVER,TC-PMN20-MO,PNP04,0.0124,0.012
2022-06-30,TC-PMN30-MO12G/H0019,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N30 NATURAL BEIGE 12 G,0,0,0,UPSTREAM LOSS,MAKE OVER,TC-PMN30-MO12G,PVT08,,
2022-06-25,TC-PMN30-MO12G/H0018,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N30 NATURAL BEIGE 12 G,0,0,1.24,UPSTREAM LOSS,MAKE OVER,TC-PMN30-MO12G,PVT03,,
2022-06-09,TC-PMN30-MO12G/H0017,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N30 NATURAL BEIGE 12 G,0,0,1.2,UPSTREAM LOSS,MAKE OVER,TC-PMN30-MO12G,PVT07,,
2022-06-09,TC-PMN30-MO12G/H0017,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N30 NATURAL BEIGE 12 G,2.408,0.84,1.142,DOWNSTREAM LOSS,MAKE OVER,TC-PMN30-MO12G,PNP04,0.0127,0.012
2022-06-25,TC-PMN30-MO12G/H0018,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N30 NATURAL BEIGE 12 G,3.275,1.3,2.335,DOWNSTREAM LOSS,MAKE OVER,TC-PMN30-MO12G,PNP01,0.0123,0.012
2022-06-30,TC-PMN30-MO12G/H0019,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N30 NATURAL BEIGE 12 G,4.322,2.33,3.798,DOWNSTREAM LOSS,MAKE OVER,TC-PMN30-MO12G,PNP04,0.01254,0.012
2022-06-07,TC-PMW21-MO/H0004,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W21 CORAL IVORY 12 G,0,0,0.26,UPSTREAM LOSS,MAKE OVER,TC-PMW21-MO,PVT07,,
2022-06-07,TC-PMW21-MO/H0004,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W21 CORAL IVORY 12 G,0,0.58,4.75,DOWNSTREAM LOSS,MAKE OVER,TC-PMW21-MO,PNP01MANUAL,0.01248,0.012
2022-06-10,TC-PMW22-MO12G/H0017,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,0,0,1.1,UPSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PVT07,,
2022-06-06,TC-PMW22-MO12G/H0015,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,0,0,0.69,UPSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PVT07,,
2022-06-30,TC-PMW22-MO12G/H0019,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,0,0,0.82,UPSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PVT06,,
2022-06-10,TC-PMW22-MO12G/H0018,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,0,0,0.26,UPSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PVT07,,
2022-06-06,TC-PMW22-MO12G/H0014,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,0,0,0.77,UPSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PVT07,,
2022-06-07,TC-PMW22-MO12G/H0016,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,0,0,0.81,UPSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PVT07,,
2022-06-06,TC-PMW22-MO12G/H0014,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,2.334,0.84,1.646,DOWNSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PNP04,0.0127,0.012
2022-06-06,TC-PMW22-MO12G/H0015,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,2.055,0.84,2.005,DOWNSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PNP04,0.0127,0.012
2022-06-07,TC-PMW22-MO12G/H0016,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,4.613,0.7,-0.903,DOWNSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PNP04,0.01258,0.012
2022-06-10,TC-PMW22-MO12G/H0017,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,0,0.24,4.22,DOWNSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PNP01MANUAL,0.0122,0.012
2022-06-10,TC-PMW22-MO12G/H0018,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,3.62,0.84,0.87,DOWNSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PNP04,0.0127,0.012
2022-06-24,TC-RRE04-W/H0025,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 04 NATURAL 12 G,0,0,0.98,UPSTREAM LOSS,WARDAH,TC-RRE04-W,PVT02,,
2022-06-30,TC-PMW22-MO12G/H0019,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W22 WARM IVORY 12 G,3.387,0.58,0.803,DOWNSTREAM LOSS,MAKE OVER,TC-PMW22-MO12G,PNP01,0.01248,0.012
2022-06-24,TC-PMW30-MO/H0012,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,0,0,0.84,UPSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PVT05,,
2022-06-29,TC-PMW30-MO/H0013,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,0,0,0.63,UPSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PVT08,,
2022-06-07,TC-PMW30-MO/H0010,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,0,0,0,UPSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PVT07,,
2022-06-18,TC-PMW30-MO/H0011,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,0,0,0.15,UPSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PSM08,,
2022-06-07,TC-PMW30-MO/H0010,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,1.765,0.24,5.445,DOWNSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PNP04,0.01242,0.012
2022-06-18,TC-PMW30-MO/H0011,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,0,0.25,2.68,DOWNSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PNP04,0.01244,0.012
2022-06-24,TC-PMW30-MO/H0012,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,0,0.05,2.19,DOWNSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PNP01,0.01208,0.012
2022-06-29,TC-PMW30-MO/H0013,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W30 CREME BEIGE 12 G,1.563,0.29,0.597,DOWNSTREAM LOSS,MAKE OVER,TC-PMW30-MO,PNP04,0.0125,0.012
2022-06-15,TC-PMW32-MO/H0008,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W32 WARM BEIGE 12 G,0,0,1.01,UPSTREAM LOSS,MAKE OVER,TC-PMW32-MO,PVT05,,
2022-06-15,TC-PMW32-MO/H0008,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W32 WARM BEIGE 12 G,0,0.48,4.11,DOWNSTREAM LOSS,MAKE OVER,TC-PMW32-MO,PNP04,0.0124,0.012
2022-06-10,TC-PMW33-MO12G/H0018,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,0,0,0.64,UPSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PVT06,,
2022-06-17,TC-PMW33-MO12G/H0020,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,0,0,0.65,UPSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PVT07,,
2022-06-10,TC-PMW33-MO12G/H0019,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,0,0,0.73,UPSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PVT06,,
2022-06-24,TC-PMW33-MO12G/H0021,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,0,0,0,UPSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PVT06,,
2022-06-10,TC-PMW33-MO12G/H0018,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,2.083,0.84,2.027,DOWNSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PNP04,0.0127,0.012
2022-06-10,TC-PMW33-MO12G/H0019,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,2.556,0.84,1.464,DOWNSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PNP04,0.0127,0.012
2022-06-17,TC-PMW33-MO12G/H0020,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,2.586,0.38,1.974,DOWNSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PNP03,0.01232,0.012
2022-06-24,TC-PMW33-MO12G/H0021,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W33 HONEY BEIGE 12 G,3.38,0.79,1.44,DOWNSTREAM LOSS,MAKE OVER,TC-PMW33-MO12G,PNP01,0.01266,0.012
2022-06-07,TC-PMW41-MO12G/H0011,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W41 CORAL SAND 12 G,0,0,0,UPSTREAM LOSS,MAKE OVER,TC-PMW41-MO12G,PVT06,,
2022-06-24,TC-PMW41-MO12G/H0012,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W41 CORAL SAND 12 G,0,0,0.3,UPSTREAM LOSS,MAKE OVER,TC-PMW41-MO12G,PVT06,,
2022-06-07,TC-PMW41-MO12G/H0011,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W41 CORAL SAND 12 G,3.09,0.67,1.8,DOWNSTREAM LOSS,MAKE OVER,TC-PMW41-MO12G,PNP04,0.01256,0.012
2022-06-24,TC-PMW41-MO12G/H0012,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W41 CORAL SAND 12 G,2.71,0.58,2,DOWNSTREAM LOSS,MAKE OVER,TC-PMW41-MO12G,PNP04,0.01248,0.012
2022-06-25,TC-PMW42-MO12G/H0009,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W42 WARM SAND 12 G,0,0,0,UPSTREAM LOSS,MAKE OVER,TC-PMW42-MO12G,PVT07,,
2022-06-25,TC-PMW42-MO12G/H0009,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION W42 WARM SAND 12 G,3.294,0.36,2.306,DOWNSTREAM LOSS,MAKE OVER,TC-PMW42-MO12G,PNP04,0.0123,0.012
2022-06-14,TC-PPCN-MO3X12G/H0005,MAKE OVER TWC PALETTE 3X12 G (PC(S)),0,0,0.93,UPSTREAM LOSS,MAKE OVER,TC-PPCN-MO3X12G,PMG04,,
2022-06-14,TC-PPCN-MO3X12G/H0005,MAKE OVER TWC PALETTE 3X12 G (PC(S)),0,-4.55,5.7,DOWNSTREAM LOSS,MAKE OVER,TC-PPCN-MO3X12G,PCP05,0.0123,0.036
2022-06-20,TC-R3LEC01-W/H0008,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 01 LIGHT BEIGE 10 G,0,0,0.8,UPSTREAM LOSS,WARDAH,TC-R3LEC01-W,PAP01,,
2022-06-20,TC-R3LEC01-W/H0008,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 01 LIGHT BEIGE 10 G,6.228,1.09,3.052,DOWNSTREAM LOSS,WARDAH,TC-R3LEC01-W,PNP01,0.01038,0.01
2022-06-27,TC-R3LEC02-W/H0006,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 02 GOLDEN BEIGE 10 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LEC02-W,PVT05,,
2022-06-27,TC-R3LEC02-W/H0006,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 02 GOLDEN BEIGE 10 G,8.694,2.72,3.796,DOWNSTREAM LOSS,WARDAH,TC-R3LEC02-W,PNP01,0.0104,0.01
2022-06-15,TC-R3LEC03-W/H0008,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,0,0,0.14,UPSTREAM LOSS,WARDAH,TC-R3LEC03-W,PVT06,,
2022-06-29,TC-R3LEC03-W/H0009,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,0,0,0.51,UPSTREAM LOSS,WARDAH,TC-R3LEC03-W,PVT08,,
2022-06-15,TC-R3LEC03-W/H0008,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,2.645,0.59,0.585,DOWNSTREAM LOSS,WARDAH,TC-R3LEC03-W,PNP03,0.01042,0.01
2022-06-29,TC-R3LEC03-W/H0009,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,0,0.28,3.16,DOWNSTREAM LOSS,WARDAH,TC-R3LEC03-W,PNP04,0.0102,0.01
2022-06-20,TC-R3LEC04-W/H0010,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 04 NATURAL 10 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LEC04-W,PAP01,,
2022-06-16,TC-R3LEC04-W/H0009,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 04 NATURAL 10 G,0,0,0.6,UPSTREAM LOSS,WARDAH,TC-R3LEC04-W,PAP01,,
2022-06-16,TC-R3LEC04-W/H0009,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 04 NATURAL 10 G,7.046,0.87,2.674,DOWNSTREAM LOSS,WARDAH,TC-R3LEC04-W,PNP01,0.0103,0.01
2022-06-20,TC-R3LEC04-W/H0010,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 04 NATURAL 10 G,8.641,1.15,1.839,DOWNSTREAM LOSS,WARDAH,TC-R3LEC04-W,PNP01,0.0104,0.01
2022-06-09,TC-R3LLF01-W/H0027,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,0,0,1.38,UPSTREAM LOSS,WARDAH,TC-R3LLF01-W,PVT03,,
2022-06-08,TC-R3LLF01-W/H0026,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,0,0,1.88,UPSTREAM LOSS,WARDAH,TC-R3LLF01-W,PVT03,,
2022-06-17,TC-R3LLF01-W/H0029,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,0,0,1.08,UPSTREAM LOSS,WARDAH,TC-R3LLF01-W,PVT05,,
2022-06-17,TC-R3LLF01-W/H0028,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,0,0,1.25,UPSTREAM LOSS,WARDAH,TC-R3LLF01-W,PVT05,,
2022-06-08,TC-R3LLF01-W/H0026,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,0,2.85,5.4,DOWNSTREAM LOSS,WARDAH,TC-R3LLF01-W,PNP01,0.01238,0.012
2022-06-09,TC-R3LLF01-W/H0027,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,4.598,1.94,2.222,DOWNSTREAM LOSS,WARDAH,TC-R3LLF01-W,PNP01MANUAL,0.01226,0.012
2022-06-17,TC-R3LLF01-W/H0028,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,0,2.79,7.72,DOWNSTREAM LOSS,WARDAH,TC-R3LLF01-W,PNP01,0.01238,0.012
2022-06-17,TC-R3LLF01-W/H0029,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,10.251,3.78,3.829,DOWNSTREAM LOSS,WARDAH,TC-R3LLF01-W,PNP01,0.01256,0.012
2022-06-09,TC-R3LLF02-W/H0039,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,1.19,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT05,,
2022-06-02,TC-R3LLF02-W/H0037,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT08,,
2022-06-09,TC-R3LLF02-W/H0042,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT06,,
2022-06-17,TC-R3LLF02-W/H0045,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,1.11,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT05,,
2022-06-02,TC-R3LLF02-W/H0038,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,0.19,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PSM04,,
2022-06-17,TC-R3LLF02-W/H0044,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,1.2,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT05,,
2022-06-02,TC-R3LLF02-W/H0036,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,0.96,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT09,,
2022-06-22,TC-R3LLF02-W/H0047,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,1.27,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT05,,
2022-06-09,TC-R3LLF02-W/H0040,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,1.63,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT05,,
2022-06-18,TC-R3LLF02-W/H0046,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,1.15,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT05,,
2022-06-17,TC-R3LLF02-W/H0043,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,0,1.25,UPSTREAM LOSS,WARDAH,TC-R3LLF02-W,PVT05,,
2022-06-02,TC-R3LLF02-W/H0036,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,1.783,1.89,8.087,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.01226,0.012
2022-06-02,TC-R3LLF02-W/H0037,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,10.835,2.18,5.045,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.0123,0.012
2022-06-02,TC-R3LLF02-W/H0038,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,4.438,4.22,3.882,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.01258,0.012
2022-06-09,TC-R3LLF02-W/H0039,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,2.18,9.36,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.0123,0.012
2022-06-09,TC-R3LLF02-W/H0040,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,2.18,8.92,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.0123,0.012
2022-06-09,TC-R3LLF02-W/H0042,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,5.931,3.93,6.299,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.01254,0.012
2022-06-17,TC-R3LLF02-W/H0043,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,2.735,3.78,4.965,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.01252,0.012
2022-06-24,TC-RRE04-W/H0024,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 04 NATURAL 12 G,0,0,0.11,UPSTREAM LOSS,WARDAH,TC-RRE04-W,PVT02,,
2022-06-17,TC-R3LLF02-W/H0044,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,0,1.89,9.64,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.01226,0.012
2022-06-17,TC-R3LLF02-W/H0045,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,11.323,2.18,-1.883,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.0123,0.012
2022-06-18,TC-R3LLF02-W/H0046,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,3.824,2.18,5.576,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.0123,0.012
2022-06-22,TC-R3LLF02-W/H0047,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,81.004,0.55,-30.334,DOWNSTREAM LOSS,WARDAH,TC-R3LLF02-W,PNP01,0.01214,0.012
2022-06-22,TC-R3LLF03-W/H0031,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LLF03-W,PVT05,,
2022-06-15,TC-R3LLF03-W/H0029,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LLF03-W,PVT05,,
2022-06-18,TC-R3LLF03-W/H0030,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,0,0,1.12,UPSTREAM LOSS,WARDAH,TC-R3LLF03-W,PVT05,,
2022-06-15,TC-R3LLF03-W/H0028,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,0,0,1.41,UPSTREAM LOSS,WARDAH,TC-R3LLF03-W,PVT05,,
2022-06-15,TC-R3LLF03-W/H0028,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,0,4.69,3.17,DOWNSTREAM LOSS,WARDAH,TC-R3LLF03-W,PNP01,0.01262,0.012
2022-06-15,TC-R3LLF03-W/H0029,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,2.922,2.42,7.098,DOWNSTREAM LOSS,WARDAH,TC-R3LLF03-W,PNP01MANUAL,0.01232,0.012
2022-06-18,TC-R3LLF03-W/H0030,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,0,2.38,7.11,DOWNSTREAM LOSS,WARDAH,TC-R3LLF03-W,PNP01,0.01232,0.012
2022-06-22,TC-R3LLF03-W/H0031,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,4.174,4.08,3.136,DOWNSTREAM LOSS,WARDAH,TC-R3LLF03-W,PNP01,0.01254,0.012
2022-06-10,TC-R3LLF04-W/H0027,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 04 NATURAL 12 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LLF04-W,PVT05,,
2022-06-23,TC-R3LLF04-W/H0029,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 04 NATURAL 12 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LLF04-W,PVT05,,
2022-06-23,TC-R3LLF04-W/H0028,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 04 NATURAL 12 G,0,0,1.13,UPSTREAM LOSS,WARDAH,TC-R3LLF04-W,PVT05,,
2022-06-03,TC-R3LLF04-W/H0023,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 04 NATURAL 12 G,0,0,0,UPSTREAM LOSS,WARDAH,TC-R3LLF04-W,PVT07,,
