SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
CAPA-TMUM3C-E;2200006;1;4;2;2904;100;ALLEN & THOMAS CO.,LTD;1105;;
CAPA-TMUM4LM-E;2200006;1;4;2;1452;100;ALLEN & THOMAS CO.,LTD;1106;;
CAPA-TVEMR2-WAL;2200032;1;16;2;24000;100;ESMIN CO., LTD.;1107;202104;
CAPA-WCADLPR0-W;2200089;1;4;2;300000;630;TECHPACK ASIA, PT;1108;202217;
CAPA-WCPRLR0-W;2200120;1;14;2;15000;100;SHAMROCK (HK) LIMITED;1109;202206;
CAPA-WCTR0-E;2306377;1;11;2;50000;100;YU RONG COSMETICS PACKAGING LIMITED;1110;202104;
CAPA-WCVML10R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1111;202217;
CAPA-WCVML10R1-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1112;202217;
CAPA-WCVML11R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1113;202217;
CAPA-WCVML11R1-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1114;202146;
CAPA-WCVML12R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1115;202217;
CAPA-WCVML12R1-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1116;202217;
CAPA-WCVML13R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1117;202217;
CAPA-WCVML13R1-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1118;202217;
CAPA-WCVML14R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1119;202217;
CAPA-WCVML14R1-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1120;202146;
CAPA-WCVML9R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1121;202217;
CAPA-WCVML9R1-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1122;202146;
CAPA-WCVMLM1R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1123;202217;
CAPA-WCVMLM1R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;1124;202104;
CAPA-WCVMLM1R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1125;202146;
CAPA-WCVMLM2R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1126;202217;
CAPA-WCVMLM2R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1127;202146;
CAPA-WCVMLM3R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1128;202217;
CAPA-WCVMLM3R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;1129;202104;
CAPA-WCVMLM3R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1130;202146;
CAPA-WCVMLM4R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1131;202217;
CAPA-WCVMLM4R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;1132;202104;
CAPA-WCVMLM4R2-W;2200089;1;1;2;50000;630;TECHPACK ASIA, PT;1133;202146;
CAPA-WCVMLM5R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1134;202217;
CAPA-WCVMLM5R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;1135;202104;
CAPA-WCVMLM5R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1136;202146;
CAPA-WCVMLM6R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1137;202217;
CAPA-WCVMLM6R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1138;202146;
CAPA-WCVMLM7R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1139;202217;
CAPA-WCVMLM7R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;1140;202104;
CAPA-WCVMLM7R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;1141;202146;
CAPA-WCVMLM8R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;1142;202217;
CAPA-WCVMLM8R2-W;2200089;1;1;2;50000;630;TECHPACK ASIA, PT;1143;202146;
CAPA-WEMLNSR0-W;2200089;1;4;2;150000;630;TECHPACK ASIA, PT;1144;202104;
CAPA-WLSR0-E;2200089;1;4;2;25000;693;TECHPACK ASIA, PT;1145;202130;
CAPA-WPSLTR0-MO;2306377;1;11;2;10000;100;YU RONG COSMETICS PACKAGING LIMITED;1146;202104;
CAPA-WPVLSR0-MO;2306377;1;11;2;50000;100;YU RONG COSMETICS PACKAGING LIMITED;1147;202104;
CAPC-BMLPR1-EASBS;2200093;1;4;2;10752;896;TIGERMANDIRI PRATAMA, PT;1148;202104;
CAPC-BMLPR2-E;2200004;1;4;2;10000;1360;ALBEA RIGID PACKAGING, PT;1149;202120;
CAPC-BMLPR2-E;2200089;1;4;2;10000;1360;TECHPACK ASIA, PT;1150;202119;
CAPC-CGRPR0-W;2200093;1;5;2;10200;600;TIGERMANDIRI PRATAMA, PT;1151;202104;
CAPC-CHCLR0-MO;2200127;1;12;2;50000;100;BEAUTY (SUZHOU) PLASTIC TECHNOLOGY CO.,LTD.;1152;202104;
CAPC-CSGC1R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1153;202104;
CAPC-CSGC2R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1154;202104;
CAPC-CSGC3R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1155;202104;
CAPC-CSGC4R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1156;202104;
CAPC-CSGC5R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1157;202104;
CAPC-CULML10R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1158;202217;
CAPC-CULML10TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1159;202133;
CAPC-CULML11R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1160;202217;
CAPC-CULML11TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1161;202133;
CAPC-CULML12R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1162;202217;
CAPC-CULML12TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1163;202133;
CAPC-CULML13R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1164;202217;
CAPC-CULML13TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1165;202133;
CAPC-CULML1R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1166;202217;
CAPC-CULML2R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1167;202217;
CAPC-CULML3R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1168;202217;
CAPC-CULML4R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1169;202217;
CAPC-CULML5R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1170;202217;
CAPC-CULML6R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1171;202217;
CAPC-CULML7R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1172;202217;
CAPC-CULML8R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1173;202217;
CAPC-CULML9R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1174;202217;
CAPC-CULML9TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1175;202133;
CAPC-DMLPR0-EASBS;2200004;1;9;2;10200;750;ALBEA RIGID PACKAGING, PT;1176;202201;
CAPC-DMLPR0-EASBS;2200089;1;9;2;10200;750;TECHPACK ASIA, PT;1177;202104;
CAPC-EFSLGNS-W;2309472;1;10;2;50000;100;ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.;1178;202209;
CAPC-EFSLGR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1179;202217;
CAPC-EFSLGT-W;2200089;1;4;2;25536;1064;TECHPACK ASIA, PT;1180;202217;
CAPC-EFSLSNS-W;2309472;1;10;2;50000;100;ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.;1181;202209;
CAPC-EFSLSR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1182;202217;
CAPC-EFSLST-W;2200089;1;4;2;25536;1064;TECHPACK ASIA, PT;1183;202217;
CAPC-ELRLR0-WASBS;2200032;1;17;2;50000;100;ESMIN CO., LTD.;1184;202104;
CAPC-EMLNGR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1185;202217;
CAPC-EMLNHR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1186;202217;
CAPC-EMLNHT-W;2200089;1;4;2;15000;1064;TECHPACK ASIA, PT;1187;202104;
CAPC-EMLRLR0-WRL;2200032;1;17;2;50000;100;ESMIN CO., LTD.;1188;202104;
CAPC-IGCL1R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1189;202104;
CAPC-IGCL2R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1190;202104;
CAPC-IGCL3R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1191;202104;
CAPC-IMCL1R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1192;202104;
CAPC-IMCL2R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1193;202104;
CAPC-IMCL3R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1194;202104;
CAPC-IMCL4R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1195;202104;
CAPC-IMCL5R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1196;202104;
CAPC-IMCL6R0-WSM;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1197;202104;
CAPC-IMSLR0-WSM;2200044;1;6;2;105840;1764;KEMAS INDAH MAJU, PT;1198;202104;
CAPC-LEBR0-WGRE;2200032;1;19;2;50000;100;ESMIN CO., LTD.;1199;202228;
CAPC-LLPR0-WASBS;2200004;1;9;2;10200;750;ALBEA RIGID PACKAGING, PT;1200;202229;
CAPC-LLPR0-WASBS;2200089;1;9;2;10200;750;TECHPACK ASIA, PT;1201;202104;
CAPC-LLR2-WMS;2200044;1;6;2;31050;3105;KEMAS INDAH MAJU, PT;1202;202104;
CAPC-LLR3-WMS;2200044;1;6;2;100000;3105;KEMAS INDAH MAJU, PT;1203;202104;
CAPC-LMMMR0-E;2305884;1;2;2;20000;2016;NATAMAS PLAST, PT;1204;202133;
CAPC-LMOSR0-E;2305884;1;2;2;20000;2016;NATAMAS PLAST, PT;1205;202133;
CAPC-LMR0-EPPNF;2200093;1;4;2;10000;1440;TIGERMANDIRI PRATAMA, PT;1206;202208;
CAPC-LMR1-E;2305884;1;4;2;20000;672;NATAMAS PLAST, PT;1207;202148;
CAPC-LMVPR0-E;2305884;1;2;2;20000;2016;NATAMAS PLAST, PT;1208;202133;
CAPC-LOUR0-ESP;2310113;1;20;2;20000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;1209;202203;
CAPC-LSRR0-EAS;2200089;1;5;2;10000;1064;TECHPACK ASIA, PT;1210;202207;
CAPC-LSRR0-EAS;2200093;1;5;2;20160;1064;TIGERMANDIRI PRATAMA, PT;1211;202208;
CAPC-LUHMBR0-MOB;2200044;1;6;2;31050;3105;KEMAS INDAH MAJU, PT;1212;202104;
CAPC-MTCR0-E;2200044;1;6;2;50000;1380;KEMAS INDAH MAJU, PT;1213;202104;
CAPC-PSLMMMR0-E;2305884;1;2;2;200;100;NATAMAS PLAST, PT;1214;202131;
CAPC-PSLMOSR0-E;2305884;1;2;2;200;100;NATAMAS PLAST, PT;1215;202131;
CAPC-PSLMVPR0-E;2305884;1;2;2;200;100;NATAMAS PLAST, PT;1216;202131;
CAPC-SFLPR0-EASBS;2200093;1;4;2;10752;896;TIGERMANDIRI PRATAMA, PT;1217;202104;
CAPC-SFLPR1-E;2200004;1;4;2;10000;1360;ALBEA RIGID PACKAGING, PT;1218;202120;
CAPC-SPRR1-MOSBS;2200004;1;12;2;10200;750;ALBEA RIGID PACKAGING, PT;1219;202207;
CAPP-2IN1SMR0-E;2200093;1;5;2;10000;630;TIGERMANDIRI PRATAMA, PT;1220;202208;
CAPP-CMPR0-W;2200120;1;14;2;25000;100;SHAMROCK (HK) LIMITED;1221;202104;
CAPP-DSMALL-MOAS;2200004;1;9;2;10080;2880;ALBEA RIGID PACKAGING, PT;1222;202207;
CAPP-ELCFEC-WLD;2200093;1;4;2;10000;250;TIGERMANDIRI PRATAMA, PT;1223;202104;
CAPP-GGCUVCM20R0-BL;2200160;1;12;2;10000;525;GUANGDONG SHENGWEI GLASS TECHNOLOGY CO., LTD;1224;202234;
CAPP-GSDR0-W;2310113;1;18;2;100000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;1225;202203;
CAPP-HRDADGR0-W;2200028;1;4;2;50000;504;DYNAPLAST, PT;1226;202104;
CAPP-HRMRNGR0-W;2200028;1;4;2;60000;504;DYNAPLAST, PT;1227;202201;
CAPP-HSRFPR0-MO;2307799;1;14;2;10000;100;HCP PACKAGING HONG KONG, LTD;1228;202104;
CAPP-LDC30RC-WPP;2200093;0.6;4;2;10296;792;TIGERMANDIRI PRATAMA, PT;1229;202208;
CAPP-LDC30RLR0-W;2305884;1;4;2;50000;600;NATAMAS PLAST, PT;1230;202104;
CAPP-LDG30RLR0-W;2305884;1;4;2;50000;600;NATAMAS PLAST, PT;1231;202201;
CAPP-LNC30RC-WPP;2200093;0.6;4;2;10296;792;TIGERMANDIRI PRATAMA, PT;1232;202208;
CAPP-LNC30RLR0-W;2305884;0.5;4;2;50000;600;NATAMAS PLAST, PT;1233;202210;
CAPP-LNC30RLTM-W;2200093;0.5;5;2;50400;840;TIGERMANDIRI PRATAMA, PT;1234;202104;
CAPP-MUQB30F-B;2200160;1;12;2;400;400;GUANGDONG SHENGWEI GLASS TECHNOLOGY CO., LTD;1235;202233;
CAPP-PGSMR0-W;2200028;1;4;2;25000;504;DYNAPLAST, PT;1236;202201;
CAPP-QLPR0-IP;2200120;1;12;2;25000;672;SHAMROCK (HK) LIMITED;1237;202146;
CAPP-R100GREENO-PP;2200036;1;4;2;10368;1485;HIDAYAT PUTRA INDUSTRI, PT;1238;202104;
CAPP-R100PEACHS-PP;2200036;1;4;2;10368;1485;HIDAYAT PUTRA INDUSTRI, PT;1239;202204;
CAPP-R100PINKR-PP;2200036;1;4;2;10368;1485;HIDAYAT PUTRA INDUSTRI, PT;1240;202104;
CAPP-R100PURPLE-PP;2200036;1;4;2;10368;1485;HIDAYAT PUTRA INDUSTRI, PT;1241;202104;
CAPP-R100VIOLET-PP;2200036;1;4;2;10368;1485;HIDAYAT PUTRA INDUSTRI, PT;1242;202104;
CAPP-R100WHITEM-PP;2200036;1;4;2;10368;1485;HIDAYAT PUTRA INDUSTRI, PT;1243;202204;
CAPP-R150BRR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1244;202104;
CAPP-R150GRR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1245;202104;
CAPP-R150PCR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1246;202148;
CAPP-R150PIR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1247;202208;
CAPP-R150PUR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1248;202208;
CAPP-R150VIR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1249;202208;
CAPP-R150WHR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1250;202208;
CAPP-R250BLACK-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1251;202104;
CAPP-R250GRR1-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1252;202208;
CAPP-R250SILVER-PP;2200077;1;4;2;10350;345;SANPAK UNGGUL, PT;1253;202104;
CAPP-SLBR0-EAS;2200004;1;9;2;10920;2880;ALBEA RIGID PACKAGING, PT;1254;202207;
CAPP-SLBR0-EAS;2200089;1;9;2;10920;2880;TECHPACK ASIA, PT;1255;202104;
CAPP-SRLSR0-EASABS;2200004;1;9;2;10920;2880;ALBEA RIGID PACKAGING, PT;1256;202207;
CAPS-BSLPR2-EM;2200004;1;4;2;10000;2500;ALBEA RIGID PACKAGING, PT;1257;202201;
CAPS-PBTBPR1-W;2200028;1;4;2;80000;13680;DYNAPLAST, PT;1258;202219;
CASE-WS45W-;2200006;1;10;2;20000;100;ALLEN & THOMAS CO.,LTD;1259;;
CMLS-201ECMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1260;202104;
CMLS-202HWMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1261;202104;
CMLS-203CSMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1262;202104;
CMLS-204FMMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1263;202104;
CMLS-205JSMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1264;202104;
CMLS-206GDMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1265;202104;
CMLS-207LBMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1266;202104;
CMLS-208SLMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1267;202104;
CMLS-209ROMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1268;202104;
CMLS-210HOMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1269;202104;
CMLS-211TRMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1270;202104;
CMLS-212CHMOR1-X;2304792;1;20;2;7000;1;ELEGANT BEST INVESTMENT LTD.;1271;202104;
CONT-ABPCB-WASABS;2200093;1;4;2;10304;448;TIGERMANDIRI PRATAMA, PT;1272;202104;
CONT-BAREXPPLR0-W;2200148;1;10;2;30000;2880;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1273;202139;
CONT-BARPSFEXPPLR0-W;2200148;1;2;2;500;100;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1274;202129;
CONT-BARPSTEPLR0-E;2200148;1;3;2;200;200;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1275;;
CONT-BARTEPLR0-E;2200148;1;11;2;30000;2880;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;1276;;
CONT-BMLPR1-EASNF;2200093;1;4;2;10304;448;TIGERMANDIRI PRATAMA, PT;1277;202104;
CONT-BMLPR2-E;2200004;1;4;2;10000;390;ALBEA RIGID PACKAGING, PT;1278;202217;
CONT-BOEW-SAN;2200004;1;6;2;10200;510;ALBEA RIGID PACKAGING, PT;1279;202104;
CONT-BOLB1MOASA-2PSC;2200093;1;6;2;10080;420;TIGERMANDIRI PRATAMA, PT;1280;202104;
CONT-CCC01R0-W;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1281;202206;
CONT-CCC02R0-W;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1282;202206;
CONT-CCMB01R0-W;2200089;1;4;2;15000;540;TECHPACK ASIA, PT;1283;202217;
CONT-CCMB02R0-W;2200089;1;4;2;15000;540;TECHPACK ASIA, PT;1284;202217;
CONT-CCMB03R0-W;2200089;1;4;2;15000;540;TECHPACK ASIA, PT;1285;202217;
CONT-CGRPR0-W;2200093;1;5;2;10080;280;TIGERMANDIRI PRATAMA, PT;1286;202104;
CONT-CHCLR0-MO;2200127;1;12;2;50000;100;BEAUTY (SUZHOU) PLASTIC TECHNOLOGY CO.,LTD.;1287;202104;
CONT-CHCPR0-W;2200089;1;5;2;10000;180;TECHPACK ASIA, PT;1288;202210;
CONT-CLBPER0-E;2200131;1;10;2;25000;100;DERIK INDUSTRIAL CO.,LTD;1289;202104;
CONT-CLBPIR0-E;2200131;1;10;2;25000;100;DERIK INDUSTRIAL CO.,LTD;1290;202104;
CONT-CLBR0-ENS;2303688;1;26;2;12000;100;JIEYANG SEN FA PLASTIC CO. LTD;1291;202104;
CONT-CLBR0-ENS;2310113;1;25;2;12000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;1292;202203;
CONT-CLHNTR0-E;2200131;1;10;2;10000;100;DERIK INDUSTRIAL CO.,LTD;1293;202104;
CONT-CLHPR0-E;2200089;1;4;2;15000;500;TECHPACK ASIA, PT;1294;202217;
CONT-CPGCR0-W;2200089;1;4;2;50000;168;TECHPACK ASIA, PT;1295;202207;
CONT-CPLPBR0-W;2200089;1;4;2;10000;168;TECHPACK ASIA, PT;1296;202207;
CONT-CPSPFR0-W;2200089;1;4;2;30000;147;TECHPACK ASIA, PT;1297;202207;
CONT-CPWR2-ASABS;2200093;1;5;2;10140;390;TIGERMANDIRI PRATAMA, PT;1298;202104;
CONT-CQEPR0-W;2200089;1;5;2;10000;180;TECHPACK ASIA, PT;1299;202207;
CONT-CSBDC9R0-W;2305884;1;4;2;40000;672;NATAMAS PLAST, PT;1300;202210;
CONT-CSGC1R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1301;202206;
CONT-CSGC2R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1302;202206;
CONT-CSGC3R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1303;202206;
CONT-CSGC4R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1304;202206;
CONT-CSGC5R0-MONF;2200120;1;14;2;10000;100;SHAMROCK (HK) LIMITED;1305;202206;
CONT-CULML10R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1306;202217;
CONT-CULML10TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1307;202133;
CONT-CULML11R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1308;202217;
CONT-CULML11TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1309;202133;
CONT-CULML12R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1310;202217;
CONT-CULML12TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1311;202133;
CONT-CULML13R0-W;2200089;1;4;2;10000;100;TECHPACK ASIA, PT;1312;202207;
CONT-CULML13TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1313;202133;
CONT-CULML1R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1314;202217;
CONT-CULML2R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1315;202217;
CONT-CULML3R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1316;202217;
CONT-CULML4R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1317;202217;
CONT-CULML5R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1318;202217;
CONT-CULML6R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1319;202217;
CONT-CULML7R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1320;202217;
CONT-CULML8R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1321;202217;
CONT-CULML9R0-W;2200089;1;8;2;25000;1064;TECHPACK ASIA, PT;1322;202217;
CONT-CULML9TR0-W;2200093;1;4;2;20000;926;TIGERMANDIRI PRATAMA, PT;1323;202133;
CONT-CVPFR0-W;2200089;1;4;2;50000;168;TECHPACK ASIA, PT;1324;202104;
CONT-DMCPR1-E;2305884;1;4;2;40000;364;NATAMAS PLAST, PT;1325;202210;
CONT-DMCR0-E;2200089;1;4;2;25000;168;TECHPACK ASIA, PT;1326;202231;
CONT-DMLPR0-EASBS;2200004;1;9;2;10200;300;ALBEA RIGID PACKAGING, PT;1327;202229;
CONT-DMLPR0-EASBS;2200089;1;9;2;10200;300;TECHPACK ASIA, PT;1328;202104;
CONT-EBOR0-WRL;2200093;1;6;2;10080;420;TIGERMANDIRI PRATAMA, PT;1329;202104;
CONT-EBROWR0-EAS;2200004;1;6;2;10404;612;ALBEA RIGID PACKAGING, PT;1330;202216;
CONT-EEPR0-WRL;2200089;1;12;2;30000;260;TECHPACK ASIA, PT;1331;202124;
CONT-EFCCR0-W;2200120;1;8;2;30000;100;SHAMROCK (HK) LIMITED;1332;202127;
CONT-EFSLGR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1333;202104;
CONT-EFSLSNS-W;2309472;1;10;2;50000;100;ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.;1334;202209;
CONT-EFSLSR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1335;202207;
CONT-EGHR0-WRL;2200093;1;5;2;10080;420;TIGERMANDIRI PRATAMA, PT;1336;202104;
CONT-EIMPFR0-WIP;2305884;1;4;2;100000;800;NATAMAS PLAST, PT;1337;202210;
CONT-ELELMR0-W;2305884;1;4;2;20000;800;NATAMAS PLAST, PT;1338;202210;
CONT-ELERLR0-WPP;2305884;1;4;2;100000;800;NATAMAS PLAST, PT;1339;202210;
CONT-ELFPR2-WPSN;2200004;1;6;2;10080;96;ALBEA RIGID PACKAGING, PT;1340;202104;
CONT-ELPCR0-MO;2305884;1;4;2;20000;800;NATAMAS PLAST, PT;1341;202210;
CONT-ELRLR0-WASBS;2200032;1;19;2;50000;100;ESMIN CO., LTD.;1342;202104;
CONT-ELTCRER0-W;2305884;1;4;2;20000;1000;NATAMAS PLAST, PT;1343;202210;
CONT-EMLNGR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1344;202104;
CONT-EMLNHR0-WASSM;2200089;1;4;2;20216;1064;TECHPACK ASIA, PT;1345;202207;
CONT-EMLRLR0-WRL;2200032;1;19;2;50000;100;ESMIN CO., LTD.;1346;202104;
CONT-ESEW-SAN;2200004;1;6;2;10200;510;ALBEA RIGID PACKAGING, PT;1347;202216;
CONT-ESFBBLP-WASBS;2200093;1;4;2;10304;448;TIGERMANDIRI PRATAMA, PT;1348;202104;
CONT-ESLB3MOASA-2PSC;2200093;1;5;2;10080;420;TIGERMANDIRI PRATAMA, PT;1349;202104;
CONT-ESPNR0-MO;2200089;1;12;2;10400;260;TECHPACK ASIA, PT;1350;202104;
CONT-ESPR-ESAN;2200004;1;6;2;10404;612;ALBEA RIGID PACKAGING, PT;1351;202216;
CONT-ESPSR0-MO;2200089;1;12;2;10400;260;TECHPACK ASIA, PT;1352;202104;
CONT-ETWCRLR0-WASBS;2200089;0.6;4;2;10080;240;TECHPACK ASIA, PT;1353;202104;
CONT-ETWCRLR0-WASBS;2200093;0.4;5;2;10080;280;TIGERMANDIRI PRATAMA, PT;1354;202104;
CONT-HLGCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1355;202104;
CONT-ICDMCR0-E;2200089;1;4;2;25000;168;TECHPACK ASIA, PT;1356;;
CONT-ICEFCCR0-W;2200120;1;8;2;30000;100;SHAMROCK (HK) LIMITED;1357;202127;
CONT-ICHLGCR0-MO;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;1358;202104;
