"Product/Internal Reference","Product/Product Name","Location","Lot/Serial Number","Inventoried Quantity","Reserved Quantity","Unit of Measure"
"TEXA---K","SRF2-AAB","JTK 6/Stock/RM/RIL-I-S","GBMJTK6/GK14022","1.16415321826935e-10","1.16415321826935e-10","g"
"TALC-OSBRTPD-X","PWD3-AAI","JTK 6/Stock/RM/RIL-I-S","GBMJTK6/GJ10055","1.01863406598568e-10","1.01863406598568e-10","g"
"UVIN-MC80-BASF","SCR1-AAC","JTK 6/Stock/RM/Release-RM","GBMJTK6/HA07069","5.82076609134674e-11","5.82076609134674e-11","g"
"VITA-B3PC-X","AAG3-AAF","JTK 6/Stock/RM/Release-RM","GBMJTK6/HB05033","2.3283064365387e-10","2.3283064365387e-10","g"
"EMU-CTL8-X","EMO1-AGI","JTK 6/Stock/RM/Release-RM","GBMJTK6/HB07013","5.82076609134674e-11","5.82076609134674e-11","g"
"WARN-BG3745-","CLR3-GRN-AAD","JTK 6/Stock/RM/GD-DB-04","AI23","50000.0","0.0","g"
"SAMP-NW377-X","Sampel Parfum Night Warrior 377","JTK 6/Stock/RM/Release-RM","GBMJTK6/HF05021","0.00439999999999996","0.0","kg"
"SURF-DIAK-X","SRF1-ABH","JTK 6/Stock/RM/Release-RM","GBMJTK6/HG14081","4.41998868061511e-14","0.0039000000000442","kg"
"TEXA---K","SRF2-AAB","JTK 6/Stock/RM/Release-RM","GBMJTK6/HJ13073","1.16415321826935e-10","0.0","g"
"AMI-GCK12H-X","SRF1-ABE","JTK 6/Stock/RM/Release-RM","GBMJTK6/HJ14051","9.82254277914762e-11","0.0","g"
"KAOL-JP100-X","PWD3-ADH","JTK 6/Stock/RM/Release-RM","GBMJTK6/HJ21055","5.82076609134674e-11","5.82076609134674e-11","g"
"EMUL-WLALA99-X","EMS3-AJAAD","JTK 6/Stock/RM/Release-RM","GBMJTK6/HJ22089","9.89876583479266e-16","0.00110000000000099","kg"
"EMUL-EMLP-X","EMS3-ABD","JTK 6/Stock/RM/Release-RM","GBMJTK6/HK12064","1.69135538907739e-16","0.00450000000000017","kg"
"GLYC--ECOS-K","EMO1-ABD","JTK 6/Stock/RM/Release-RM","GBMJTK6/HK16048","5.82076609134674e-11","0.0","g"
"EMUL-EMLP-X","EMS3-ABD","JTK 6/Stock/RM/Release-RM","GBMJTK6/HK19117","1.09721259855533e-16","0.00300000000000011","kg"
"WARN-CLRBDX-X","CLR3-VLT-AAE","JTK 6/Stock/RM/GD-AC-03","GBMJTK6/GG31130","4500.0","0.0","g"
"GLYC--ECOS-K","EMO1-ABD","JTK 6/Stock/RM/Release-RM","GBMJTK6/HL02024","1.16415321826935e-10","0.0","g"
"GLYC--ECOS-K","EMO1-ABD","JTK 6/Stock/RM/GOR-B-03","GBMJTK6/HL02060","1.16415321826935e-10","0.0","g"
"TALC-OSBRTPD-X","PWD3-AAI","JTK 6/Stock/RM/Release-RM","GBMJTK6/HL11098","5.82076609134674e-11","0.0","g"
"TEXA---K","SRF2-AAB","JTK 6/Stock/RM/Release-RM","GBMJTK6/HL10102","5.82076609134674e-11","0.0","g"
"MYRI-SOCI-X","RHM3-AAI","JTK 6/Stock/RM/GD-F-10","GBMJTK6/HL21149","1.16415321826935e-10","0.0","g"
"STA--C18-K","WAX3-ABE","JTK 6/Stock/RM/Release-RM","GBMJTK6/IC10084","1.45519152283669e-11","1.01863406598568e-10","g"
"SUNS-HYAB-X","SCR3-ABC","JTK 6/Stock/RM/GOR-H-05","GBMJTK6/ID01058","1.27979224440189e-15","0.00372000000000128","kg"
"TALC-OSBRTPD-X","PWD3-AAI","JTK 6/Stock/RM/Release-RM","GBMJTK6/ID07070","5.82076609134674e-11","0.0","g"
"SUNS-HYAB-X","SCR3-ABC","JTK 6/Stock/RM/GD-B-40","GBMJTK6/ID20078","5.19766521489551e-16","19.9913","kg"
"EMUL-LCG-X","RHM3-AFH","JTK 6/Stock/RM/GD-FC-04","GBMJTK6/HA13076","5000.0","0.0","g"
"SAMP-CDWXCG7-X","Sampel Candelilla Wax CG-7","JTK 6/Stock/RM/GD-AA-05","190904","10000.0","0.0","g"
"SAMP-IMTD2-X","Parfum Immuni Tea Mod 2 Ex. Givaudan, France","JTK 6/Stock/RM/GD-AC-A2","GBMJTK6/HH10036","25.0","0.0","kg"
"ACTI-WLHA-AM","WBE1-ADA","JTK 6/Stock/RM/GD-AC-B2","GBMJTK6/II29075","10.0","0.0","kg"
"ACTI-HYRP-X","MST3-AAI","JTK 6/Stock/RM/GD-AC-B3","GBMJTK6/IG15165","100.0","0.0","g"
"ACTI-BTWH-X","WHT1-AAC","JTK 6/Stock/RM/GD-AC-C5","GBMJTK6/IF28059","5000.0","0.0","g"
"ACTI-WLHA-AM","WBE1-ADA","JTK 6/Stock/RM/GD-AC-C5","GBMJTK6/HL03045","4.9","0.0","kg"
"BENT-BGVS5PC-X","RHM2-AAD","JTK 6/Stock/RM/Release-RM","GBMJTK6/IL07008","9.45874489843845e-11","0.0","g"
"POWD-GHHDI-X","PWD3-BAAAD","JTK 6/Stock/RM/GOR-L-16","GBMJTK6/IL21009","0.00177999999999656","0.0","kg"
"SERI-LLSCFSE-X","PWD3-AIF","JTK 6/Stock/RM/GG-C1-01","GBMJTK6/GE2143","1250.0","0.0","g"
"EMUL-WLALA99-X","EMS3-AJAAD","JTK 6/Stock/RM/GOR-E-48","GBMJTK6/IL13048","9.9999998894873e-06","0.0","kg"
"WARN-BL98-X","CLR3-BLK-ABC","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/GF1263","300.0","0.0","g"
"EXTR-RW-R-X","WBE1-ACF","JTK 6/Stock/RM/GOR-E-08","GBMJTK6/JA06072","200000.0","0.0","g"
"EXTR-RW-R-X","WBE1-ACF","JTK 6/Stock/RM/GOR-E-08","GBMJTK6/JA06071","200000.0","0.0","g"
"SAMP-GPWDUSQ-X","Sampel Granpowder USQ","JTK 6/Stock/RM/GG-C1-09","GBMJTK6/HC31041","20000.0","0.0","g"
"WARN-7702-","Warna C14-7702","JTK 6/Stock/RM/GG-C1-05","1EB2826","106.0","0.0","g"
"SURF-EC702C-X","SRF2-BCACA","JTK 6/Stock/RM/Release-RM","GBMJTK6/IL15155","0.00145999999998025","0.00145999999998025","kg"
"EXTR-RW-R-X","WBE1-ACF","JTK 6/Stock/RM/GOR-E-08","GBMJTK6/JA06069","200000.0","0.0","g"
"EXTR-RW-R-X","WBE1-ACF","JTK 6/Stock/RM/GOR-E-08","GBMJTK6/JA06070","200000.0","0.0","g"
"SILC-MKOL-X","RHM3-AFA","JTK 6/Stock/RM/AA-06B1","GBMJTK6/IK18093","6000.0","0.0","g"
"SILC-MKOL-X","RHM3-AFA","JTK 6/Stock/RM/AA-06B1","GBMJTK6/IK18094","6000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/DA-07B2","GBMJTK6/HK04158","31000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/DA-07B2","GBMJTK6/HK09103","19982.8","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/DA-07B2","GBMJTK6/HJ19122","30000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/DA-07B2","GBMJTK6/HJ05167","40000.0","0.0","g"
"WAX-LNALWJ-X","WAX2-AAD","JTK 6/Stock/RM/DA-09B1","GBMJTK6/IG22142","100.0","0.0","kg"
"ACTI-BWCTA-X","MST2-AAE","JTK 6/Stock/RM/EA-06B1","GBMJTK6/IL08091","40.0","0.0","kg"
"ACTI-BWCTA-X","MST2-AAE","JTK 6/Stock/RM/EA-06B1","GBMJTK6/IK15122","20.0","0.0","kg"
"ACTI-BWCTA-X","MST2-AAE","JTK 6/Stock/RM/EA-06B2","GBMJTK6/IK23120","20.0","0.0","kg"
"ACTI-BWCTA-X","MST2-AAE","JTK 6/Stock/RM/EA-06B2","GBMJTK6/IK23119","40.0","0.0","kg"
"WAX-LNALWJ-X","WAX2-AAD","JTK 6/Stock/RM/DA-09B1","GBMJTK6/JA20086","180.0","0.0","kg"
"ACTI-VCR-X","APL3-AAF","JTK 6/Stock/RM/GG-H1-02","GBMJTK6/HL28096","9000.0","0.0","g"
"ASAM-A-CAAH-K","PRV3-AAH","JTK 6/Stock/RM/GD-AB-02","GBMJTK6/HB12015","4154.0","0.0","g"
"ASAM-A-CAAH-K","PRV3-AAH","JTK 6/Stock/RM/Repack-RM","GBMJTK6/II02017","19000.0","0.0","g"
"EMU-CSAL-X","EMO3-AAD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IG16040","15100.0","0.0","g"
"EMU-EPHV-X","DSP1-AAB","JTK 6/Stock/RM/GG-B1-02","GBMJTK6/HC24006","15000.0","0.0","g"
"EMUL-LCG-X","RHM3-AFH","JTK 6/Stock/RM/GG-C1-09","GBMJTK6/HA08041","10000.0","0.0","g"
"EMUL-LCG-X","RHM3-AFH","JTK 6/Stock/RM/GG-C1-09","GBMJTK6/HL03037","20000.0","0.0","g"
"EMUL-LCG-X","RHM3-AFH","JTK 6/Stock/RM/GG-D1-09","GBMJTK6/HL03036","5000.0","0.0","g"
"EMU-SCM3EST-X","EMO1-AEH","JTK 6/Stock/RM/GG-D1-09","GBMJTK6/HI16024","15900.0","0.0","g"
"EMU-SCM3EST-X","EMO1-AEH","JTK 6/Stock/RM/GG-D1-09","GBMJTK6/HI16025","31800.0","0.0","g"
"LILI-HRC22-X","WAX3-ADC","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IL21168","6781.4","0.0","g"
"MICA-LLMC5500-X","PWD3-AIG","JTK 6/Stock/RM/GG-C1-01","GBMJTK6/GA18288","1250.0","0.0","g"
"MICA-PF-5-X","PWD3-ABB","JTK 6/Stock/RM/GG-C1-01","GBMJTK6/FL1166","1700.0","0.0","g"
"NATR-C-SC-K","SLT3-AAJ","JTK 6/Stock/RM/GG-F1-05","GBMJTK6/GJ25025","25000.0","0.0","g"
"OLIV-900BT-X","EMS1-AAG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IE10021","5100.0","0.0","g"
"PARF-CSMI-AM","PRF1-AIC","JTK 6/Stock/RM/GG-D1-06","GBMJTK6/HA27114","250.0","0.0","kg"
"POWD-MCSLKDB-X","PWD3-BAAAI","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IF17137","45.1","0.0","kg"
"POWD-TKLTS-X","PWD3-AHE","JTK 6/Stock/RM/GG-C1-01","GBMJTK6/HI29106","7.45","0.0","kg"
"POWD-TKLTS-X","PWD3-AHE","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IH03068","10.0","0.0","kg"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-D1-06","GBMJTK6/GG29154","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-D1-06","GBMJTK6/GI03151","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-D1-06","GBMJTK6/HA27104","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-E1-07","GBMJTK6/GG29154","20000.0","0.0","g"
"SERI-LLSCFSE-X","PWD3-AIF","JTK 6/Stock/RM/GG-C1-03","GBMJTK6/GE1408","15000.0","0.0","g"
"SERI-LLSCFSE-X","PWD3-AIF","JTK 6/Stock/RM/GG-C1-03","GBMJTK6/GE2143","15000.0","0.0","g"
"SFT-DUBSOD-X","EMO1-AED","JTK 6/Stock/RM/GG-D1-01","GBMJTK6/GH27497","11500.0","0.0","g"
"SILI-345-DC-K","EMO1-ABC","JTK 6/Stock/RM/Repack-RM","GBMJTK6/II02117","87000.0","0.0","g"
"SILI-CMSF600-X","SLC2-AAE","JTK 6/Stock/RM/GG-C1-01","GBMJTK6/GC1928","1200.0","0.0","g"
"SILI-GREL-X","SLC3-ABA","JTK 6/Stock/RM/GG-C1-03","GBMJTK6/HC31042","20000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-D1-04","GBMJTK6/HB17059","180000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-D1-04","GBMJTK6/HB17060","20000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-D1-04","GBMJTK6/HB24185","100000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-D1-05","GBMJTK6/HA27112","20000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-D1-05","GBMJTK6/HB24185","80000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-H1-01","GBMJTK6/HD14023","160000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-H1-01","GBMJTK6/HD14024","160000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-H1-03","GBMJTK6/HC09058","160000.0","0.0","g"
"SILI-SF15-X","SLC1-AAD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/HA08001","50000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/GG-B1-02","GBMJTK6/GL16161","15000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/GG-H1-02","GBMJTK6/HJ26079","40000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/GG-H1-02","GBMJTK6/HK16057","20000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/GG-H1-02","GBMJTK6/HK23058","20000.0","0.0","g"
"SUB-FL-X","PWD3-ABF","JTK 6/Stock/RM/GG-H1-02","GBMJTK6/HL28093","30000.0","0.0","g"
"SUCR-AC01-X","EMS1-ACD","JTK 6/Stock/RM/Repack-RM","6FD1707","153900.0","0.0","g"
"SURF-CCAB-X","SRF1-ABI","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IF30176","195.6","0.0","kg"
"SURF-OLEOD-X","SRF1-ABG","JTK 6/Stock/RM/GG-E-05","GBMJTK6/HB11122","110000.0","0.0","g"
"SURF-OLEOD-X","SRF1-ABG","JTK 6/Stock/RM/GG-E-05","GBMJTK6/HB26072","330000.0","0.0","g"
"TIT-CR50AS-X","PWD3-AGG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IF14044","5000.0","0.0","g"
"WARN-14032-X","CLR3-RED-ACJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IA28060","13600.0","0.0","g"
"WARN-6000G-","CLR3-GLD-AAC","JTK 6/Stock/RM/GG-D-03","AK28","5000.0","0.0","g"
"WARN-BG3745-","CLR3-GRN-AAD","JTK 6/Stock/RM/GD-AB-03","AI10","22000.0","0.0","g"
"WARN-CLOG222--K","CLR3-GLD-AAD","JTK 6/Stock/RM/GG-E1-04","GBMJTK6/GA0893","50000.0","0.0","g"
"WARN-CLOG222--K","CLR3-GLD-AAD","JTK 6/Stock/RM/GG-E1-04","GBMJTK6/FL20229","150000.0","0.0","g"
"WARN-CLOG222--K","CLR3-GLD-AAD","JTK 6/Stock/RM/GG-F1-09","GBMJTK6/GA0893","200000.0","0.0","g"
"WARN-CLONAR-424CB-K","CLR3-RED-ABA","JTK 6/Stock/RM/GG-D1-02","GBMJTK6/FL20226","25000.0","0.0","g"
"WARN-CLOV--K","CLR3-VLT-AAC","JTK 6/Stock/RM/GD-DA-01","6FF0415","25000.0","0.0","g"
"WARN-CY--K","CLR3-YLW-AAH","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IH04020","13300.0","0.0","g"
"WARN-DCR7-X","CLR3-RED-ABJ","JTK 6/Stock/RM/Repack-RM","1EA3140","5500.0","0.0","g"
"WARN-FG-820C-K","CLR3-GRN-AAC","JTK 6/Stock/RM/GG-B1-02","AD19","25000.0","0.0","g"
"WARN-FG-820C-K","CLR3-GRN-AAC","JTK 6/Stock/RM/GG-B1-07","130206","50000.0","0.0","g"
"WARN-FG-820C-K","CLR3-GRN-AAC","JTK 6/Stock/RM/GG-E1-08","AC27","50000.0","0.0","g"
"WARN-R6FM-X","CLR3-RED-AAAAB","JTK 6/Stock/RM/GG-C1-01","GBMJTK6/1DK0708","8750.0","0.0","g"
"WARN-RED3AS-X","CLR3-RED-ABD","JTK 6/Stock/RM/GG-E1-05","GBMJTK6/HI28006","160000.0","0.0","g"
"WARN-RK416-X","CLR3-RED-ACG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/HL28042","900.0","0.0","g"
"WARN-TMRD-X","CLR3-WHT-AAD","JTK 6/Stock/RM/GG-D1-02","GBMJTK6/GB28109","25000.0","0.0","g"
"WARN-TPA502-X","CLR3-RED-ABG","JTK 6/Stock/RM/GG-B1-07","GBMJTK6/GG1143","50000.0","0.0","g"
"WARN-TPA502-X","CLR3-RED-ABG","JTK 6/Stock/RM/GG-H1-06","GBMJTK6/GB1367","47500.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-D-03","GBMJTK6/GL16158","20000.0","137.5","g"
"WARN-FG-820C-K","CLR3-GRN-AAC","JTK 6/Stock/RM/GG-B1-07","121226","22500.0","0.0","g"
"PARF-C072-GIV","PRF1-ACD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IL06083","19000.0","0.0","g"
"WARN-GZ0075-X","CLR3-RED-ACA","JTK 6/Stock/RM/GG-G1-02","GBMJTK6/GL16155","30000.0","0.0","g"
"WARN-GZ0075-X","CLR3-RED-ACA","JTK 6/Stock/RM/GG-G1-02","GBMJTK6/GL09061","59708.1","0.0","g"
"WARN-GZ0075-X","CLR3-RED-ACA","JTK 6/Stock/RM/GG-G1-04","GBMJTK6/GL16154","159980.7","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-G1-05","GBMJTK6/GC2527","17000.0","0.0","g"
"WARN-CLONAR-424CB-K","CLR3-RED-ABA","JTK 6/Stock/RM/GG-G1-05","GBMJTK6/GA0896","50000.0","0.0","g"
"WARN-CLONAR-424CB-K","CLR3-RED-ABA","JTK 6/Stock/RM/GG-G1-05","GBMJTK6/GA0899","25000.0","0.0","g"
"WARN-TMRD-X","CLR3-WHT-AAD","JTK 6/Stock/RM/GG-G1-09","GBMJTK6/GB28108","55000.0","0.0","g"
"WARN-TMRD-X","CLR3-WHT-AAD","JTK 6/Stock/RM/GG-G1-09","GBMJTK6/GB28109","50000.0","0.0","g"
"LAUR-A9912-X","WAX3-ACI","JTK 6/Stock/RM/Release-RM","GBMJTK6/JA26035","9.99990152195096e-06","0.0","g"
"CABO-M5-X","PWD3-AAC","JTK 6/Stock/RM/GOR-E-35","GBMJTK6/JA25092","9.99999065243173e-06","0.0","g"
"PTL-RGCPTPLP-X","VES3-AAB","JTK 6/Stock/RM/CA-05B1","GBMJTK6/IL13121","25.0","0.0","kg"
"PTL-RGCPTPLP-X","VES3-AAB","JTK 6/Stock/RM/CA-05B1","GBMJTK6/IL08088","12.5","0.0","kg"
"SAMP-REJJBOIL-X","SAM1P-BLBFC","JTK 6/Stock/RM/Release-RM","GBMJTK6/JA28068","0.00499999999999998","0.0","kg"
"PARF-CRMOD-X","PRF1-BCACE","JTK 6/Stock/RM/GD-AC-A5","GBMJTK6/JA27082","0.00438999999999723","0.0","kg"
"ACTI-AICE06-X","MST1-BIAJJ","JTK 6/Stock/RM/GD-AC-C4","GBMJTK6/JA31074","0.00141999999999953","0.0","kg"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HF02019","2000.0","0.0","g"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HL14126","2000.0","0.0","g"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HL21092","2000.0","0.0","g"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HI28043","2000.0","0.0","g"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HL28092","2000.0","0.0","g"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HJ05169","1000.0","0.0","g"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HK16059","4000.0","0.0","g"
"WARN-UNK753-X","CLR3-PNK-AAE","JTK 6/Stock/RM/EA-05B2","GBMJTK6/HK23057","6000.0","0.0","g"
"PARF-BRCE-X","PRF1-AKB","JTK 6/Stock/RM/GD-AC-A4","GBMJTK6/JB03119","24933.84","1.90425453183707e-12","g"
"RHM-VLVABE-X","RHM2-BIBCB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JB08145","0.00438999999999901","0.0","kg"
"SUNS-CHMOS-X","SCR1-BHAFI","JTK 6/Stock/RM/Release-RM","GBMJTK6/JB11073","0.00338999999996759","0.0","kg"
"SILI-MCMA-X","SLC1-BGADC","JTK 6/Stock/RM/GOR-C-40","GBMJTK6/JB15082","9.99999996233875e-06","0.0","kg"
"MOIS-PTVT-X","MST1-ACI","JTK 6/Stock/RM/EA-04B2","GBMJTK6/JB04058","0.00474999999999959","0.0","kg"
"GLUC--MC","SAI1-AAB","JTK 6/Stock/RM/EA-02A1","GBMJTK6/JB16091","99933.52","0.0","g"
"POWD-TGDS-X","PWD3-BAAAF","JTK 6/Stock/RM/Release-RM","GBMJTK6/JB03086","0.00462999999996327","0.0","kg"
"SYNC-SCL-X","AAG1-AAG","JTK 6/Stock/RM/GD-AC-B5","GBMJTK6/JB22082","920.4","0.0","g"
"GLUC--MC","SAI1-AAB","JTK 6/Stock/RM/EA-02A1","GBMJTK6/JB16092","59939.52","0.0","g"
"SILI-1202-","SLC1-ABA","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IL07191","700.0","0.0","g"
"EMU-VME5-X","EMS2-AAC","JTK 6/Stock/RM/BA-01A2","GBMJTK6/JC01079","120000.0","0.0","g"
"SUNS-PRSHD-X","SCR1-ABC","JTK 6/Stock/RM/Release-RM","GBMJTK6/JB16087","0.00106999999999857","0.00106999999999857","kg"
"SOLV-BGKHN-X","SLV1-BHAFG","JTK 6/Stock/RM/GOR-F-55","GBMJTK6/JC02017","0.00167999999996482","0.0","kg"
"MYRI-SOCI-X","RHM3-AAI","JTK 6/Stock/RM/GOR-C-30","GBMJTK6/JC14161","0.000989999894748905","0.0","g"
"MYRI-SOCI-X","RHM3-AAI","JTK 6/Stock/RM/GOR-C-29","GBMJTK6/JC14161","9.99995972961187e-06","0.0","g"
"EMU-VME5-X","EMS2-AAC","JTK 6/Stock/RM/BA-07A2","GBMJTK6/JB14070","150000.0","0.0","g"
"SILI-SP105-X","SLC3-AAJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JB04097","2488.12","0.0","g"
"SAMP-DFNSOFT-X","SAM1P-CBACD","JTK 6/Stock/RM/Release-RM","GBMJTK6/JC17006","0.00399999999999999","0.0","kg"
"ACTI-BWCTA-X","MST2-AAE","JTK 6/Stock/RM/EA-06B1","GBMJTK6/IL20226","60.0","0.0","kg"
"PARF-PSVLF-X","PRF1-AKABD","JTK 6/Stock/RM/GOR-E-09","GBMJTK6/JC07104","0.00276999999999106","0.0","kg"
"GLUC--MC","SAI1-AAB","JTK 6/Stock/RM/EA-02A2","GBMJTK6/JC16074","19878.88","0.0","g"
"SMG-S600-X","RHM1-ABC","JTK 6/Stock/RM/GOR-E-24","GBMJTK6/II24076","210000.0","0.0","g"
"WARN-COGO--K","CLR3-YLW-AAD","JTK 6/Stock/RM/GG-I1-07","GBMJTK6/JC17069","49988.92","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/GG-I1-07","GBMJTK6/JC15087","49988.75","0.0","g"
"SURF-EC702C-X","SRF2-BCACA","JTK 6/Stock/RM/GOR-F-46","GBMJTK6/JB03165","0.000379999999950087","0.0","kg"
"SILI-SF15-X","SLC1-AAD","JTK 6/Stock/RM/GOR-B-05","GBMJTK6/HA21003","200000.0","0.0","g"
"EXTR-RW-R-X","WBE1-ACF","JTK 6/Stock/RM/GOR-D-06","GBMJTK6/IK25056","400000.0","0.0","g"
"SOLV-MFLMOD-X","SLV1-BEABF","JTK 6/Stock/RM/GOR-C-02","GBMJTK6/JA19047","182.0","0.0","kg"
"SURF-CTISL-X","SRF1-BFACA","JTK 6/Stock/RM/GOR-A-23","GBMJTK6/IL03104","20.0","0.0","kg"
"SURF-CTISL-X","SRF1-BFACA","JTK 6/Stock/RM/GOR-A-23","GBMJTK6/IL03109","20.0","0.0","kg"
"SURF-CTISL-X","SRF1-BFACA","JTK 6/Stock/RM/GOR-A-23","GBMJTK6/IL03105","20.0","0.0","kg"
"OIL-CA-MS","EMO1-ACA","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JB15189","1421.75","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/GG-D1-03","GBMJTK6/JC22118","49991.7","0.0","g"
"POW-SP50S-X","PWD3-BJBDD","JTK 6/Stock/RM/GOR-C-20","GBMJTK6/IL21067","11.5","0.0","kg"
"WARN-ALRED-X","CLR3-RED-ACF","JTK 6/Stock/RM/GD-BA-01","GBMJTK6/JC25104","987.06","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JC11005","9.98557","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JC11004","29.98605","0.0","kg"
"CREA-01HPB-X","CLR2-WHT-AAJ","JTK 6/Stock/RM/GOR-E-24","GBMJTK6/JC29174","49929.15","0.0","g"
"PARF-GLMSTA-X","PRF1-BLBII","JTK 6/Stock/RM/GD-AC-A2","GBMJTK6/JC14082","25.0","0.0","kg"
"PARF-GLMSTA-X","PRF1-BLBII","JTK 6/Stock/RM/GD-AC-A3","GBMJTK6/JC14082","74.93631","0.0","kg"
"SUNS-PNGEX-X","SCR3-ABD","JTK 6/Stock/RM/GD-BC-02","GBMJTK6/IJ28021","0.98474","0.0","kg"
"SILI-556-DC-K","SLC1-AAC","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JC15018","15000.0","0.0","g"
"SURF-ISULMD-X","SRF1-BHAFC","JTK 6/Stock/RM/GOR-E-54","GBMJTK6/JD07045","190.38335","0.0","kg"
"MYRI-SOCI-X","RHM3-AAI","JTK 6/Stock/RM/GOR-C-33","GBMJTK6/JD08127","9.99989289789983e-06","0.0","g"
"SILI-SFCM56-X","SLC1-ACC","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JD04009","61938.96","0.0","g"
"WARN-S12YL--K","CLR3-YLW-AAG","JTK 6/Stock/RM/CA-06B1","GBMJTK6/JD07013","0.0600000000013097","1.30969540768078e-12","g"
"WARN-TOA403-KF","CLR3-BRW-AAC","JTK 6/Stock/RM/GG-D1-06","GBMJTK6/JD08034","100000.0","5.45696821063757e-12","g"
"GLUC--MC","SAI1-AAB","JTK 6/Stock/RM/EA-02A2","GBMJTK6/JC30083","59896.18","0.0","g"
"ACTI-RCLRP-X","MCR1-AJABB","JTK 6/Stock/RM/GD-AC-B2","GBMJTK6/JD05117","0.00571000000000055","0.0","kg"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/GG-B1-02","GBMJTK6/HK23063","2000.0","0.0","g"
