"Product/Internal Reference","Product/Product Name","Location","Lot/Serial Number","Inventoried Quantity","Reserved Quantity","Unit of Measure"
"EMU-PH-X","EMO1-AEG","JTK 6/Stock/RM/GOR-A-33","GBMJTK6/JH15014","29959.91","2.0961010704923e-12","g"
"MENT-FRGHS-X","CLA1-AAB","JTK 6/Stock/RM/BA-01B2","GBMJTK6/JH15010","14945.58","0.0","g"
"LICO-D-EXTPT40-G","WHT3-AAB","JTK 6/Stock/RM/GD-AC-E3","GBMJTK6/JH15121","600.0","0.0","g"
"BIO-HYAL-BIL","MST3-AAB","JTK 6/Stock/RM/GD-AC-C6","GBMJTK6/JH15152","1300.0","0.0","g"
"BIO-HYAL-BIL","MST3-AAB","JTK 6/Stock/RM/GD-AC-C6","GBMJTK6/JH15153","2200.0","0.0","g"
"EXTR-GS-","WBE1-AAC","JTK 6/Stock/RM/GD-AC-B4","GBMJTK6/JH15158","24958.09","0.0","g"
"GULA-R1-X","EXF3-AAD","JTK 6/Stock/RM/BA-01B2","GBMJTK6/JH11055","49957.75","0.0","g"
"EMUL-KF6017-X","EMS1-ABF","JTK 6/Stock/RM/CA-07A2","GBMJTK6/JH15148","50954.93","0.0","g"
"EMUL-KF6017-X","EMS1-ABF","JTK 6/Stock/RM/CA-07A2","GBMJTK6/JH15147","16946.13","0.0","g"
"EMUL-KF6028-X","EMS1-ABJ","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JH15154","31948.61","0.0","g"
"SILI-KF54HV-X","SLC1-BDADD","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JH15145","35.93654","0.0","kg"
"NATR-C-SC-K","SLT3-AAJ","JTK 6/Stock/RM/BA-10B2","GBMJTK6/GJ25025","50000.0","0.0","g"
"ACTI-BCPL-X","HRC1-ABG","JTK 6/Stock/RM/GD-AC-C2","GBMJTK6/JH15047","4.96095","0.0","kg"
"ACTI-AZCLR-X","ACN1-BDADF","JTK 6/Stock/RM/GD-AC-B1","GBMJTK6/JH15055","29.9631","0.0","kg"
"BEN-BEN-WT","RHM3-ACC","JTK 6/Stock/RM/GOR-B-15","GBMJTK6/JH15082","113374.9","0.0","g"
"EXTR-SILVBG30-X","WHT1-AAD","JTK 6/Stock/RM/GD-AC-B6","GBMJTK6/JH15039","29949.3","0.0","g"
"EMUL-DERMSOLP-","SRF1-AAC","JTK 6/Stock/RM/GOR-F-49","GBMJTK6/JH15089","399927.57","0.0","g"
"MATR-3000-X","AAG1-AAD","JTK 6/Stock/RM/GD-AC-B1","GBMJTK6/JH15202","9922.17","0.0","g"
"EXTR-PHTGRPF-X","WBE1-ACH","JTK 6/Stock/RM/GD-AC-B1","GBMJTK6/JH15196","9.94699","0.0","kg"
"PARF-SILK-","PRF1-ABB","JTK 6/Stock/RM/GD-AC-A3","GBMJTK6/JH15179","24958.48","0.0","g"
"BIO-HYAL-BIL","MST3-AAB","JTK 6/Stock/RM/GD-AC-C6","GBMJTK6/JH15163","1495.35","0.0","g"
"ACTI-MDIC-X","AAG1-AAF","JTK 6/Stock/RM/GD-AC-B5","GBMJTK6/JH15150","3961.97","0.0","g"
"ACTI-MDIC-X","AAG1-AAF","JTK 6/Stock/RM/GD-AC-B5","GBMJTK6/JH15146","2961.98","0.0","g"
"AGF-9051-X","RHM3-AFB","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JC16036","19981.65","0.0","g"
"EXTR-WTCHPF-X","WBE1-AAI","JTK 6/Stock/RM/GD-AC-B5","GBMJTK6/JH15157","44949.6","0.0","g"
"EXTR-WTCHPF-X","WBE1-AAI","JTK 6/Stock/RM/GD-AC-B5","GBMJTK6/JH15156","24949.6","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-C-07","GBMJTK6/HC09058","160000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/GG-E1-08","GBMJTK6/GL16119","20000.0","0.0","g"
"SUNS-PR340-X","SCR1-AAI","JTK 6/Stock/RM/GOR-E-22","GBMJTK6/JH15141","149952.1","0.0","g"
"SUNS-PRSHMS-X","SCR1-ABD","JTK 6/Stock/RM/EA-03A1","GBMJTK6/JH15136","74.95486","0.0","kg"
"SUNS-PRSHMS-X","SCR1-ABD","JTK 6/Stock/RM/EA-03A1","GBMJTK6/JH15138","49.95486","0.0","kg"
"SUNS-PEHS-X","SCR1-AAJ","JTK 6/Stock/RM/EA-04A2","GBMJTK6/JH15131","24.93842","0.0","kg"
"BENE-K200-X","RHM3-ADD","JTK 6/Stock/RM/EA-09B1","GBMJTK6/JH16023","36266.94","0.0","g"
"SILI-2005-DC-K","SLC1-AAH","JTK 6/Stock/RM/GOR-C-40","GBMJTK6/JH16081","100000.0","0.0","g"
"SUNS-PR340-X","SCR1-AAI","JTK 6/Stock/RM/GOR-E-32","GBMJTK6/JH15140","149947.94","0.0","g"
"SUNS-PR340-X","SCR1-AAI","JTK 6/Stock/RM/GOR-E-32","GBMJTK6/JH15142","74947.94","0.0","g"
"POWD-SBK-X","PWD3-AGF","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG04058","9972.74","0.0","g"
"SILI-BE6-X","SLC2-AAF","JTK 6/Stock/RM/GOR-E-11","GBMJTK6/JH16027","300000.0","0.0","g"
"PENG-IPEG-X","PRV1-AAJ","JTK 6/Stock/RM/EA-05A1","GBMJTK6/JH16076","75000.0","0.0","g"
"PENG-IPEG-X","PRV1-AAJ","JTK 6/Stock/RM/EA-05A1","GBMJTK6/JH16077","50000.0","0.0","g"
"PENG-IPEG-X","PRV1-AAJ","JTK 6/Stock/RM/EA-05A1","GBMJTK6/JH16075","124927.08","0.0","g"
"SERI-S-D-K","PWD3-ABG","JTK 6/Stock/RM/AA-01B1","GBMJTK6/JH16222","159981.36","0.0","g"
"SERI-S-D-K","PWD3-ABG","JTK 6/Stock/RM/AA-01B1","GBMJTK6/JH16223","59985.08","0.0","g"
"EMO-SLCHS-X","DSP1-BHAFE","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH16219","9.99999999962142e-06","0.0","kg"
"SOLV-BGKHN-X","SLV1-BHAFG","JTK 6/Stock/RM/GOR-F-32","GBMJTK6/JH16210","199.94432","0.0","kg"
"SOLV-BGKHN-X","SLV1-BHAFG","JTK 6/Stock/RM/GOR-F-34","GBMJTK6/JH16210","400.0","0.0","kg"
"SUNS-HYAB-X","SCR3-ABC","JTK 6/Stock/RM/DA-08A2","GBMJTK6/JH16074","99.98775","0.0","kg"
"CELL-HHRP-X","RHM3-AAJ","JTK 6/Stock/RM/BA-02B1","GBMJTK6/JH16025","50000.0","0.0","g"
"MOIS-TR100-X","MST3-AAG","JTK 6/Stock/RM/AA-04B1","GBMJTK6/JH16024","79975.94","0.0","g"
"POWD-TGHD-X","PWD3-AHF","JTK 6/Stock/RM/GOR-B-21","GBMJTK6/JG05021","49.98759","49.98759","kg"
"PARS-1789-","SCR3-AAB","JTK 6/Stock/RM/GOR-B-20","GBMJTK6/JH15134","139979.98","0.0","g"
"PARS-1789-","SCR3-AAB","JTK 6/Stock/RM/GOR-B-20","GBMJTK6/JH15132","240000.0","0.0","g"
"SILI-BEL803-X","SLC3-AAI","JTK 6/Stock/RM/GOR-C-16","GBMJTK6/JH16026","111988.56","0.0","g"
"SFTC-CC60-X","PWD3-AFA","JTK 6/Stock/RM/GOR-B-10","GBMJTK6/JH11101","9989.25","0.0","g"
"SFTC-CC60-X","PWD3-AFA","JTK 6/Stock/RM/GOR-B-10","GBMJTK6/JH11099","49987.66","0.0","g"
"SILI-KFFA-X","SLC1-ACI","JTK 6/Stock/RM/CA-07A1","GBMJTK6/JH15143","17.95172","0.0","kg"
"SILI-BELEG5-X","SLC2-AAD","JTK 6/Stock/RM/BA-08A2","GBMJTK6/JH16010","359943.74","0.0","g"
"SILI-BEGAEIB-X","SLC2-BAAAG","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JH16012","29.91233","0.0","kg"
"EMUL-MTVT-X","EML3-ABD","JTK 6/Stock/RM/DA-01A1","GBMJTK6/JH16175","24.97397","0.0","kg"
"TITA-CROTS-X","PWD3-AEC","JTK 6/Stock/RM/DA-05A1","GBMJTK6/JH16137","124966.54","0.0","g"
"ZINC-10PL-X","SCR3-AAI","JTK 6/Stock/RM/FA-09B2","GBMJTK6/JH16142","27985.59","0.0","g"
"ZINC-10PL-X","SCR3-AAI","JTK 6/Stock/RM/FA-09B2","GBMJTK6/JH16140","55984.49","0.0","g"
"ASAM-A-CAAH-K","PRV3-AAH","JTK 6/Stock/RM/GOR-C-12","GBMJTK6/JH18025","149970.35","0.0","g"
"VITC-VCE-X","WHT3-AAH","JTK 6/Stock/RM/GD-AC-B3","GBMJTK6/JH16170","3977.93","0.0","g"
"THIC-NDXTP-X","RHM3-AGB","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JF13094","8980.14","0.0","g"
"SERI-8310-X","PWD3-AGD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG01119","86.1199999999994","0.0","g"
"PERF-PL-","WAX3-ABB","JTK 6/Stock/RM/CA-07B1","GBMJTK6/JH16106","24979.33","0.0","g"
"EMUL-EDNC129M-X","EMS3-AJAAE","JTK 6/Stock/RM/Release-RM","GBMJTK6/JF16068","24.47866","0.0","kg"
"POWD-HTTS-X","PWD3-AHD","JTK 6/Stock/RM/GOR-B-28","GBMJTK6/JH16021","19.98916","0.0","kg"
"EMUL-SNRFA-X","EMS3-ALACD","JTK 6/Stock/RM/GOR-C-26","GBMJTK6/JH18122","99.9999999999999","0.0","kg"
"WARN-COLOMCBK-X","CLR3-BLK-AAD","JTK 6/Stock/RM/GG-C1-08","GBMJTK6/JH15044","24985.93","0.0","g"
"SURF-DIAK-X","SRF1-ABH","JTK 6/Stock/RM/GG-D1-09","GBMJTK6/JH16207","238.0","0.0","kg"
"RHM-PLMCMA-X","RHM3-BEAAD","JTK 6/Stock/RM/GG-E1-06","GBMJTK6/JH18067","99.97812","0.0","kg"
"WARN-TPA502-X","CLR3-RED-ABG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/GB1367","7500.0","0.0","g"
"RHM-PLMCMA-X","RHM3-BEAAD","JTK 6/Stock/RM/GG-E1-06","GBMJTK6/JH18066","225.0","0.0","kg"
"RHM-PLMCMA-X","RHM3-BEAAD","JTK 6/Stock/RM/GG-F1-04","GBMJTK6/JH18066","599.97304","0.0","kg"
"HUM-13BG-X","MST1-ACB","JTK 6/Stock/RM/GG-B1-04","GBMJTK6/JH15012","799946.72","0.0","g"
"CORN---K","PWD3-AIA","JTK 6/Stock/RM/GOR-C-13","GBMJTK6/JH16123","274980.82","0.0","g"
"POWD-9701-","SLC3-AAB","JTK 6/Stock/RM/CA-03B1","GBMJTK6/JH16179","10000.0","0.0","g"
"TITA-OTS2CR50-","PWD3-ABA","JTK 6/Stock/RM/AA-06A1","GBMJTK6/JH16218","119951.15","0.0","g"
"TITA-OTS2CR50-","PWD3-ABA","JTK 6/Stock/RM/AA-06A1","GBMJTK6/JH16217","39964.21","0.0","g"
"PENG-PHC-X","PRV1-ABD","JTK 6/Stock/RM/GOR-E-18","GBMJTK6/JH16117","150000.0","0.0","g"
"PENG-PHC-X","PRV1-ABD","JTK 6/Stock/RM/GOR-E-18","GBMJTK6/JH16118","100000.0","0.0","g"
"CARB-UT21P-X","RHM3-AAD","JTK 6/Stock/RM/FA-09B1","GBMJTK6/JH16107","39990.07","0.0","g"
"PURO-IDD-X","SLV1-AAE","JTK 6/Stock/RM/GOR-F-18","GBMJTK6/JH16221","149944.79","90079.8","g"
"ACTI-HFG-X","EMO1-AHD","JTK 6/Stock/RM/GOR-E-19","GBMJTK6/JH18087","99952.58","0.0","g"
"ACTI-HFG-X","EMO1-AHD","JTK 6/Stock/RM/GOR-E-19","GBMJTK6/JH18088","49952.58","0.0","g"
"BUTY--DAI1,3","MST1-AAB","JTK 6/Stock/RM/GOR-D-52","GBMJTK6/JH18026","400000.0","0.0","g"
"MATS-MCM100-X","PWD3-ADF","JTK 6/Stock/RM/EA-10A1","GBMJTK6/JH16174","199984.45","0.0","g"
"SILI-KSPO-X","SLC1-ADA","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH10086","0.00551999999999708","0.0","kg"
"EMU-NPDC-X","EMO1-AFD","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH18131","2.26999999999862","0.0","g"
"CLOV-BOS873-X","ESO1-CCAFH","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH18151","4.94676","0.0","kg"
"SOLV-BGKHN-X","SLV1-BHAFG","JTK 6/Stock/RM/GG-A-04","GBMJTK6/JH18189","800.0","0.0","kg"
"SOLV-BGKHN-X","SLV1-BHAFG","JTK 6/Stock/RM/GG-A-05","GBMJTK6/JH18189","800.0","0.0","kg"
"SOLV-BGKHN-X","SLV1-BHAFG","JTK 6/Stock/RM/GG-A-06","GBMJTK6/JH18189","800.0","0.0","kg"
"VASE-V3150-X","WAX3-ACJ","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH19050","109954.62","0.0","g"
"PARF-L162--K","PRF1-AAF","JTK 6/Stock/RM/GD-AC-C1","GBMJTK6/JH18143","1949.52","0.0","g"
"PANT--DL-K","EMO1-ADC","JTK 6/Stock/RM/CA-10A1","GBMJTK6/JH18167","250000.0","0.0","g"
"MENT--CEPB-K","CLA3-AAB","JTK 6/Stock/RM/FA-04B2","GBMJTK6/JH18144","99983.19","2.49755771619675e-12","g"
"SERI-OT2SFSE-","PWD3-AAJ","JTK 6/Stock/RM/AA-06B2","GBMJTK6/JH16215","79980.86","0.0","g"
"ASAM-SCAD-X","EXF3-ABA","JTK 6/Stock/RM/FA-03B1","GBMJTK6/JH18113","24974.2","0.0","g"
"CLAI-II-IC-K","WHT1-AAB","JTK 6/Stock/RM/EA-03B1","GBMJTK6/JH15144","9954.01","0.0","g"
"CLAI-II-IC-K","WHT1-AAB","JTK 6/Stock/RM/EA-03B1","GBMJTK6/JH15159","99954.01","0.0","g"
"EDT-B--K","CHE3-AAB","JTK 6/Stock/RM/BA-05A2","GBMJTK6/JH18178","49983.32","0.0","g"
"EDT-DSLV-X","CHE3-AAF","JTK 6/Stock/RM/CA-06B2","GBMJTK6/JH18179","25000.0","0.0","g"
"MWAX-SP19-X","WAX3-ACF","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH08064","9983.36","0.0","g"
"SILI-4515-","SLC1-ABE","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG28127","90000.0","0.0","g"
"HUM-PGUEP-X","MST1-BLBGB","JTK 6/Stock/RM/GOR-C-06","GBMJTK6/JH19101","215.0","0.0","kg"
"PENG-PNX-X","PRV1-ABA","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH15058","183943.14","0.0","g"
"MERQ-MQ550PP-X","HRC1-AAH","JTK 6/Stock/RM/GOR-D-02","GBMJTK6/JH16122","799918.42","0.0","g"
"HUM-PGUEP-X","MST1-BLBGB","JTK 6/Stock/RM/GOR-D-47","GBMJTK6/JH19101","429.93488","0.0","kg"
"CLR-CWWTDW-X","CLR1-WHT-ABD","JTK 6/Stock/RM/AA-07C2","GBMJTK6/JH18109","1.94195","0.0","kg"
"PARF-PRVIAE-X","PRF1-AHG","JTK 6/Stock/RM/GD-AC-A5","GBMJTK6/JH18159","49.92096","0.0","kg"
"PARF-AVHR15-X","PRF1-AGB","JTK 6/Stock/RM/GD-AC-A5","GBMJTK6/JH18161","149951.57","0.0","g"
"OROS-850004-X","ESO1-CCAFJ","JTK 6/Stock/RM/GOR-E-26","GBMJTK6/JH18154","19.96018","0.0","kg"
"CLOV-BOS873-X","ESO1-CCAFH","JTK 6/Stock/RM/GOR-E-26","GBMJTK6/JH18151","20.0","0.0","kg"
"PEPE-850021-X","ESO1-CCAFD","JTK 6/Stock/RM/GOR-E-26","GBMJTK6/JH18155","19.94385","0.0","kg"
"EMUL-WFASA-X","EMS3-BEABE","JTK 6/Stock/RM/GG-B1-01","GBMJTK6/JH19067","600.0","0.0","kg"
"EMUL-WFASA-X","EMS3-BEABE","JTK 6/Stock/RM/GG-E1-02","GBMJTK6/JH19067","599.97945","0.0","kg"
"SURF-IXCSB-X","SRF1-ACA","JTK 6/Stock/RM/GOR-E-46","GBMJTK6/JH11040","190901.14","2.09183781407773e-11","g"
"GLYA-ACAHA-DP","AAG3-AAC","JTK 6/Stock/RM/GOR-F-07","GBMJTK6/JH11058","120000.0","40000.0","g"
"EMUL-SNRFA-X","EMS3-ALACD","JTK 6/Stock/RM/GOR-F-05","GBMJTK6/JH18122","575.0","0.0","kg"
"WAX-MCR146-X","WAX3-AEE","JTK 6/Stock/RM/GOR-A-07","GBMJTK6/JH04030","24979.98","0.0","g"
"WAX-MCR146-X","WAX3-AEE","JTK 6/Stock/RM/GOR-A-07","GBMJTK6/JH04031","99976.46","0.0","g"
"SILI-4515-","SLC1-ABE","JTK 6/Stock/RM/GOR-C-41","GBMJTK6/JH16211","179943.46","0.0","g"
"SALA-WO6-X","DSP1-AAF","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JH16204","15952.49","0.0","g"
"SILD--SI5H52D-K","PWD3-ACD","JTK 6/Stock/RM/AA-03B1","GBMJTK6/JH18184","59992.05","0.0","g"
"CLAI-II-IC-K","WHT1-AAB","JTK 6/Stock/RM/EA-03B2","GBMJTK6/JH22114","20000.0","0.0","g"
"CLAI-II-IC-K","WHT1-AAB","JTK 6/Stock/RM/EA-03B2","GBMJTK6/JH22115","54938.53","0.0","g"
"SUNS-PRSHMS-X","SCR1-ABD","JTK 6/Stock/RM/EA-03A1","GBMJTK6/JH22107","99.93121","0.0","kg"
"SUNS-PEHS-X","SCR1-AAJ","JTK 6/Stock/RM/EA-04A2","GBMJTK6/JH22108","100.0","0.0","kg"
"WARN-C196619-R6-K","CLR3-RED-AAE","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JA14034","10000.0","0.0","g"
"WARN-6278MRN-X","PWD3-AEE","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH02101","9987.57","0.0","g"
"BHT-CRTL-X","ASB3-AAB","JTK 6/Stock/RM/FA-07B2","GBMJTK6/JH16173","39976.27","0.0","g"
"SILI-D9SEB-X","SLC2-AAG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH02015","424.369999999999","0.0","g"
"SILI-BLSDE-X","SLC1-BLBJB","JTK 6/Stock/RM/GOR-C-39","GBMJTK6/JH16011","179.95305","0.0","kg"
"WARN-RED6LM4-X","CLR3-RED-ABI","JTK 6/Stock/RM/AA-07C1","GBMJTK6/JH16013","2481.25","0.0","g"
"WARN-RED6LM4-X","CLR3-RED-ABI","JTK 6/Stock/RM/AA-07C1","GBMJTK6/JH16014","985.37","0.0","g"
"BENT-BGISDV-X","RHM2-AAB","JTK 6/Stock/RM/GOR-E-56","GBMJTK6/JH23008","400000.0","0.0","g"
"SURF-EC702C-X","SRF2-BCACA","JTK 6/Stock/RM/GOR-F-55","GBMJTK6/JH22129","319.94791","0.0","kg"
"SURF-EC702C-X","SRF2-BCACA","JTK 6/Stock/RM/GOR-F-55","GBMJTK6/JH22130","320.0","0.0","kg"
"SURF-EC702C-X","SRF2-BCACA","JTK 6/Stock/RM/GOR-F-53","GBMJTK6/JH22130","800.0","0.0","kg"
"SURF-EC702C-X","SRF2-BCACA","JTK 6/Stock/RM/GOR-E-50","GBMJTK6/JH22130","799.94791","0.0","kg"
"POWD-9701-","SLC3-AAB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH23046","70000.0","0.0","g"
"SILI-BE6-X","SLC2-AAF","JTK 6/Stock/RM/CA-03A1","GBMJTK6/JH23006","75000.0","0.0","g"
"SILI-BE6-X","SLC2-AAF","JTK 6/Stock/RM/CA-03A1","GBMJTK6/JH23015","25000.0","0.0","g"
"CERE-810-","WAX3-AAF","JTK 6/Stock/RM/DA-07A1","GBMJTK6/JH22033","44989.89","0.0","g"
"TALC-C-2KPD-X","PWD3-AFB","JTK 6/Stock/RM/DA-06A2","GBMJTK6/JH22030","120000.0","0.0","g"
"TIT-MT60S-X","PWD3-AFC","JTK 6/Stock/RM/GOR-E-33","GBMJTK6/JH22031","19975.62","0.0","g"
"EXTR-CYPEX-X","WBE1-ADF","JTK 6/Stock/RM/GD-AC-C3","GBMJTK6/JH22032","9.95359","0.0","kg"
"EDT-B--K","CHE3-AAB","JTK 6/Stock/RM/BA-05A2","GBMJTK6/JH22126","25000.0","0.0","g"
"EDT-B--K","CHE3-AAB","JTK 6/Stock/RM/BA-05A2","GBMJTK6/JH22131","100000.0","0.0","g"
"EDT-DSLV-X","CHE3-AAF","JTK 6/Stock/RM/CA-06B2","GBMJTK6/JH22127","24979.55","0.0","g"
"STA--C18-K","WAX3-ABE","JTK 6/Stock/RM/BA-04B2","GBMJTK6/JH22128","159972.94","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-13","GBMJTK6/JH19045","29.96993","0.0","kg"
"PLAS-P-D400-K","PWD3-ABD","JTK 6/Stock/RM/DA-03A1","GBMJTK6/JH22076","9973.08","0.0","g"
"EXTR-SILVBG30-X","WHT1-AAD","JTK 6/Stock/RM/GD-AC-B6","GBMJTK6/JH22073","39960.91","0.0","g"
"POWD-TGHD-X","PWD3-AHF","JTK 6/Stock/RM/GOR-B-28","GBMJTK6/JG12024","24.98636","24.98636","kg"
"POWD-TGHD-X","PWD3-AHF","JTK 6/Stock/RM/GOR-B-28","GBMJTK6/JG12009","24.98164","24.98164","kg"
"DRYF-PC-X","PWD3-ADI","JTK 6/Stock/RM/GOR-B-29","GBMJTK6/JH22077","362724.32","25.14","g"
"LVDR-850007-X","ESO1-CCAFE","JTK 6/Stock/RM/GOR-E-26","GBMJTK6/JH18153","19.9409","0.0","kg"
"SURF-CCAB-X","SRF1-ABI","JTK 6/Stock/RM/GOR-E-09","GBMJTK6/JH18177","199.9393","0.0","kg"
"BENT-BGVS5PC-X","RHM2-AAD","JTK 6/Stock/RM/GOR-E-29","GBMJTK6/JH23021","399918.06","0.0","g"
"SUN-MP-X","PWD3-AFE","JTK 6/Stock/RM/DA-04B1","GBMJTK6/JH19094","40000.0","0.0","g"
"SUN-MP-X","PWD3-AFE","JTK 6/Stock/RM/DA-04B1","GBMJTK6/JH19095","20000.0","0.0","g"
"STEA-P9218-X","SRF3-AAD","JTK 6/Stock/RM/GG-C-05","GBMJTK6/JH23084","725000.0","0.0","g"
"STEA-P9218-X","SRF3-AAD","JTK 6/Stock/RM/GG-C-06","GBMJTK6/JH23084","700000.0","0.0","g"
"BEN-BEN-WT","RHM3-ACC","JTK 6/Stock/RM/GOR-B-13","GBMJTK6/JH22058","68010.37","0.0","g"
"HUM-13BG-X","MST1-ACB","JTK 6/Stock/RM/GG-A-06","GBMJTK6/JH22070","600000.0","0.0","g"
"WAX-WOW2P-X","WAX3-ADI","JTK 6/Stock/RM/DA-03A2","GBMJTK6/JH22062","49973.87","0.0","g"
"WAX-WOW2P-X","WAX3-ADI","JTK 6/Stock/RM/DA-03A2","GBMJTK6/JH22063","49973.99","0.0","g"
"WAX-WOW2P-X","WAX3-ADI","JTK 6/Stock/RM/DA-03A2","GBMJTK6/JH22061","24974.04","0.0","g"
"WARN-CSW-9000S-K","CLR3-WHT-AAC","JTK 6/Stock/RM/BA-01C2","GBMJTK6/JH16126","14984.8","0.0","g"
"MENT-FRGHS-X","CLA1-AAB","JTK 6/Stock/RM/BA-01C2","GBMJTK6/JH22025","9931.92","0.0","g"
"HUM-13BG-X","MST1-ACB","JTK 6/Stock/RM/GG-A-06","GBMJTK6/JH22069","200000.0","0.0","g"
"MENT-FRGHS-X","CLA1-AAB","JTK 6/Stock/RM/BA-01C2","GBMJTK6/JH22029","4945.23","0.0","g"
"PARF-MZHM90-X","PRF1-AJE","JTK 6/Stock/RM/GD-AC-A3","GBMJTK6/JH22045","24.96017","0.0","kg"
"PARF-C072-GIV","PRF1-ACD","JTK 6/Stock/RM/GD-AC-PAL-01","GBMJTK6/JH22044","49961.72","0.0","g"
"PARF-SGM62-X","PRF1-AJC","JTK 6/Stock/RM/GD-AC-D1","GBMJTK6/JH22043","74.95076","0.0","kg"
"POWD-9701-","SLC3-AAB","JTK 6/Stock/RM/CA-02B2","GBMJTK6/JH16178","30000.0","0.0","g"
"POWD-9701-","SLC3-AAB","JTK 6/Stock/RM/CA-02B2","GBMJTK6/JH16179","39988.74","0.0","g"
"EXTR-WTCHPF-X","WBE1-AAI","JTK 6/Stock/RM/GD-AC-B5","GBMJTK6/JH22109","15000.0","0.0","g"
"EXTR-WTCHPF-X","WBE1-AAI","JTK 6/Stock/RM/GD-AC-B6","GBMJTK6/JH22111","35000.0","0.0","g"
"EXTR-WTCHPF-X","WBE1-AAI","JTK 6/Stock/RM/GD-AC-B6","GBMJTK6/JH22110","105000.0","0.0","g"
"MATS-MCM100-X","PWD3-ADF","JTK 6/Stock/RM/EA-09A2","GBMJTK6/JH23048","75000.0","0.0","g"
"CIRE---K","EMS3-AAI","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH23054","40000.0","0.0","g"
"EXTR-PEPGLYE-X","WBE1-ABH","JTK 6/Stock/RM/GOR-A-19","GBMJTK6/JH16156","74931.98","0.0","g"
"EXTR-LCRG-X","WHT1-AAE","JTK 6/Stock/RM/GOR-A-19","GBMJTK6/JH16158","24936.89","0.0","g"
"SILI-DC9045-X","SLC3-AAC","JTK 6/Stock/RM/GOR-F-16","GBMJTK6/JH19087","180000.0","0.0","g"
"ACTI-RBN-X","SAI1-AAF","JTK 6/Stock/RM/GOR-E-17","GBMJTK6/JH18085","39945.97","0.0","g"
"THIC-RMGSO4-X","SLT3-ABA","JTK 6/Stock/RM/DA-04B2","GBMJTK6/JH18086","24964.39","0.0","g"
"PARS-5000-DSM","SCR3-AAD","JTK 6/Stock/RM/FA-10A1","GBMJTK6/JH23143","124982.56","0.0","g"
"BENE-K200-X","RHM3-ADD","JTK 6/Stock/RM/EA-09B1","GBMJTK6/JH23038","18128.11","0.0","g"
"BENE-K200-X","RHM3-ADD","JTK 6/Stock/RM/EA-09B1","GBMJTK6/JH23027","18127.07","0.0","g"
"MOIS-TR100-X","MST3-AAG","JTK 6/Stock/RM/AA-04B1","GBMJTK6/JH23037","79970.18","0.0","g"
"MOIS-TR100-X","MST3-AAG","JTK 6/Stock/RM/AA-04B1","GBMJTK6/JH23022","59977.27","0.0","g"
"IPM-CRDSG-X","EMO1-AEJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH22124","130000.0","15000.0","g"
"VIT-ATCAT-X","ASB1-CAABD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH16015","18.34848","0.0","kg"
"SERI-8310-X","PWD3-AGD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH19074","21490.99","0.0","g"
"OPT-ASH--X","PRV1-AAG","JTK 6/Stock/RM/BA-01C2","GBMJTK6/JH23019","4934.63","0.0","g"
"PENG-GL-LON","PRV1-AAB","JTK 6/Stock/RM/GOR-F-48","GBMJTK6/JH22071","220000.0","0.0","g"
"SILI-BLSEGAB-X","SLC2-BGADD","JTK 6/Stock/RM/CA-02A2","GBMJTK6/JH16007","99.93025","4.78783679369599e-15","kg"
"SILI-BLSEGAB-X","SLC2-BGADD","JTK 6/Stock/RM/CA-02A2","GBMJTK6/JH16008","49.93998","0.0","kg"
"SFT-CERA847-X","EMO1-ADG","JTK 6/Stock/RM/GOR-A-17","GBMJTK6/JH23017","22628.8","0.0","g"
"SILI-BEGAEIB-X","SLC2-BAAAG","JTK 6/Stock/RM/GOR-A-13","GBMJTK6/JH23014","14.93429","0.0","kg"
