Attribute number;Attribute value;Attribute description;Attribute name
10;PARF-IMTD1-X;PRF1-BCACB;Product Name
10;PARF-ISLYFGT-X;PRF1-BBABF;Product Name
10;PARF-ISPSP-X;PRF1-ADE;Product Name
10;PARF-ITPM91-X;PRF1-AJG;Product Name
10;PARF-JRS-X;PRF1-AGJ;Product Name
10;PARF-L162--K;PRF1-AAF;Product Name
10;PARF-LDGRGA-X;PRF1-BLBJI;Product Name
10;PARF-LEPE-X;PRF1-AJB;Product Name
10;PARF-LF52MF-X;PRF1-AJAAJ;Product Name
10;PARF-LG339-X;PRF1-AIF;Product Name
10;PARF-LL-SP2-K;PRF1-ACA;Product Name
10;PARF-LMS-;PRF1-ACC;Product Name
10;PARF-LSR71-;PRF1-ABF;Product Name
10;PARF-LVDLVLY-X;PRF1-BJBDC;Product Name
10;PARF-LVDMS-X;PRF1-BLBHA;Product Name
10;PARF-MB1935-X;Base musk;Product Name
10;PARF-MFLMOD-X;PRF1-BEABC;Product Name
10;PARF-MILKR243-;PRF1-ABI;Product Name
10;PARF-MJSDMB-X;PRF1-BLBJF;Product Name
10;PARF-MJTDM-X;PRF1-BLBGJ;Product Name
10;PARF-MLPMD-X;PRF1-ADH;Product Name
10;PARF-MNRWVSA-X;PRF1-AHI;Product Name
10;PARF-MOANGL-X;PRF1-BLBIF;Product Name
10;PARF-MOVER15-X;PRF1-AED;Product Name
10;PARF-MRGBRZ-X;PRF1-CFAHE;Product Name
10;PARF-MRGGLO-X;PRF1-CFAHD;Product Name
10;PARF-MSJ841-X;PRF1-AIG;Product Name
10;PARF-MWLVP-X;PRF1-CDAGA;Product Name
10;PARF-MZHHMT-X;PRF1-AJF;Product Name
10;PARF-MZHM90-X;PRF1-AJE;Product Name
10;PARF-NWR77-X;PRF1-AJH;Product Name
10;PARF-NWR7D-X;PRF1-AJI;Product Name
10;PARF-O010-;PRF1-ACG;Product Name
10;PARF-OCWVE-X;PRF1-CAABE;Product Name
10;PARF-ODM3-X;PRF1-AEI;Product Name
10;PARF-OL-R_0714768;PRF1-ACJ;Product Name
10;PARF-OLVA-X;PRF1-AGI;Product Name
10;PARF-OMGRP-X;PRF1-BHAED;Product Name
10;PARF-OOCFSP77-SWP;PRF1-ABJ;Product Name
10;PARF-OS-SP20606-K;PRF1-ACB;Product Name
10;PARF-OSLF-SP119881-X;PRF1-AIB;Product Name
10;PARF-PCGD2SG-X;PRF1-BEAAI;Product Name
10;PARF-PCNDLF-X;PRF1-BKBEI;Product Name
10;PARF-PRVIAE-X;PRF1-AHG;Product Name
10;PARF-PS004-;PRF1-AAJ;Product Name
10;PARF-PSIX513-X;PRF1-ADC;Product Name
10;PARF-PSMR150-X;PRF1-AFA;Product Name
10;PARF-PSV816--K;PRF1-AAG;Product Name
10;PARF-PSVLF-X;PRF1-AKABD;Product Name
10;PARF-QUOSMR16-X;PRF1-AEF;Product Name
10;PARF-R1422-X;PRF1-ADI;Product Name
10;PARF-R1525-X;PRF1-AFG;Product Name
10;PARF-R1526-X;PRF1-AFI;Product Name
10;PARF-R1613755-X;PRF1-AFB;Product Name
10;PARF-R1616102-X;PRF1-AFC;Product Name
10;PARF-RBM3E-X;PRF1-AGH;Product Name
10;PARF-RLVNL-X;PRF1-BLBHE;Product Name
10;PARF-RRCFE-X;PRF1-AHA;Product Name
10;PARF-RS158-X;PRF1-AII;Product Name
10;PARF-RSCFE-X;PRF1-BDADA;Product Name
10;PARF-RSTCC-X;PRF1-BLBHC;Product Name
10;PARF-SC2R151972-X;PRF1-AEG;Product Name
10;PARF-SFFC2-X;PRF1-AID;Product Name
10;PARF-SGM62-X;PRF1-AJC;Product Name
10;PARF-SGMT43-X;PRF1-AJD;Product Name
10;PARF-SILK-;PRF1-ABB;Product Name
10;PARF-SJM-X;PRF1-AFD;Product Name
10;PARF-SMUME17-X;PRF1-AIA;Product Name
10;PARF-SOJMLF-X;PRF1-BCACI;Product Name
10;PARF-SPFXTV-X;PRF1-AHE;Product Name
10;PARF-SPRFLR-X;PRF1-BHAJD;Product Name
10;PARF-SRNTEA-X;PRF1-BDADC;Product Name
10;PARF-SS853-X;PRF1-AHB;Product Name
10;PARF-SSL-R0701530;PRF1-ABH;Product Name
10;PARF-STR160-X;PRF1-AFE;Product Name
10;PARF-SWOYE-X;PRF1-CAABH;Product Name
10;PARF-TB2271-;PRF1-ABA;Product Name
10;PARF-TF394-X;PRF1-ACI;Product Name
10;PARF-TPA1R15-X;PRF1-ADJ;Product Name
10;PARF-TPSAR-X;PRF1-AGC;Product Name
10;PARF-TWFLLF-X;PRF1-AKABC;Product Name
10;PARF-UCM1E-X;PRF1-AGE;Product Name
10;PARF-VL-R0701531;PRF1-ABG;Product Name
10;PARF-VMR-X;PRF1-ADF;Product Name
10;PARF-VVDVMH-X;PRF1-BLBIA;Product Name
10;PARF-VVDVMS-X;PRF1-BLBHD;Product Name
10;PARF-WFBLSE-X;PRF1-AHJ;Product Name
10;PARF-WG347BW-X;PRF1-CGAHJ;Product Name
10;PARF-WGTIMP-X;PRF1-BCACD;Product Name
10;PARF-WMF2R15-X;PRF1-AEA;Product Name
10;PARF-WSGRM-X;PRF1-BLBIH;Product Name
10;PARF-WT155-;PRF1-ABC;Product Name
10;PARF-WYM1R-X;PRF1-AEC;Product Name
10;PARF-YL0313-X;PRF1-AHC;Product Name
10;PARF-YL1259-X;PRF1-AFH;Product Name
10;PARS--RUVBF-K;SCR1-AAE;Product Name
10;PARS-1789-;SCR3-AAB;Product Name
10;PARS-5000-DSM;SCR3-AAD;Product Name
10;PART-BSFS30-EFSC;Partisi Dus Bright Stuff Face Serum 30 FSC E;Product Name
10;PART-DECTMR0-E;Partisi Dus Capsule Treat Mask E;Product Name
10;PART-DEDTBR0-WAC;Partisi Dus EDT Bliss W;Product Name
10;PART-DEDTFLR1-WAC;Dus Partisi Dus EDT Flame R1 W Wardah;Product Name
10;PART-DEDTINR1-WAC;Dus Partisi Dus EDT Innocence R1 W Wardah;Product Name
10;PART-DEDTJR0-WAC;Partisi Dus EDT Joyful W;Product Name
10;PART-DEDTPCR0-WAC;Partisi Dus EDT Peaceful W;Product Name
10;PART-DEDTPRR0-WAC;Partisi Dus EDT Purity W;Product Name
10;PART-DEDTPSR0-WAC;Partisi Dus EDT Passion W;Product Name
10;PART-DEDTSHR1-WAC;Dus Partisi Dus EDT Shine R1 W Wardah;Product Name
10;PART-DEDTSPR1-WAC;Dus Partisi Dus EDT Sparks R1 W Wardah;Product Name
10;PART-DHGFFR0-MO;Partisi Dus Hydrastay GF Foundation MO;Product Name
10;PART-DHSMO-I31WLG;Dus Partisi Hydration Serum Make over;Product Name
10;PART-DMPASFS30-E;Partisi Dus Ms Pimple AS Face Serum 30 E;Product Name
10;PART-DNDCMR0-W;Partisi Dus ND Capsule Mask W (Pc(s));Product Name
10;PART-DPLGM-MO;Partisi Dus Powerskin Liquid Glow Moisturizer MO Pc(s);Product Name
10;PART-DPRTM-MO;Partisi Dus Powerskin RTM MO (Pc(s));Product Name
10;PART-DPWCM-MO;Partisi Dus Powerskin Water Charge Moisturizer MO (Pc(s));Product Name
10;PART-DRYTER0-WI;Dus Partisi Dus RYTE W Wardah;Product Name
10;PART-DRYTER1-W;Partisi Dus RYTE R1 W;Product Name
10;PART-DUCLMFMO-I31WLG;Dus Partisi Dus Ultra Cover Liquid Matte Found.181x48mm Mak;Product Name
10;PART-DWLFMO-I31WLD;Partisi Dus WLF MO;Product Name
10;PART-DWLFR1-MO;Partisi Dus Powerstay WLF R1 MO;Product Name
10;PART-DWSPTER0-WCC;Dus Partisi Dus WSPTE W Wardah;Product Name
10;PART-DWSPTER1-W;Partisi Dus WSPTE R1 W (Pc(s));Product Name
10;PART-HLTB15R0-MO;Partisi Hydrastay Liquid Tint Blush MO;Product Name
10;PART-IRRPBSFT50R0-E;Partisi Inner Box RRP Bright Stuff Face Toner 50 ml E;Product Name
10;PART-IRRPBSFW50R0-E;Partisi Inner Box RRP Bright Stuff Face Wash 50 ml E;Product Name
10;PART-IRRPTEMLSR0-W;Partisi Inner Box RRP Tester Everyday Matte Lip Shot W;Product Name
10;PART-IRRPTJKLTSR0-OMG;Partisi Inner Box RRP Tester Juicy Kiss Lip Tint Serum OMG;Product Name
10;PART-IRRPTMKLCR0-OMG;Partisi Inner Box RRP Tester Matte KLC OMG;Product Name
10;PART-IRRPTMKLCR1-OMG;Partisi Inner Box RRP Tester Matte KLC R1 OMG;Product Name
10;PART-KBBIODR0-B;Partisi Karton Box Biodef D;Product Name
10;PART-KBBIOER0-B;Partisi Karton Box Biodef E;Product Name
10;PART-KBBS150-KMM24L;Karton Box Partisi Karton Box Botol S 150 ml Wardah;Product Name
10;PART-KBBS150R1-KMM24L;Partisi Karton Box Botol S150 R1;Product Name
10;PART-KBBS50-KMM28L;Karton Box Partisi Karton Box Botol S 50 ml Wardah;Product Name
10;PART-KBBS50R1-KMM28L;Partisi Karton Box Botol S50 R1;Product Name
10;PART-KBIXC750-K;Karton Box Partisi Karton Box IX Conical 750;Product Name
10;PART-KBIXHC-K;Karton Box Partisi Karton Box IX Hair Coating;Product Name
10;PART-PSFIRRPTEMLSR0-W;PS Final Partisi Inner Box Everyday Matte Lip Shot W;Product Name
10;PART-UBST30-T;Partisi Unit Box Serum 30 T;Product Name
10;PART-UBT50-L;Partisi Unit Box Tube 50 L;Product Name
10;PAS--;OBW1-AAD;Product Name
10;PBS---K;AAG2-AAB;Product Name
10;PEAR-CTNAGS-X;VES3-CFAHC;Product Name
10;PEAR-EPK771-X;VES1-CEAHA;Product Name
10;PEAR-GNPPMS-X;VES3-BJBDH;Product Name
10;PEM-ARBKM-X;WHT3-AAD;Product Name
10;PEN-111A-X;PRV3-ABD;Product Name
10;PEN-EUXK900-X;PRV1-ABC;Product Name
10;PEN-PRSVPE-X;PRV1-AAF;Product Name
10;PEN-RCCB-X;PRV3-AAJ;Product Name
10;PEN-SENSC50-X;PRV1-ABB;Product Name
10;PEN-SYMH-X;PRB3-AAB;Product Name
10;PENG-CLRP-X;PRV3-AAI;Product Name
10;PENG-DDG226-X;PRV1-AAI;Product Name
10;PENG-GEO11S-X;PRV3-ABC;Product Name
10;PENG-GL-LON;PRV1-AAB;Product Name
10;PENG-HDPOEA-X;PRV1-BAAAH;Product Name
10;PENG-IPEG-X;PRV1-AAJ;Product Name
10;PENG-ISCGPHG-X;PRV1-BCABJ;Product Name
10;PENG-NPGEHP-X;PRV1-BBABG;Product Name
10;PENG-PHC-X;PRV1-ABD;Product Name
10;PENG-PNX-X;PRV1-ABA;Product Name
10;PENG-RCSBZ-X;PRV3-ALACE;Product Name
10;PENG-SPCCB-X;Pengawet SCB;Product Name
10;PENG-STPHL-X;PRV1-ABG;Product Name
10;PENG-SYM68-X;MST1-ABC;Product Name
10;PEPE-850021-X;ESO1-CCAFD;Product Name
10;PERF-PF40-X;WAX3-AEI;Product Name
10;PERF-PL-;WAX3-ABB;Product Name
10;PH-HU-W;Paket Haji Dan Umroh Wardah (Pc(s));Product Name
10;PIP-AATS15-W;Pipette Acnederm Acne Treatment S 15 W;Product Name
10;PIP-ACSROSR0-W;Pipet Autodropper Crystallure SR Oil Serum 30 W (Pc(s));Product Name
10;PIP-ADCSFR0-W;Dropper Crystallure PRS Foundation W;Product Name
10;PIP-DB20S-X;Pipet Dropper Botol S 15 W;Product Name
10;PIP-DB30SR0-X;Pipet Dropper Botol 30 ml Serum;Product Name
10;PIP-DBMPASFS30-E;Pipet Dropper Botol Ms Pimple AS Face Serum 30 E;Product Name
10;PIP-DBNPSS40R0-E;Pipet Dropper Botol Natura Pal Splash Serum 40 E;Product Name
10;PIP-DBT30S-T;Pipet Dropper Botol Glass S 30 T;Product Name
10;PIP-DCDSW-ESW;Cap Pipet Dropper C-Defense Serum Wardah;Product Name
10;PIP-DGS15-GG;Dropper Glass Mock Up Serum 15 ml GG;Product Name
10;PIP-DMUCSF-W;Pipet Dropper Mock Up Crystal Foundation W;Product Name
10;PIP-DRYAASW-ESW;Cap Pipet Dropper Renew You Anti Aging Serum Wardah;Product Name
10;PIP-DSGG15R0-GG;Pipet Dropper Face Serum 15 GG;Product Name
10;PIP-DWSEW-ESW;Cap Pipet Dropper White Secret Essence Wardah;Product Name
10;PIP-MUACNS-W;Pipette Mock Up Wardah Acnederm S 15 W;Product Name
10;PIP-MUAS-X;Pippet Bottle Mock Up Alam Serum;Product Name
10;PIP-MUCHS-T;Pipet Dropper Mock Up Chic Serum T;Product Name
10;PIP-MURYUMS30-W;Mock Up Pipette Renew You UMS 30 W;Product Name
10;PIP-PSFDBNPSS40R0-E;PS Final Pipet Dropper Botol Natura Pal Splash Serum 40 mL E;Product Name
10;PIP-PSMUS20-OMG;PS Pipette Mock Up Serum 20 OMG;Product Name
10;PITA-SPCSFR0-W;Pita Satin Print Crystallure PRSF W;Product Name
10;PLAS-DM55R0-W;Plastik Dalam Mica PET 55 W;Product Name
10;PLAS-DM58R0-W;Plastik Dalam Mica PET 58 W;Product Name
10;PLAS-DM60R0-W;Plastik Dalam Mica PET 60 W;Product Name
10;PLAS-DMBOPMO-PVC0109;Case/Container Mica Blush On Pallete, 9,8x18,3cm Make over;Product Name
10;PLAS-DMBOPR0-MO;Plastik Dalam Mica PET Blush On Palette MO;Product Name
10;PLAS-DMBOSC-3159;Case/Container Mica Blush On Sophie Couleur 3,1x5,9cm Warda;Product Name
10;PLAS-DMCLPFRR0-W;Plastik Dalam Mica Crystallure PLS Powder Foundation Refill W;Product Name
10;PLAS-DMCPR0-W;Plastik Dalam Mica Colorfit Palette W;Product Name
10;PLAS-DMCTWCRP-P85;Case/Container Plastik Dalam Mica TW Refill Puffin Wardah;Product Name
10;PLAS-DMEESBO-WPVC;Case/Container Plastik Dalam Mica Everyday ES/BO Wardah;Product Name
10;PLAS-DMESBOR0-E;Plastik Dalam Mica PET ES/BO E;Product Name
10;PLAS-DMESBOR0-MO;Plastik Dalam Mica PET ES/BO MO;Product Name
10;PLAS-DMESBOR0-W;Plastik Dalam Mica PET ES/BO W;Product Name
10;PLAS-DMESMO-PVC01051;Case/Container Mica Eye Shadow Make Over, 5,1x6,8cm;Product Name
10;PLAS-DMEXEBK-WPVC;Plastik Dalam Mica EyeXpert Eyebrow Kit Wardah;Product Name
10;PLAS-DMISCEPR0-WPVC;Plastik DM Instaperfect Spotlight Chromatic Eye Palette W;Product Name
10;PLAS-DML150-D62P;Plug Mica lulur 150 Putri 150 ml;Product Name
10;PLAS-DMLPWNL-T01M115;Case/Container Plastik Dalam Mica Lip Pallete,Uk.11,5x4,2cm;Product Name
10;PLAS-DMPUGHR0-MOPVC;Plastik Dalam Mica Powerstay Ultra Glow Highlighter MO;Product Name
10;PLAS-DMRGFHR0-MO;Plastik Dalam Mica Riche Glow Face Highlighter MO;Product Name
10;PLAS-DMTWCEWNL-D608M;Case/Container Plastik Dalam Mica TWC Extra Covered WNL D=6;Product Name
10;PLAS-DMTWCLWNL-D5808;Case/Container Plastik Dalam Mica TWC Light.D=5,8cm WNL War;Product Name
10;PLAS-FPBCFBS20R0-W;Plastik Flow Wrap Perfect Bright Creamy Foam Brightening + Smoothing 20 W;Product Name
10;PLAS-FPGFW9-OMG;Plastik Flow Wrap Peach Glowing Face Wash 9 OMG;Product Name
10;PLAS-FPGM75-OMG;Plastik Flow Wrap Peach Glowing Cream 7.5 OMG;Product Name
10;PLAS-MCPLPBR0-W;Plastik Mica Crystallure PLP Blush W;Product Name
10;PLAS-MCPSPFR0-W;Plastik Mica Crystallure PLS Powder Foundation W;Product Name
10;PLAS-NFSLPFR0-W;Plastik NFS Lightening Powder Foundation W;Product Name
10;PLAS-NFSSP5-WOPP;Plastik NFS Sachet Package 5ml W;Product Name
10;PLAS-NFSSSP-WOPP;Plastik NFS Shampoo Sachet Package W;Product Name
10;PLAS-NFSSSPSK-WOPP;Plastik NFS Shampoo Sachet Package Salesman Kit W;Product Name
10;PLAS-NFSTS-OPP;Plastik NFS Tube Sampling;Product Name
10;PLAS-OPPTWCM-90105;Case/Container Plastik OPP Transparent TWC Mini Wardah;Product Name
10;PLAS-P-D400-K;PWD3-ABD;Product Name
10;PLAS-PERC1725-;Plastik REFFIL CREAMBATH Umum 1 KG;Product Name
10;PLAS-PPBCFBS20R0-OPP;Plastik Pembungkus OPP Perfect Bright Creamy Foam Brightening + Smoothing 20 R0;Product Name
10;PLAS-PSFVCEBALSR0-W;PS Final Vacuum Forming EyeXpert Brow and Lash Serum W;Product Name
10;PLAS-PSVCPPLR0-W;PS Vacuum Forming Perfect Precision Liner W;Product Name
10;PLAS-SCSMCG95-W;Plastic Selongsong CS MCl Gel 95 W;Product Name
10;PLAS-SLBCPRR1-WOPP;Plastik Spon Lightening BB Cake Powder Refill R1 W;Product Name
10;PLAS-SLLF6R0-W;Plastik Sachet 3-side Seal Lightening Liquid Foundation 6 mL W;Product Name
10;PLAS-SPONWNLOPP-1WH0;Case/Container Plastik Spon WNL 09 Wardah;Product Name
10;PLAS-TSBR0-MO;Mica TS Blush MO;Product Name
10;PLAS-TSCULMLR0-W;Plastik Tray Set Tester CUL Matte Lipstick W (Pc(s));Product Name
10;PLAS-TSESR0-MO;Mica TS Eye Shadow MO;Product Name
10;PLAS-TSTEMMR0-WOPP;Plastik Tray Set Tester Exclusive Moist & Matte W;Product Name
10;PLAS-TSTIMLLR0-WOPP;Plastik Tray Set Tester IM & LL W;Product Name
10;PLAS-TSTKSNBAW-1827;Case/Container Plastik Undangan OPP u/ Tray Non BA A,B,C,D;Product Name
10;PLAS-VCBSS-EPET;Vacuum Forming Bright Stuff Serum 7.5 PET E;Product Name
10;PLAS-VCEBPR0-W;Vacuum Forming Blister Eyebrow Pencil W (Pc(s));Product Name
10;PLAS-VCEXBLSR0-W;Plastic Vacuum Forming Blister EyeXpert Brow Lash Serum W;Product Name
10;PLAS-VCEXLWMR0-W;Plastic Vacuum Forming Blister EyeXpert Liftlasting Waterproof Mascara W;Product Name
10;PLAS-VCGKR0-W;Vacuum Forming Crystallure Glow Kit W;Product Name
10;PLAS-VCLIPM-EPET;Vacuum Forming Blister Lip Mask 9 E;Product Name
10;PLAS-VCLLCR0-W;Vacuum Forming Blister Lightening Liquid Concealer W;Product Name
10;PLAS-VCLLFR0-W;Vacuum Forming Blister Lightening Liquid Foundation W;Product Name
10;PLAS-VCLSAR0-W;Vacuum Forming Lightening Serum Ampoule W;Product Name
10;PLAS-VCPPLR0-W;Vacuum Forming Perfect Precision Liner W;Product Name
10;PLAS-VCSTKR0-W;Vacuum Forming Crystal Secret Trial Kit W;Product Name
10;PLAS-VCTKR0-W;Vacuum Forming Crystallure Trial Kit W;Product Name
10;PLAS-VCTKR1-W;Vacuum Forming Crystallure Trial Kit R1 W;Product Name
10;PLAS-VCUVSSR0-W;Plastic Vacuum Forming Blister UVS Sunscreen Stick W;Product Name
10;PLAS-VCUVST3I1R0-W;Vacuum Forming UV Shield Tube 3in1 W;Product Name
10;PLAS-VCUVST3I1R1-W;Vacuum Forming UV Shield Tube 3in1 R1 W;Product Name
10;PLAS-VCUVSTR0-W;Vacuum Forming UV Shield Tube W;Product Name
10;PLAS-VCUVSTR1-WPVC;Vacuum Forming UV Shield Tube R1 PVC W;Product Name
10;PLAS-VUVSBR0-W;Vacuum Forming UV Shield Bottle W;Product Name
10;PLU-BALMR1-WPE;Plug Botol Aqua Lash Mascara REV-1 Wardah;Product Name
10;PLU-BB100N-;Plug Btl TPR (Bening) Wardah 100 ML;Product Name
10;PLU-BCBE6R0-W;Plug Bottle Crystallure AB Essence 6 W;Product Name
10;PLU-BCLFR0-OMG;Plug Botol Coverlast Liquid Foundation 25 OMG;Product Name
10;PLU-BCMR0-EM;Plug Plug Bottle Creamatte Emina;Product Name
10;PLU-BCSPTE50R0-WLDHD;Plug Bottle CSPTE 50 W;Product Name
10;PLU-BDMR0-MOPE;Wiper Brow Definer Mascara MO (Pc(s));Product Name
10;PLU-BEMLCR0-W;Plug Plug Bottle Exclusive Matte Lip Cream W Wardah;Product Name
10;PLU-BG150LBLWNL-NTRL;Plug Lightening Body Lotion Wardah 150 ML;Product Name
10;PLU-BG150LFTRC-WNAT;Plug G150 Light Face Toner RC W;Product Name
10;PLU-BG150LFTWNL-NTRL;Plug Lightening Face Toner Wardah 150 ML;Product Name
10;PLU-BG150LMCRC-WNAT;Plug G150 Light Milk Cleanser RC W;Product Name
10;PLU-BG150LMCWNL-NTRL;Plug Lightening Cleanser Milk Wardah 150 ML;Product Name
10;PLU-BG150WSEL-WLD;Plug White Secret Exfoliating Lotion Wardah;Product Name
10;PLU-BG150WSELG-WLD;Plug White Secret Exfoliating Lotion Grand Wardah;Product Name
10;PLU-BG150WSPBC-WLD;Plug White Secret Pure Brightening Cleanser Wardah;Product Name
10;PLU-BG150WSPBCG-WLD;Plug White Secret Pure Bright. Cleanser Grand Wardah;Product Name
10;PLU-BGMUCLT-W;Plug Botol Glass Mock Up CL Toner W;Product Name
10;PLU-BGMUCLT2-CL;Plug Botol Glass Mock Up CL Toner 2;Product Name
10;PLU-BHRPIT30-W;Plug Botol HR Petal Infused Toner 30 W;Product Name
10;PLU-BHRPIT30PSF-W;Plug Botol HR Petal Infused Toner 30 PS Final W;Product Name
10;PLU-BL100NAT-ULDPE;Plug Botol Linear 100 ml Natural Umum;Product Name
10;PLU-BL200NAT-LDPE;Plug Botol Linear 200 ml Natural Putri;Product Name
10;PLU-BLLS-ELD;Case/Container Plug Botol Liquid Lip Shine Emina;Product Name
10;PLU-BMF01LR0-E;Plug Mild Foundation 01 Light 30 E;Product Name
10;PLU-BMF02NR0-E;Plug Mild Foundation 02 Natural 30 E;Product Name
10;PLU-BMF03CR0-E;Plug Mild Foundation 03 Caramel 30 E;Product Name
10;PLU-BMF04MR0-E;Plug Mild Foundation 04 Mocca 30 E;Product Name
10;PLU-BNBO5-K;Plug Bottle Glass Beard Oil Package K;Product Name
10;PLU-BPO5-K;Plug Botol Perfume Oil 5 K;Product Name
10;PLU-BPVC2004HDP-NP;Plug Botol PVC Putri 200/450;Product Name
10;PLU-BRYTE50R0-WLDHD;Plug Bottle RYTE 50 W (Pc(s));Product Name
10;PLU-BRYTER0-WLDHD;Plug Plug Bottle RYTE W Wardah;Product Name
10;PLU-BS150-WLN;Plug Botol S 150 ml Wardah;Product Name
10;PLU-BS150HT-WLD;Plug Botol S 150 ml Hydrating Toner Wardah;Product Name
10;PLU-BS150OOFMWN-NTRL;Plug Olive Oil for Massage Wardah 150 ML;Product Name
10;PLU-BS150PT-WLD;Plug Botol S 150 ml Purifying Toner Wardah;Product Name
10;PLU-BS150SBC-WLD;Plug Botol S150 Seaweed Balancing Cleanser W;Product Name
10;PLU-BS150SBT-WLD;Plug Botol S150 Seaweed Balancing Toner W;Product Name
10;PLU-BS50POOWNL-NTRLD;Plug Pure OLive Oil WNL Wardah 50 ML;Product Name
10;PLU-BSLAMR0-E;Plug Plug Botol Star Lash Aqua Mascara Emina;Product Name
10;PLU-BSLEL-WPE;Plug Botol Staylast Liquid Eyeliner Wardah;Product Name
10;PLU-BTE40N-HDPE;Plug Botol Tube Everyday 40 ml Natural Wardah;Product Name
10;PLU-BTVEM-WNBR;Plug Botol The Volume Expert Mascara Wardah;Product Name
10;PLU-BTVEMR2-WPE;Plug Bottle The Volume Expert Mascara R2 W;Product Name
10;PLU-BWSPTE50R0-WLDHD;Plug Bottle WSPTE 50 W (Pc(s));Product Name
10;PLU-BWSPTER0-WLDHD;Plug Plug Bottle WSPTE W Wardah;Product Name
10;PLU-CASEWS45W-;Case/Container Plug Wonder Shine 4,5 ml Wardah;Product Name
10;PLU-CDMM30R0-W;Plug C Defense Mousse Moist 30 W;Product Name
10;PLU-CDMM30R1-W;Plug C Defense Mousse Moist 30 R1 W;Product Name
10;PLU-CGKOC10R0-W;Plug Crystallure Glow Kit Overnight Cream 10 W;Product Name
10;PLU-CLCMO-LDN;Case/Container Plug Container Lipstick Cair Make over;Product Name
10;PLU-CLVMR0-E;Wiper Cosmic Lash Volume Mascara E;Product Name
10;PLU-CSAHG50R0-W;Plug Crystallure SA Hydra Gel 50 W (Pc(s));Product Name
10;PLU-CSAOC50R0-W;Plug Crystallure A Overnight Cream 50 W (Pc(s));Product Name
10;PLU-CSET125-W;Plug CS Exfoliating Toner 125 W;Product Name
10;PLU-CSRRC50R0-W;Plug Crystallure SR Rich Cream 50 W (Pc(s));Product Name
10;PLU-CTKBE10-W;Plug Crystallure Booster Essence 10 W;Product Name
10;PLU-CTKHG10-W;Plug Crystallure Trial Kit Hydra Gel 10 W;Product Name
10;PLU-CTKRC10R0-W;Plug Crystallure Trial Kit Rich Cream 10 W;Product Name
10;PLU-DGS15-GG;Plug Dropper Glass Mock Up Serum 15 ml GG;Product Name
10;PLU-ELMFR0-W;Plug Everyday Luminous Liquid Foundation Repack 35 W;Product Name
10;PLU-EO10-B;Plug Essential Oil 10 B;Product Name
10;PLU-EXBLSR0-W;Wiper EyeXpert Brow Lash Serum W;Product Name
10;PLU-EXLWMR0-W;Wiper EyeXpert Liftlasting Waterproof Mascara W;Product Name
10;PLU-FROZZ100R0-W;Plug Frozz 100 W;Product Name
10;PLU-HRDADGR0-W;Plug Hydra Rose Dewy Aqua Day Gel W;Product Name
10;PLU-HRIT100R0-W;Plug H Rose PI Toner 100 W;Product Name
10;PLU-HRMRNGR0-W;Plug Hydra Rose Moisture Rich Night Gel W;Product Name
10;PLU-IBBM1R0-WPEN;Plug IP Browfessional 3D Brow Mascara 01 B W;Product Name
10;PLU-IBBM2R0-WPEN;Plug IP Browfessional 3D Brow Mascara 02 DG W;Product Name
10;PLU-JC20;Plug Jerican 20 Lt Putri 20;Product Name
10;PLU-JC20LR1-X;Plug Jerry Can 20 L R1;Product Name
10;PLU-JC2LNHDPE-;Plug Jerycan Putri 2 LT;Product Name
10;PLU-JC5LLDPE-NTR;Plug Jerry can Putri 5 LT;Product Name
10;PLU-JCK2L-X;Plug Jerry Can Kotak 2L;Product Name
10;PLU-LCFEC-WLD;Plug Pot Luminous Creamy Foundation Extra Cover Wardah;Product Name
10;PLU-LDC30AR0KIM-W;Plug LDC 30 Aquos KIM W;Product Name
10;PLU-LDC30AR0NP-W;Plug LDC 30 Aquos NP W;Product Name
10;PLU-LDC30AR0TM-W;Plug LDC 30 Aquos TM W;Product Name
10;PLU-LDC30RLR0-W;Plug Pot Lightening Day Cream 30 Relaunch W;Product Name
10;PLU-LDC30RLTM-W;Plug Pot Lightening Day Cream 30 Relaunch TM W;Product Name
10;PLU-LDG30RLR0-W;Plug Pot Lightening Day Gel 30 Relaunch W;Product Name
10;PLU-LDG30RLTM-W;Plug Pot Lightening Day Gel 30 Relaunch TM W;Product Name
10;PLU-LFT125-W;Plug Lightening Face Toner 125 W;Product Name
10;PLU-LIWMR0-MO;Wiper LIW Mascara MO;Product Name
10;PLU-LNC30AR0NP-W;Plug LNC 30 Aquos NP W;Product Name
10;PLU-LNC30AR0TM-W;Plug LNC 30 Aquos TM W;Product Name
10;PLU-LNC30RLR0-W;Plug Pot Lightening Night Cream 30 Relaunch W;Product Name
10;PLU-LNC30RLTM-W;Plug Pot Lightening Night Cream 30 Relaunch TM W;Product Name
10;PLU-LTE-ELDPE;Plug Tube Lip Tint Eraser Emina;Product Name
10;PLU-MIMLCR0-TV;Plug MMLC T;Product Name
10;PLU-MPR3-W;Plug Pot Moist Plus R3 W;Product Name
10;PLU-MUACNS-W;Plug Mock Up Wardah Acnederm S 15 W;Product Name
10;PLU-MUCHS1-T;Plug Mock Up Chic Serum T;Product Name
10;PLU-MUCLT100-W;Plug Mock Up CL Toner 100 W;Product Name
10;PLU-MULFT-X;Plug Botol Mock Up LFT W;Product Name
