Attribute number;Attribute value;Attribute description;Attribute name
10;EB-DK-CCLB-BULK;Eyebrow Definition Kit Camouflage Cream Light Beig BULK;Product Name
10;EB-DK-DB-BULK;Eyebrow Definition Kit Dark Brown;Product Name
10;EB-DK-DB-RP-MO2GR;Refill Press Eyebrow Definition Kit Dark Brown;Product Name
10;EB-DK-LB-BULK;Eyebrow Definition Kit Light Brown;Product Name
10;EB-DK-LB-RP-MO2GR;Refill Press Eyebrow Definition Kit Light Brown;Product Name
10;EB-DK01-MO;MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g;Product Name
10;EB-DK01C-BULK;Make Over Eyebrow Definition Kit 01 Concealer;Product Name
10;EB-DK02-01L-BULK;Eyebrow Definition Kit 02 Grey Brown - 01 Light;Product Name
10;EB-DK02-01L-RP-MO2GR;Refill Press Eyebrow Definition Kit 02 Grey Brown - 01 Light;Product Name
10;EB-DK02-02D-BULK;Eyebrow Definition Kit 02 Grey Brown - 02 Dark;Product Name
10;EB-DK02-02D-RP-MO2GR;Refill Press Eyebrow Definition Kit 02 Grey Brown - 02 Dark;Product Name
10;EB-DK02-MO;MAKE OVER Eye Brow Definition Kit 02 Grey Brown 6.9 g;Product Name
10;EB-DMCC-BULK;Powerstay Brow Definer Mascara 03 Coffee Cream;Product Name
10;EB-DMCC-MO;MAKE OVER Powerstay Brow Definer Mascara 03 Coffee Cream 6.5 g;Product Name
10;EB-DMCL-BULK;Powerstay Brow Definer Mascara Chocolate;Product Name
10;EB-DMCL-MO;MAKE OVER Powerstay Brow Definer Mascara 02 Chocolate 6.5 g;Product Name
10;EB-DMLB-BULK;Powerstay Brow Definer Mascara Long Black;Product Name
10;EB-DMLB-MO;MAKE OVER Powerstay Brow Definer Mascara 01 Long Black 6.5 g;Product Name
10;EB-EBMLBR0-W;Produk jadi Eyebrow Matic Pencil Brown W Wardah;Product Name
10;EB-EBMLDGR0-W;Produk jadi Eyebrow Matic Pencil Deep Grey W Wardah;Product Name
10;EB-EK-DB-RP-W1.1GR;Refill Press Wardah EyeXpert Eyebrow Kit Dark Brown;Product Name
10;EB-EK-LB-RP-W1GR;Refill Press Wardah EyeXpert Eyebrow Kit Light Brown;Product Name
10;EB-EK-W3G;Wardah EyeXpert Eyebrow Kit 3 g (Pc(s));Product Name
10;EB-EKC-BULK;EyeXpert Eyebrow Kit (Concealer);Product Name
10;EB-EXPMBD01-W;Wardah EyeXpert Matic Brow Definer 01 LIGHT BROWN 0.25 g;Product Name
10;EB-EXPMBD02-W;Wardah EyeXpert Matic Brow Definer 02 DARK BROWN 0.25 g;Product Name
10;EB-EXPMBD03-W;Wardah EyeXpert Matic Brow Definer 03 DARK GREY 0.25 g;Product Name
10;EB-IPB3M01-BULK;Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01 BROWN;Product Name
10;EB-IPB3M01-W5.5G;Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g;Product Name
10;EB-IPB3M02-BULK;Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02 DEEP;Product Name
10;EB-IPB3M02-W5.5G;Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g;Product Name
10;EB-IPEM01-W;Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g;Product Name
10;EB-IPEM02-W;Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 02 Ash Brown 0.6 g;Product Name
10;EB-PBE-MO1,14G;MAKE OVER Eyebrow Pencil Brown To Earth 1,14 g (Pc(s));Product Name
10;EB-PBL-MO1,14G;MAKE OVER Eyebrow Pencil Black Lines 1,14 g (Pc(s));Product Name
10;EB-R2SEDA-MO;Make Over Brow Styler Eye Definer Americano 0.13 g;Product Name
10;EB-R2SEDM-MO;Make Over Brow Styler Eye Definer Mocha 0.13 g;Product Name
10;EB-REPBL-W;Wardah EyeXpert Eyebrow Pencil Black 1.14 g (Blister);Product Name
10;EB-REPBR-W;Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister);Product Name
10;EB-RIPBA-BULK;Instaperfect Browfessional Revamp A;Product Name
10;EB-RIPBB-BULK;Instaperfect Browfessional Revamp B;Product Name
10;EB-SMUEMA-BULK;Emina Squeeze Me Up Browcara Woody;Product Name
10;EB-SMUEMA-EM;Emina Squeeze Me Up Browcara Woody 8 g;Product Name
10;EB-SMUEMB-BULK;Emina Squeeze Me Up Browcara Ashy;Product Name
10;EB-SMUEMB-EM;Emina Squeeze Me Up Browcara Ashy 8 g;Product Name
10;EB-SMUEMC-BULK;EMINA Squeeze Me Up Browcara Clear Bulk;Product Name
10;EB-SMUEMC-EM;Emina Squeeze Me Up Browcara Clear 8 g;Product Name
10;EB-TS-01-BULK;Top Secret Eyebrow Coklat;Product Name
10;EB-TS-01-RP-EM1,1GR;Refill Press Eyebrow Top Secret Cokelat (Pc(s));Product Name
10;EB-TS-02-BULK;Top Secret Eyebrow Coklat Muda;Product Name
10;EB-TS-02-RP-EM1,1GR;Refill Press Eyebrow Top Secret Cokelat Muda (Pc(s));Product Name
10;EB-TS-03-BULK;Eyebrow Top Secret 03 Bulk (Kg);Product Name
10;EB-TS-EM2.9GR;Emina Top Secret Eyebrow 2.9 gr (Pc(s));Product Name
10;EBM-BSEDAMO-X;Brow Styler Eye Definer Americano MO;Product Name
10;EBM-BSEDAR1-MO;Brow Styler Eye Definer Americano R1 MO;Product Name
10;EBM-BSEDAR2-MO;Brow Styler Eye Definer Americano R2 MO;Product Name
10;EBM-BSEDCLR1-MO;Brow Styler Eye Definer Caffe Latte R1 MO;Product Name
10;EBM-BSEDCLR2-MO;Brow Styler Eye Definer Caffe Latte R2 MO;Product Name
10;EBM-BSEDMR1-MO;Brow Styler Eye Definer Mocha R1 MO;Product Name
10;EBM-BSEDMR2-MO;Brow Styler Eye Definer Mocha R2 MO;Product Name
10;EBM-EXPMBD1R0-W;EyeXpert Matic Brow Definer 01 Light Brown W;Product Name
10;EBM-EXPMBD2R0-W;EyeXpert Matic Brow Definer 02 Dark Brown W;Product Name
10;EBM-EXPMBD3R0-W;EyeXpert Matic Brow Definer 03 Dark Grey W;Product Name
10;EBP-ABBLR0-E;Case/Container Eye Brow Pencil Black Emina;Product Name
10;EBP-ABBLR1-E;Eye Brow Pencil Black R1 Emina;Product Name
10;EBP-ABBRR0-E;Case/Container Eye Brow Pencil Brown Emina;Product Name
10;EBP-ABBRR1-E;Eye Brow Pencil Brown R1 Emina;Product Name
10;EBP-BLMOIS91-CTP2WIJ;Case/Container Eye Brow Pencil Black Lines <NC 09131206164>;Product Name
10;EBP-BLR1W-WCS;Case/Container Eye Brow Pencil Black REV-1 Wardah;Product Name
10;EBP-BLR2-W;Eye Brow Pencil Black R2 W Pc(s));Product Name
10;EBP-BLR3-W;Eye Brow Pencil Black R3 W;Product Name
10;EBP-BRR1W-WCS;Case/Container Eye Brow Pencil Brown REV-1 Wardah;Product Name
10;EBP-BRR2-W;Eye Brow Pencil Brown R2 W (Pc(s));Product Name
10;EBP-BRR3-W;Eye Brow Pencil Brown R3 W;Product Name
10;EBP-BTEMOIBR9-CTP2WI;Case/Container Eye Brow Pencil Brown To Earth Make over;Product Name
10;EC-RRYAG-BULK;Wardah Renew You Eye Cream;Product Name
10;EC-RRYAG-W;Wardah Renew You Eye Cream 10 g (Pc(s));Product Name
10;EC-RWSB-BULK;Wardah Crystal Secret Eyes Dark Circle Corrector;Product Name
10;EC-RWSB-W;Wardah Crystal Secret Eyes Dark Circle Corrector 10 ml;Product Name
10;EC-RYAG-BULK;Renew You Anti Aging Eye Cream;Product Name
10;EC-WSB-BULK;White Secret Brightening Eye Cream;Product Name
10;EDG-PLCG-X;MST1-ABD;Product Name
10;EDT-B--K;CHE3-AAB;Product Name
10;EDT-DSLV-X;CHE3-AAF;Product Name
10;EDT-SOLV-X;CHE3-AAE;Product Name
10;EEM-01LBWR0-X;EyeXpert Eyebrow Matic 01 Light Brown W;Product Name
10;EEM-02LBWR0-X;EyeXpert Eyebrow Matic 02 Dark Brown W;Product Name
10;EEM-03LBWR0-X;EyeXpert Eyebrow Matic 03 Dark Grey W;Product Name
10;EEP-01BLWR0-X;EyeXpert Eyebrow Pencil 01 Black W;Product Name
10;EEP-02BLWR0-X;EyeXpert Eyebrow Pencil 02 Brown W;Product Name
10;EKS-ACFPH-X;WBE1-ACG;Product Name
10;EKS-AVOLE-X;OBW1-ABF;Product Name
10;EKS-DCV-X;WBE3-AAB;Product Name
10;EKS-FLAC-X;WBE1-ABJ;Product Name
10;EKS-FMO-X;OBW1-ABG;Product Name
10;EKS-GTLE-X;WBE1-ACB;Product Name
10;EKS-HLE-X;WBE1-ACA;Product Name
10;EKS-PPEC-X;WBE1-ACD;Product Name
10;EKS-SRN05-MO;WBE1-ACC;Product Name
10;EL-ECBKR0-E;Produk jadi Eye Liner ECBK Emina;Product Name
10;EL-ECBWR0-E;Produk jadi Eye Liner ECBW Emina;Product Name
10;EL-ECDPR0-E;Produk jadi Eye Liner ECDP Emina;Product Name
10;EL-EDCPBL-EM0.2GR;Emina Eye Do! Crayon Pour Les Yeux Black 0.2 gr (Pc(s));Product Name
10;EL-EDPBL-EM1GR;Emina Eye Do! Pencil Eye Liner Black 1 gr (Pc(s));Product Name
10;EL-EDPBR-EM1GR;Emina Eye Do! Pencil Eye Liner Brown 1 gr (Pc(s));Product Name
10;EL-ELT-BULK;EMINA Total Eclipse Pen Liner;Product Name
10;EL-ELT-EM;EMINA Total Eclipse Pen Liner 1 ml;Product Name
10;EL-EOHB-W1GR;Wardah EyeXpert Optimum Hi-Black Liner 1 gr (Pc(s));Product Name
10;EL-ESG-BULK;Eye Liner Eyexpert Staylast Gel Bulk;Product Name
10;EL-ESL-W3,5GR;Wardah Eyexpert Staylast Liquid Eyeliner 3,5 gr (Pc(s));Product Name
10;EL-EXPELB-BULK;Wardah EYEXPERT Perfect Precision Liner;Product Name
10;EL-EXPELB-W;Wardah EYEXPERT Perfect Precision Liner 1 ml;Product Name
10;EL-HBS-MO1G;MAKE OVER Hyperblack Superstay Liner 1 g;Product Name
10;EL-HBSSLMO-X;Hyperblack Superstay Liner MO;Product Name
10;EL-HBSSLMOR1-X;Hyperblack Superstay Liner R1 MO;Product Name
10;EL-HBSSLMOR2-X;Hyperblack Superstay Liner R2 MO;Product Name
10;EL-IPHPB-W1G;Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g;Product Name
10;EL-LB-MO1,7ML;MAKE OVER Liquid Eye Liner Black 1,7 ml (Pc(s));Product Name
10;EL-PBJ-MO1,2G;MAKE OVER Eye Liner Pencil Black Jack 1,2 g (Pc(s));Product Name
10;EL-PBL-MO1,2G;MAKE OVER Eye Liner Pencil Brown Latte 1,2 g (Pc(s));Product Name
10;EL-PNB-MO1,2G;MAKE OVER Eye Liner Pencil Navy Blue 1,2 g (Pc(s));Product Name
10;EL-PNS-MO1.2G;MAKE OVER Eye Liner Pencil Nude Sleek 1,2 g (Pc(s));Product Name
10;EL-PPLCB-BULK;Powerstay Precision Liquid Liner Cobalt Blue;Product Name
10;EL-PPLCB-MO2.7G;MAKE OVER Powerstay Precision Liquid Liner Cobalt Blue 2.7 g;Product Name
10;EL-PPLJB-BULK;Powerstay Precision Liquid Liner Jet Black Bulk;Product Name
10;EL-PPLJB-MO2.7G;MAKE OVER Powerstay Precision Liquid Liner Jet Black 2.7 g;Product Name
10;EL-PSL-MO1.2G;MAKE OVER Eye Liner Pencil Silver Lines 1,2 g (Pc(s));Product Name
10;EL-PWT-MO1,2G;MAKE OVER Eye Liner Pencil White Techno 1,2 g (Pc(s));Product Name
10;EL-W2ESL-BULK;EyeXpert Staylast Liquid Eyeliner Bulk (Kg);Product Name
10;ELC-MO-KHCH;Case/Container Eyelash Curler Make Over;Product Name
10;ELC-WSSPHW-1EHLW;Case/Container Eyelash Curler Wardah;Product Name
10;ELD-PS203-X;EMO1-ACE;Product Name
10;ELG-STAYWGELW-BP;Case/Container Eye Liner Gel Staylast Waterproof Gel Eyelin;Product Name
10;ELL-EOHBLR1-WPP;Eye Liner Liquid EyeXpert Optimum Hi-Black Liner R1 W;Product Name
10;ELL-EOHBLR2-WPP;Eye Liner Liquid EyeXpert Optimum Hi-Black Liner R2 W;Product Name
10;ELL-EOHBLR3-WPP;Eye Liner Liquid EyeXpert Optimum Hi-Black Liner R3 W;Product Name
10;ELL-MOBP3S9-BDPKFT2W;Case/Container Eye Liner Liquid Black Make over;Product Name
10;ELL-STAYWLELW-BP;Case/Container Eye Liner Liquid Staylast Waterproof Liquid;Product Name
10;ELP-BJMOR1SZS-CT2S;Case/Container Eye liner pencil Black Jack Rev-1 <NC 161412;Product Name
10;ELP-BJMOR2SZS-CT2S;ELP Black Jack R2 MO;Product Name
10;ELP-BLMOR1SBR-CT2S;Case/Container Eye liner pencil Brown Latte Rev-1 Make over;Product Name
10;ELP-BLMOR2SBR-CT2S;ELP Brown Latte R2 MO;Product Name
10;ELP-BLR1W-SCS;Case/Container Eye Liner Pencil Black REV-1 Wardah;Product Name
10;ELP-BLR2W-SCS;Eye Liner Pencil Black R2 W;Product Name
10;ELP-CGMOSPG-CT2S;Case/Container Eye Liner Pencil Classic Green Make over;Product Name
10;ELP-EDBLR0-E;Case/Container Eye LIner Pencil Black Emina;Product Name
10;ELP-EDBLR1-E;Eye Liner Pencil Black R1 Emina;Product Name
10;ELP-EDBRR1-E;Eye Liner Pencil Brown R1 Emina;Product Name
10;ELP-EDDPR0-E;Case/Container Eye Liner Pencil Deep Purple Emina;Product Name
10;ELP-EDGOR0-E;Case/Container Eye Liner Pencil Gold Emina;Product Name
10;ELP-EDNBR0-E;Case/Container Eye Liner Pencil Navy Blue Emina;Product Name
10;ELP-GLGMOSP9-CTP2WIP;Case/Container Eye liner pencil Glam Gold Make over;Product Name
10;ELP-GOGMOVSG-CTP2WIP;Case/Container Eye liner pencil Goddess Gold Make over;Product Name
10;ELP-NBMOR1SPB-CT2S;Case/Container Eye liner pencil Navy Blue Rev-1 Make over;Product Name
10;ELP-NBMOR2SPB-CT2S;ELP Navy Blue R2 MO;Product Name
10;ELP-NSR0-MO;Case/Container Eye Liner Pencil Nude Sleek Make over;Product Name
10;ELP-NSR1-MO;ELP Nude Sleek R1 MO;Product Name
10;ELP-PPMOVPR-CT2S;Case/Container Eye Liner Pencil Posh Purple Make over;Product Name
10;ELP-RBMOSPB-CT2S;Case/Container Eye Liner Pencil Royal Blue Make over;Product Name
10;ELP-SLR0-MO;Case/Container Eye Liner Pencil Silver Lines Make over;Product Name
10;ELP-SLR1-MO;ELP Silver Lines R1 MO;Product Name
10;ELP-WHR1W-TCS;Case/Container Eye Liner Pencil White REV-1 Wardah;Product Name
10;ELP-WHR2W-TCS;Eye Liner Pencil White R2 W;Product Name
10;ELP-WTMOR1SPB-CT2S;Case/Container Eye Liner Pencil White Techno Rev-1 Make ove;Product Name
10;ELP-WTMOR2SPB-CT2S;ELP White Techno R2 MO;Product Name
10;EM-E3201M-X;CLR3-WHT-AAI;Product Name
10;EMAL---K;SRF3-AAB;Product Name
10;EMAL-AD25-X;EMS1-AAC;Product Name
10;EMG-450-X;EMS3-AAH;Product Name
10;EMG-S65PSG-X;EMS1-ACF;Product Name
10;EMO-ARLPS15E-X;EMO1-CBADE;Product Name
10;EMO-BLSLDM-X;EMO1-BFABJ;Product Name
10;EMO-BRB2835-X;EMO1-CCAEE;Product Name
10;EMO-BSLDMA-X;EMO1-BAAAB;Product Name
10;EMO-BSLDMZ-X;EMO1-BAAAC;Product Name
10;EMO-GSDO-X;EMO1-CBACH;Product Name
10;EMO-PLTRSB-X;EMO3-BHAEA;Product Name
10;EMO-RFNJO-X;EMO1-CBADB;Product Name
10;EMO-RFTN-X;EMO1-CBADC;Product Name
10;EMO-SLCHS-X;DSP1-BHAFE;Product Name
10;EMO-SUNFR-X;EMO1-CBADA;Product Name
10;EMO-TSPLT-X;EMO1-BIBAJ;Product Name
10;EMO-WHMLCG-X;EMO1-BBABE;Product Name
10;EMO-ZTMLAB-X;DSP1-BKBEG;Product Name
10;EMU-5418V-X;EMO1-ADA;Product Name
10;EMU-ACT-X;WAX1-AAB;Product Name
10;EMU-BE1-X;EMO1-AFH;Product Name
10;EMU-C10-X;EMO1-AGF;Product Name
10;EMU-C316-X;EMO1-AGJ;Product Name
10;EMU-CDAJ-X;EMO1-AFB;Product Name
10;EMU-COE-X;EMO1-AFA;Product Name
10;EMU-CPLS-X;EMO1-AFC;Product Name
10;EMU-CPSNL-X;EMS3-BEABB;Product Name
10;EMU-CSAL-X;EMO3-AAD;Product Name
10;EMU-CSF-X;EMO1-AGE;Product Name
10;EMU-CTB-X;EMO1-AGB;Product Name
10;EMU-CTL3-X;EMO1-AGD;Product Name
10;EMU-CTL8-X;EMO1-AGI;Product Name
10;EMU-CTLE-X;EMO1-BFABI;Product Name
10;EMU-CULT-X;EMO1-AGG;Product Name
10;EMU-DBC-X;EMO1-AFE;Product Name
10;EMU-DNPG-X;EMO1-AHG;Product Name
10;EMU-DTC7-X;EMO1-AHF;Product Name
10;EMU-EDPC-X;EMO1-AGH;Product Name
10;EMU-EML-X;EMO1-AHB;Product Name
10;EMU-EPHV-X;DSP1-AAB;Product Name
10;EMU-EPIS-X;EMO1-AHA;Product Name
10;EMU-EPSR-X;EMO1-ACF;Product Name
10;EMU-FLRM-X;EMO1-AFF;Product Name
10;EMU-GLY767LS-X;MST3-AAF;Product Name
10;EMU-HP30-X;EMO1-AFJ;Product Name
10;EMU-INDOH100-;RHM1-AAB;Product Name
10;EMU-ISST-X;EMO1-AFG;Product Name
10;EMU-LEX7-X;SCR1-AAB;Product Name
10;EMU-LEXS-X;EMO1-ADH;Product Name
10;EMU-LPNT-X;EMO1-AEA;Product Name
10;EMU-MTV6-X;EMO1-AEI;Product Name
10;EMU-NL1P-X;EMO1-AEB;Product Name
10;EMU-NPDC-X;EMO1-AFD;Product Name
10;EMU-PCLL-X;EMO1-AGC;Product Name
10;EMU-PH-X;EMO1-AEG;Product Name
10;EMU-PLHV-X;EMO1-AHH;Product Name
10;EMU-PS-;EMO1-ABG;Product Name
10;EMU-SCM3EST-X;EMO1-AEH;Product Name
10;EMU-SFT3-X;EMO1-AEC;Product Name
10;EMU-SROL-X;EMO1-AGA;Product Name
10;EMU-STS-;EMO1-ACG;Product Name
10;EMU-TEGE-;EMO1-ABB;Product Name
10;EMU-UGGE-X;EMO1-AFI;Product Name
10;EMU-VISTGDHR-SEI;DSP1-AAC;Product Name
10;EMU-VME5-X;EMS2-AAC;Product Name
10;EMU-WCKL-X;EMO1-AHC;Product Name
10;EMUL--S660352-K;EMS1-AAD;Product Name
10;EMUL-AL2-;EMS3-AAF;Product Name
10;EMUL-AL21-;EMS3-AAG;Product Name
10;EMUL-AMPK-;EMS3-AAB;Product Name
10;EMUL-AP2P-X;EMS1-ACH;Product Name
10;EMUL-BC20-X;EMS1-AAH;Product Name
10;EMUL-CGSPS-X;EMS3-ABC;Product Name
10;EMUL-CRFCPR-X;SLV3-AAB;Product Name
10;EMUL-DERMSOLP-;SRF1-AAC;Product Name
10;EMUL-EDNC129M-X;EMS3-AJAAE;Product Name
10;EMUL-EMILST-X;EMS1-ADB;Product Name
10;EMUL-EMLGDCN-X;EMS3-BHAJC;Product Name
10;EMUL-EMLP-X;EMS3-ABD;Product Name
10;EMUL-ESPL-X;EMS1-ADA;Product Name
10;EMUL-G50C-X;EMS1-ACI;Product Name
10;EMUL-GMSNSE-X;WAX3-ACH;Product Name
10;EMUL-IS34R-X;EMS1-ACJ;Product Name
10;EMUL-KF6017-X;EMS1-ABF;Product Name
10;EMUL-KF6028-X;EMS1-ABJ;Product Name
10;EMUL-KF68-X;SLC1-ADF;Product Name
10;EMUL-KSG210-X;EMS1-ABG;Product Name
10;EMUL-KSG710-X;EMS1-ABH;Product Name
10;EMUL-LCG-X;RHM3-AFH;Product Name
10;EMUL-MRSLBLC-X;EMS1-CEAGH;Product Name
10;EMUL-MTVT-X;EML3-ABD;Product Name
10;EMUL-NIKLC-X;EMS1-ACA;Product Name
10;EMUL-NKCW-X;EMS1-ABE;Product Name
10;EMUL-NS-X;EMS1-ACB;Product Name
10;EMUL-NVMEC2PLM-X;EMS2-AAD;Product Name
10;EMUL-PCCRMR-X;EMS2-BLBFG;Product Name
10;EMUL-PL64-X;EMS1-ALACG;Product Name
10;EMUL-PLUP-X;EMS1-AAI;Product Name
10;EMUL-PMLEZU-X;EMS3-ABB;Product Name
10;EMUL-S60-X;EMS3-ABA;Product Name
10;EMUL-SFTPSA-X;EMS3-BEABG;Product Name
10;EMUL-SLSF1000-X;EMS2-AAB;Product Name
10;EMUL-SNRFA-X;EMS3-ALACD;Product Name
10;EMUL-SNSLVBS-X;EMS1-BKBFB;Product Name
10;EMUL-SPBS2-X;EMS3-CEAGJ;Product Name
10;EMUL-SPCG7-X;EMS1-ACE;Product Name
10;EMUL-TGI20-X;EMS1-ABD;Product Name
10;EMUL-TMIS-X;EMS1-ACC;Product Name
10;EMUL-TSMO80V-X;EMS1-CGAIB;Product Name
10;EMUL-VCTS-X;RHM3-AFI;Product Name
10;EMUL-WDRSL-X;EMS1-BKBEB;Product Name
10;EMUL-WFASA-X;EMS3-BEABE;Product Name
10;EMUL-WLALA99-X;EMS3-AJAAD;Product Name
10;ENV-EDTHF2-K;Envelope EDT HF K;Product Name
10;ENV-EDTIW2-K;Envelope EDT IW K;Product Name
10;ENV-EDTRO2-K;Envelope EDT RO K;Product Name
10;ENV-EDTTB2-K;Envelope EDT TB K;Product Name
10;ENV-NDMCP01R0-E;Envelope NFS Daily Matte Compact Powder 01 E;Product Name
10;ENV-NDMCP02R0-E;Envelope NFS Daily Matte Compact Powder 02 E;Product Name
10;ENV-NFSADSS-W;Envelope NFS Anti Dandruff Shampoo Sachet W;Product Name
10;ENV-NFSADSSR2-W;Envelope NFS Anti Dandruff Shampoo Sachet R2 W;Product Name
10;ENV-NFSAHFW-WLG;Envelope NFS Aloe Hydramild Facial Wash 10 W;Product Name
10;ENV-NFSCSBDC3-W;Envelope NFS Crystal Secret Brightening Day Cream 3 W;Product Name
10;ENV-NFSCSFC3-W;Envelope NFS Crystal Secret Foam Cleanser 3 W;Product Name
10;ENV-NFSDFSS-W;Envelope NFS Daily Fresh Shampoo Sachet W;Product Name
10;ENV-NFSDFSSR2-W;Envelope NFS Daily Fresh Shampoo Sachet R2 W;Product Name
10;ENV-NFSEHBW30-K;Envelope NFS energizing Hair and Body Wash 30 ml Kahf;Product Name
10;ENV-NFSGEFS8R0-K;Envelope NFS Gentle Exfoliating Face Scrub 8 R0 K;Product Name
10;ENV-NFSHFSSR2-W;Envelope NFS Hair Fall Treatment Shampoo Sachet R2 W;Product Name
10;ENV-NFSHFTSS-W;Envelope NFS Hair Fall Treatment Shampoo Sachet W;Product Name
10;ENV-NFSLSP-W;Envelope NFS Lightening Sachet Package Wardah;Product Name
10;ENV-NFSLWFF5-W;Envelope NFS Lightening Whip Facial Foam 5 W;Product Name
10;ENV-NFSMCFF-WLG;Envelope NFS Mineral+ Clarifying Facial Foam 10 W;Product Name
10;ENV-NFSMCFFR1-WVG;Envelope NFS Mineral+Clarifying Facial Foam 15 R1 W;Product Name
10;ENV-NFSNPSR0-E;Envelope NFS NP Serum E;Product Name
10;ENV-NFSOACFW-K;Envelope NFS OAC FW K;Product Name
10;ENV-NFSOACFWR1-K;Envelope NFS OAC FW R1 K;Product Name
10;ENV-NFSPBCFOC-WLG;Envelope NFS PBCFB Oil Control 10 W;Product Name
10;ENV-NFSPBCFS-WLG;Envelope NFS PBCFB Smoothing 10 W;Product Name
10;ENV-NFSPBCOR1-WVG;Envelope NFS PBCFB Oil Control 15 R1 W (Pc(s));Product Name
10;ENV-NFSPBCSR1-WVG;Envelope NFS PBCFB Smoothing 15 R1 W (Pc(s));Product Name
10;ENV-NFSPBNSP-W;Envelope NFS PB Moisturizer Normal Skin Package Wardah;Product Name
10;ENV-NFSSBFW-WLG;Envelope NFS Seaweed Balancing Facial Wash 10 W;Product Name
10;ENV-NFSSBFWR1-WVG;Envelope NFS Seaweed Balancing Facial Wash 15 R1 W;Product Name
10;ENV-NFSSEBFW-K;Envelope NFS EB FW K;Product Name
10;ENV-NFSSEBFWR1-K;Envelope NFS EB FW R1 K;Product Name
10;ENV-NFSSSP-W;Envelope NFS Shampoo Sachet Package W;Product Name
10;ENV-NFSSSPSK-W;Envelope NFS Shampoo Sachet Package Salesman Kit W;Product Name
10;ENV-NFSUVSAFE5-W;Envelope NFS UV Shield Aqua Fresh Essence 5 W;Product Name
10;ENV-NLPL2R0-W;Envelope NFS Lightening Powder Foundation LF 02 W;Product Name
10;ENV-NLPL3R0-W;Envelope NFS Lightening Powder Foundation LF 03 W;Product Name
10;ENV-NLPL5R0-W;Envelope NFS Lightening Powder Foundation LF 05 W;Product Name
10;ENV-NPCTWCR0-MO;Envelope NFS Perfect Cover TWC MO;Product Name
10;ENV-NPM01R0-E;Envelope NFS Poppin' Matte 01 E;Product Name
10;ENV-NPM02R0-E;Envelope NFS Poppin' Matte 02 E;Product Name
10;ENV-NPMPFR0-MO;Envelope NFS Powerstay Matte Powder Foundation MO;Product Name
10;ENV-NPMPFR1-MO;Envelope NFS Powerstay Matte Powder Foundation R1 MO;Product Name
10;ENV-NPMPFR2-MO;Envelope NFS Powerstay Matte Powder Foundation R2 MO;Product Name
10;EO-BOBR-BULK;Beyondly Essential Blend Oil Breathe;Product Name
10;EO-BOBR01-B;Beyondly Essential Blend Oil Breathe 10 ml;Product Name
10;EO-BOCR-BULK;Beyondly Essential Blend Oil Cold Remedy;Product Name
10;EO-BOCR01-B;Beyondly Essential Blend Oil Cold Remedy 10 ml;Product Name
10;EO-BOHF-BULK;Beyondly Essential Blend Oil Hocus Focus;Product Name
10;EO-BOHF01-B;Beyondly Essential Blend Oil Hocus Focus 10 ml;Product Name
10;EO-BOLC-BULK;Beyondly Essential Blend Oil Life Core;Product Name
10;EO-BOLC01-B;Beyondly Essential Blend Oil Life Core 10 ml;Product Name
10;EO-BOMB-BULK;Beyondly Essential Blend Oil Metabolife;Product Name
10;EO-BOMB01-B;Beyondly Essential Blend Oil Metabolife 10 ml;Product Name
10;EO-BORF-BULK;Beyondly Essential Blend Oil Roomify;Product Name
10;EO-BORF01-B;Beyondly Essential Blend Oil Roomify 10 ml;Product Name
10;EO-BOSH-BULK;Beyondly Essential Blend Oil Shield;Product Name
10;EO-BOSH01-B;Beyondly Essential Blend Oil Shield 10 ml;Product Name
10;EO-BOSN-BULK;Beyondly Essential Blend Oil Serenity;Product Name
10;EO-BOSN01-B;Beyondly Essential Blend Oil Serenity 10 ml;Product Name
10;EO-BOTB-BULK;Beyondly Essential Blend Oil Tummy Buddy;Product Name
10;EO-BOTB01-B;Beyondly Essential Blend Oil Tummy Buddy 10 ml;Product Name
10;EO-L-SPA4-ML;PRF1-ACE;Product Name
10;EO-LM179-X;PRF1-ACF;Product Name
10;EO-OKPT01-B;Beyondly Single Oil Kit Primary Three 3x10 ml;Product Name
10;EO-RSML7-X;OBW3-BJBCF;Product Name
10;EO-SOB-BULK;Queen Bee Single Oil Lemon;Product Name
10;EO-SOCB-BULK;Beyondly Essential Single Oil - Clove Bud;Product Name
10;EO-SOCB01-B;Beyondly Essential Single Oil Clove Bud 10 ml;Product Name
10;EO-SOEC-BULK;Beyondly Essential Single Oil - Eucalyptus;Product Name
10;EO-SOEC01-B;Beyondly Essential Single Oil Eucalyptus 10 ml;Product Name
10;EO-SOLD-BULK;Beyondly Essential Single Oil - Lavender;Product Name
10;EO-SOLD01-B;Beyondly Essential Single Oil Lavender 10 ml;Product Name
