Process code;Routing type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Filling/Packing line code;Filling/Packing ALT.;Filling/Packing loss rate;Filling/Packing production rate;Filling/Packing production rate with change over;Efficiency of Filling/Packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Efficiency of Filling;Pressing code;Pressing ALT.;Pressing loss rate;Pressing production rate;Pressing production rate with change over;Efficiency of Pressing;Labelling code;Labelling ALT.;Labelling loss rate;Labelling production rate;Labelling production rate with change over;Efficiency of labelling;Mixing code;Mixing ALT.;Mixing loss rate;Mixing production rate;Mixing production rate with change over;Efficiency of mixing;Milling code;Milling ALT.;Milling loss rate;Milling production rate;Milling production rate with change over;Efficiency of milling;Premix code;Premix ALT.;Premix loss rate;Premix production rate;Premix production rate with change over;Efficiency of premix;Weighing code;Weighing ALT.;Weighing loss rate;Weighing production rate;Weighing production rate with change over;Efficiency of weighing
SFGPack;SR12;DUSS-EMLC10H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC11H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC12H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC13H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC14H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC15H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC16H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC17H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-EMLC18H-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
SFGPack;SR12;DUSS-IMLCR0-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SPL01;1;0;360;358.27;1;;;;;;;;;;;;;;;;;;;;;;;;
COPACKING2FACTORY;SR09;EB-DK01-MO;;EB-DK01C-BULK;15;43;NOMINAL_LINE;SAP01;3;0.3773;240;237.89;0.99;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.2222;0.1639;0.74;SRM06;1;0;0.6667;0.6667;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1;1;1
COPACKING2FACTORY;SR05;EB-DK01-MO;EB-DK-DB-RP-MO2GR;EB-DK-DB-BULK;14;43;NOMINAL_LINE;SAP01;1;0.3329;240;237.89;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COPACKING2FACTORY;SR05;EB-DK01-MO;EB-DK-LB-RP-MO2GR;EB-DK-LB-BULK;14;43;NOMINAL_LINE;SAP01;2;0.3329;240;237.89;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COPACKING2FACTORY;SR09;EB-DK02-MO;;EB-DK01C-BULK;15;43;NOMINAL_LINE;SAP01;3;0.3773;240;237.89;0.99;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.4;0.3571;0.89;SRM06;1;0;0.6667;0.6667;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1;1;1
COPACKING2FACTORY;SR05;EB-DK02-MO;EB-DK02-01L-RP-MO2GR;EB-DK02-01L-BULK;14;43;NOMINAL_LINE;SAP01;2;0.3329;240;237.89;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COPACKING2FACTORY;SR05;EB-DK02-MO;EB-DK02-02D-RP-MO2GR;EB-DK02-02D-BULK;14;43;NOMINAL_LINE;SAP01;1;0.3329;240;237.89;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COPACKING2FACTORY;SR09;EB-EK-W3G;;EB-EKC-BULK;5;19;NOMINAL_LINE;SAP01;3;0.3684;180;178;0.99;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.2;0.1563;0.78;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
COPACKING2FACTORY;SR05;EB-EK-W3G;EB-EK-DB-RP-W1.1GR;EB-DK-DB-BULK;7;19;NOMINAL_LINE;SAP01;1;0.3684;180;178;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COPACKING2FACTORY;SR05;EB-EK-W3G;EB-EK-LB-RP-W1GR;EB-DK-LB-BULK;7;19;NOMINAL_LINE;SAP01;2;0.3684;180;178;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;EB-IPB3M01-W5.5G;;EB-IPB3M01-BULK;15;15;NOMINAL_LINE;BTP02;1;0.1354;660;616.84;0.93;;;;;;;;;;;;;;;;;;;VEM01;1;0;0.2481;0.1776;0.72;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE01;1;0;1;1;1
STD;SR09;EB-IPB3M02-W5.5G;;EB-IPB3M02-BULK;15;15;NOMINAL_LINE;BTP02;1;0.1354;660;616.84;0.93;;;;;;;;;;;;;;;;;;;VEM01;1;0;0.2481;0.2257;0.91;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE01;1;0;1;1;1
STD;SR11;EB-SMUEMA-EM;;EB-SMUEMA-BULK;15;15;NOMINAL_LINE;LIP11;1;0.0784;420;395.94;0.94;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1988;0.1949;0.98;;;;;;;;;;;;;SWE02;1;0;1;1;1
STD;SR11;EB-SMUEMB-EM;;EB-SMUEMB-BULK;45;45;NOMINAL_LINE;LIP11;1;0.0699;420;411.6;0.98;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.2;0.13;0.63;;;;;;;;;;;;;SWE01;1;0;1;1;1
COPACKING2FACTORY;SR09;EB-TS-EM2.9GR;;EB-TS-03-BULK;5;19;NOMINAL_LINE;SAP01;3;0;180;178.27;0.99;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.2;0.2;1;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
COPACKING2FACTORY;SR05;EB-TS-EM2.9GR;EB-TS-01-RP-EM1,1GR;EB-TS-01-BULK;7;19;NOMINAL_LINE;SAP01;1;0;180;178.27;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COPACKING2FACTORY;SR05;EB-TS-EM2.9GR;EB-TS-02-RP-EM1,1GR;EB-TS-02-BULK;7;19;NOMINAL_LINE;SAP01;2;0;180;178.27;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;ES-PPR-MO;;ES-PPR-BULK;1;1;NOMINAL_LINE;SBP01;1;0.328;120;91.43;0.76;;;;;;;;;;;;;;;;;;;SMX04;1;0;1;0.8333;0.83;SRMLAB;1;0;1.25;1.25;1;SMU01;1;0;2;2;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;F-PTCMCC62-MO;;F-PTCMCC62-BULK;15;15;SECONDARY_LINE;FOP03;1;0.0784;240;228.12;0.95;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1658;0.1605;0.97;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;F-PTCMCC62-MO;;F-PTCMCC62-BULK;3;3;NOMINAL_LINE;FOP03;1;0.136;120;105.37;0.88;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.4;0.3704;0.93;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;F-PTCMCN10-MO;;F-PTCMCN10-BULK;3;3;NOMINAL_LINE;FOP03;1;0.136;120;105.37;0.88;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.4;0.3704;0.93;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;F-PTCMCN30-MO;;F-PTCMCN30-BULK;15;15;NOMINAL_LINE;FOP03;1;0.0784;240;228.12;0.95;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1658;0.1658;1;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;F-PTCMCN50-MO;;F-PTCMCN50-BULK;3;3;NOMINAL_LINE;FOP03;1;0.136;120;105.37;0.88;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.4;0.4;1;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;F-PTCMCN50-MO;;F-PTCMCN50-BULK;15;15;SECONDARY_LINE;FOP03;1;0.0784;240;228.12;0.95;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1658;0.1658;1;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;F-PTCMCW22-MO;;F-PTCMCW22-BULK;15;15;NOMINAL_LINE;FOP03;1;0.0784;240;228.12;0.95;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1658;0.1555;0.94;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;F-PTCMCW33-MO;;F-PTCMCW33-BULK;2;2;NOMINAL_LINE;FOP03;1;0.232;240;147.69;0.62;;;;;;;;;;;;;;;;;;;SMX04;1;0;0.1658;0.1605;0.97;SRMLAB;1;0;1;1;1;SMU01;1;0;1.25;1.25;1;SWE02;1;0;0.8;0.8;1
STD;SR09;F-PTCMCW33-MO;;F-PTCMCW33-BULK;3;3;SECONDARY_LINE;FOP03;1;0.136;240;187.83;0.78;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.4;0.3704;0.93;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;F-PTCMCW33-MO;;F-PTCMCW33-BULK;15;15;SECONDARY_LINE;FOP03;1;0.0784;240;228.12;0.95;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1658;0.1605;0.97;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;F-PTCMCW42-MO;;F-PTCMCW42-BULK;3;3;NOMINAL_LINE;FOP03;1;0.136;240;187.83;0.78;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.4;0.3448;0.86;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;F-PTCMCW42-MO;;F-PTCMCW42-BULK;15;15;SECONDARY_LINE;FOP03;1;0.0784;240;228.12;0.95;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1658;0.1605;0.97;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;F-PTCMCW52-MO;;F-PTCMCW52-BULK;3;3;NOMINAL_LINE;FOP03;1;0.136;240;187.83;0.78;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.4;0.3448;0.86;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;F-PTCMCW52-MO;;F-PTCMCW52-BULK;15;15;SECONDARY_LINE;FOP03;1;0.0784;240;228.12;0.95;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1658;0.1631;0.98;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;F-RECF01-W;;F-RECF01-BULK;35;35;NOMINAL_LINE;FOP03;1;0.1017;900;828.82;0.92;;;;;;;;;;;;;;;;;;;SDM06;1;0;0.1183;0.1058;0.89;SRM07;1;0;0.3333;0.3333;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;1;1;1
STD;SR09;F-RECF02-W;;F-RECF02-BULK;15;15;NOMINAL_LINE;FOP03;1;0.1168;900;747.63;0.83;;;;;;;;;;;;;;;;;;;SMX03;1;0;0.1183;0.0957;0.81;SRM06;1;0;0.6667;0.6667;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;FA-CPFTSL-TA;;FA-CPFTSL-BULK;4;4;NOMINAL_LINE;BTP02;1;0.3211;420;300.49;0.72;;;;;;;;;;;;;;;;;;;SVB06;1;0;0.1658;0.1383;0.83;SRM06;1;0;1;1;1;SPM03D;1;0;3.3333;3.3333;1;SWE02;1;0;2;2;1
STD;SR09;FA-CPFTSN-TA;;FA-CPFTSN-BULK;4;4;NOMINAL_LINE;BTP02;1;0.3211;420;300.49;0.72;;;;;;;;;;;;;;;;;;;SVB06;1;0;0.1658;0.1383;0.83;SRM06;1;0;1;1;1;SPM03D;1;0;3.3333;3.3333;1;SWE02;1;0;2;2;1
STD;SR11;FA-IPLGH01-W;;FA-IPLGH01-BULK;15;15;NOMINAL_LINE;BTP02;1;0.226;1260;913.15;0.72;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.25;0.14;0.57;;;;;;;;;;;;;SWE01;1;0;1;1;1
STD;SR11;FA-IPLGH02-W;;FA-IPLGH02-BULK;15;15;NOMINAL_LINE;BTP02;1;0.226;1260;913.15;0.72;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.25;0.14;0.57;;;;;;;;;;;;;SWE01;1;0;1;1;1
STD;SR09;L-CHC01-MO;;L-CHC01-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3602;480;413.33;0.86;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1333;0.1266;0.95;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC01-MO;;L-CHC01-BULK;2;2;SECONDARY_LINE;SBP01;1;0.3808;120;105.37;0.88;;;;;;;;;;;;;;;;;;;SMX04;1;0;0.2;0.2;1;SRMLAB;1;0;1.3333;1;0.75;SMU01;1;0;1.3333;1;0.75;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC02-MO;;L-CHC02-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3602;120;115.35;0.96;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1333;0.1149;0.86;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC03-MO;;L-CHC03-BULK;2;2;NOMINAL_LINE;LIP08;1;0.3602;120;109.57;0.91;;;;;;;;;;;;;;;;;;;SMX04;1;0;0.5;0.3846;0.77;SRMLAB;1;0;1;1;1;SMU01;1;0;2;2;1;SWE02;1;0;1;1;1
STD;SR09;L-CHC03-MO;;L-CHC03-BULK;5;5;SECONDARY_LINE;LIP08;1;0.3602;120;109.57;0.91;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2222;0.1786;0.8;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC04-MO;;L-CHC04-BULK;3;3;NOMINAL_LINE;LIP08;1;0.226;120;106.09;0.88;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2;0.1786;0.89;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC04-MO;;L-CHC04-BULK;5;5;SECONDARY_LINE;LIP08;1;0.3602;480;413.33;0.86;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1818;0.1818;1;SRM06;1;0;0.8;0.6667;0.83;SPM03D;1;0;1.3333;1;0.75;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC05-MO;;L-CHC05-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3602;120;109.57;0.91;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1333;0.1111;0.83;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC05-MO;;L-CHC05-BULK;2;2;SECONDARY_LINE;SBP01;1;0.3808;120;105.37;0.88;;;;;;;;;;;;;;;;;;;SMX04;1;0;0.1429;0.1429;1;SRMLAB;1;0;1.3333;1;0.75;SMU01;1;0;1.3333;1;0.75;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC06-MO;;L-CHC06-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3602;120;109.57;0.91;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2222;0.1786;0.8;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC07-MO;;L-CHC07-BULK;3;3;NOMINAL_LINE;LIP08;1;0.226;120;106.09;0.88;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2;0.1786;0.89;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC07-MO;;L-CHC07-BULK;5;5;SECONDARY_LINE;LIP08;1;0.3602;120;106.9;0.89;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1818;0.1639;0.9;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC07-MO;;L-CHC07-BULK;5;5;SECONDARY_LINE;LIP08;1;0.3602;480;413.33;0.86;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1818;0.1818;1;SRM06;1;0;0.8;0.6667;0.83;SPM03D;1;0;1.3333;1;0.75;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC08-MO;;L-CHC08-BULK;3;3;SECONDARY_LINE;LIP08;1;0.226;120;106.09;0.88;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.25;0.1923;0.77;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC08-MO;;L-CHC08-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3602;480;413.33;0.86;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2222;0.2222;1;SRM06;1;0;0.8;0.6667;0.83;SPM03D;1;0;1.3333;1;0.75;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC08-MO;;L-CHC08-BULK;3;3;SECONDARY_LINE;LIP08;1;0.226;300;263.41;0.88;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.25;0.25;1;SRM06;1;0;1;0.8;0.8;SPM03D;1;0;1.3333;1;0.75;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC09-MO;;L-CHC09-BULK;3;3;NOMINAL_LINE;LIP08;1;0.226;120;106.09;0.88;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1429;0.122;0.85;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC09-MO;;L-CHC09-BULK;5;5;SECONDARY_LINE;LIP08;1;0.1641;480;427.25;0.89;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1333;0.1333;1;SRM06;1;0;0.8;0.6667;0.83;SPM03D;1;0;1.3333;1;0.75;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC10-MO;;L-CHC10-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3911;120;115.12;0.96;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2857;0.2128;0.74;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC11-MO;;L-CHC11-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3911;120;115.12;0.96;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2222;0.1852;0.83;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CHC12-MO;;L-CHC12-BULK;5;5;NOMINAL_LINE;LIP08;1;0.3911;120;115.12;0.96;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.2222;0.1852;0.83;SRM06;1;0;0.7692;0.7692;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CM01-EM5.5GR;;L-CM01-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.2481;0.0805;0.32;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM02-EM5.5GR;;L-CM02-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1422;0.1049;0.74;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM03-EM5.5GR;;L-CM03-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;956.58;0.76;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.0941;0.76;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM04-EM5.5GR;;L-CM04-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1988;0.0745;0.37;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM05-EM5.5GR;;L-CM05-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.086;0.69;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM06-EM5.5GR;;L-CM06-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.086;0.69;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM07-EM5.5GR;;L-CM07-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.2481;0.1311;0.53;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM08-EM5.5GR;;L-CM08-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1658;0.1159;0.7;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM09-EM5.5GR;;L-CM09-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.0941;0.76;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM10-EM5.5GR;;L-CM10-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.095;0.76;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM11-EM5.5GR;;L-CM11-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.0941;0.76;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM12-EM5.5GR;;L-CM12-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1422;0.1038;0.73;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM13-EM5.5GR;;L-CM13-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.2481;0.1311;0.53;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM14-EM5.5GR;;L-CM14-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1658;0.1172;0.71;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM15-EM5.5GR;;L-CM15-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1658;0.1159;0.7;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM16-EM5.5GR;;L-CM16-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1422;0.1038;0.73;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM17-EM5.5GR;;L-CM17-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1658;0.1159;0.7;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM18-EM5.5GR;;L-CM18-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.123;0.99;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CM19-EM5.5GR;;L-CM19-BULK;15;15;NOMINAL_LINE;LIP11;1;0;1260;1108.45;0.88;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.123;0.99;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CPRLC01-W;;L-CPRLC01-BULK;15;15;NOMINAL_LINE;LIP11;1;0.0662;720;664.5;0.92;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.112;0.9;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
