Process code;Routing type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Filling/Packing line code;Filling/Packing ALT.;Filling/Packing loss rate;Filling/Packing production rate;Filling/Packing production rate with change over;Efficiency of Filling/Packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Efficiency of Filling;Labelling code;Labelling ALT.;Labelling loss rate;Labelling production rate;Labelling production rate with change over;Efficiency of labelling;Mixing code;Mixing ALT.;Mixing loss rate;Mixing production rate;Mixing production rate with change over;Efficiency of mixing;Milling code;Milling ALT.;Milling loss rate;Milling production rate;Milling production rate with change over;Efficiency of milling;Premix code;Premix ALT.;Premix loss rate;Premix production rate;Premix production rate with change over;Efficiency of premix;Weighing code;Weighing ALT.;Weighing loss rate;Weighing production rate;Weighing production rate with change over;Efficiency of weighing;flag item;flag bulk;flag refill
STD;LR11;EO-SOOR01-B;;EO-SOOR-BULK;5;5;NOMINAL_LINE;EMP07;1;0;480;209.03;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LWE01;1;0;6000;6000;1;Pc(s);g;
STD;LR11;EO-SOPM01-B;;EO-SOPM-BULK;20;20;NOMINAL_LINE;EMP07;1;0;480;378.49;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LWE01;1;0;6000;6000;1;Pc(s);g;
STD;LR11;EO-SOTT01-B;;EO-SOTT-BULK;5;5;NOMINAL_LINE;EMP07;1;0;480;209.03;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LWE01;1;0;6000;6000;1;Pc(s);g;
STD;LR04;F-BWMM01-EM;;F-BWMM01-BULK;30;30;NOMINAL_LINE;BOP10;1;0.3617;1200;276.92;0.23;;;;;;;;;;;;;LVL04;1;0;0.13;0.1;0.76;LRM02;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR04;F-BWMM01-EM;;F-BWMM01-BULK;150;150;SECONDARY_LINE;BOP10;1;0.1064;1800;1050;0.58;;;;;;;;;;;;;LVB07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-BWMM01-EM;;F-BWMM01-BULK;200;200;SECONDARY_LINE;BOP10;1;0.0762;1800;1185.6;0.66;;;;;;;;;;;;;LVL07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-BWMM02-EM;;F-BWMM02-BULK;30;30;SECONDARY_LINE;BOP10;1;0.2702;1800;335;0.19;;;;;;;;;;;;;LVL04;1;0;0.13;0.08;0.67;LRM02;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR04;F-BWMM02-EM;;F-BWMM02-BULK;150;150;NOMINAL_LINE;BOP10;1;0.1064;1800;1050;0.58;;;;;;;;;;;;;LVB07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-BWMM02-EM;;F-BWMM02-BULK;200;200;SECONDARY_LINE;BOP10;1;0.1303;1800;1160.95;0.64;;;;;;;;;;;;;LVL07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-BWMM03-EM;;F-BWMM03-BULK;150;150;SECONDARY_LINE;BOP10;1;0.1064;1800;1050;0.58;;;;;;;;;;;;;LVB07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-BWMM03-EM;;F-BWMM03-BULK;200;200;NOMINAL_LINE;BOP10;1;0.1303;1800;1160.95;0.64;;;;;;;;;;;;;LVL07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-BWMM04-EM;;F-BWMM04-BULK;30;30;SECONDARY_LINE;BOP10;1;0.3617;1200;276.92;0.23;;;;;;;;;;;;;LVL04;1;0;0.13;0.1;0.76;LRM02;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR04;F-BWMM04-EM;;F-BWMM04-BULK;150;150;SECONDARY_LINE;BOP10;1;0.1064;1800;1050;0.58;;;;;;;;;;;;;LVB07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-BWMM04-EM;;F-BWMM04-BULK;200;200;NOMINAL_LINE;BOP10;1;0.0762;1800;1185.6;0.66;;;;;;;;;;;;;LVL07;1;0;0.1;0.07;0.71;LRM02;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-CLCMA-W;;F-CLCMA-BULK;200;200;NOMINAL_LINE;MIP08;1;0;1800;1411.74;0.78;TUP06;1;0.1819;1800;1411.74;0.78;;;;;;;LVL07;1;0;0.14;0.11;0.74;LRM02;1;0;0.14;0.13;0.87;LMX01A;1;0;0.5;0.29;0.57;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-CLCMB-W;;F-CLCMB-BULK;400;400;NOMINAL_LINE;MIP08;1;0;1800;1597.84;0.89;TUP06;1;0.1108;1800;1597.84;0.89;;;;;;;LVL01;1;0;0.14;0.1;0.7;LRM01;1;0;0.11;0.1;0.9;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR20;F-CLCMC-W;;F-CLCMC-BULK;400;400;NOMINAL_LINE;MIP08;1;0;1800;1591.89;0.88;TUP06;1;0.1394;1800;1591.89;0.88;;;;;;;LVL01;1;0;0.14;0.1;0.7;LRM01;1;0;0.11;0.1;0.9;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR20;F-CLCMD-W;;F-CLCMD-BULK;200;200;SECONDARY_LINE;MIP08;1;0;1800;1411.74;0.78;TUP06;1;0.1819;3600;2322.52;0.65;;;;;;;LVL07;1;0;0.14;0.11;0.74;LRM02;1;0;0.14;0.13;0.87;LMX01A;1;0;0.5;0.29;0.57;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-CLCMD-W;;F-CLCMD-BULK;240;240;NOMINAL_LINE;MIP08;1;0;1800;1465.08;0.81;TUP06;1;0.1798;3600;2470.49;0.69;;;;;;;LVL01;1;0;0.13;0.1;0.76;LRM02;1;0;0.25;0.2;0.8;LMX01A;1;0;0.5;0.5;1;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR10;F-CLCME-W;;F-CLCME-BULK;50;50;SECONDARY_LINE;MIP08;1;0;1800;756.19;0.42;TUP06;1;0.348;3600;957.26;0.27;;;;;;;LVL05;1;0;0.14;0.11;0.78;LRM02;1;0;0.25;0.2;0.8;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-CLCME-W;;F-CLCME-BULK;150;150;SECONDARY_LINE;MIP08;1;0;1800;1297.21;0.72;TUP06;1;0.226;3600;2027.95;0.56;;;;;;;LVL07;1;0;0.13;0.09;0.7;LRM01;1;0;0.25;0.2;0.8;LMX01A;1;0;0.5;0.29;0.57;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-CLCME-W;;F-CLCME-BULK;240;240;NOMINAL_LINE;MIP08;1;0;1800;1465.08;0.81;TUP06;1;0.1798;3600;2470.49;0.69;;;;;;;LVL01;1;0;0.13;0.09;0.7;LRM01;1;0;0.25;0.2;0.8;LMX01A;1;0;0.5;0.5;1;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR10;F-CLCMF-W;;F-CLCMF-BULK;50;50;SECONDARY_LINE;MIP08;1;0;1800;756.19;0.42;TUP06;1;0.348;3600;957.26;0.27;;;;;;;LVL05;1;0;0.14;0.11;0.78;LRM02;1;0;0.25;0.2;0.8;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-CLCMF-W;;F-CLCMF-BULK;150;150;NOMINAL_LINE;MIP08;1;0;1800;1297.21;0.72;TUP06;1;0.226;3600;2027.95;0.56;;;;;;;LVL07;1;0;0.1;0.07;0.74;LRM01;1;0;0.25;0.2;0.8;LMX01A;1;0;0.5;0.29;0.57;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-CLCMF-W;;F-CLCMF-BULK;240;240;SECONDARY_LINE;MIP08;1;0;1800;1465.08;0.81;TUP06;1;0.1798;3600;2470.49;0.69;;;;;;;LVB06;1;0;0.13;0.09;0.7;LRM01;1;0;0.25;0.2;0.8;LMX01A;1;0;0.5;0.5;1;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR10;F-CLCMG-W;;F-CLCMG-BULK;50;50;SECONDARY_LINE;MIP08;1;0;1800;756.19;0.42;TUP06;1;0.348;3600;957.26;0.27;;;;;;;LVL05;1;0;0.14;0.11;0.78;LRM02;1;0;0.33;0.25;0.75;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-CLCMG-W;;F-CLCMG-BULK;120;120;NOMINAL_LINE;MIP08;1;0;1800;1240.8;0.69;TUP06;1;0.1679;3600;1893.39;0.53;;;;;;;LVL07;1;0;0.1;0.07;0.74;LRM01;1;0;0.33;0.25;0.75;LMX01A;1;0;0.5;0.29;0.57;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-CLCMG-W;;F-CLCMG-BULK;240;240;SECONDARY_LINE;MIP08;1;0;1800;1465.08;0.81;TUP06;1;0.1798;3600;2470.49;0.69;;;;;;;LVB06;1;0;0.13;0.09;0.7;LRM01;1;0;0.25;0.2;0.8;LMX01A;1;0;0.5;0.5;1;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR10;F-CLCMH-W;;F-CLCMH-BULK;50;50;NOMINAL_LINE;MIP08;1;0;1800;756.19;0.42;TUP06;1;0.348;1800;756.19;0.42;;;;;;;LVL05;1;0;0.14;0.11;0.78;LRM02;1;0;0.25;0.2;0.8;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-CLCMH-W;;F-CLCMH-BULK;120;120;SECONDARY_LINE;MIP08;1;0;1800;1189.03;0.66;TUP06;1;0.2702;1800;1189.03;0.66;;;;;;;LVL07;1;0;0.1;0.07;0.74;LRM01;1;0;0.33;0.25;0.75;LMX01A;1;0;0.5;0.29;0.57;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;F-EVLLF01-W;;F-LLUNWW1-WBULK;1000;1000;NOMINAL_LINE;BOP10;1;0.152;1200;1060;0.88;;;;;;;;;;;;;LVL02;1;0;0.08;0.06;0.79;;;;;;;;;;;;;LWE01;1;0;0.82;0.82;1;Pc(s);g;
STD;LR15;F-EVLLF02-W;;F-LLUB51W1-WBULK;1000;1000;NOMINAL_LINE;BOP10;1;0.1394;1200;1061.81;0.88;;;;;;;;;;;;;LVL02;1;0;0.09;0.07;0.75;;;;;;;;;;;;;LWE01;1;0;0.83;0.83;1;Pc(s);g;
STD;LR15;F-EVLLF03-W;;F-LLUBW1-WBULK;1000;1000;NOMINAL_LINE;BOP10;1;0;1200;1047.68;0.87;;;;;;;;;;;;;LVL02;1;0;0.08;0.07;0.8;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;F-EVLLF04-W;;F-LLUNW1-BULK;650;650;NOMINAL_LINE;BOP10;1;0;1200;1038.39;0.87;;;;;;;;;;;;;LVL02;1;0;0.1;0.08;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;F-EVLLF04-W;;F-LLUNW1-BULK;1000;1000;SECONDARY_LINE;BOP10;1;0;1200;1058.89;0.88;;;;;;;;;;;;;LVL02;1;0;0.08;0.07;0.8;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR16;F-HGFC21-MO;;F-HGFC21-BULK;30;30;SECONDARY_LINE;;;;;;;EMP15;1;0.5333;420;196.49;0.47;;;;;;;LVL04;1;0;0.13;0.09;0.7;LRM02;1;0;0.29;0.23;0.77;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR16;F-HGFC21-MO;;F-HGFC21-BULK;150;150;NOMINAL_LINE;;;;;;;EMP15;1;0.2125;420;370.1;0.88;;;;;;;LVL07;1;0;0.13;0.09;0.73;LRM02;1;0;0.29;0.2;0.7;;;;;;;LWE02;1;0;0.48;0.48;1;Pc(s);g;
STD;LR16;F-HGFN10-MO;;F-HGFN10-BULK;150;150;NOMINAL_LINE;;;;;;;EMP15;1;0.2477;420;368.06;0.88;;;;;;;LVL07;1;0;0.13;0.09;0.73;LRM02;1;0;0.29;0.2;0.7;;;;;;;LWE02;1;0;0.48;0.48;1;Pc(s);g;
STD;LR16;F-HGFN30-MO;;F-HGFN30-BULK;200;200;NOMINAL_LINE;;;;;;;EMP15;1;0;420;366.16;0.87;;;;;;;LVL07;1;0;0.17;0.11;0.67;LRM02;1;0;0.19;0.15;0.78;;;;;;;LWE02;1;0;0.41;0.41;1;Pc(s);g;
STD;LR16;F-HGFW22-MO;;F-HGFW22-BULK;180;180;NOMINAL_LINE;;;;;;;EMP15;1;0.2216;420;377.13;0.9;;;;;;;LVL07;1;0;0.18;0.12;0.65;LRM02;1;0;0.23;0.17;0.74;;;;;;;LWE02;1;0;0.47;0.47;1;Pc(s);g;
STD;LR16;F-HGFW33-MO;;F-HGFW33-BULK;30;30;SECONDARY_LINE;;;;;;;EMP15;1;0.4155;420;220.1;0.52;;;;;;;LVL04;1;0;0.47;0.16;0.35;LRM02;1;0;0.32;0.24;0.76;;;;;;;LWE02;1;0;0.43;0.43;1;Pc(s);g;
STD;LR16;F-HGFW33-MO;;F-HGFW33-BULK;150;150;NOMINAL_LINE;;;;;;;EMP15;1;0.2477;420;368.06;0.88;;;;;;;LVL07;1;0;0.13;0.09;0.73;LRM02;1;0;0.29;0.2;0.7;;;;;;;LWE02;1;0;0.48;0.48;1;Pc(s);g;
STD;LR16;F-HGFW41-MO;;F-HGFW41-BULK;150;150;NOMINAL_LINE;;;;;;;EMP15;1;0.2477;420;368.06;0.88;;;;;;;LVL07;1;0;0.13;0.09;0.73;LRM02;1;0;0.29;0.2;0.7;;;;;;;LWE02;1;0;0.45;0.45;1;Pc(s);g;
STD;LR04;F-HGFW42-MO;;F-HGFW42-BULK;150;150;NOMINAL_LINE;EMP17;1;0.2295;600;501.32;0.84;;;;;;;;;;;;;LVL07;1;0;0.13;0.09;0.73;LRM02;1;0;0.29;0.2;0.7;;;;;;;LWE02;1;0;0.68;0.68;1;Pc(s);g;
STD;LR16;F-HGFW50-MO;;F-HGFW50-BULK;150;150;NOMINAL_LINE;;;;;;;EMP15;1;0.2475;420;368.07;0.88;;;;;;;LVL07;1;0;0.13;0.09;0.73;LRM02;1;0;0.29;0.2;0.7;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR10;F-IPSF11-W;;F-IPSF11-BULK;120;120;NOMINAL_LINE;MIP08;1;0;600;483.87;0.81;TUP06;1;0;600;483.87;0.81;;;;;;;LVL07;1;0;0.13;0.1;0.76;LRM01;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR20;F-IPSF11-W;;F-IPSF11-BULK;350;350;SECONDARY_LINE;MIP08;1;0;600;483.87;0.81;TUP06;1;0;600;483.87;0.81;;;;;;;LVL01;1;0;0.1;0.08;0.77;LRM01;1;0;0.17;0.13;0.8;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR10;F-IPSF12-W;;F-IPSF12-BULK;120;120;NOMINAL_LINE;MIP08;1;0;600;420.76;0.7;TUP06;1;0;600;420.76;0.7;;;;;;;LVL07;1;0;0.13;0.1;0.76;LRM01;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR20;F-IPSF12-W;;F-IPSF12-BULK;240;240;SECONDARY_LINE;MIP08;1;0;600;420.76;0.7;TUP06;1;0;600;420.76;0.7;;;;;;;LVL01;1;0;0.13;0.1;0.76;LRM01;1;0;0.17;0.13;0.8;LMX01A;1;0;1;0.5;0.5;LWE01;1;0;0.6;0.6;1;Pc(s);g;
STD;LR20;F-IPSF12-W;;F-IPSF12-BULK;350;350;SECONDARY_LINE;MIP08;1;0;600;420.76;0.7;TUP06;1;0;600;420.76;0.7;;;;;;;LVL01;1;0;0.1;0.08;0.77;LRM01;1;0;0.17;0.13;0.8;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR10;F-IPSF13-W;;F-IPSF13-BULK;120;120;NOMINAL_LINE;MIP08;1;0;600;425.54;0.71;TUP06;1;0;600;425.54;0.71;;;;;;;LVL07;1;0;0.13;0.1;0.76;LRM01;1;0;0.25;0.18;0.73;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR20;F-IPSF13-W;;F-IPSF13-BULK;240;240;SECONDARY_LINE;MIP08;1;0;600;425.54;0.71;TUP06;1;0;600;425.54;0.71;;;;;;;LVL01;1;0;0.13;0.1;0.76;LRM01;1;0;0.17;0.13;0.8;LMX01A;1;0;1;0.5;0.5;LWE01;1;0;0.6;0.6;1;Pc(s);g;
STD;LR20;F-IPSF13-W;;F-IPSF13-BULK;350;350;SECONDARY_LINE;MIP08;1;0;600;425.54;0.71;TUP06;1;0;600;425.54;0.71;;;;;;;LVL01;1;0;0.1;0.08;0.77;LRM01;1;0;0.17;0.13;0.8;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR10;F-IPSF14-W;;F-IPSF14-BULK;50;50;NOMINAL_LINE;MIP08;1;0;600;421.96;0.7;TUP06;1;0;600;421.96;0.7;;;;;;;LVL05;1;0;0.14;0.11;0.74;LRM01;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR10;F-IPSF14-W;;F-IPSF14-BULK;120;120;SECONDARY_LINE;MIP08;1;0;600;421.96;0.7;TUP06;1;0;600;421.96;0.7;;;;;;;LVL07;1;0;0.14;0.11;0.74;LRM01;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-IPSF14-W;;F-IPSF14-BULK;240;240;SECONDARY_LINE;MIP08;1;0;600;421.96;0.7;TUP06;1;0;600;421.96;0.7;;;;;;;LVL01;1;0;0.13;0.1;0.76;LRM01;1;0;0.17;0.13;0.8;LMX01A;1;0;1;0.5;0.5;LWE01;1;0;0.6;0.6;1;Pc(s);g;
STD;LR20;F-IPSF14-W;;F-IPSF14-BULK;300;300;SECONDARY_LINE;MIP08;1;0;600;421.96;0.7;TUP06;1;0;600;421.96;0.7;;;;;;;LVL01;1;0;0.1;0.08;0.77;LRM01;1;0;0.17;0.13;0.8;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR10;F-IPSF15-W;;F-IPSF15-BULK;30;30;NOMINAL_LINE;MIP08;1;0;600;392.33;0.65;TUP06;1;0.2944;600;392.33;0.65;;;;;;;LVL05;1;0;0.14;0.11;0.74;LRM01;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR10;F-IPSF15-W;;F-IPSF15-BULK;200;200;SECONDARY_LINE;MIP08;1;0;600;392.33;0.65;TUP06;1;0.2159;600;392.33;0.65;;;;;;;LVL07;1;0;0.14;0.11;0.74;LRM01;1;0;0.17;0.13;0.8;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-IPSF15-W;;F-IPSF15-BULK;250;250;SECONDARY_LINE;MIP08;1;0;600;392.33;0.65;TUP06;1;0.0628;600;392.33;0.65;;;;;;;LVL01;1;0;0.11;0.08;0.75;LRM01;1;0;0.2;0.15;0.77;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR10;F-IPSF16-W;;F-IPSF16-BULK;30;30;NOMINAL_LINE;MIP08;1;0;600;393.22;0.66;TUP06;1;0.1699;600;393.22;0.66;;;;;;;LVL05;1;0;0.14;0.11;0.74;LRM01;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR10;F-IPSF16-W;;F-IPSF16-BULK;200;200;SECONDARY_LINE;MIP08;1;0;600;393.22;0.66;TUP06;1;0.2107;600;393.22;0.66;;;;;;;LVL07;1;0;0.14;0.11;0.74;LRM01;1;0;0.17;0.13;0.8;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-IPSF16-W;;F-IPSF16-BULK;250;250;SECONDARY_LINE;MIP08;1;0;600;393.22;0.66;TUP06;1;0.0628;600;393.22;0.66;;;;;;;LVL01;1;0;0.11;0.08;0.75;LRM01;1;0;0.2;0.15;0.77;LMX01A;1;0;0.5;0.29;0.57;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;F-L01VC-OMG;;F-L01-BULK;300;300;NOMINAL_LINE;BOP10;1;0.1409;960;787.62;0.82;;;;;;;;;;;;;LVL01;1;0;0.13;0.09;0.73;LRM01;1;0;0.25;0.18;0.73;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR05;F-L01VC-OMG;;F-L01-BULK;1000;1000;SECONDARY_LINE;BOP10;1;0.0514;960;861.49;0.9;;;;;;;;;;;;;LVL02;1;0;0.1;0.08;0.77;LRM01;1;0;0.17;0.13;0.75;LMX01A;1;0;0.4;0.29;0.71;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR05;F-L02VC-OMG;;F-L02-BULK;400;400;NOMINAL_LINE;BOP10;1;0.0975;960;828.49;0.86;;;;;;;;;;;;;LVL01;1;0;0.14;0.1;0.7;LRM01;1;0;0.2;0.15;0.77;LMX01A;1;0;0.5;0.33;0.67;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR05;F-L02VC-OMG;;F-L02-BULK;600;600;SECONDARY_LINE;BOP10;1;0.0849;960;850.73;0.89;;;;;;;;;;;;;LVL02;1;0;0.14;0.1;0.7;LRM01;1;0;0.2;0.15;0.77;LMX01A;1;0;0.5;0.33;0.67;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR05;F-L03VC-OMG;;F-L03-BULK;400;400;SECONDARY_LINE;BOP10;1;0.0858;960;809.82;0.84;;;;;;;;;;;;;LVL01;1;0;0.14;0.1;0.7;LRM01;1;0;0.2;0.15;0.77;LMX01A;1;0;0.5;0.33;0.67;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR05;F-L03VC-OMG;;F-L03-BULK;600;600;NOMINAL_LINE;BOP10;1;0.0972;960;835.75;0.87;;;;;;;;;;;;;LVL02;1;0;0.13;0.09;0.73;LRM01;1;0;0.2;0.15;0.77;LMX01A;1;0;0.5;0.33;0.67;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR05;F-L04VC-OMG;;F-L04-BULK;400;400;NOMINAL_LINE;BOP10;1;0;660;585.37;0.89;;;;;;;;;;;;;LVL01;1;0;0.14;0.1;0.7;LRM01;1;0;0.2;0.14;0.71;LMX01A;1;0;0.5;0.33;0.67;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR04;F-L05VC-OMG;;F-L05-BULK;300;300;SECONDARY_LINE;BOP10;1;0.0338;960;828.49;0.86;;;;;;;;;;;;;LVL01;1;0;0.1;0.08;0.77;LRM01;1;0;0.25;0.17;0.67;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR05;F-L05VC-OMG;;F-L05-BULK;400;400;NOMINAL_LINE;BOP10;1;0.1182;960;828.49;0.86;;;;;;;;;;;;;LVL01;1;0;0.13;0.09;0.73;LRM01;1;0;0.2;0.15;0.77;LMX01A;1;0;0.5;0.33;0.67;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR04;F-L06VC-OMG;;F-L06-BULK;150;150;NOMINAL_LINE;BOP10;1;0;660;516.63;0.78;;;;;;;;;;;;;LVL07;1;0;0.11;0.08;0.75;LRM01;1;0;0.25;0.17;0.67;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR20;F-LLF01-W;;F-LLF01-BULK;300;300;SECONDARY_LINE;BLP02;1;0;1320;1235.85;0.94;TUP06;1;0.1217;1320;1235.85;0.94;;;;;;;LVL01;1;0;0.09;0.07;0.79;LRM01;1;0;0.17;0.13;0.75;LMX01A;1;0;0.33;0.22;0.67;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-LLF01-W;;F-LLF01-BULK;600;600;NOMINAL_LINE;BLP02;1;0;1320;1235.85;0.94;TUP06;1;0.1229;1320;1235.85;0.94;;;;;;;LVL02;1;0;0.13;0.1;0.76;LRM01;1;0;0.13;0.11;0.83;LMX01A;1;0;0.4;0.29;0.71;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR20;F-LLF01-W;;F-LLF01-BULK;1000;1000;SECONDARY_LINE;BLP02;1;0;1320;1245.14;0.94;TUP06;1;0.1059;1320;1245.14;0.94;;;;;;;LVL02;1;0;0.08;0.07;0.8;LRM01;1;0;0.08;0.07;0.86;LMX01A;1;0;0.25;0.18;0.73;LWE01;1;0;0.4;0.4;1;Pc(s);g;
STD;LR20;F-LLF02-W;;F-LLF02-BULK;300;300;SECONDARY_LINE;BLP02;1;0;1320;1235.85;0.94;TUP06;1;0.1421;1320;1235.85;0.94;;;;;;;LVL01;1;0;0.09;0.07;0.79;LRM01;1;0;0.17;0.13;0.75;LMX01A;1;0;0.33;0.22;0.67;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-LLF02-W;;F-LLF02-BULK;600;600;NOMINAL_LINE;BLP02;1;0;1320;1235.85;0.94;TUP06;1;0.121;1320;1235.85;0.94;;;;;;;LVL02;1;0;0.13;0.1;0.76;LRM01;1;0;0.13;0.11;0.83;LMX01A;1;0;0.4;0.29;0.71;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR20;F-LLF02-W;;F-LLF02-BULK;900;900;SECONDARY_LINE;BLP02;1;0;1320;1239.08;0.94;TUP06;1;0.0835;1320;1239.08;0.94;;;;;;;LVL02;1;0;0.08;0.07;0.8;LRM01;1;0;0.17;0.13;0.75;LMX01A;1;0;0.25;0.18;0.73;LWE01;1;0;0.4;0.4;1;Pc(s);g;
STD;LR20;F-LLF03-W;;F-LLF03-BULK;300;300;SECONDARY_LINE;BLP02;1;0;1320;1235.85;0.94;TUP06;1;0.1062;1320;1235.85;0.94;;;;;;;LVL01;1;0;0.08;0.07;0.8;LRM01;1;0;0.17;0.13;0.75;LMX01A;1;0;0.33;0.22;0.67;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR20;F-LLF03-W;;F-LLF03-BULK;600;600;NOMINAL_LINE;BLP02;1;0;1320;1235.85;0.94;TUP06;1;0.117;1320;1235.85;0.94;;;;;;;LVL02;1;0;0.13;0.1;0.76;LRM01;1;0;0.13;0.11;0.83;LMX01A;1;0;0.4;0.29;0.71;LWE01;1;0;1;1;1;Pc(s);g;
