Process code;Routing type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Filling/Packing line code;Filling/Packing ALT.;Filling/Packing loss rate;Filling/Packing production rate;Filling/Packing production rate with change over;Efficiency of Filling/Packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Efficiency of Filling;Labelling code;Labelling ALT.;Labelling loss rate;Labelling production rate;Labelling production rate with change over;Efficiency of labelling;Mixing code;Mixing ALT.;Mixing loss rate;Mixing production rate;Mixing production rate with change over;Efficiency of mixing;Milling code;Milling ALT.;Milling loss rate;Milling production rate;Milling production rate with change over;Efficiency of milling;Premix code;Premix ALT.;Premix loss rate;Premix production rate;Premix production rate with change over;Efficiency of premix;Weighing code;Weighing ALT.;Weighing loss rate;Weighing production rate;Weighing production rate with change over;Efficiency of weighing;flag item;flag bulk;flag refill
STD;LR15;FW-FWN1-OMG;;FW-FW-BULK;1000;1000;NOMINAL_LINE;LVAM01;1;0.0688;1200;1197.68;1;;;;;;;;;;;;;LVB01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE02;1;0;0.75;0.75;1;Pc(s);g;
STD;LR01;FW-FWN2VC-OMG;;FW-FW-BULK;1000;1000;NOMINAL_LINE;;;;;;;TUP02;1;0.0514;3900;3329.64;0.85;;;;;;;LVB01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE02;1;0;0.75;0.75;1;Pc(s);g;
STD;LR01;FW-FWN2VC-OMG;;FW-FW-BULK;3000;3000;SECONDARY_LINE;;;;;;;TUP02;1;0.0688;3900;3457.54;0.89;;;;;;;LVL06;1;0;0.11;0.08;0.75;;;;;;;;;;;;;LWE02;1;0;0.75;0.75;1;Pc(s);g;
STD;LR02;FW-GS-L;;FW-GS-BULK;1000;1000;NOMINAL_LINE;BOP03;1;0;600;536.64;0.89;EMP02B;1;0.0274;600;536.64;0.89;;;;;;;LVB01;1;0;0.23;0.17;0.75;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;FW-GSN2-L;;FW-GS-BULK;1000;1000;NOMINAL_LINE;BOP04;1;0;900;689.6;0.77;EMP03B;1;0.0761;900;689.6;0.77;;;;;;;LVB01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;FW-GSN3-L;;FW-GS-BULK;30;30;NOMINAL_LINE;MIP08;1;0;600;419.46;0.7;TUP08B;1;0.2723;3900;1026.94;0.26;;;;;;;LVL04;1;0;0.28;0.2;0.71;;;;;;;;;;;;;LWE02;1;0;2;2;1;Pc(s);g;
STD;LR02;FW-GSN3-L;;FW-GS-BULK;120;120;SECONDARY_LINE;MIP08;1;0;600;547.37;0.91;TUP08B;1;0.1857;3900;2400;0.62;;;;;;;LVL12;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR02;FW-GSN3-L;;FW-GS-BULK;150;150;SECONDARY_LINE;MIP08;1;0;600;557.7;0.93;TUP08B;1;0.1741;3900;2612.22;0.67;;;;;;;LVL07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;FW-LMGWN1-W;;FW-LMGW-BULK;2000;2000;SECONDARY_LINE;TUP02B;1;0.0626;3600;3187.75;0.89;;;;;;;;;;;;;LVL09;1;0;0.13;0.11;0.84;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;FW-LMGWN1-W;;FW-LMGW-BULK;2000;2000;SECONDARY_LINE;TUP02B;1;0.0626;3600;3187.75;0.89;;;;;;;;;;;;;LVL10;1;0;0.13;0.11;0.84;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;FW-LMGWN1-W;;FW-LMGW-BULK;3000;3000;NOMINAL_LINE;TUP02B;1;0.0452;3600;3224.71;0.9;;;;;;;;;;;;;LVL08;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR01;FW-LMGWN2-W;;FW-LMGW-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP01;1;0.079;3600;3091.41;0.86;;;;;;;LVL09;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR01;FW-LMGWN2-W;;FW-LMGW-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP01;1;0.079;3600;3091.41;0.86;;;;;;;LVL10;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR01;FW-LMGWN2-W;;FW-LMGW-BULK;3000;3000;NOMINAL_LINE;;;;;;;TUP01;1;0.03;3600;3085.79;0.86;;;;;;;LVL08;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;FW-LWFN1-W;;FW-LWF-BULK;1000;1000;NOMINAL_LINE;TUP10B;1;0.0642;3600;2591.44;0.72;;;;;;;;;;;;;LVB01;1;0;0.14;0.11;0.78;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR01;FW-LWFN2-W;;FW-LWF-BULK;1000;1000;NOMINAL_LINE;;;;;;;TUP10;1;0.0369;3600;2049.76;0.57;;;;;;;LVB01;1;0;0.14;0.11;0.78;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;FW-MCF-W100ML;;FW-MCF-BULK;1000;1000;NOMINAL_LINE;TUP03;1;0;3600;1710;0.48;TUP01;1;0.0706;3600;2736;0.76;;;;;;;LVB01;1;0;0.13;0.11;0.84;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;FW-MCF-W60ML;;FW-MCF-BULK;1000;1000;NOMINAL_LINE;TUP04;1;0.0796;3600;2568.15;0.71;;;;;;;;;;;;;LVB03;1;0;0.13;0.11;0.84;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR02;FW-NFSGS-L;;FW-GS-BULK;30;30;NOMINAL_LINE;MIP08;1;0;480;360;0.75;TUP08B;1;0.2483;3900;1051.69;0.27;;;;;;;LVL04;1;0;0.23;0.17;0.74;;;;;;;;;;;;;LWE02;1;0;3.33;3.33;1;Pc(s);g;
STD;LR01;FW-PBCFLO100-W;;FW-PBCFLO-BULK;2000;2000;NOMINAL_LINE;;;;;;;TUP02;1;0.0464;3600;3114.17;0.87;;;;;;;LVL06;1;0;0.12;0.1;0.8;;;;;;;;;;;;;LWE02;1;0;0.32;0.32;1;Pc(s);g;
STD;LR01;FW-PBCFLO50-W;;FW-PBCFLO-BULK;2000;2000;NOMINAL_LINE;;;;;;;TUP02;1;0.0547;3600;3197.43;0.89;;;;;;;LVL06;1;0;0.12;0.1;0.8;;;;;;;;;;;;;LWE02;1;0;0.45;0.45;1;Pc(s);g;
STD;LR01;FW-PBCFLS100-W;;FW-PBCFLS-BULK;3000;3000;NOMINAL_LINE;;;;;;;TUP02;1;0.043;3600;3086.63;0.86;;;;;;;LVL06;1;0;0.12;0.1;0.81;;;;;;;;;;;;;LWE02;1;0;0.31;0.31;1;Pc(s);g;
STD;LR01;FW-PBCFLS50-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP01;1;0.0653;3600;3192.3;0.89;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.3;0.3;1;Pc(s);g;
STD;LR01;FW-PBCFLS50-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP01;1;0.0653;3600;3192.3;0.89;;;;;;;LVL09;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.3;0.3;1;Pc(s);g;
STD;LR01;FW-PBCFLS50-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP01;1;0.0653;3600;3192.3;0.89;;;;;;;LVL10;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.3;0.3;1;Pc(s);g;
STD;LR01;FW-PBCFLS50-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP02;1;0.0653;3600;3192.3;0.89;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.3;0.3;1;Pc(s);g;
STD;LR01;FW-PBCFLS50-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP02;1;0.0653;3600;3192.3;0.89;;;;;;;LVL09;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.3;0.3;1;Pc(s);g;
STD;LR01;FW-PBCFLS50-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP02;1;0.0653;3600;3192.3;0.89;;;;;;;LVL10;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.3;0.3;1;Pc(s);g;
STD;LR01;FW-PBCFLS50-W;;FW-PBCFLS-BULK;3000;3000;NOMINAL_LINE;;;;;;;TUP02;1;0.0474;3600;3229.07;0.9;;;;;;;LVL10;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.3;0.3;1;Pc(s);g;
STD;LR02;FW-PBCFLSN3-W;;FW-PBCFLS-BULK;1000;1000;NOMINAL_LINE;LVWM01;1;0;169.8;164.06;0.97;TUP07B;1;0.1264;169.8;164.06;0.97;;;;;;;LVB01;1;0;0.13;0.1;0.8;;;;;;;;;;;;;LWE01;1;0;0.75;0.75;1;Pc(s);g;
STD;LR02;FW-PBCFLSN3-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;LVWM01;1;0;169.8;165.11;0.97;TUP07B;1;0.1039;169.8;165.11;0.97;;;;;;;LVL06;1;0;0.14;0.11;0.79;;;;;;;;;;;;;LWE02;1;0;0.46;0.46;1;Pc(s);g;
STD;LR02;FW-PBCFLSN3H-W;;FW-PBCFLS-BULK;1000;1000;NOMINAL_LINE;LVWM01;1;0;169.8;164.06;0.97;TUP07B;1;0.1315;169.8;164.06;0.97;;;;;;;LVB03;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;FW-PBCFLSN3H-W;;FW-PBCFLS-BULK;2000;2000;SECONDARY_LINE;LVWM01;1;0;169.8;165.11;0.97;TUP07B;1;0.1086;169.8;165.11;0.97;;;;;;;LVL06;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.75;0.75;1;Pc(s);g;
STD;LR01;FW-PBNW100-W;;FW-PBNW-BULK;3000;3000;NOMINAL_LINE;;;;;;;TUP01;1;0;3600;3090.4;0.86;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;FW-PCSAC-KA;;FW-PCSAC-BULK;1000;1000;NOMINAL_LINE;TUP03;1;0;3600;1239.27;0.34;TUP01;1;0.0112;3600;2736.55;0.76;;;;;;;LVB01;1;0;0.17;0.13;0.78;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR02;FW-PCSRB-KA;;FW-PCSRB-BULK;1000;1000;SECONDARY_LINE;TUP03;1;0;3600;2307.69;0.64;TUP01;1;0.0266;3600;2726.21;0.76;;;;;;;LVB01;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;FW-PCSRB-KA;;FW-PCSRB-BULK;2000;2000;NOMINAL_LINE;TUP03;1;0.025;3600;2307.69;0.64;;;;;;;;;;;;;LVL06;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.75;0.75;1;Pc(s);g;
STD;LR01;FW-RHMF-W;;FW-RHMF-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP02;1;0.106;3600;3082.76;0.86;;;;;;;LVL09;1;0;0.13;0.1;0.8;;;;;;;;;;;;;LWE02;1;0;0.5;0.5;1;Pc(s);g;
STD;LR01;FW-RHMF-W;;FW-RHMF-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP02;1;0.106;3600;3082.76;0.86;;;;;;;LVL10;1;0;0.13;0.1;0.8;;;;;;;;;;;;;LWE02;1;0;0.5;0.5;1;Pc(s);g;
STD;LR01;FW-RHMF-W;;FW-RHMF-BULK;3000;3000;NOMINAL_LINE;;;;;;;TUP02;1;0.053;3600;3079.67;0.86;;;;;;;LVL08;1;0;0.13;0.1;0.8;;;;;;;;;;;;;LWE02;1;0;0.5;0.5;1;Pc(s);g;
STD;LR02;FW-RPBCFLO100-W;;FW-RPBCFLO-BULK;3000;3000;NOMINAL_LINE;MIP08;1;0;720;671.94;0.93;TUP01;1;0.0017;720;671.94;0.93;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;FW-RPBCFLO50-W;;FW-RPBCFLO-BULK;3000;3000;NOMINAL_LINE;MIP08;1;0;720;690.66;0.96;TUP02;1;0.0115;720;690.66;0.96;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;FW-RPBCFLS100-W;;FW-RPBCFLS-BULK;3000;3000;NOMINAL_LINE;MIP08;1;0;720;672.85;0.93;TUP01;1;0;720;672.85;0.93;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;FW-RPBCFLS50-W;;FW-RPBCFLS-BULK;3000;3000;NOMINAL_LINE;MIP08;1;0;720;691.22;0.96;TUP02;1;0;720;691.22;0.96;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;FW-RPBCFLSN3-W;;FW-RPBCFLS-BULK;1000;1000;NOMINAL_LINE;LVWM01;1;0;270;245.25;0.91;TUP07B;1;0.045;270;245.25;0.91;;;;;;;LVB01;1;0;0.13;0.1;0.8;;;;;;;;;;;;;LWE01;1;0;0.75;0.75;1;Pc(s);g;
STD;LR02;FW-RPBCFLSN3-W;;FW-RPBCFLS-BULK;3000;3000;SECONDARY_LINE;LVWM01;1;0;270;255.72;0.95;TUP07B;1;0.0183;270;255.72;0.95;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;FW-RRYAG-W;;FW-RRYAG-BULK;3000;3000;NOMINAL_LINE;LTE01;1;0;1200;1134.31;0.95;TUP01;1;0.0514;1200;1134.31;0.95;;;;;;;LVL06;1;0;0.11;0.09;0.82;;;;;;;;;;;;;LWE02;1;0;0.5;0.5;1;Pc(s);g;
STD;LR01;FW-RWSABHA-W;;FW-RWSABHA-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP01;1;0.2103;3600;3074.45;0.85;;;;;;;LVL09;1;0;0.08;0.07;0.86;;;;;;;;;;;;;LWE02;1;0;0.73;0.73;1;Pc(s);g;
STD;LR01;FW-RWSABHA-W;;FW-RWSABHA-BULK;2000;2000;SECONDARY_LINE;;;;;;;TUP01;1;0.2103;3600;3074.45;0.85;;;;;;;LVL10;1;0;0.08;0.07;0.86;;;;;;;;;;;;;LWE02;1;0;0.73;0.73;1;Pc(s);g;
STD;LR01;FW-RWSABHA-W;;FW-RWSABHA-BULK;3000;3000;NOMINAL_LINE;;;;;;;TUP01;1;0.1351;3600;3086.17;0.86;;;;;;;LVL08;1;0;0.08;0.07;0.86;;;;;;;;;;;;;LWE02;1;0;0.73;0.73;1;Pc(s);g;
STD;LR15;FW-SB-W60ML;;FW-SB-BULK;1000;1000;NOMINAL_LINE;TUP04;1;0.0734;3600;2556.95;0.71;;;;;;;;;;;;;LVB01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.92;0.92;1;Pc(s);g;
STD;LR15;FW-SBRDBL-EM;;FW-SBRDBL-BULK;1000;1000;SECONDARY_LINE;TUP03;1;0.1799;3600;2128.44;0.59;;;;;;;;;;;;;LVB02;1;0;0.14;0.12;0.82;;;;;;;;;;;;;LWE01;1;0;0.71;0.71;1;Pc(s);g;
STD;LR15;FW-SBRDBL-EM;;FW-SBRDBL-BULK;3000;3000;NOMINAL_LINE;TUP03;1;0.1723;3600;2840.23;0.79;;;;;;;;;;;;;LVL06;1;0;0.1;0.09;0.87;;;;;;;;;;;;;LWE01;1;0;0.71;0.71;1;Pc(s);g;
STD;LR15;FW-SBRDBR-EM;;FW-SBRDBR-BULK;600;600;NOMINAL_LINE;TUP03;1;0.177;3600;1675.75;0.47;;;;;;;;;;;;;LVB05;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.86;0.86;1;Pc(s);g;
STD;LR02;HBL-AHMG-W100ML;;HBL-AHMG-BULK;3000;3000;NOMINAL_LINE;MIP08;1;0;900;875.44;0.97;TUP01;1;0.1356;3600;3047.22;0.85;;;;;;;LVL08;1;0;0.13;0.11;0.79;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBL-AVG-EM;;HBL-AVG-BULK;200;200;NOMINAL_LINE;TUP03;1;0.0907;3600;806.41;0.22;;;;;;;;;;;;;LVB07;1;0;0.2;0.17;0.83;;;;;;;;;;;;;LWE02;1;0;2;2;1;Pc(s);g;
STD;LR15;HBL-AVG-EM;;HBL-AVG-BULK;500;500;SECONDARY_LINE;TUP03;1;0.1029;3600;1497.2;0.42;;;;;;;;;;;;;LVB05;1;0;0.2;0.17;0.83;;;;;;;;;;;;;LWE01;1;0;2;2;1;Pc(s);g;
STD;LR02;HBL-ETBMAN2-W;;HBL-ETBMA-BULK;1000;1000;NOMINAL_LINE;BOP03;1;0;900;609.05;0.68;EMP03B;1;0.041;900;609.05;0.68;;;;;;;LVB01;1;0;0.22;0.17;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-ETBMBN2-W;;HBL-ETBMB-BULK;1000;1000;NOMINAL_LINE;BOP03;1;0;900;609.05;0.68;EMP03B;1;0.041;900;609.05;0.68;;;;;;;LVB01;1;0;0.22;0.17;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-ETBMCN2-W;;HBL-ETBMC-BULK;1000;1000;NOMINAL_LINE;BOP03;1;0;900;609.05;0.68;EMP03B;1;0.041;900;609.05;0.68;;;;;;;LVB01;1;0;0.22;0.17;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-ETBMDN2-W;;HBL-ETBMD-BULK;1000;1000;NOMINAL_LINE;BOP03;1;0;900;609.05;0.68;EMP03B;1;0;900;609.05;0.68;;;;;;;LVB01;1;0;0.22;0.17;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-ETBMEN2-W;;HBL-ETBME-BULK;1000;1000;NOMINAL_LINE;BOP03;1;0;900;609.05;0.68;EMP03B;1;0;900;609.05;0.68;;;;;;;LVB01;1;0;0.22;0.17;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-RAHMG-W;;HBL-AHMG-BULK;1000;1000;NOMINAL_LINE;LTE01;1;0;2700;1852.59;0.69;TUP03B;1;0;2700;1852.59;0.69;;;;;;;LVB01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;HBL-V1-WL;;HBL-V1-BULK;1000;1000;NOMINAL_LINE;BOP05;1;0;480;395.6;0.82;EMP03B;1;0.0975;480;395.6;0.82;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-V2-WL;;HBL-V2-BULK;1000;1000;NOMINAL_LINE;BOP05;1;0;480;395.33;0.82;EMP03B;1;0.9975;480;395.33;0.82;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-V3-WL;;HBL-V3-BULK;1000;1000;NOMINAL_LINE;BOP05;1;0;480;395.6;0.82;EMP03B;1;0.0975;480;395.6;0.82;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-V4-WL;;HBL-V4-BULK;1000;1000;NOMINAL_LINE;BOP05;1;0;480;395.88;0.82;EMP03B;1;0.1868;480;395.88;0.82;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBL-V5-WL;;HBL-V5-BULK;1000;1000;NOMINAL_LINE;BOP05;1;0;480;393.32;0.82;EMP03B;1;0.1142;480;393.32;0.82;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN1A-BD;;HBW-BW-BULK;1000;1000;NOMINAL_LINE;EMP03;1;0.2738;300;268.03;0.89;;;;;;;;;;;;;LVB01;1;0;0.18;0.15;0.85;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;HBW-BWN1C-BD;;HBW-BWC-BULK;1000;1000;NOMINAL_LINE;EMP03;1;0.1563;300;272.07;0.91;;;;;;;;;;;;;LVB01;1;0;0.25;0.18;0.73;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN1D-BD;;HBW-BWD-BULK;1000;1000;NOMINAL_LINE;EMP03;1;0.1215;300;269.84;0.9;;;;;;;;;;;;;LVB01;1;0;0.25;0.19;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2A-BD;;HBW-BW-BULK;1000;1000;SECONDARY_LINE;EMP02;1;0.0804;300;242.08;0.81;;;;;;;;;;;;;LVB01;1;0;0.18;0.15;0.85;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;HBW-BWN2A-BD;;HBW-BW-BULK;1000;1000;SECONDARY_LINE;MITRAPACK;1;0.0804;300;242.08;0.81;;;;;;;;;;;;;LVB01;1;0;0.18;0.15;0.85;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;HBW-BWN2A-BD;;HBW-BW-BULK;2000;2000;NOMINAL_LINE;EMP02;1;0.124;300;258.66;0.86;;;;;;;;;;;;;LVL09;1;0;0.11;0.1;0.86;;;;;;;;;;;;;LWE02;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;HBW-BWN2A-BD;;HBW-BW-BULK;2000;2000;SECONDARY_LINE;MITRAPACK;1;0.124;300;258.66;0.86;;;;;;;;;;;;;LVL09;1;0;0.11;0.1;0.86;;;;;;;;;;;;;LWE02;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;HBW-BWN2C-BD;;HBW-BWC-BULK;1000;1000;SECONDARY_LINE;EMP02;1;0.0844;300;241.88;0.81;;;;;;;;;;;;;LVB02;1;0;0.25;0.2;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2C-BD;;HBW-BWC-BULK;1000;1000;SECONDARY_LINE;MITRAPACK;1;0.0844;300;241.88;0.81;;;;;;;;;;;;;LVB02;1;0;0.25;0.2;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2C-BD;;HBW-BWC-BULK;3000;3000;NOMINAL_LINE;EMP02;1;0.0727;300;267.33;0.89;;;;;;;;;;;;;LVL10;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2C-BD;;HBW-BWC-BULK;3000;3000;SECONDARY_LINE;MITRAPACK;1;0.0727;300;267.33;0.89;;;;;;;;;;;;;LVL10;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2D-BD;;HBW-BWD-BULK;1000;1000;SECONDARY_LINE;EMP02;1;0.03;300;244.54;0.82;;;;;;;;;;;;;LVB02;1;0;0.25;0.2;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2D-BD;;HBW-BWD-BULK;1000;1000;SECONDARY_LINE;MITRAPACK;1;0.03;300;244.54;0.82;;;;;;;;;;;;;LVB02;1;0;0.25;0.2;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2D-BD;;HBW-BWD-BULK;3000;3000;NOMINAL_LINE;EMP02;1;0.0681;300;267.47;0.89;;;;;;;;;;;;;LVL10;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;HBW-BWN2D-BD;;HBW-BWD-BULK;3000;3000;SECONDARY_LINE;MITRAPACK;1;0.0681;300;267.47;0.89;;;;;;;;;;;;;LVL10;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBW-BWN5A-BD;;HBW-BW-BULK;1000;1000;NOMINAL_LINE;BOP03;1;0;720;452.36;0.63;EMP03B;1;0.1466;720;452.36;0.63;;;;;;;LVB02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;HBW-BWN5C-BD;;HBW-BWC-BULK;3000;3000;NOMINAL_LINE;BOP03;1;0;720;569.89;0.79;EMP03B;1;0;720;569.89;0.79;;;;;;;LVL06;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;HBW-BWN5C-BD;;HBW-BWC-BULK;3000;3000;SECONDARY_LINE;BOP03;1;0;720;569.89;0.79;EMP03B;1;0;720;569.89;0.79;;;;;;;LVL09;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;HBW-BWN5C-BD;;HBW-BWC-BULK;3000;3000;SECONDARY_LINE;BOP03;1;0;720;569.89;0.79;EMP03B;1;0;720;569.89;0.79;;;;;;;LVL10;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;HBW-BWN5D-BD;;HBW-BWD-BULK;3000;3000;SECONDARY_LINE;BOP03;1;0;720;569.89;0.79;EMP03B;1;0;720;569.89;0.79;;;;;;;LVL06;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;HBW-BWN5D-BD;;HBW-BWD-BULK;3000;3000;NOMINAL_LINE;BOP03;1;0;720;569.89;0.79;EMP03B;1;0;720;569.89;0.79;;;;;;;LVL09;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
