"#","Schedule Due","Kode SL","Snfg","Nama Fg","Jumlah Pcs","Qty Release","Qty Not Hit","Type","Remark","Level 1","Level 2","Level 3","Actions"
"262","2022-07-08","jr2 ","FW-PCSRB-KA/H0082","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","9120","240","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"263","2022-07-08","aat1 ","L-HSLWK-MO/H0011","Make Over Hydrastay Smooth Lip Whip C11 Suave 6.5 g","360","330","30","NI","bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"264","2022-07-08","(not set)","LB-EVFSS-W4G/BSH0016","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","624","482","142","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"265","2022-07-08","jr1 ","FW-PCSRB-KA/H0081","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","9045","315","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"266","2022-07-08","(not set)","TC-RR3LLF02-W/BSH0012","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","720","626","94","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"267","2022-07-08","lw1 ","L-CM06-EM5.5GR/H0010","Emina Creamatte 06 Jelly Bean 5.5 gr (Pc(s))","2304","1392","912","NI","dusat habis , kurang dari log","Internal – Material Supply","Select Kendala","Delay Pengiriman",""
"268","2022-07-08","(not set)","LB-EVFSS-W4G/BSH0015","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","672","610","62","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"269","2022-07-08","ud1 ","L-IPMMS02-W3.5G/H0009","Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g","792","648","144","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"270","2022-07-08","am1 ","L-MLCA-OMG/H0026","OMG OH MY GLAM Matte Kiss Lip Cream 01 Dreamy 3.5 g","11976","","11976","NH,NI","Bulk rework","Quality","Bulk Pending / Rework / Reject","Kualitas Bulk Bermasalah",""
"271","2022-07-08","yh2 ","L-CUM05-W/H0022","Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g","4752","4733","19","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"272","2022-07-08","ib1 ","LB-SR-EM4.2GR/H0027","Emina Sugar Rush Lip Scrub 4.2 gr (Pc(s))","8640","8569","71","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"273","2022-07-08","vm1 ","TC-RRE01-W/H0017","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","7515","7165","350","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"274","2022-07-08","wv1 ","FT-LFT-W/H0056","Wardah Lightening Face Toner 125 ml","23640","22200","1440","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"275","2022-07-08","(not set)","BO-COCBMM-W/BSH0001","Wardah Colorfit Cream Blush 02 MERRY MAUVE 3 g","1560","1461","99","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"276","2022-07-08","de2 ","FS-RLN2-W/H0029","Wardah Lightening Gentle Exfoliator 50 ml","18847","18800","47","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"277","2022-07-08","bi4 ","FW-PCSAC-KA/H0087","Kahf Oil and Acne Care Face Wash 100 ml","9508","9000","508","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"278","2022-07-08","(not set)","LB-EVFSS-W4G/BSH0014","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","720","583","137","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"279","2022-07-08","awd1 ","F-L04VC-OMG/H0004","OMG Oh My Glam Coverlast Liquid Foundation 32 N Natural","13804","13640","164","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"280","2022-07-08","axk1 ","SS-SBAT30N2-EM/H0010","Emina Sun Battle SPF 30 PA+++ 23 ml","40000","19332","20668","NI","(not set)","(not set)","(not set)","(not set)",""
"281","2022-07-08","oa1 ","L-IMC016-MO6,5G/H0016","MAKE OVER Intense Matte Lip Cream 016 Pixie 6,5 g (Pc(s))","2016","","2016","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"282","2022-07-08","avu1 ","S-A1SEC-W/H0011","Wardah Anti Dandruff Shampoo 170 ml","16651","16224","427","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"283","2022-07-08","aaq1 ","L-HSLWE-MO/H0008","Make Over Hydrastay Smooth Lip Whip C05 Swift 6.5 g","360","357","3","NI","(not set)","(not set)","(not set)","(not set)",""
"284","2022-07-08","xh1 ","F-PTCMCN30-MO/H0013","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","216","","216","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"285","2022-07-08","kp1 ","BO-CLPPCCC-EM3.5GR/H0016","Emina Cheek Lit Pressed Blush Cotton Candy 3.5 gr (Pc(s))","3840","3838","2","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"286","2022-07-08","xe1 ","F-PTCMCN10-MO/H0019","MAKE OVER Powerstay Total Cover Matte Cream Foundation N10 Marble 12 g","216","193","23","NI","(not set)","(not set)","(not set)","(not set)",""
"287","2022-07-08","nj1 ","EB-SMUEMB-EM/H0007","Emina Squeeze Me Up Browcara Ashy 8 g","5232","4948","284","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"288","2022-07-08","xh2 ","F-PTCMCN30-MO/H0014","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","216","","216","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"289","2022-07-08","yz1 ","TWC-CLFTRG-W/H0002","Wardah Colorfit Velvet Powder Foundation Refill 42N Neutral Sand 11 g","1548","1440","108","NH,NI","Di close karena bilk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"290","2022-07-08","fj1 ","TC-PC08-MO12G/H0011","MAKE OVER Perfect Cover TWC 08 Honey 12 g (Pc(s))","1416","1307","109","NI","Bulk habis di close","Loss MPQ","Bulk habis","Hilang karena proses",""
"291","2022-07-08","uy5 ","B-SPB-MO13GR/H0008","MAKE OVER Shimmering Powder Bronzed 13 gr","240","224","16","NI","di cloes karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"292","2022-07-08","ha1 ","B-DMCP01-EM/H0015","Emina Daily Matte Compact Powder 01 Light 11 g","4968","","4968","NH,NI","Bulk telat release,baru dikerjain senin,11/07/2022","Leadtime","Leadtime &gt; Standard","Kualitas bulk bermasalah",""
"293","2022-07-08","wy2 ","B-PBTUBB-W/H0044","Wardah Perfect Bright BB Powder 50 g","5850","5830","20","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"294","2022-07-07","bi2 ","FW-PCSAC-KA/H0085","Kahf Oil and Acne Care Face Wash 100 ml","9508","9000","508","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"295","2022-07-07","fk1 ","TC-PC05-MO12G/H0013","MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (Pc(s))","576","","576","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"296","2022-07-07","cg1 ","DDC-CDN-W20ML/H0009","Wardah C-Defense DD Cream Natural 20 ml (Pc(s))","22563","22500","63","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"297","2022-07-07","GF1 ","MY-RAFP-W/H0003","Malaysia Wardah Acnederm Face Powder 20 g","2976","2832","144","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"298","2022-07-07","vn1 ","TC-RRE02-W/H0039","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7165","260","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"299","2022-07-07","ACA2 ","FT-FTVC-OMG/H0028","OMG Oh My Glow Peach Glowing Toner 100 ml","9648","9620","28","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"300","2022-07-07","iv1 ","M-PBTUC-W/H0007","Wardah Perfect Bright Tone Up Cream 20 ml","20700","20088","612","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"301","2022-07-07","VP6 ","TC-RRE04-W/H0031","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7207","263","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"302","2022-07-07","dt1 ","FW-SBRDBR-EM/H0012","Emina Skin Buddy Dot Burst Face Wash 60 ml","9144","8928","216","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"303","2022-07-07","fc1 ","TC-PC02-MO12G/H0018","MAKE OVER Perfect Cover TWC 02 Coral 12 g (Pc(s))","1440","1288","152","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"304","2022-07-07","vo1 ","TC-RRE03-W/H0033","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","7425","7211","214","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"305","2022-07-07","bi1 ","FW-PCSAC-KA/H0084","Kahf Oil and Acne Care Face Wash 100 ml","9508","8715","793","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"306","2022-07-07","adb1 ","L-EMC10DP-W/H0001","Wardah Exclusive Matte Lip Cream 10 Berry Pretty 4g","9792","9792","","NH","(not set)","(not set)","(not set)","(not set)",""
"307","2022-07-07","dn1 ","L-LL01-W2.3G/H0013","Wardah Lipstick Longlasting 01 Fabulous Peach 2.3 g (Pc(s))","1752","1690","62","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"308","2022-07-07","ADX1 ","L-NLCXCA-EM/H0002","Emina Poppin&#039; Matte X Chatime 11 Chatime Milk Tea","13680","13680","","NH","(not set)","(not set)","(not set)","(not set)",""
"309","2022-07-07","az1 ","L-MLCN-OMG/H0017","OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g","11976","11760","216","NI","LOSS MPQ","Loss MPQ","Bulk habis","Netto overfill",""
"310","2022-07-07","ADD1 ","FA-IPLGH02-W/H0002","Instaperfect Hi Glow Fluid Highlighter Rose Quartz","1935","","1935","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"311","2022-07-07","vn3 ","TC-RRE02-W/H0041","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7374","51","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"312","2022-07-07","yh1 ","L-CUM05-W/H0021","Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g","4752","4676","76","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"313","2022-07-07","yl1 ","L-CUM01-W/H0009","Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink 3.6 g","4752","4431","321","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"314","2022-07-07","nk2 ","B-PT06-MO35G/H0029","MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","1598","952","646","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"315","2022-07-07","PN1 ","L-CUMKORD-W/H0012","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","18576","18393","183","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"316","2022-07-07","ACA1 ","FT-FTVC-OMG/H0027","OMG Oh My Glow Peach Glowing Toner 100 ml","9648","9441","207","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"317","2022-07-07","sz1 ","FM-CMSS-EM/H0007","Emina Clay Mask Soothe &amp; Smooth 60 ml","2315","2268","47","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"318","2022-07-07","VP5 ","TC-RRE04-W/H0030","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7239","231","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"319","2022-07-06","amy1 ","BO-MMB01-MO/H0001","MAKE OVER Multifix Matte Blusher 01 Rose Hour 9 g","978","953","25","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"320","2022-07-06","YP4 ","BO-CPLP-W/H0007","WARDAH CRYSTALLURE Precious Lustre Prism Blush 10 g","576","","576","NI","Container riject supply dan untuk FG yg sudah ok tidak dinkirim BS","External – Material Supply","Packaging/FG Impor Supply","Terlambat Supply",""
"321","2022-07-06","bk1 ","S-P1SRL-P450/H0009","Putri SPA Relaxing Shampoo (Lavender) 450 ML (Pc(s))","108","84","24","NI","LOSS BULK","Loss MPQ","Bulk habis","Hilang karena proses",""
"322","2022-07-06","QH3 ","BO-W1C-W4GR/H0026","Wardah Blush On C 4 gr","3000","2901","99","NI","Di close karena refill habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"323","2022-07-06","VM4 ","TC-RRE01-W/H0016","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","7515","7281","234","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"324","2022-07-06","qa1 ","FW-AH-W60ML/H0012","Wardah Nature Daily Aloe Hydramild Facial Wash 60 ml","15485","15444","41","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"325","2022-07-06","pu1 ","M-LDCN2-W/H0024","Wardah Lightening Day Cream Advanced Niacinamide 30 g","30957","30720","237","NI","(not set)","(not set)","(not set)","(not set)",""
"326","2022-07-06","fe1 ","TC-PC01-MO12G/H0011","MAKE OVER Perfect Cover TWC 01 Lace 12 g (Pc(s))","1368","1238","130","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"327","2022-07-06","VP3 ","TC-RRE04-W/H0028","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7380","90","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"328","2022-07-06","eb1 ","TC-R3LEC01-W/H0009","Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","2880","2878","2","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"329","2022-07-06","ADA1 ","L-EMC18DP-W/H0001","Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4g","9792","9792","","NH","(not set)","(not set)","(not set)","(not set)",""
"330","2022-07-06","RK3 ","L-CM11-EM5.5GR/H0013","Emina Creamatte 11 Amazeballs 5.5 gr","2304","2252","52","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"331","2022-07-06","NE1 ","FW-CD-W100ML/H0048","Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","28680","28650","30","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"332","2022-07-06","fe1 ","BP-IWEDT-KA/H0012","Kahf Invigorating Waterfall Eau de Toilette 35 ml","10634","10604","30","NI","LOSS BULK","Loss MPQ","Bulk habis","Hilang karena proses",""
"333","2022-07-06","FL5 ","TC-PPCN-MO3X12G/H0007","MAKE OVER TWC Palette 3X12 g (Pc(s))","192","167","25","NI","Di close karena refill habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"334","2022-07-06","wz1 ","LT-CR01-EM/H0019","Emina Creamytint 01 Brick Town 3.6 g","3564","","3564","NI","Bulk telat relase","Leadtime","Leadtime &gt; Standard","Delay Pengiriman",""
"335","2022-07-06","uy2 ","B-SPB-MO13GR/H0005","MAKE OVER Shimmering Powder Bronzed 13 gr","240","216","24","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"336","2022-07-06","HJ1 ","TC-W3RELLB1-W12G/H0014","Wardah Refill Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","7344","7263","81","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"337","2022-07-06","adz1 ","L-CUSH05-EM/H0003","Emina Lip Cushion 05. Squash It Up 9 g","1444","1423","21","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"338","2022-07-06","sb1 ","A-PRT-W100ML/H0027","Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","7929","7600","329","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"339","2022-07-06","NN1 ","FW-BSACNEN2-EM/H0034","Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml","55800","55500","300","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"340","2022-07-06","VO4 ","TC-RRE03-W/H0032","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","7425","7245","180","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"341","2022-07-06","ep1 ","MY-RTCRE04-W/H0007","Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g","4320","4260","60","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"342","2022-07-06","jt1 ","BO-SKPF01-MO6G/H0028","MAKE OVER BO Single 01 Pink Fantasist 6 g (Pc(s))","234","229","5","NI","Di close karena refill habis","Loss MPQ","Bulk habis","Select Kendala",""
"343","2022-07-06","VP2 ","TC-RRE04-W/H0027","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7335","135","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"344","2022-07-06","vf1 ","LB-STSPB-EM/H0024","Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","2064","1890","174","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"345","2022-07-06","VP4 ","TC-RRE04-W/H0029","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","6961","509","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"346","2022-07-06","DU1 ","L-LL08-W2.3G/H0024","Wardah Lipstick Longlasting 08 Red Velvet 2.3 g (Pc(s))","1752","1536","216","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"347","2022-07-06","DK2 ","FW-BS-EM50ML/H0045","Emina Bright Stuff Face Wash 50 ml","38592","38550","42","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"348","2022-07-06","ca1 ","BBC-EN-W15ML/H0008","Wardah Everyday BB Cream Natural 15 ml (Pc(s))","57408","56016","1392","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"349","2022-07-06","uy4 ","B-SPB-MO13GR/H0007","MAKE OVER Shimmering Powder Bronzed 13 gr","240","218","22","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"350","2022-07-06","zv1 ","BO-CLBSNT-EM/H0004","Emina Cheek Lit Highlighter Stick Nudetwinkle 7 g","624","511","113","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"351","2022-07-06","uy1 ","B-SPB-MO13GR/H0004","MAKE OVER Shimmering Powder Bronzed 13 gr","240","215","25","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"352","2022-07-06","VA1 ","FW-AH-W100ML/H0011","Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml","28560","28470","90","NI","(not set)","(not set)","(not set)","(not set)",""
"353","2022-07-06","DK1 ","FW-BS-EM50ML/H0044","Emina Bright Stuff Face Wash 50 ml","38592","38400","192","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"354","2022-07-06","ZR1 ","FW-LMGWN2-W/H0027","Wardah Lightening Micellar Gentle Wash 100 ml","28805","28420","385","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"355","2022-07-06","lt1 ","L-CM03-EM5.5GR/H0014","Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","2304","","2304","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"356","2022-07-06","VP1 ","TC-RRE04-W/H0026","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7311","159","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"357","2022-07-06","we1 ","A-SATG-W15ML/H0013","Wardah Acnederm Acne Spot Treatment Gel 15 ml (Pc(s))","17680","17220","460","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"358","2022-07-06","by1 ","BBC-LN-W15ML/H0012","Wardah Lightening BB Cream Natural 15 ml (pc(s))","57100","56544","556","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"359","2022-07-06","uy3 ","B-SPB-MO13GR/H0006","MAKE OVER Shimmering Powder Bronzed 13 gr","240","211","29","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
