"Product Korporat Code","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"L-GS05-EM","L-GS05-BULK","0.003","kg"
"","BOTO-GS05SDR1-E","1.0","Pc(s)"
"","CAPA-GS05SDR0-E","1.0","Pc(s)"
"","STIC-BGS05SDR0-E","1.0","Pc(s)"
"","DUS-GS05SDR2-E","1.0","Pc(s)"
"","IBOX-12EDR1-WD31","0.08333","Pc(s)"
"","KB-EAR0-KMM125","0.01042","Pc(s)"
"ES-EPS-W3,3GR","ES-CP-RP-W1,1GR","1.0","Pc(s)"
"","ES-W1G-03-RP-W1,1GR","1.0","Pc(s)"
"","ES-EPS-01-RP-W1,1GR","1.0","Pc(s)"
"","CONT-ESEW-SAN","1.0","Pc(s)"
"","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","PLAS-DMESBOR0-W","1.0","Pc(s)"
"","STIC-BEESPR1-W","1.0","Pc(s)"
"","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","KB-W6040R2-W","0.00833","Pc(s)"
"MY-BDMCP02-EM","B-DMCP02-BULK","0.011","kg"
"","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","CONT-DMCPR1-E","1.0","Pc(s)"
"","PLAS-DMCTWCRP-P85","1.0","Pc(s)"
"","PUFF-DMCPR0-E","1.0","Pc(s)"
"","STIC-BDMCP02R0-E","1.0","Pc(s)"
"","DUS-DMCPR0-E","1.0","Pc(s)"
"","STIC-VDMCP02R0-E","1.0","Pc(s)"
"","STIC-PACR1-EM","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.02778","Pc(s)"
"MY-BDMCP01-EM","B-DMCP01-BULK","0.011","kg"
"","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","CONT-DMCPR1-E","1.0","Pc(s)"
"","PLAS-DMCTWCRP-P85","1.0","Pc(s)"
"","PUFF-DMCPR0-E","1.0","Pc(s)"
"","STIC-BDMCP01R0-E","1.0","Pc(s)"
"","DUS-DMCPR0-E","1.0","Pc(s)"
"","STIC-VDMCP01R0-E","1.0","Pc(s)"
"","STIC-PACR1-EM","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.02778","Pc(s)"
"MY-EBIPEM01-W","EB-IPEM01-W","1.0","Pc(s)"
"","STIC-PAPBBPOEM-WM","1.0","Pc(s)"
"","KB-WFSR1-W","0.01389","Pc(s)"
"MY-CUSPDMCN40-MO","CUS-PDMCN40-MO","1.0","Pc(s)"
"","STIC-PAAOEMR0-MOM","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.0416667","Pc(s)"
"MY-EBIPEM02-W","EB-IPEM02-W","1.0","Pc(s)"
"","STIC-PAPBBPOEM-WM","1.0","Pc(s)"
"","KB-WFSR1-W","0.01389","Pc(s)"
"HBW-ETBWDN2-W","HBW-ETBWD-BULK","0.45","kg"
"","PU-LED28BR0-W","1.0","Pc(s)"
"","STIC-FLRMBW450R0-ELL","1.0","Pc(s)"
"","STIC-BLRMBW450R0-ELL","1.0","Pc(s)"
"","BOTO-PETE450-ELL","1.0","Pc(s)"
"","KB-WBETAR1-W","0.0769231","Pc(s)"
"HBW-ETBWEN2-W","HBW-ETBWE-BULK","0.45","kg"
"","PU-LED28BR0-W","1.0","Pc(s)"
"","STIC-FFCBW450R0-ELL","1.0","Pc(s)"
"","STIC-BFCBW450R0-ELL","1.0","Pc(s)"
"","BOTO-PETE450-ELL","1.0","Pc(s)"
"","KB-WBETAR1-W","0.0769231","Pc(s)"
"B-RBMLP03-EM","B-BMLPA3-BULK","0.008","kg"
"","CONT-BMLPR2-E","1.0","Pc(s)"
"","SHIF-BMLPR2-E","1.0","Pc(s)"
"","CAPC-BMLPR2-E","1.0","Pc(s)"
"","PUFF-BMLPR1-EMP","1.0","Pc(s)"
"","STIC-BTBLP3RR2-E","1.0","Pc(s)"
"","DUS-BWMMLPR6-E","1.0","Pc(s)"
"","STIC-BCBWMMLP03R1-E","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.01389","Pc(s)"
"ES-PRPBK-EM3.3GR","ES-PRPBK01-RP-EM1,1G","1.0","Pc(s)"
"","ES-W1G-01-RP-W1,1GR","1.0","Pc(s)"
"","ES-PMEO-RP-W1,1GR","1.0","Pc(s)"
"","CONT-ESPR-ESAN","1.0","Pc(s)"
"","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","PLAS-DMESBOR0-E","1.0","Pc(s)"
"","STIC-BOTESBRR0-ECNF","1.0","Pc(s)"
"","DUS-PPESBRR1-E","1.0","Pc(s)"
"","KB-EBR1-KMK125CF","0.00794","Pc(s)"
"ES-PRPRP-EM3.3GR","ES-W0H-03-RP-W1,1GR","1.0","Pc(s)"
"","ES-W1F-02-RP-W1,1GR","1.0","Pc(s)"
"","ES-PL-RP-W1,1GR","1.0","Pc(s)"
"","CONT-ESPR-ESAN","1.0","Pc(s)"
"","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","PLAS-DMESBOR0-E","1.0","Pc(s)"
"","STIC-BOTESR-ECNF","1.0","Pc(s)"
"","DUS-PPESROR1-E","1.0","Pc(s)"
"","KB-EBR1-KMK125CF","0.00793","Pc(s)"
"L-CVM014-W","L-CVM014-BULK","0.004","kg"
"","BOTO-CVML14R1-W","1.0","Pc(s)"
"","CAPA-WCVML14R1-W","1.0","Pc(s)"
"","STIC-BCVML14R0-W","1.0","Pc(s)"
"","STIC-VCVMLM14R1-W","1.0","Pc(s)"
"","PS-CVMLMR1-W","1.0","Pc(s)"
"","IBOX-AR0-W","0.0625","Pc(s)"
"","KB-WIOTAR1-W","0.00521","Pc(s)"
"L-PVW03-MO","L-PVW03-BULK","0.0055","kg"
"","BOTO-PVLSR0-MO","1.0","Pc(s)"
"","CAPA-WPVLSR0-MO","1.0","Pc(s)"
"","STIC-BTPVLS3R0-MO","1.0","Pc(s)"
"","DUS-PVLSPUR2-MO","1.0","Pc(s)"
"","STIC-VPVLS3R0-MO","1.0","Pc(s)"
"","IBOX-12BR0-MO","0.08333","Pc(s)"
"","KB-MOBOPR1-MO","0.00694","Pc(s)"
"L-MC02-EM","L-MC02-BULK","0.002","kg"
"","CAPC-MTCR0-E","1.0","Pc(s)"
"","CONT-MTCR0-E","1.0","Pc(s)"
"","STIC-BMTC2R0-E","1.0","Pc(s)"
"","DUS-MTC2R0-E","1.0","Pc(s)"
"","IBOX-12EE-ED31","0.0833333","Pc(s)"
"","KB-ECR1-KMK125CF","0.0069444","Pc(s)"
"L-EMC18-W4GR","L-EMC18-BULK","0.004","kg"
"","PLU-BEMLCR0-W","1.0","Pc(s)"
"","BOTO-EMLCR1-W","1.0","Pc(s)"
"","CAPA-EMLCR2-W","1.0","Pc(s)"
"","STIC-BOTEMLC18R-1WPS","1.0","Pc(s)"
"","DUSS-EMLC18H-W","1.0","Pc(s)"
"","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM04-W","CAPC-CULML4R0-W","1.0","Pc(s)"
"","IBOX-BR0-W","0.08333","Pc(s)"
"","CONT-CULML4R0-W","1.0","Pc(s)"
"","L-CUM04-BULK","0.0036","kg"
"","STIC-BCULML4R1-W","1.0","Pc(s)"
"","DUS-CULML4R1-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-REMO23-W","L-REMO23-BULK","0.0035","kg"
"","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","STIC-BTEMO23R1-WCNF","1.0","Pc(s)"
"","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","STIC-BCEMO23R1-WCNF","1.0","Pc(s)"
"","IBOX-12ELRLR1-W","0.08333","Pc(s)"
"","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"HBL-AHMG-W100ML","HBL-AHMG-BULK","0.1","kg"
"","TUBE-AHMG100L-W2L","1.0","Pc(s)"
"","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"","STIC-ECAHMGR1-WPSB","1.0","Pc(s)"
"L-PVW07-MO","L-PVW07-BULK","0.0055","kg"
"","BOTO-PVLSR0-MO","1.0","Pc(s)"
"","CAPA-WPVLSR0-MO","1.0","Pc(s)"
"","STIC-BTPVLS7R0-MO","1.0","Pc(s)"
"","DUS-PVLSPUR2-MO","1.0","Pc(s)"
"","STIC-VPVLS7R0-MO","1.0","Pc(s)"
"","IBOX-12BR0-MO","0.08333","Pc(s)"
"","KB-MOBOPR1-MO","0.00694","Pc(s)"
"FA-IPLGH01-W","FA-IPLGH01-BULK","0.006","kg"
"","BOTO-WHGFHLR0-IP","1.0","Pc(s)"
"","CAPA-HGFHLR0-IP","1.0","Pc(s)"
"","STIC-BHGFHLMR0-IP","1.0","Pc(s)"
"","DUS-HGFHLR0-IP","1.0","Pc(s)"
"","STIC-VHGFHLMR0-IP","1.0","Pc(s)"
"","IBOX-AR0-W","0.1666667","Pc(s)"
"","KB-WIOTAR1-W","0.01389","Pc(s)"
"B-RBMLP04-EM","B-BMLPE4-BULK","0.008","kg"
"","CAPC-BMLPR2-E","1.0","Pc(s)"
"","CONT-BMLPR2-E","1.0","Pc(s)"
"","SHIF-BMLPR2-E","1.0","Pc(s)"
"","PUFF-BMLPR1-EMP","1.0","Pc(s)"
"","STIC-BTBLP4RR2-E","1.0","Pc(s)"
"","DUS-BWMMLPR6-E","1.0","Pc(s)"
"","STIC-BCBWMMLP04R1-E","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.01389","Pc(s)"
"L-PVW01-MO","L-PVW01-BULK","0.0055","kg"
"","BOTO-PVLSR0-MO","1.0","Pc(s)"
"","CAPA-WPVLSR0-MO","1.0","Pc(s)"
"","STIC-BTPVLS1R0-MO","1.0","Pc(s)"
"","DUS-PVLSPUR2-MO","1.0","Pc(s)"
"","STIC-VPVLS1R0-MO","1.0","Pc(s)"
"","IBOX-12BR0-MO","0.08333","Pc(s)"
"","KB-MOBOPR1-MO","0.00694","Pc(s)"
"MY-BDMCP03-EM","B-DMCP03-BULK","0.011","kg"
"","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","CONT-DMCPR1-E","1.0","Pc(s)"
"","PUFF-DMCPR0-E","1.0","Pc(s)"
"","PLAS-DMCTWCRP-P85","1.0","Pc(s)"
"","STIC-BDMCP03R0-E","1.0","Pc(s)"
"","DUS-DMCPR0-E","1.0","Pc(s)"
"","STIC-VDMCP03R0-E","1.0","Pc(s)"
"","STIC-PACR1-EM","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.02778","Pc(s)"
"MY-BDMCP04-EM","B-DMCP04-BULK","0.011","kg"
"","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","CONT-DMCPR1-E","1.0","Pc(s)"
"","PUFF-DMCPR0-E","1.0","Pc(s)"
"","PLAS-DMCTWCRP-P85","1.0","Pc(s)"
"","STIC-BDMCP04R0-E","1.0","Pc(s)"
"","DUS-DMCPR0-E","1.0","Pc(s)"
"","STIC-VDMCP04R0-E","1.0","Pc(s)"
"","STIC-PACR1-EM","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.02778","Pc(s)"
"TC-PMN30-MO12G","TC-PMN30-BULK","0.012","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-PPFR1-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BTPMPFN30R-MOSC","1.0","Pc(s)"
"","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","DUSS-PMFN30R0-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04166","Pc(s)"
"MY-BPWSEDT-KA","BP-WSEDT-BULK","0.035","kg"
"","BOTO-GEDTTB-K","1.0","Pc(s)"
"","PU-CEDT-K","1.0","Pc(s)"
"","PU-SEDT-K","1.0","Pc(s)"
"","CAP-PEDT-K","1.0","Pc(s)"
"","DUS-EDTTBR0-K","1.0","Pc(s)"
"","STIC-PACMGR1-WM","1.0","Pc(s)"
"","KB-KAHFAR0-K","0.0227273","Pc(s)"
"L-EMC14-W4GR","L-EMC14-BULK","0.004","kg"
"","CAPA-EMLCR2-W","1.0","Pc(s)"
"","PLU-BEMLCR0-W","1.0","Pc(s)"
"","BOTO-EMLCR1-W","1.0","Pc(s)"
"","STIC-BOTEMLC14R-1WPS","1.0","Pc(s)"
"","DUSS-EMLC14H-W","1.0","Pc(s)"
"","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-RBBCLLN1-W","TUBE-LBBCL30R4-W","1.0","Pc(s)"
"","BBC-LL-BULK","0.03","kg"
"","DUSS-LBBCL30R1-WM","1.0","Pc(s)"
"","KB-WBBC30-KMK150BF","0.02778","Pc(s)"
"SRM-BA-WL","SRM-BA-BULK","0.015","kg"
"","BOTO-GFSBA15R0-GG","1.0","Pc(s)"
"","PIP-DSGG15R0-GG","1.0","Pc(s)"
"","STIC-SABTS-WL","1.0","Pc(s)"
"","DUS-ABTSR0-WL","1.0","Pc(s)"
"","STIC-HSWR0-WL","1.0","Pc(s)"
"","STIC-SEPOR0-X","1.0","Pc(s)"
"","KB-WONIIR0-WL","0.0277778","Pc(s)"
"L-EMC03DP-W","L-EMC03-BULK","0.004","kg"
"","BOTP-EMLCR0-W","1.0","Pc(s)"
"","CAPA-WEMLNSR0-W","1.0","Pc(s)"
"","STIC-BOTEMLC03R2-W","1.0","Pc(s)"
"","DUS-EMLC03R1-W","1.0","Pc(s)"
"","STIC-HEMLCR1-W","1.0","Pc(s)"
"","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-PVW05-MO","L-PVW05-BULK","0.0055","kg"
"","BOTO-PVLSR0-MO","1.0","Pc(s)"
"","CAPA-WPVLSR0-MO","1.0","Pc(s)"
"","STIC-BTPVLS5R0-MO","1.0","Pc(s)"
"","DUS-PVLSPUR2-MO","1.0","Pc(s)"
"","STIC-VPVLS5R0-MO","1.0","Pc(s)"
"","IBOX-12BR0-MO","0.08333","Pc(s)"
"","KB-MOBOPR1-MO","0.00694","Pc(s)"
"LB-EVFSS-W4G","LB-EVFSS-BULK","0.004","kg"
"","CONT-EFSLSR0-WASSM","1.0","Pc(s)"
"","CAPC-EFSLST-W","1.0","Pc(s)"
"","STIC-BTEFSLSR0-WCNF","1.0","Pc(s)"
"","DUS-EFSLSR2-W","1.0","Pc(s)"
"","IBOX-12ELBR0-WDNF","0.08333","Pc(s)"
"","KB-WLTWCLFR1-KMK125","0.02083","Pc(s)"
"FW-RPBCFLS100-W","FW-RPBCFLS-BULK","0.1","kg"
"","TUBE-PBCFBSGRV100R1-W","1.0","Pc(s)"
"","KB-WT100R1-KMM125BF","0.0333333","Pc(s)"
"PRM-PCCPC-MO","PRM-PCCPC-BULK","0.025","kg"
"","TUBE-PCCPPR0-MO3L","1.0","Pc(s)"
"","DUS-PCCPR0-MO","1.0","Pc(s)"
"","STIC-VBPCCPPR0-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.01667","Pc(s)"
"PRM-PCCLC-MO","PRM-PCCLC-BULK","0.025","kg"
"","TUBE-PCCPLR0-MO3L","1.0","Pc(s)"
"","DUS-PCCPR0-MO","1.0","Pc(s)"
"","STIC-VBPCCPLR0-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.01667","Pc(s)"
"FT-RWSABHA-W","FT-RWSABHA-BULK","0.125","kg"
"","BOTO-CSET125R1-W","1.0","Pc(s)"
"","PLU-CSET125-W","1.0","Pc(s)"
"","DUS-CSET125R1-W","1.0","Pc(s)"
"","KB-WFSR1-W","0.05","Pc(s)"
"","CAP-CSET125-W","1.0","Pc(s)"
"MY-FTBSE-EM","FT-BSE-EM","1.0","Pc(s)"
"MY-LCUMKORB-W","L-CUMKORB-W","1.0","Pc(s)"
"","STIC-PACUMLR1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"TC-RIPMFPF12-W","TC-IPMFPF12-BULK","0.013","kg"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-EIMPFR0-WIP","1.0","Pc(s)"
"","PUFF-IMPFR0-WFP","1.0","Pc(s)"
"","STIC-BTRIPF2R0-WIP","1.0","Pc(s)"
"","PO-ETWCR-WPE","1.0","Pc(s)"
"","DUS-RIPFR0-WIP","1.0","Pc(s)"
"","STIC-BCRIPF2R0-WIP","1.0","Pc(s)"
"","IBOX-12RIPFR1-WIP","0.08333","Pc(s)"
"","KB-GKMK-W","0.01389","Pc(s)"
"TC-RIPMFPF13-W","TC-IPMFPF13-BULK","0.013","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-EIMPFR0-WIP","1.0","Pc(s)"
"","PUFF-IMPFR0-WFP","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","STIC-BTRIPF3R0-WIP","1.0","Pc(s)"
"","PO-ETWCR-WPE","1.0","Pc(s)"
"","DUS-RIPFR0-WIP","1.0","Pc(s)"
"","STIC-BCRIPF3R0-WIP","1.0","Pc(s)"
"","IBOX-12RIPFR1-WIP","0.08333","Pc(s)"
"","KB-GKMK-W","0.01389","Pc(s)"
"M-LDGN1-W","M-LDGN-BULK","0.03","kg"
"","POT-LDG30RLR1-W","1.0","Pc(s)"
"","PLU-LDG30RLR0-W","1.0","Pc(s)"
"","CAPP-LDG30RLR0-W","1.0","Pc(s)"
"","DUS-LDG30RLR1-W","1.0","Pc(s)"
"","KB-WW2430R2-W","0.04167","Pc(s)"
"EB-SMUEMA-EM","EB-SMUEMA-BULK","0.008","kg"
"","TUBE-SMUBCWR0-E","1.0","Pc(s)"
"","CAPA-SMUBCR0-E","1.0","Pc(s)"
"","DUS-SMUBWR1-E","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.01389","Pc(s)"
"REM-RPBTUMW-W","REM-RPBTUMW-BULK","0.1","kg"
"","KB-K100R1-W","0.0333333","Pc(s)"
"","CAP-BPBMWRV-W","1.0","Pc(s)"
"","STIC-FRVPBMW100-W","1.0","Pc(s)"
"","STIC-BRVPBMW100-W","1.0","Pc(s)"
"","BOTO-PETCHEERS100-X","1.0","Pc(s)"
"TC-RIPMFPF14-W","TC-IPMFPF14-BULK","0.013","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-EIMPFR0-WIP","1.0","Pc(s)"
"","PUFF-IMPFR0-WFP","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","STIC-BTRIPF4R0-WIP","1.0","Pc(s)"
"","PO-ETWCR-WPE","1.0","Pc(s)"
"","DUS-RIPFR0-WIP","1.0","Pc(s)"
"","STIC-BCRIPF4R0-WIP","1.0","Pc(s)"
"","IBOX-12RIPFR1-WIP","0.08333","Pc(s)"
"","KB-GKMK-W","0.01389","Pc(s)"
"FT-RIHT-W","DUS-HRPITR0-W","1.0","Pc(s)"
"","CAP-HRIT100R2-W","1.0","Pc(s)"
"","FT-RIHT-BULK","0.1","kg"
"","PLU-FROZZ100R0-W","1.0","Pc(s)"
"","BOTO-HRIT100R1-WKIM","1.0","Pc(s)"
"","KB-WFSR1-W","0.05","Pc(s)"
"CM-RWSPBC-W","CM-RWSPBC-BULK","0.1","kg"
"","TUBE-CSMMC100R1-W","1.0","Pc(s)"
"","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"B-CLCLPA-W","B-CLCLPA-BULK","0.015","kg"
"","POT-CMPR0-W","1.0","Pc(s)"
"","SHIF-CMPR0-W","1.0","Pc(s)"
"","CAPP-CMPR0-W","1.0","Pc(s)"
"","PUFF-CMPR0-W","1.0","Pc(s)"
"","STIC-BCMP22NR1-W","1.0","Pc(s)"
"","DUS-CMPR2-W","1.0","Pc(s)"
"","STIC-VCMP22NR1-W","1.0","Pc(s)"
"","KB-GKMK-W","0.02083","Pc(s)"
"B-CLCLPC-W","B-CLCLPC-BULK","0.015","kg"
"","POT-CMPR0-W","1.0","Pc(s)"
"","SHIF-CMPR0-W","1.0","Pc(s)"
"","CAPP-CMPR0-W","1.0","Pc(s)"
"","PUFF-CMPR0-W","1.0","Pc(s)"
"","STIC-BCMP32NR1-W","1.0","Pc(s)"
"","DUS-CMPR2-W","1.0","Pc(s)"
"","STIC-VCMP32NR1-W","1.0","Pc(s)"
"","KB-GKMK-W","0.02083","Pc(s)"
"B-CLCLPB-W","B-CLCLPB-BULK","0.015","kg"
"","POT-CMPR0-W","1.0","Pc(s)"
"","SHIF-CMPR0-W","1.0","Pc(s)"
"","CAPP-CMPR0-W","1.0","Pc(s)"
"","PUFF-CMPR0-W","1.0","Pc(s)"
"","STIC-BCMP23WR1-W","1.0","Pc(s)"
"","DUS-CMPR2-W","1.0","Pc(s)"
"","STIC-VCMP23WR1-W","1.0","Pc(s)"
"","KB-GKMK-W","0.02083","Pc(s)"
"B-CLCLPD-W","B-CLCLPD-BULK","0.015","kg"
"","POT-CMPR0-W","1.0","Pc(s)"
"","SHIF-CMPR0-W","1.0","Pc(s)"
"","CAPP-CMPR0-W","1.0","Pc(s)"
"","PUFF-CMPR0-W","1.0","Pc(s)"
"","STIC-BCMP43WR1-W","1.0","Pc(s)"
"","DUS-CMPR2-W","1.0","Pc(s)"
"","STIC-VCMP43WR1-W","1.0","Pc(s)"
"","KB-GKMK-W","0.02083","Pc(s)"
"F-PTCMCW52-MO","F-PTCMCW52-BULK","0.012","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-PCFR0-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BPCFW52R0-MO","1.0","Pc(s)"
"","DUS-PCFW52R2-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"F-PTCMCW33-MO","F-PTCMCW33-BULK","0.012","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-PCFR0-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BPCFW33R0-MO","1.0","Pc(s)"
"","DUS-PCFW33R2-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"L-GS01-EM","L-GS01-BULK","0.003","kg"
"","CAPA-GS01ABR0-E","1.0","Pc(s)"
"","BOTO-GS01ABR1-E","1.0","Pc(s)"
"","STIC-BGS01ABR0-E","1.0","Pc(s)"
"","DUS-GS01ABR2-E","1.0","Pc(s)"
"","IBOX-12EDR1-WD31","0.08333","Pc(s)"
"","KB-EAR0-KMM125","0.01042","Pc(s)"
"LT-MPSM-EM5.5ML","LT-MPSM-BULK","0.0055","kg"
"","BOTO-MPR1-EM","1.0","Pc(s)"
"","CAPA-MPR0-EM","1.0","Pc(s)"
"","STIC-BOTMPSMR1-E","1.0","Pc(s)"
"","DUS-MP03SMR3-E","1.0","Pc(s)"
"","IBOX-12EE-ED31","0.08333","Pc(s)"
"","KB-ECR1-KMK125CF","0.00758","Pc(s)"
"MY-LCUMKORC-W","L-CUMKORC-W","1.0","Pc(s)"
"","STIC-PACUMLR1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCUMKORE-W","L-CUMKORE-W","1.0","Pc(s)"
"","STIC-PACUMLR1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"F-PTCMCC62-MO","F-PTCMCC62-BULK","0.012","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-PCFR0-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BPCFC62R0-MO","1.0","Pc(s)"
"","DUS-PCFC62R2-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"L-EMC09DP-W","L-EMC09-BULK","0.004","kg"
"","BOTP-EMLCR0-W","1.0","Pc(s)"
"","CAPA-WEMLNSR0-W","1.0","Pc(s)"
"","STIC-BOTEMLC09R2-W","1.0","Pc(s)"
"","DUS-EMLC09R1-W","1.0","Pc(s)"
"","STIC-HEMLCR1-W","1.0","Pc(s)"
"","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCUMKORD-W","L-CUMKORD-W","1.0","Pc(s)"
"","STIC-PACUMLR1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-FTRWSABHA-W","CAP-CSET125-W","1.0","Pc(s)"
"","DUS-CSET125R1-W","1.0","Pc(s)"
"","PLU-CSET125-W","1.0","Pc(s)"
"","FT-RWSABHA-BULK","0.125","kg"
"","BOTO-CSET125R1-W","1.0","Pc(s)"
"","STIC-PACESR1-WM","1.0","Pc(s)"
"","KB-WFSR1-W","0.05","Pc(s)"
"F-PTCMCN10-MO","F-PTCMCN10-BULK","0.012","kg"
"","CONT-PCFR0-MO","1.0","Pc(s)"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BPCFN10R0-MO","1.0","Pc(s)"
"","DUS-PCFN10R2-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"F-PTCMCW42-MO","F-PTCMCW42-BULK","0.012","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-PCFR0-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BPCFW42R0-MO","1.0","Pc(s)"
"","DUS-PCFW42R2-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"SRM-RRYTEN2-W","SRM-RRYTE-BULK","0.1","kg"
"","BOTO-RYTERV100-W","1.0","Pc(s)"
"","PLU-FROZZ100R0-W","1.0","Pc(s)"
"","CAP-RYTERV100-W","1.0","Pc(s)"
"","DUS-RYTE100RV1-W","1.0","Pc(s)"
"","KB-WFSR1-W","0.05","Pc(s)"
"MY-FIPSF11-W","F-IPSF11-W","1.0","Pc(s)"
"","STIC-PAAR1-WM","1.0","Pc(s)"
"","KB-WELTWCB-KMM125CF","0.02778","Pc(s)"
"F-PTCMCN50-MO","F-PTCMCN50-BULK","0.012","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-PCFR0-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BPCFN50R0-MO","1.0","Pc(s)"
"","DUS-PCFN50R2-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"TC-PC07-MO12G","TC-PC07-BULK","0.012","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-MOCM10R2AS-C2PP","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BPCTWC07R2-MO","1.0","Pc(s)"
"","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","LEAF-PCTWCMO-ALD","1.0","Pc(s)"
"","DUS-PCTWCR3-MO","1.0","Pc(s)"
"","STIC-VPCTWC07R1-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"MY-FIPSF12-W","F-IPSF12-W","1.0","Pc(s)"
"","STIC-PAAR1-WM","1.0","Pc(s)"
"","KB-WELTWCB-KMM125CF","0.02778","Pc(s)"
"MY-ESCLPNB-W","ES-CLPNB-W","1.0","Pc(s)"
