"External ID","Product/Product/Internal Reference","Product/Product/Display Name","BoM Lines/Product/Display Name","BoM Lines/Quantity","BoM Lines/Product Unit of Measure/Display Name","Reference","Main"
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[F-L06-BULK] OMG Oh My Glam Coverlast Liquid Foundation 52 N Caramel","0.025","kg","",""
"","","","[KB-XENONR0-OMG] Karton Box Xenon OMG,Uk Box Dalam 235 x 177 x 90 mm,K125xM125xM125,C/F,1W","0.02273","Pc(s)","",""
"","","","[PS-CLFR0-OMG] Plastik Shrink Coverlast Liquid Foundation OMG, PET 40 mic, 60x84 mm (Folded), 126x84 (Open), Perforasi","1.0","Pc(s)","",""
"__export__.mrp_bom_571_6ac4c671","80051","[80051] OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","3","False"
"","","","[F-L05-BULK] OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","0.025","kg","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF41WSR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 41 W Sand OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-BCLF41WSR0-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 41 W Sand OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[KB-XENONR0-OMG] Karton Box Xenon OMG,Uk Box Dalam 235 x 177 x 90 mm,K125xM125xM125,C/F,1W","0.02273","Pc(s)","",""
"","","","[PS-CLFR0-OMG] Plastik Shrink Coverlast Liquid Foundation OMG, PET 40 mic, 60x84 mm (Folded), 126x84 (Open), Perforasi","1.0","Pc(s)","",""
"__export__.mrp_bom_576_420fb46f","80051","[80051] OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","4","True"
"","","","[F-L05-BULK] OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","0.025","kg","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF41WSR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 41 W Sand OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-BCLF41WSR1-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 41 W Sand REV-1 OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[KB-XENONR0-OMG] Karton Box Xenon OMG,Uk Box Dalam 235 x 177 x 90 mm,K125xM125xM125,C/F,1W","0.02273","Pc(s)","",""
"","","","[PS-CLFR0-OMG] Plastik Shrink Coverlast Liquid Foundation OMG, PET 40 mic, 60x84 mm (Folded), 126x84 (Open), Perforasi","1.0","Pc(s)","",""
"__export__.mrp_bom_584_21ff6759","T8020","[T8020] Tester OMG Oh My Glam Coverlast Liquid Foundation 31 W Beige","[F-L03-BULK] OMG Oh My Glam Coverlast Liquid Foundation 31 W Beige","0.025","kg","2","True"
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF31WBR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 31 W Beige OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[STIC-BCLF31WBR1-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 31 W Beige REV-1 OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[STIC-TRYMER1-MOMSF] Sticker TRY ME REV-1 Make Over,Matte Silver Foil,d=14mm,1W,Pond","1.0","Pc(s)","",""
"","","","[KB-XENONR1-OMG] Karton Box Xenon REV-1 OMG,Uk Box Dalam 238x164x90 mm, K125xM125xM125, C/F, 1W","0.0227273","Pc(s)","",""
"__export__.mrp_bom_572_da38ea86","80102","[80102] OMG OH MY GLAM Matte Kiss Lip Cream Socialite Edition 17 Queen 3.5 g","[L-MLCQ-BULK] OMG OH MY GLAM Matte Kiss Lip Cream Socialite Edition 17 Queen","0.0035","kg","PS1","True"
"","","","[CAPA-MKLCCEKIMR0-OMG] Cap+Applicator+Wiper Matte KLC Coffee Edition OMG,KIM,8007,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,Cap:Injection Brown, Rod:InjectionBlack,NoFinishing","1.0","Pc(s)","",""
"","","","[BOTO-MKLCCEKIMR0-OMG] Bottle Matte KLC Coffee Edition OMG,KIM,8007,AS,Injection Clear,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_585_34f09c45","T8021","[T8021] Tester OMG Oh My Glam Coverlast Liquid Foundation 32 N Natural","[F-L04-BULK] OMG Oh My Glam Coverlast Liquid Foundation 32 N Natural","0.025","kg","2","True"
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF32NNR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 32 N Natural OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[STIC-BCLF32NNR1-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 32 N Natural REV-1 OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[STIC-TRYMER1-MOMSF] Sticker TRY ME REV-1 Make Over,Matte Silver Foil,d=14mm,1W,Pond","1.0","Pc(s)","",""
"","","","[KB-XENONR1-OMG] Karton Box Xenon REV-1 OMG,Uk Box Dalam 238x164x90 mm, K125xM125xM125, C/F, 1W","0.0227273","Pc(s)","",""
"__export__.mrp_bom_582_3728fc14","T8019","[T8019] Tester OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory","[F-L01-BULK] OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory","0.025","kg","2","True"
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF13CIR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 13 C Ivory OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[STIC-BCLF13CIR1-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 13 C Ivory REV-1 OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[STIC-TRYMER1-MOMSF] Sticker TRY ME REV-1 Make Over,Matte Silver Foil,d=14mm,1W,Pond","1.0","Pc(s)","",""
"","","","[KB-XENONR1-OMG] Karton Box Xenon REV-1 OMG,Uk Box Dalam 238x164x90 mm, K125xM125xM125, C/F, 1W","0.0227273","Pc(s)","",""
"__export__.mrp_bom_583_fa519952","T8028","[T8028] Tester OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","[F-L02-BULK] OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","0.025","kg","2","True"
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF21WLR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 21 W Light OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[STIC-BCLF21WLR1-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 21 W Light REV-1 OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[STIC-TRYMER1-MOMSF] Sticker TRY ME REV-1 Make Over,Matte Silver Foil,d=14mm,1W,Pond","1.0","Pc(s)","",""
"","","","[KB-XENONR1-OMG] Karton Box Xenon REV-1 OMG,Uk Box Dalam 238x164x90 mm, K125xM125xM125, C/F, 1W","0.0227273","Pc(s)","",""
"__export__.mrp_bom_587_b1ed0ac9","T8023","[T8023] Tester OMG Oh My Glam Coverlast Liquid Foundation 52 N Caramel","[F-L06-BULK] OMG Oh My Glam Coverlast Liquid Foundation 52 N Caramel","0.025","kg","2","True"
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF52NCR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 52 N Caramel OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[STIC-BCLF52NCR1-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 52 N Caramel REV-1 OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[STIC-TRYMER1-MOMSF] Sticker TRY ME REV-1 Make Over,Matte Silver Foil,d=14mm,1W,Pond","1.0","Pc(s)","",""
"","","","[KB-XENONR1-OMG] Karton Box Xenon REV-1 OMG,Uk Box Dalam 238x164x90 mm, K125xM125xM125, C/F, 1W","0.0227273","Pc(s)","",""
"__export__.mrp_bom_586_4b5c533c","T8022","[T8022] Tester OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","[F-L05-BULK] OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","0.025","kg","2","True"
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[STIC-FCLF41WSR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 41 W Sand OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[STIC-BCLF41WSR1-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 41 W Sand REV-1 OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","",""
"","","","[STIC-TRYMER1-MOMSF] Sticker TRY ME REV-1 Make Over,Matte Silver Foil,d=14mm,1W,Pond","1.0","Pc(s)","",""
"","","","[KB-XENONR1-OMG] Karton Box Xenon REV-1 OMG,Uk Box Dalam 238x164x90 mm, K125xM125xM125, C/F, 1W","0.0227273","Pc(s)","",""
"__export__.mrp_bom_573_9b42fee9","80103","[80103] OMG OH MY GLAM Matte Kiss Lip Cream Socialite Edition 18 Luxe 3.5 g","[L-MLCR-BULK] OMG OH MY GLAM Matte Kiss Lip Cream Socialite Edition 18 Luxe","0.0035","kg","PS1","True"
"","","","[CAPA-MKLCCEKIMR0-OMG] Cap+Applicator+Wiper Matte KLC Coffee Edition OMG,KIM,8007,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,Cap:Injection Brown, Rod:InjectionBlack,NoFinishing","1.0","Pc(s)","",""
"","","","[BOTO-MKLCCEKIMR0-OMG] Bottle Matte KLC Coffee Edition OMG,KIM,8007,AS,Injection Clear,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_588_930a9c79","T8024","[T8024] Tester OMG Oh My Glam Coverlast Two Way Cake 21W Light 12 g","[TWC-OMGL-BULK] OMG Oh My Glam Coverlast Two Way Cake 21W Light","0.012","kg","1","True"
"","","","[CONT-CTWCR0-OMG] Container Coverlast Two Way Cake OMG.ABS.d=65mm.t=18mm.InjectionColor.2PassPrint.NoFinishing","1.0","Pc(s)","",""
"","","","[GODE-CTWC-OMG] Godet Coverlast Two Way Cake OMG,5,4 cm,Bulat","1.0","Pc(s)","",""
"","","","[PLAS-CTWC-OMG] Plastik Dalam Mica Container Coverlast Two Way Cake OMG,PVC 80 micron,d=55mm","1.0","Pc(s)","",""
"","","","[PUFF-CTWCSBRD54R0-OMG] Puff Coverlast Two Way Cake OMG,SBR 100 %,D=54 mm,Tebal 4mm,Putih","1.0","Pc(s)","",""
"","","","[STIC-BCTWC21WR0-OMG] Sticker Bottom Coverlast Two Way Cake 21W OMG,Chromo(Fasson),D=37mm,1W,NoFinishing","1.0","Pc(s)","",""
"","","","[STIC-TESTER-WPSM] Sticker TESTER Wardah,PET Silver Matte,1W,d=14mm,No Finishing","1.0","Pc(s)","",""
"","","","[DUS-CTWC21WR0-OMG] Dus Coverlast Two Way Cake 21W OMG,Ivory 300gsm,3W,68x68x20mm,VarGloss","1.0","Pc(s)","",""
"","","","[KB-RNR0-OMG] Karton Box Rhadon OMG,Uk Box Dalam 214x145x136mm, K125/M125/K125,C/F,1W,Glue,NoFinishing","0.0277778","Pc(s)","",""
"__export__.mrp_bom_589_35e7965d","T8025","[T8025] Tester OMG Oh My Glam Coverlast Two Way Cake 32N Natural 12 g","[TWC-OMGM-BULK] OMG Oh My Glam Coverlast Two Way Cake 32N Natural","0.012","kg","1","True"
"","","","[CONT-CTWCR0-OMG] Container Coverlast Two Way Cake OMG.ABS.d=65mm.t=18mm.InjectionColor.2PassPrint.NoFinishing","1.0","Pc(s)","",""
"","","","[GODE-CTWC-OMG] Godet Coverlast Two Way Cake OMG,5,4 cm,Bulat","1.0","Pc(s)","",""
"","","","[PLAS-CTWC-OMG] Plastik Dalam Mica Container Coverlast Two Way Cake OMG,PVC 80 micron,d=55mm","1.0","Pc(s)","",""
"","","","[PUFF-CTWCSBRD54R0-OMG] Puff Coverlast Two Way Cake OMG,SBR 100 %,D=54 mm,Tebal 4mm,Putih","1.0","Pc(s)","",""
"","","","[STIC-BCTWC32NR0-OMG] Sticker Bottom Coverlast Two Way Cake 32N OMG,Chromo(Fasson),D=37mm,1W,NoFinishing","1.0","Pc(s)","",""
"","","","[STIC-TESTER-WPSM] Sticker TESTER Wardah,PET Silver Matte,1W,d=14mm,No Finishing","1.0","Pc(s)","",""
"","","","[DUS-CTWC32NR0-OMG] Dus Coverlast Two Way Cake 32N OMG,Ivory 300gsm,3W,68x68x20mm,VarGloss","1.0","Pc(s)","",""
"","","","[KB-RNR0-OMG] Karton Box Rhadon OMG,Uk Box Dalam 214x145x136mm, K125/M125/K125,C/F,1W,Glue,NoFinishing","0.0277778","Pc(s)","",""
"__export__.mrp_bom_590_29213333","T8026","[T8026] Tester OMG Oh My Glam Coverlast Two Way Cake 41W Sand 12 g","[TWC-OMGD-BULK] OMG Oh My Glam Coverlast Two Way Cake 41W Sand","0.012","kg","1","True"
"","","","[CONT-CTWCR0-OMG] Container Coverlast Two Way Cake OMG.ABS.d=65mm.t=18mm.InjectionColor.2PassPrint.NoFinishing","1.0","Pc(s)","",""
"","","","[GODE-CTWC-OMG] Godet Coverlast Two Way Cake OMG,5,4 cm,Bulat","1.0","Pc(s)","",""
"","","","[PLAS-CTWC-OMG] Plastik Dalam Mica Container Coverlast Two Way Cake OMG,PVC 80 micron,d=55mm","1.0","Pc(s)","",""
"","","","[PUFF-CTWCSBRD54R0-OMG] Puff Coverlast Two Way Cake OMG,SBR 100 %,D=54 mm,Tebal 4mm,Putih","1.0","Pc(s)","",""
"","","","[STIC-BCTWC41WR0-OMG] Sticker Bottom Coverlast Two Way Cake 41W OMG,Chromo(Fasson),D=37mm,1W,NoFinishing","1.0","Pc(s)","",""
"","","","[STIC-TESTER-WPSM] Sticker TESTER Wardah,PET Silver Matte,1W,d=14mm,No Finishing","1.0","Pc(s)","",""
"","","","[DUS-CTWC41WR0-OMG] Dus Coverlast Two Way Cake 41W OMG,Ivory 300gsm,3W,68x68x20mm,VarGloss","1.0","Pc(s)","",""
"","","","[KB-RNR0-OMG] Karton Box Rhadon OMG,Uk Box Dalam 214x145x136mm, K125/M125/K125,C/F,1W,Glue,NoFinishing","0.0277778","Pc(s)","",""
"__export__.mrp_bom_581_a3ced0c3","80048","[80048] OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","[STIC-BCLF21WLR0-OMG] Sticker Back Coverlast Liquid Foundation 25 mL 21 W Light OMG. PEWhite. 62x31mm. 3W. VarMatte. TintaULR. RDD","1.0","Pc(s)","4","False"
"","","","[F-L02-BULK] OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","0.025","kg","",""
"","","","[STIC-FCLF21WLR0-OMG] Sticker Front Coverlast Liquid Foundation 25 mL 21 W Light OMG. PEWhite. 47x31mm. 3W. VarMatte. TintaULR. RDC","1.0","Pc(s)","",""
"","","","[CAP-BCLFR0-OMG] Cap Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBlack. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[BOTO-CLFR0-OMG] Botol Coverlast Liquid Foundation 25 mL OMG. PP. InjectionColorBeige. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[KB-XENONR0-OMG] Karton Box Xenon OMG,Uk Box Dalam 235 x 177 x 90 mm,K125xM125xM125,C/F,1W","0.02273","Pc(s)","",""
"","","","[PLU-BCLFR0-OMG] Plug Botol Coverlast Liquid Foundation 25 mL OMG. PE. NaturalTransparent. NoPrinting. NoFinishing.","1.0","Pc(s)","",""
"","","","[PS-CLFR0-OMG] Plastik Shrink Coverlast Liquid Foundation OMG, PET 40 mic, 60x84 mm (Folded), 126x84 (Open), Perforasi","1.0","Pc(s)","",""
"__export__.mrp_bom_482_4609c75d","80011","[80011] OMG OH MY GLAM Matte Kiss Lip Cream 11 Bumble 3.5 g","[STIC-VMKLC11R2-OMG] Sticker Varian Matte Kiss Lip Cream 11 REV-2 OMG,Semicoat,39x12mm,2W,Sheet,VarMatte","1.0","Pc(s)","Rework","False"
"__export__.mrp_bom_500_732e4054","L-TLTA-OMG","[L-TLTA-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 01 Juicy Strawberry TESTER","[L-LTA-BULK] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 01 Juicy Strawberry","0.0053","kg","3","True"
"","","","[BOTO-WJKLTSR1-OMG] Bottle+Wiper Juicy Kiss Lip Tint REV-1 OMG,LG-897,PETG,NaturalColor,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"","","","[CAPA-JKLTS01R1-OMG] Cap+Applicator Juicy Kiss Lip Tint Serum 01 REV-1 OMG, LG-897,ABS/AS,Cap:InjectionColor(Rubine Red C), NoFinishing; Stem/Rod: InjectionColorWhite","1.0","Pc(s)","",""
"","","","[STIC-BJKLTS01R0-OMG] Sticker Bottom Juicy Kiss Lip Tint Serum 01 OMG,Chromo,1W,d=10mm,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_311_fb002f0b","L-TLTD-OMG","[L-TLTD-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 04 Juicy Plum TESTER","[L-LTD-BULK] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 04 Juicy Plum","0.0053","kg","1","False"
"","","","[BOTO-JKLTSR0-OMG] Bottle Juicy Kiss Lip Tint OMG,LG-897,PETG,NaturalColor,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"","","","[CAPA-JKLTS04R0-OMG] Cap+Applicator+Wiper Juicy Kiss Lip Tint Serum 04 OMG, LG-897,ABS/AS,Cap:InjectionColor(P 221C), NoFinishing; Stem/Rod: InjectionColorWhite","1.0","Pc(s)","",""
"","","","[STIC-BJKLTS04R0-OMG] Sticker Bottom Juicy Kiss Lip Tint Serum 04 OMG,Chromo,1W,d=10mm,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_309_be037c49","L-TLTB-OMG","[L-TLTB-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 02 Juicy Grapefruit TESTER","[L-LTB-BULK] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 02 Juicy Grapefruit","0.0053","kg","1","False"
"","","","[BOTO-JKLTSR0-OMG] Bottle Juicy Kiss Lip Tint OMG,LG-897,PETG,NaturalColor,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"","","","[CAPA-JKLTS02R0-OMG] Cap+Applicator+Wiper Juicy Kiss Lip Tint Serum 02 OMG, LG-897,ABS/AS,Cap:InjectionColor(P 200C), NoFinishing; Stem/Rod: InjectionColorWhite","1.0","Pc(s)","",""
"","","","[STIC-BJKLTS02R0-OMG] Sticker Bottom Juicy Kiss Lip Tint Serum 02 OMG,Chromo,1W,d=10mm,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_308_7f12b86a","L-TLTA-OMG","[L-TLTA-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 01 Juicy Strawberry TESTER","[L-LTA-BULK] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 01 Juicy Strawberry","0.0053","kg","1","False"
"","","","[BOTO-JKLTSR0-OMG] Bottle Juicy Kiss Lip Tint OMG,LG-897,PETG,NaturalColor,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"","","","[CAPA-JKLTS01R0-OMG] Cap+Applicator+Wiper Juicy Kiss Lip Tint Serum 01 OMG, LG-897,ABS/AS,Cap:InjectionColor(Rubine Red C), NoFinishing; Stem/Rod: InjectionColorWhite","1.0","Pc(s)","",""
"","","","[STIC-BJKLTS01R0-OMG] Sticker Bottom Juicy Kiss Lip Tint Serum 01 OMG,Chromo,1W,d=10mm,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_312_dec6e79f","T80014","[T80014] OMG Oh My Glam Juicy Kiss Lip Tint Serum TESTER SET (5.3 g x 4)","[L-TLTA-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 01 Juicy Strawberry TESTER","1.0","Pc(s)","1","True"
"","","","[L-TLTB-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 02 Juicy Grapefruit TESTER","1.0","Pc(s)","",""
"","","","[L-TLTC-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 03 Juicy Peach TESTER","1.0","Pc(s)","",""
"","","","[L-TLTD-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 04 Juicy Plum TESTER","1.0","Pc(s)","",""
"","","","[IBOX-RRPJKLTSR0-OMG] Inner Box RRP Juicy Kiss Lip Tint Serum OMG,Ivory300gsm,CMYK+1W,95x84x72mm,VarnishGloss","1.0","Pc(s)","",""
"","","","[PART-IRRPTJKLTSR0-OMG] Partisi Inner Box RRP Tester Juicy Kiss Lip Tint Serum OMG,Ivory300gsm,1W,94.5x83.5x12mm,VarnishGloss","1.0","Pc(s)","",""
"","","","[STIC-QTJKLTSR0-OMG] Sticker QR Inner Box RRP Tester Juicy Kiss Lip Tint Serum OMG,Chromo,1W,22x21mm,NoFinishing","1.0","Pc(s)","",""
"","","","[KB-ARGONR0-OMG] Karton Box Argon OMG, Uk Box Dalam 255x170x150mm, K125/M125/K125 C/F, No Finishing, Glue, 1 pass","0.125","Pc(s)","",""
"__export__.mrp_bom_340_341027c0","80011","[80011] OMG OH MY GLAM Matte Kiss Lip Cream 11 Bumble 3.5 g","[L-MLCK-BULK] Oh My Glam Matte Kiss Lip Cream 11 Bumble","0.0035","kg","PS1","False"
"","","","[BOTO-MKLCR0-OMG] Bottle Matte KLC OMG,LC-002,AS,Injection Clear,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"","","","[CAPA-MKLCR0-OMG] Cap+Applicator+Wiper Matte KLC OMG,LC-002,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,InjectionBlack,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_341_9ab20f3c","80010","[80010] OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g","[L-MLCJ-BULK] Oh My Glam Matte Kiss Lip Cream 10 Shell","0.0035","kg","PS1","False"
"","","","[BOTO-MKLCR0-OMG] Bottle Matte KLC OMG,LC-002,AS,Injection Clear,1PassPrinting,NoFinishing","1.0","Pc(s)","",""
"","","","[CAPA-MKLCR0-OMG] Cap+Applicator+Wiper Matte KLC OMG,LC-002,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,InjectionBlack,NoFinishing","1.0","Pc(s)","",""
"__export__.mrp_bom_453_5fdf49cf","80044","[80044] OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g","[L-MLCM-BULK] OMG Oh My Glam Matte Kiss Lip Cream 13 Latte","0.0035","kg","2","True"
