date_correction,snfg,fg_name,matter_code,matter,qty_real,qty_theoretical,bulk_loss,reject_retur,sisa_bulk,overfill,loading_unloading_loss,loss,brand,coitem,target,note,line,netto,netto_min,product_status,product_type,timestamp
2022-04-19,FW-BSACNEN2-EM/H0024,EMINA BRIGHT STUFF FOR ACNE PRONE SKIN FACE WASH 50 ML,L,LIQUID,2878.85,2932,53.15,5.41,0,30.19,17.55,DOWNSTREAM LOSS,EMINA,FW-BSACNEN2-EM,,,TUP02,0.05204,0.0515,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-01,FW-BSN2-EM/H0018,EMINA BRIGHT STUFF FACE WASH 100 ML,L,LIQUID,933.84,971,37.16,3.23,0,21.08,12.85,DOWNSTREAM LOSS,EMINA,FW-BSN2-EM,,,TUP10,0.09784,0.09568,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-08,FW-BSN2-EM/H0019,EMINA BRIGHT STUFF FACE WASH 100 ML,L,LIQUID,1827.49,1945,117.51,0,0,40.49,77.02,DOWNSTREAM LOSS,EMINA,FW-BSN2-EM,,,TUP02,0.0978,0.09568,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-09,FW-BSN2-EM/H0020,EMINA BRIGHT STUFF FACE WASH 100 ML,L,LIQUID,1860.02,1944,83.98,5.55,0,34.21,44.22,DOWNSTREAM LOSS,EMINA,FW-BSN2-EM,,,TUP02,0.09744,0.09568,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-09,FW-BSN2-EM/H0021,EMINA BRIGHT STUFF FACE WASH 100 ML,L,LIQUID,1938.48,1939,0.52,12.41,0,41.33,-53.22,DOWNSTREAM LOSS,EMINA,FW-BSN2-EM,,,TUP02,0.09772,0.09568,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-06,FW-BSW-EM/H0010,EMINA BRIGHT STUFF WHIP FACE WASH 50 ML,L,LIQUID,947.63,982,34.37,0,0,10.47,23.9,DOWNSTREAM LOSS,EMINA,FW-BSW-EM,,,TUP09,0.05308,0.0525,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-11,FW-BSW-EM/H0011,EMINA BRIGHT STUFF WHIP FACE WASH 50 ML,L,LIQUID,945.0,980,35.0,3.39,0,7.56,24.05,DOWNSTREAM LOSS,EMINA,FW-BSW-EM,,,TUP06,0.05292,0.0525,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-25,FW-BSW-EM/H0012,EMINA BRIGHT STUFF WHIP FACE WASH 50 ML,L,LIQUID,939.75,985,45.25,0,0,16.11,29.14,DOWNSTREAM LOSS,EMINA,FW-BSW-EM,,,TUP09,0.0534,0.0525,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-04,FW-CD-W100ML/H0023,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,2548.8,2947,398.2,0,0,346.64,51.56,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP02,0.10224,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-04,FW-CD-W100ML/H0024,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,2586.6,2937,350.4,2.94,13.25,331.08,3.13,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP02,0.10152,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-06,FW-CD-W100ML/H0025,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,850.5,987,136.5,0.51,0,113.78,22.21,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP10,0.10204,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-06,FW-CD-W100ML/H0026,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,869.4,975,105.6,0.72,0,120.52,-15.64,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP10,0.102476,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-06,FW-CD-W100ML/H0027,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,853.2,976,122.8,1.51,0,103.14,18.15,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP03,0.10088,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-06,FW-CD-W100ML/H0028,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,850.5,977,126.5,0.72,0,117.86,7.92,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP10,0.102472,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-06,FW-CD-W100ML/H0029,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,850.5,974,123.5,3.34,0,106.97,13.19,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP03,0.10132,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-07,FW-CD-W100ML/H0030,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 100 ML (PC(S)),L,LIQUID,847.8,980,132.2,4.32,0,0.0,127.88,DOWNSTREAM LOSS,WARDAH,FW-CD-W100ML,,,TUP03,0.09,0.09,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-04,FW-CD-W60ML/H0007,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 60 ML (PC(S)),L,LIQUID,2509.7,2935,425.3,6.22,35,353.22,30.86,DOWNSTREAM LOSS,WARDAH,FW-CD-W60ML,,,TUP04,0.0616,0.054,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-18,FW-CD-W60ML/H0008,WARDAH C-DEFENSE ENERGIZING CREAMY WASH 60 ML (PC(S)),L,LIQUID,2455.27,2930,474.73,7.78,73,351.02,42.93,DOWNSTREAM LOSS,WARDAH,FW-CD-W60ML,,,TUP04,0.06172,0.054,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-26,FW-CFW-W/H0006,CRYSTALLURE MOISTURE RICH CLEANSING FOAM 100 ML,L,LIQUID,172.2,191,18.8,0,0,0.89,17.91,DOWNSTREAM LOSS,CRYSTALLURE,FW-CFW-W,,,OSP01,0.10554,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-01,FW-FW01-KA/H0012,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,957.6,978,20.4,1.51,0,-37.57,56.46,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP03,0.10088,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-02,FW-FW01-KA/H0013,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,979,979,0,0,0,-41.92,41.92,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP03,0.10072,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-05,FW-FW01-KA/H0014,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,970.2,983,12.8,11.47,0,-40.66,41.99,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP03,0.1006,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-11,FW-FW01-KA/H0015,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,981,981,0,0.6,0,-40.74,40.14,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10064,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-11,FW-FW01-KA/H0016,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,973,973,0,0,0,-40.25,40.25,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10072,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-11,FW-FW01-KA/H0017,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,977,977,0,11.07,0,-43.36,32.29,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10064,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-12,FW-FW01-KA/H0018,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,980,980,0,0,0,-40.89,40.89,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.1008,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-15,FW-FW01-KA/H0019,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,981,981,0,1.91,0,-41.2,39.29,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10064,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-15,FW-FW01-KA/H0020,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,975,975,0,0.7,0,-41.01,40.31,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10064,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-19,FW-FW01-KA/H0021,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,960.75,982,21.25,0,0,-37.7,58.95,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10088,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-20,FW-FW01-KA/H0022,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,982,982,0,0.3,0,-39.5,39.2,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.1008,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-20,FW-FW01-KA/H0023,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,977,977,0,0,0,-41.02,41.02,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10072,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-20,FW-FW01-KA/H0024,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,957.6,981,23.4,0,0,-39.4,62.8,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10068,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-20,FW-FW01-KA/H0025,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,992,992,0,0,0,-43.82,43.82,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10088,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-25,FW-FW01-KA/H0026,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,962.33,979,16.67,0,0,-39.59,56.26,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10068,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-26,FW-FW01-KA/H0027,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,983,983,0,0,0,-42.38,42.38,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP03,0.10068,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-26,FW-FW01-KA/H0028,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,983,983,0,1.61,0,-40.32,38.71,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.1008,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-26,FW-FW01-KA/H0029,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,985,985,0,1.31,0,-40.51,39.2,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.1008,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-26,FW-FW01-KA/H0030,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,965.48,979,13.52,0,0,-38.99,52.51,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP03,0.10076,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-26,FW-FW01-KA/H0031,KAHF GENTLE EXFOLIATING FACE SCRUB 100 ML,L,LIQUID,994,994,0,0,0,-41.53,41.53,DOWNSTREAM LOSS,KAHF,FW-FW01-KA,,,TUP10,0.10076,0.105,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-20,FW-FWN2VC-OMG/H0007,OMG OH MY GLOW PEACH GLOWING FACE WASH 50 G,L,LIQUID,2844.8,2920,75.2,9.22,0,38.69,27.29,DOWNSTREAM LOSS,OMG,FW-FWN2VC-OMG,,,TUP01,0.05068,0.05,INITIAL,LAUNCH,2022-07-19 07:05
2022-04-19,FW-GSN2-L/H0002,LABORE SENSITIVE SKIN CARE GENTLEBIOME MILD CLEANSER 225 ML,L,LIQUID,952.32,978,25.68,0,0,1.74,23.94,DOWNSTREAM LOSS,LABORE,FW-GSN2-L,,,BOP05,0.23668,0.23625,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-16,FW-LMGWN1-W/H0011,WARDAH LIGHTENING MICELLAR GENTLE WASH 50 ML,L,LIQUID,2871.49,2947,75.51,7.3,0,52.87,15.34,DOWNSTREAM LOSS,WARDAH,FW-LMGWN1-W,,,TUP01,0.05144,0.05051,EXISTING,RELAUNCH,2022-07-19 07:05
2022-04-22,FW-LMGWN1-W/H0012,WARDAH LIGHTENING MICELLAR GENTLE WASH 50 ML,L,LIQUID,2858.87,2942,83.13,0.15,0,52.64,30.34,DOWNSTREAM LOSS,WARDAH,FW-LMGWN1-W,,,TUP02,0.05144,0.05051,EXISTING,RELAUNCH,2022-07-19 07:05
2022-04-23,FW-LMGWN1-W/H0013,WARDAH LIGHTENING MICELLAR GENTLE WASH 50 ML,L,LIQUID,2884.12,2953,68.88,4.31,0,46.25,18.32,DOWNSTREAM LOSS,WARDAH,FW-LMGWN1-W,,,TUP02,0.05132,0.05051,EXISTING,RELAUNCH,2022-07-19 07:05
2022-04-19,FW-LMGWN2-W/H0014,WARDAH LIGHTENING MICELLAR GENTLE WASH 100 ML,L,LIQUID,2867.45,2940,72.55,15.98,0,21.0,35.57,DOWNSTREAM LOSS,WARDAH,FW-LMGWN2-W,,,TUP01,0.10176,0.10102,EXISTING,RELAUNCH,2022-07-19 07:05
2022-04-20,FW-LWFN1-W/H0011,WARDAH LIGHTENING WHIP FACIAL FOAM 50 ML,L,LIQUID,935.82,977,41.18,4.55,0,20.26,16.37,DOWNSTREAM LOSS,WARDAH,FW-LWFN1-W,,,TUP09,0.05168,0.050585,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-01,FW-LWFN2-W/H0032,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,938.35,986,47.65,3.67,0,6.59,37.39,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP10,0.10188,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-01,FW-LWFN2-W/H0033,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,973.76,985,11.24,0,0,9.14,2.1,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP10,0.10212,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-01,FW-LWFN2-W/H0034,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,938.35,984,45.65,0,0,8.44,37.21,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP10,0.10208,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-02,FW-LWFN2-W/H0035,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,963.14,985,21.86,3.16,0,8.66,10.04,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP10,0.10208,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-02,FW-LWFN2-W/H0036,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,948.97,980,31.03,0.31,0,7.79,22.93,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP10,0.102,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-06,FW-LWFN2-W/H0037,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,931.27,980,48.73,0,0,8.38,40.35,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP10,0.10208,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-20,FW-LWFN2-W/H0038,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,938.35,978,39.65,5.8,0,4.73,29.12,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP01,0.10168,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-21,FW-LWFN2-W/H0039,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,938.36,984,45.64,1.53,0,6.59,37.52,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP01,0.10188,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-21,FW-LWFN2-W/H0040,WARDAH LIGHTENING WHIP FACIAL FOAM 100 ML,L,LIQUID,938.35,984,45.65,2.34,0,6.59,36.72,DOWNSTREAM LOSS,WARDAH,FW-LWFN2-W,,,TUP01,0.10188,0.10117,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-08,FW-MCF-W100ML/H0003,WARDAH NATURE DAILY MINERAL+ CLARIFYING FACIAL FOAM 100 ML,L,LIQUID,939.17,974,34.83,1.53,38,-20.64,15.94,DOWNSTREAM LOSS,WARDAH,FW-MCF-W100ML,,,TUP01,0.09568,0.09783,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-12,FW-MCF-W60ML/H0004,WARDAH NATURE DAILY MINERAL+ CLARIFYING FACIAL FOAM 60 ML,L,LIQUID,919.21,973,53.79,0.0,52,-17.82,19.61,DOWNSTREAM LOSS,WARDAH,FW-MCF-W60ML,,,TUP04,0.05756,0.058698,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-07,FW-PBCFLO100-W/H0048,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL (PC(S)) 100 ML,L,LIQUID,1907.23,1953,45.77,3.4,0,18.08,24.29,DOWNSTREAM LOSS,WARDAH,FW-PBCFLO100-W,,,TUP01,0.10012,0.09918,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-08,FW-PBCFLO100-W/H0049,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL (PC(S)) 100 ML,L,LIQUID,1907.23,1942,34.77,2.71,0,19.61,12.45,DOWNSTREAM LOSS,WARDAH,FW-PBCFLO100-W,,,TUP01,0.1002,0.09918,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-08,FW-PBCFLO100-W/H0050,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL (PC(S)) 100 ML,L,LIQUID,1919.13,1945,25.87,1.7,0,18.19,5.98,DOWNSTREAM LOSS,WARDAH,FW-PBCFLO100-W,,,TUP01,0.10012,0.09918,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-09,FW-PBCFLO100-W/H0051,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL (PC(S)) 100 ML,L,LIQUID,1907.23,1946,38.77,0,0,21.15,17.62,DOWNSTREAM LOSS,WARDAH,FW-PBCFLO100-W,,,TUP01,0.10028,0.09918,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-14,FW-PBCFLO50-W/H0007,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL 50 ML (PC(S)),L,LIQUID,1890.57,1943,52.43,14.07,0,24.78,13.58,DOWNSTREAM LOSS,WARDAH,FW-PBCFLO50-W,,,TUP01,0.05024,0.04959,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-15,FW-PBCFLO50-W/H0008,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL 50 ML (PC(S)),L,LIQUID,1904.85,1946,41.15,6.7,0,31.12,3.33,DOWNSTREAM LOSS,WARDAH,FW-PBCFLO50-W,,,TUP01,0.0504,0.04959,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-28,FW-PBCFLO50-W/H0009,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL 50 ML (PC(S)),L,LIQUID,1870.93,1941,70.07,0,0,38.11,31.96,DOWNSTREAM LOSS,WARDAH,FW-PBCFLO50-W,,,TUP07,0.0506,0.04959,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-09,FW-PBCFLS100-W/H0015,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING 100 ML (PC(S)),L,LIQUID,2850.1,2939,88.9,25.75,0,20.63,42.52,DOWNSTREAM LOSS,WARDAH,FW-PBCFLS100-W,,,TUP02,0.1002,0.09948,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-11,FW-PBCFLS100-W/H0016,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING 100 ML (PC(S)),L,LIQUID,2829.21,2915,85.79,15.23,0,20.48,50.08,DOWNSTREAM LOSS,WARDAH,FW-PBCFLS100-W,,,TUP02,0.1002,0.09948,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-21,FW-PBCFLS50-W/H0012,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING 50 ML (PC(S)),L,LIQUID,2805.93,2889,83.07,0,0,25.95,57.12,DOWNSTREAM LOSS,WARDAH,FW-PBCFLS50-W,,,TUP02,0.0502,0.04974,NEW PRODUCT,RELAUNCH,2022-07-19 07:05
2022-04-01,FW-PBCFLSN3-W/H0006,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING 6 X 20 ML,L,LIQUID,871.32,971,99.68,0.93,0,-723.01,821.76,DOWNSTREAM LOSS,WARDAH,FW-PBCFLSN3-W,,,LVMN01,0.02032,0.119376,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-05,FW-PBCFLSN3-W/H0007,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING 6 X 20 ML,L,LIQUID,872.15,978,105.85,0.87,0,-724.0,828.98,DOWNSTREAM LOSS,WARDAH,FW-PBCFLSN3-W,,,LVMN01,0.02028,0.119376,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-05,FW-PCSACSEC-KA/H0021,KAHF OIL AND ACNE CARE FACE WASH WITH STICKER EYE CATCH 100 ML,L,LIQUID,965.88,978,12.12,0,0,-9.21,21.33,DOWNSTREAM LOSS,KAHF,FW-PCSACSEC-KA,,,VMP02,0.10028,0.101245,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-06,FW-PCSACSEC-KA/H0022,KAHF OIL AND ACNE CARE FACE WASH WITH STICKER EYE CATCH 100 ML,L,LIQUID,965.47,975,9.53,0,0,-9.2,18.73,DOWNSTREAM LOSS,KAHF,FW-PCSACSEC-KA,,,VMP01,0.10028,0.101245,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-14,FW-PCSACSEC-KA/H0023,KAHF OIL AND ACNE CARE FACE WASH WITH STICKER EYE CATCH 100 ML,L,LIQUID,970.94,972,1.06,0,0,-9.25,10.31,DOWNSTREAM LOSS,KAHF,FW-PCSACSEC-KA,,,VMP01,0.10028,0.101245,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-18,FW-PCSACSEC-KA/H0024,KAHF OIL AND ACNE CARE FACE WASH WITH STICKER EYE CATCH 100 ML,L,LIQUID,978.02,985,6.98,0,0,-7.59,14.57,DOWNSTREAM LOSS,KAHF,FW-PCSACSEC-KA,,,VMP03,0.10046,0.101245,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-18,FW-PCSACSEC-KA/H0025,KAHF OIL AND ACNE CARE FACE WASH WITH STICKER EYE CATCH 100 ML,L,LIQUID,985.22,987,1.78,6.61,0,-9.97,5.14,DOWNSTREAM LOSS,KAHF,FW-PCSACSEC-KA,,,VMP04,0.10022,0.101245,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-18,FW-PCSACSEC-KA/H0026,KAHF OIL AND ACNE CARE FACE WASH WITH STICKER EYE CATCH 100 ML,L,LIQUID,971.45,986,14.55,0,0,-6.76,21.31,DOWNSTREAM LOSS,KAHF,FW-PCSACSEC-KA,,,VMP02,0.10054,0.101245,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-19,FW-PCSACSEC-KA/H0027,KAHF OIL AND ACNE CARE FACE WASH WITH STICKER EYE CATCH 100 ML,L,LIQUID,972,972,0,0.4,0,-9.43,9.03,DOWNSTREAM LOSS,KAHF,FW-PCSACSEC-KA,,,VMP01,0.10028,0.101245,NEW PRODUCT,LAUNCH,2022-07-19 07:05
2022-04-08,FW-PCSRB-KA/H0031,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,978,978,0,4.83,0,-70.64,65.81,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP03,0.10056,0.108,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-09,FW-PCSRB-KA/H0032,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,981,981,0,5.14,0,-69.81,64.67,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP10,0.10084,0.108,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-09,FW-PCSRB-KA/H0033,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,984,984,0,1.51,0,-70.38,68.87,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP10,0.10068,0.108,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-12,FW-PCSRB-KA/H0034,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,986,986,0,0.5,0,-71.84,71.34,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP10,0.10054,0.108,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-12,FW-PCSRB-KA/H0035,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,984,984,0,0,0,-75.0,75.0,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP10,0.1,0.108,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-18,FW-PCSRB-KA/H0036,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,981.4,981.4,0.0,0.4,0,-70.2,69.8,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP10,0.1008,0.108,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-22,FW-PCSRB-KA/H0037,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,986,986,0,0,0,-68.04,68.04,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP10,0.1008,0.108,EXISTING,LAUNCH,2022-07-19 07:05
2022-04-22,FW-PCSRB-KA/H0038,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,L,LIQUID,987,987,0,0.81,0,-72.64,71.83,DOWNSTREAM LOSS,KAHF,FW-PCSRB-KA,,,TUP10,0.10064,0.108,EXISTING,LAUNCH,2022-07-19 07:05
