"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"887","MO-TC-R3LEC03-BULK/I0011","TC-RR3LEC03-W/I0007","TC-RR3LEC03-W/I0007","NDC","JADWAL BARU","1","2023-03-31 03:06:57+07","2023-03-29","2023-03-31","Wardah Refill Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g","Next Process","Done","TC-RR3LEC03-W","CJ30B",""
"888","-","DUSS-PMFW41R0-MO/I0016","DUSS-PMFW41R0-MO/I0016","QC FG","JADWAL BARU","1","2023-03-31 01:48:02+07","2023-03-27","2023-03-31","Dus Sticker Powerstay Matte Powder Foundation W41 MO","Next Process","Done","DUSS-PMFW41R0-MO","(not set)",""
"889","MO-TC-R3LEC03-BULK/I0010","TC-RR3LEC03-W/I0006","TC-RR3LEC03-W/I0006","NDC","JADWAL BARU","1","2023-03-31 01:44:29+07","2023-03-29","2023-03-31","Wardah Refill Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g","Next Process","Done","TC-RR3LEC03-W","CJ30A",""
"890","MO-TC-R3LLF02-BULK/I0064","TC-RR3LLF02-W/I0028","TC-RR3LLF02-W/I0028","NDC","JADWAL BARU","1","2023-03-31 01:44:29+07","2023-03-21","2023-04-01","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","CJ30A",""
"891","-","LB-LMPB-EM/BSI0004","LB-LMPB-EM/BSI0004","NDC","JADWAL BARU","1","2023-03-31 01:10:49+07","2023-03-27","2023-04-07","Emina Lip Mask 9 gr (Blister Version)","Next Process","Done","LB-LMPB-EM","(not set)",""
"892","MO-L-CM02-BULK/I0003","L-CM02-EM5.5GR/I0003","L-CM02-EM5.5GR/I0003","NDC","JADWAL BARU","1","2023-03-31 01:10:49+07","2023-03-28","2023-03-30","Emina Creamatte 02 Fuzzy Wuzzy 5.5 gr (Pc(s))","Next Process","Done","L-CM02-EM5.5GR","CJ28A",""
"893","MO-ES-W1A-01 BULK/I0004","ES-W1A-W3,3GR/I0004","ES-W1A-W3,3GR/I0004/01/01","NDC","JADWAL BARU","1","2023-03-31 01:10:49+07","2023-03-27","2023-03-31","Wardah Eye Shadow A 3,3 gr (pc(s))","Next Process","Done","ES-W1A-W3,3GR","CJ28A",""
"894","MO-F-RELF02-BULK/I0002","F-RRELF02-W/I0002","F-RRELF02-W/I0002","NDC","JADWAL BARU","1","2023-03-31 00:41:46+07","2023-03-27","2023-03-31","Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml","Next Process","Done","F-RRELF02-W","CJ27A",""
"895","MO-FW-PCSAC-BULK/I0143","FW-PCSAC-KA/I0144","FW-PCSAC-KA/I0144","NDC","JADWAL BARU","1","2023-03-31 00:41:46+07","2023-03-20","2023-04-05","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CJ30A",""
"896","MO-SRM-ASRM-BULK/I0006","SRM-ASRM-W/I0003","SRM-ASRM-W/I0003","NDC","JADWAL BARU","1","2023-03-31 00:33:19+07","2023-03-25","2023-03-30","Wardah Acnederm Acne Care Serum 15 ml","Next Process","Done","SRM-ASRM-W","CJ25A",""
"897","MO-F-PTCMCW22-BULK/I0008","F-PTCMCW22-MO/I0008","F-PTCMCW22-MO/I0008","NDC","JADWAL BARU","1","2023-03-31 00:33:03+07","2023-03-23","2023-03-30","MAKE OVER Powerstay Total Cover Matte Cream Foundation W22 Warm Ivory 12 g","Next Process","Done","F-PTCMCW22-MO","CJ25A",""
"898","MO-EB-DK01C-BULK/I0014","EB-DK02-MO/I0002","EB-DK02-MO/I0002/03/01","QC BULK","MASUK SPESIFIKASI","1","2023-03-31 00:07:40+07","2023-04-02","2023-04-04","MAKE OVER Eye Brow Definition Kit 02 Grey Brown 6.9 g","Next Process","Done","EB-DK02-MO","CJ30A",""
"899","MO-TC-R3LEC02-BULK/I0015","TC-RR3LEC02-W/I0008","TC-RR3LEC02-W/I0008","NDC","JADWAL BARU","1","2023-03-30 23:56:18+07","2023-03-29","2023-03-30","Wardah Refill Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g","Next Process","Done","TC-RR3LEC02-W","CJ29A",""
"900","MO-FW-BS-BULK/I0083","FW-BS-EM50ML/I0038","FW-BS-EM50ML/I0038","NDC","JADWAL BARU","1","2023-03-30 23:55:07+07","2023-03-28","2023-04-12","Emina Bright Stuff Face Wash 50 ml","Next Process","Done","FW-BS-EM50ML","CJ29A",""
"901","MO-L-MLCG-BULK/I0013","L-MLCG-OMG/I0013","L-MLCG-OMG/I0013","NDC","JADWAL BARU","1","2023-03-30 23:43:59+07","2023-03-28","2023-03-30","OMG OH MY GLAM Matte Kiss Lip Cream 07 Delight 3.5 g","Next Process","Done","L-MLCG-OMG","CJ28A",""
"902","MO-BP-IWEDT-BULK/I0009","BP-IWEDT-KA/I0008","BP-IWEDT-KA/I0008","NDC","JADWAL BARU","1","2023-03-30 23:06:56+07","2023-03-29","2023-04-01","Kahf Invigorating Waterfall Eau de Toilette 35 ml","Next Process","Done","BP-IWEDT-KA","CJ29A",""
"903","MO-HS-MHS-BULK/I0001","HS-MHS-MO/I0001","HS-MHS-MO/I0001","NDC","JADWAL BARU","1","2023-03-30 23:06:56+07","2023-03-29","2023-04-01","Make Over All Purpose Sanitizer 200 ml","Next Process","Done","HS-MHS-MO","CJ29A",""
"904","MO-S-USS-BULK/I0032","S-USSEC-W/I0032","S-USSEC-W/I0032","NDC","JADWAL BARU","1","2023-03-30 23:06:56+07","2023-03-25","2023-03-31","Wardah Hairfall Treatment Shampoo 170 ml","Next Process","Done","S-USSEC-W","CJ28A",""
"905","MO-FW-PCSRB-BULK/I0075","FW-PCSRB-KA/I0076","FW-PCSRB-KA/I0076","NDC","JADWAL BARU","1","2023-03-30 23:06:56+07","2023-03-20","2023-04-05","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","CJ30A",""
"906","MO-TC-PC08-BULK/I0053","TC-R2E02-W/I0011","TC-R2E02-W/I0011","NDC","JADWAL BARU","1","2023-03-30 23:05:00+07","2023-03-28","2023-03-30","Wardah Exclusive Two Way Cake 02 Light Beige 12 g","Next Process","Done","TC-R2E02-W","CJ28C",""
"907","MO-F-LLF03-BULK/I0009","F-LLFM3-W/I0002","F-LLFM3-W/I0002","NDC","JADWAL BARU","1","2023-03-30 22:50:33+07","2023-03-24","2023-03-31","Wardah Lightening Liquid Foundation 03. Ivory 6 ml","Next Process","Done","F-LLFM3-W","CJ25A",""
"908","MO-M-LDCN-BULK/I0035","M-LDCN2-W/I0012","M-LDCN2-W/I0012","NDC","JADWAL BARU","1","2023-03-30 22:50:33+07","2023-03-29","2023-04-01","Wardah Lightening Day Cream Advanced Niacinamide 30 g","Next Process","Done","M-LDCN2-W","CJ29A",""
"909","MO-L-MLCK-BULK/I0018","L-MLCK-OMG/I0018","L-MLCK-OMG/I0018","NDC","JADWAL BARU","1","2023-03-30 22:22:18+07","2023-03-27","2023-04-01","OMG OH MY GLAM Matte Kiss Lip Cream 11 Bumble 3.5 g","Next Process","Done","L-MLCK-OMG","CJ27A",""
"910","MO-L-RIPEI02-BULK/I0007","L-RIPEI02-W/I0004","L-RIPEI02-W/I0004","NDC","JADWAL BARU","1","2023-03-30 21:58:14+07","2023-03-27","2023-03-30","Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g","Next Process","Done","L-RIPEI02-W","CJ28A",""
"911","MO-B-BSLP-BULK/I0091","B-BSLP-EM/I0091","B-BSLP-EM/I0091","NDC","JADWAL BARU","1","2023-03-30 21:54:51+07","2023-03-23","2023-04-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CJ29B",""
"912","MO-FW-PCSAC-BULK/I0142","FW-PCSAC-KA/I0143","FW-PCSAC-KA/I0143","NDC","JADWAL BARU","1","2023-03-30 21:04:43+07","2023-03-20","2023-04-05","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CJ29B",""
"913","MO-SS-SBAT30-BULK/I0046","SS-SBAT30-EM/I0039","SS-SBAT30-EM/I0039","NDC","JADWAL BARU","1","2023-03-30 21:01:29+07","2023-03-13","2023-04-05","Emina Sun Battle SPF 30 PA+++ 60 ml","Next Process","Done","SS-SBAT30-EM","CJ29A",""
"914","MO-TC-W1C3-BULK/I0021","TC-W3RELI3-W12G/I0017","TC-W3RELI3-W12G/I0017","NDC","JADWAL BARU","1","2023-03-30 21:01:12+07","2023-03-20","2023-04-01","Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","Next Process","Done","TC-W3RELI3-W12G","CJ29A",""
"915","MO-L-REMA17-BULK/I0007","L-REMA17-W/I0007","L-REMA17-W/I0007","NDC","JADWAL BARU","1","2023-03-30 20:13:29+07","2023-02-28","2023-04-02","Wardah Exclusive Matte Lipstick 17 Gorgeous Pink 3.5 g","Next Process","Done","L-REMA17-W","CJ29A",""
"916","MO-B-W1T3LFP01-BULK/I0021","B-W3ELFP01-W30G/I0021","B-W3ELFP01-W30G/I0021","NDC","JADWAL BARU","1","2023-03-30 20:13:29+07","2023-03-21","2023-04-01","Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","Next Process","Done","B-W3ELFP01-W30G","CJ30A",""
"917","MO-L-CUM07-BULK/I0008","L-CUM07-W/I0008","L-CUM07-W/I0008","NDC","JADWAL BARU","1","2023-03-30 20:13:29+07","2023-03-13","2023-04-02","Wardah Colorfit Ultralight Matte Lipstick 07 Crimson Red 3.6 g","Next Process","Done","L-CUM07-W","CJ28A",""
"918","MO-TC-R3LEC04-BULK/I0011","TC-R3LEC04-W/I0005","TC-R3LEC04-W/I0005","NDC","JADWAL BARU","1","2023-03-30 20:13:29+07","2023-03-29","2023-03-30","Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g","Next Process","Done","TC-R3LEC04-W","CJ29B",""
"919","MO-B-DMCP03-BULK/I0008","B-DMCP03-EM/I0008","B-DMCP03-EM/I0008","NDC","JADWAL BARU","1","2023-03-30 20:12:37+07","2023-03-29","2023-03-30","Emina Daily Matte Compact Powder 03 Caramel 11 g","Next Process","Done","B-DMCP03-EM","CJ29A",""
"920","MO-B-BSLP-BULK/I0090","B-BSLP-EM/I0090","B-BSLP-EM/I0090","NDC","JADWAL BARU","1","2023-03-30 20:12:37+07","2023-03-23","2023-04-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CJ29A",""
"921","MO-L-CUSH01-BULK/I0001","L-CUSH01-EM/I0001","L-CUSH01-EM/I0001","NDC","JADWAL BARU","1","2023-03-30 20:12:37+07","2023-03-25","2023-03-30","Emina Lip Cushion 01. Let It Peach 9 g","Next Process","Done","L-CUSH01-EM","CJ25A",""
"922","MO-L-SMULMB-BULK/I0005","L-SMULMB-EM/I0004","L-SMULMB-EM/I0004","NDC","JADWAL BARU","1","2023-03-30 20:12:37+07","2023-03-20","2023-03-24","Emina Squeeze Me Up Lip Matte 02 Bake a Cookie 6.5 g","Next Process","Done","L-SMULMB-EM","CJ21B",""
"923","MO-L-CUSH02-BULK/I0001","L-CUSH02-EM/I0001","L-CUSH02-EM/I0001","NDC","JADWAL BARU","1","2023-03-30 20:12:37+07","2023-03-25","2023-03-30","Emina Lip Cushion 02. Be Cherry 9 g","Next Process","Done","L-CUSH02-EM","CJ27A",""
"924","MO-L-CUSH02-BULK/I0002","L-CUSH02-EM/I0002","L-CUSH02-EM/I0002","NDC","JADWAL BARU","1","2023-03-30 20:12:37+07","2023-03-27","2023-03-30","Emina Lip Cushion 02. Be Cherry 9 g","Next Process","Done","L-CUSH02-EM","CJ27B",""
"925","MO-F-LUC01-BULK/I0003","F-LUC01-MO33ML/I0003","F-LUC01-MO33ML/I0003","NDC","JADWAL BARU","1","2023-03-30 19:59:11+07","2023-03-27","2023-04-01","MAKE OVER Ultra Cover Liquid Matt Foundation 01 Ochre 33 ml (Pc(s))","Next Process","Done","F-LUC01-MO33ML","CJ28A",""
"926","MO-FW-RHMF-BULK/I0011","FW-RHMF-W/I0010","FW-RHMF-W/I0010","NDC","JADWAL BARU","1","2023-03-30 19:59:11+07","2023-03-20","2023-04-05","Wardah Hydra Rose Gel to Foam cleanser 100 ml","Next Process","Done","FW-RHMF-W","CJ28A",""
"927","MO-B-HRFP-BULK/I0007","B-HRFP-MO/I0007","B-HRFP-MO/I0007","NDC","JADWAL BARU","1","2023-03-30 19:45:27+07","2023-03-06","2023-04-01","MAKE OVER Hydrastay Radiant Finishing Powder 8 gr","Next Process","Done","B-HRFP-MO","CJ29A",""
"928","MO-F-PTCMCN50-BULK/I0005","F-PTCMCN50-MO/I0005","F-PTCMCN50-MO/I0005","NDC","JADWAL BARU","1","2023-03-30 19:45:27+07","2023-03-25","2023-03-30","MAKE OVER Powerstay Total Cover Matte Cream Foundation N50 Tan 12 g","Next Process","Done","F-PTCMCN50-MO","CJ25A",""
"929","MO-FT-KFT-BULK/I0024","FT-KFT-KA/I0024","FT-KFT-KA/I0024","NDC","JADWAL BARU","1","2023-03-30 19:21:23+07","2023-03-29","2023-03-31","Kahf All-in-One Power Toning Face Spray 100 ml","Next Process","Done","FT-KFT-KA","CJ29A",""
"930","MO-TC-PMW42-BULK/I0006","TC-PMW42-MO12G/I0007","TC-PMW42-MO12G/I0007","NDC","JADWAL BARU","1","2023-03-30 17:42:23+07","2023-03-27","2023-03-31","MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","Next Process","Done","TC-PMW42-MO12G","CJ29A",""
"931","MO-REM-EEMA-BULK/I0032","REM-EEM-W50ML/I0009","REM-EEM-W50ML/I0009/01/01","NDC","JADWAL BARU","1","2023-03-30 17:25:23+07","2023-03-28","2023-03-30","Wardah EyeXpert Eye &amp; Lip Makeup Remover 50 ml","Next Process","Done","REM-EEM-W50ML","CJ28A",""
"932","MO-REM-EEMB-BULK/I0032","REM-EEM-W50ML/I0009","REM-EEM-W50ML/I0009/02/01","NDC","JADWAL BARU","1","2023-03-30 17:25:23+07","2023-03-28","2023-03-30","Wardah EyeXpert Eye &amp; Lip Makeup Remover 50 ml","Next Process","Done","REM-EEM-W50ML","CJ29A",""
"933","MO-FW-PCSAC-BULK/I0141","FW-PCSAC-KA/I0142","FW-PCSAC-KA/I0142","NDC","JADWAL BARU","1","2023-03-30 17:25:23+07","2023-03-20","2023-04-05","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CJ29A",""
"934","MO-ES-SD-BULK/I0012","ES-TEB-MO6G/I0009","ES-TEB-MO6G/I0009/03/01","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-27","2023-03-31","MAKE OVER Trivia Eye Shadow Emperor Brown 6 g (Pc(s))","Next Process","Done","ES-TEB-MO6G","CJ28A",""
"935","MO-EB-DK01C-BULK/I0013","EB-DK01-MO/I0012","EB-DK01-MO/I0012","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-23","2023-03-31","MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g","Next Process","Done","EB-DK01-MO","CJ25A",""
"936","MO-FA-IPLGH01-BULK/I0001","FA-IPLGH01-W/I0001","FA-IPLGH01-W/I0001","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-22","2023-03-28","Instaperfect Hi Glow Fluid Highlighter Moonstone","Next Process","Done","FA-IPLGH01-W","CJ24A",""
"937","MO-F-PTCMCN30-BULK/I0017","F-PTCMCN30-MO/I0017","F-PTCMCN30-MO/I0017","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-27","2023-04-02","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","Next Process","Done","F-PTCMCN30-MO","CJ28A",""
"938","MO-ES-C-BULK/I0015","ES-TEB-MO6G/I0009","ES-TEB-MO6G/I0009/01/01","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-27","2023-03-31","MAKE OVER Trivia Eye Shadow Emperor Brown 6 g (Pc(s))","Next Process","Done","ES-TEB-MO6G","CJ28A",""
"939","MO-ES-H-X/I0017","ES-TEB-MO6G/I0009","ES-TEB-MO6G/I0009/02/01","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-27","2023-03-31","MAKE OVER Trivia Eye Shadow Emperor Brown 6 g (Pc(s))","Next Process","Done","ES-TEB-MO6G","CJ27A",""
"940","MO-EB-DK-DB-BULK/I0030","EB-DK01-MO/I0012","EB-DK01-MO/I0012/02/01","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-24","2023-03-31","MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g","Next Process","Done","EB-DK01-MO","CJ25A",""
"941","MO-EB-DK-LB-BULK/I0030","EB-DK01-MO/I0012","EB-DK01-MO/I0012/01/01","NDC","JADWAL BARU","1","2023-03-30 16:38:16+07","2023-03-24","2023-03-31","MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g","Next Process","Done","EB-DK01-MO","CJ25A",""
"942","MO-BO-W1A-01 BULK/I0006","BO-W1A-W4GR/I0006","BO-W1A-W4GR/I0006/01/01","NDC","JADWAL BARU","1","2023-03-30 16:13:10+07","2023-03-25","2023-03-30","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","CJ25A",""
"943","MO-BO-W1A-02 BULK/I0006","BO-W1A-W4GR/I0006","BO-W1A-W4GR/I0006/02/01","NDC","JADWAL BARU","1","2023-03-30 16:13:10+07","2023-03-25","2023-03-30","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","CJ27A",""
"944","MO-TC-R3LEC04-BULK/I0009","TC-R3LEC04-W/I0004","TC-R3LEC04-W/I0004","NDC","JADWAL BARU","1","2023-03-30 16:12:53+07","2023-03-28","2023-03-30","Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g","Next Process","Done","TC-R3LEC04-W","CJ29A",""
"945","","P-HU-KA/I0002","P-HU-KA/I0002","NDC","JADWAL BARU","1","2023-03-30 16:09:17+07","2023-03-23","2023-03-24","Kahf Umrah and Hajj Package","Next Process","Done","P-HU-KA","(not set)",""
"946","MO-SS-SBAT30-BULK/I0089","SS-SBAT30N2-EM/I0010","SS-SBAT30N2-EM/I0010","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-06","Emina Sun Battle SPF 30 PA+++ 23 ml","Next Process","Done","SS-SBAT30N2-EM","(not set)",""
"947","MO-A-NTM-BULK/I0008","A-NTM-W40ML/I0005","A-NTM-W40ML/I0005","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-08","Wardah Acnederm Night Treatment Moisturizer 40 ml (Pc(s))","Next Process","Done","A-NTM-W40ML","(not set)",""
"948","MO-A-PRT-BULK/I0015","A-PRT-W100ML/I0012","A-PRT-W100ML/I0012","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-10","Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","Next Process","Done","A-PRT-W100ML","(not set)",""
"949","MO-SS-UVSDS-BULK/I0075","SS-UVSDSPB-W/I0058","SS-UVSDSPB-W/I0058","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","(not set)",""
"950","MO-SS-UVSAFE-BULK/I0026","SS-UVSAFE-W/I0018","SS-UVSAFE-W/I0018","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","Next Process","Done","SS-UVSAFE-W","(not set)",""
"951","MO-SS-SBSP30-BULK/I0015","SS-SBSP30-EM/I0015","SS-SBSP30-EM/I0015","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","Emina Skin Buddy Sun Protection SPF 30 PA+++ 60 ml","Next Process","Done","SS-SBSP30-EM","(not set)",""
"952","(not set)","B-NSZZ-W/I0002","B-NSZZ-W/I0002","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-06","Wardah Zam-Zam Bottle 100 ml","Next Process","Done","B-NSZZ-W","(not set)",""
"953","MO-SRM-LSA-BULK/I0011","SRM-RLSAN2-W/I0009","SRM-RLSAN2-W/I0009","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-19","Wardah Lightening Serum Ampoule 8 ml","Next Process","Done","SRM-RLSAN2-W","(not set)",""
"954","MO-SRM-RLSAN1-BULK/I0015","SRM-RLSAN1-W/I0009","SRM-RLSAN1-W/I0009","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-08","2023-04-12","Wardah Lightening Serum Ampoule 30 ml","Next Process","Done","SRM-RLSAN1-W","(not set)",""
"955","MO-SRM-RLSAN1-BULK/I0014","SRM-RLSAN1-W/I0008","SRM-RLSAN1-W/I0008","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-11","Wardah Lightening Serum Ampoule 30 ml","Next Process","Done","SRM-RLSAN1-W","(not set)",""
"956","MO-REM-RPBTUMW-BULK/I0012","REM-RPBTUMW-W/I0010","REM-RPBTUMW-W/I0010","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-04","2023-04-11","Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml","Next Process","Done","REM-RPBTUMW-W","(not set)",""
"957","MO-HBW-HW-BULK/I0006","HBW-HWN2-BD/I0002","HBW-HWN2-BD/I0002","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-10","Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Botol 250 ml","Next Process","Done","HBW-HWN2-BD","(not set)",""
"958","MO-HBW-HWB-BULK/I0007","HBW-HWN1B-BD/I0004","HBW-HWN1B-BD/I0004","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-08","2023-04-11","Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami Pouch 200 ml","Next Process","Done","HBW-HWN1B-BD","(not set)",""
"959","MO-HBW-EB-BULK/I0017","HBW-EB-KA/I0017","HBW-EB-KA/I0017","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-11","Kahf Cooling and Brightening Body Wash 200 ml","Next Process","Done","HBW-EB-KA","(not set)",""
"960","MO-PUS-PL-BULK/I0027","LU-P1P3P-P720/I0027","LU-P1P3P-P720/I0027","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-08","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","Next Process","Done","LU-P1P3P-P720","(not set)",""
"961","MO-PUS-PL-BULK/I0028","LU-P1P3P-P720/I0028","LU-P1P3P-P720/I0028","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-08","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","Next Process","Done","LU-P1P3P-P720","(not set)",""
"962","MO-REM-EEMB-BULK/I0034","REM-EEM-W50ML/I0010","REM-EEM-W50ML/I0010/02/01","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-04","2023-04-06","Wardah EyeXpert Eye &amp; Lip Makeup Remover 50 ml","Next Process","Done","REM-EEM-W50ML","(not set)",""
"963","MO-REM-EEMA-BULK/I0034","REM-EEM-W50ML/I0010","REM-EEM-W50ML/I0010/01/01","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-04","2023-04-06","Wardah EyeXpert Eye &amp; Lip Makeup Remover 50 ml","Next Process","Done","REM-EEM-W50ML","(not set)",""
"964","MO-HBW-BWD-BULK/I0016","HBW-BWN5D-BD/I0003","HBW-BWN5D-BD/I0003","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-08","Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Botol 550 ml","Next Process","Done","HBW-BWN5D-BD","(not set)",""
"965","MO-HBW-BWC-BULK/I0019","HBW-BWN5C-BD/I0003","HBW-BWN5C-BD/I0003","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-08","Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Botol 550 ml","Next Process","Done","HBW-BWN5C-BD","(not set)",""
"966","MO-HBW-BW-BULK/I0049","HBW-BWN5A-BD/I0005","HBW-BWN5A-BD/I0005","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-08","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 550 ml","Next Process","Done","HBW-BWN5A-BD","(not set)",""
"967","MO-HBW-BW-BULK/I0043","HBW-BWN1A-BD/I0005","HBW-BWN1A-BD/I0005","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-08","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","Next Process","Done","HBW-BWN1A-BD","(not set)",""
"968","MO-MA-MSND-BULK/I0003","MA-MSND-W/I0003","MA-MSND-W/I0003","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-11","Wardah Nature Daily SuperSerum Mask 20 ml","Next Process","Done","MA-MSND-W","(not set)",""
"969","MO-HBL-V4-BULK/I0003","HBL-V4-WL/I0003","HBL-V4-WL/I0003","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-06","2023-04-10","Wonderly Brightening Serum Body Lotion Amore 300 ml","Next Process","Done","HBL-V4-WL","(not set)",""
"970","MO-MASK-SLA-BULK/I0003","MASK-SLA-EM5GR/I0003","MASK-SLA-EM5GR/I0003","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-05","2023-04-08","Emina Star Lash Aqua Mascara 5 gr (Pc(s))","Next Process","Done","MASK-SLA-EM5GR","(not set)",""
"971","MO-M-BRERMC-BULK/I0018","M-BRERMC-L/I0012","M-BRERMC-L/I0012","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 50 ml","Next Process","Done","M-BRERMC-L","(not set)",""
"972","MO-FW-SB-BULK/I0005","FW-SB-W60ML/I0005","FW-SB-W60ML/I0005","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","Wardah Nature Daily Seaweed Balancing Facial Wash 60 ml","Next Process","Done","FW-SB-W60ML","(not set)",""
"973","MO-FW-SBRDBR-BULK/I0005","FW-SBRDBR-EM/I0005","FW-SBRDBR-EM/I0005","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","Emina Skin Buddy Dot Burst Face Wash 60 ml","Next Process","Done","FW-SBRDBR-EM","(not set)",""
"974","MO-FW-SBRDBL-BULK/I0002","FW-SBRDBL-EM/I0002","FW-SBRDBL-EM/I0002","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","Emina Skin Buddy Bubble Up Face Wash 60 ml","Next Process","Done","FW-SBRDBL-EM","(not set)",""
"975","MO-FW-RPHAS-BULK/I0012","FW-RPHAS-EM/I0012","FW-RPHAS-EM/I0012","PLANNER","(not set)","1","2023-03-30 15:48:00+07","2023-04-03","2023-04-19","Emina Ms. Pimple Acne Solution Face Wash 50 ml","Next Process","Done","FW-RPHAS-EM","(not set)",""
